p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,518.810891279655,560.7358590022,521.423962478787,485.165195913855,458.583061965257,438.834522606322,424.063446485467,413.000413557992,411.146549475457,409.396479312656,407.74398680774,406.183127645499,404.708222467344,403.313870256924,401.994952098337,400.746634617145,399.564370495144,398.443895748356,397.381223870033,396.372637211995,395.414676125058,394.504126430084,393.638005775442,392.813549375885,392.028193927844,391.279569540824,390.56547680074,389.883879188081,386.901816221133,384.49960051924,382.542602959415,380.934073568364,379.602685692385,378.494608979212,377.568397882875,376.791604517715,376.138463702927,375.588275931807,375.124248270753,374.732644930718,374.402152111894,374.123397187338,373.888573585367,373.691151996595,373.525646745627,373.3874364809,373.27261280263,373.177861129324,373.100365296185,373.037716837774,372.98786486058,372.949050240775,372.919762993611,372.898704366516,372.884755147751
11,517.550155990858,559.822609466721,521.422282995849,485.155314349223,458.541392487991,438.738798199092,423.902735783786,412.77623211757,410.910930886835,409.150026332519,407.487364413916,405.917044344044,404.43341536298,403.031090943888,401.704953746758,400.450160744083,399.262145651346,398.136618171971,397.069560020735,396.057218006307,395.096094642008,394.182936838151,393.314723234314,392.488650690851,391.702118720635,390.952721944391,390.238227221067,389.556566325783,386.578300844306,384.18472593807,382.239233719282,380.643802855855,379.326269797278,378.232265980625,377.319991311525,376.556767326886,375.916681424722,375.378944372914,374.926713771531,374.546232695887,374.226186107169,373.957214029671,373.731531906879,373.542638596104,373.385080377157,373.254269775277,373.146332965669,373.05798970001,372.986454728726,372.929359434338,372.884675559191,372.850675420425,372.825875950258,372.80900346472,372.798962005128
12,516.385119515303,558.962112685177,521.42060837242,485.14665819501,458.504744726859,438.654004577916,423.759332079365,412.574796910384,410.698934769754,408.928008210064,407.255908088593,405.676782710693,404.185012408863,402.775228594589,401.442319609799,400.181437263698,398.988000950957,397.857698686882,396.786484883702,395.770575049771,394.806437821413,393.890784852148,393.020559117585,392.192922165955,391.405239087951,390.655071499603,389.940154786001,389.258391046379,386.283490168319,383.897845843082,381.962981851723,380.379666789798,379.074953567779,377.993963776936,377.094564693508,376.343862070734,375.715806770127,375.189527388306,374.748137250422,374.377861700248,374.067386493352,373.80736527201,373.590035647235,373.408923526269,373.258608105008,373.134532566758,373.032856747939,372.950333014709,372.884207743021,372.832140179497,372.792137989111,372.762492977189,372.741749705466,372.728657812366,372.722142919935
13,515.301519068038,558.148554328636,521.418909750835,485.138984454934,458.472172765174,438.578157200073,423.630205903899,412.392253379922,410.506592388917,408.726328007693,407.045425974227,405.458061554061,403.958654181729,402.541855858517,401.202563892941,399.935928608571,398.737358945299,397.602525122209,396.52735804674,395.508045548947,394.541025783488,393.622978291102,392.750813266987,391.921658119048,391.132850271896,390.381916118252,389.666562976111,388.98466502633,386.012768459128,383.634454444885,381.709469766673,380.137438983921,378.844664754439,377.775787029451,376.888361481609,376.149288878783,375.532394036397,375.016729252883,374.58536827942,374.224521610219,373.922877481637,373.671103912267,373.461460733427,373.287501065091,373.143834162965,373.025934635925,372.929993929829,372.852795491434,372.791615709873,372.744142437838,372.708410448988,372.6827365911,372.665689089466,372.656039266827,372.652733115113
14,514.28811849227,557.376975228569,521.417181694591,485.132125462974,458.442964074862,438.509748000139,423.513036864892,412.22563312511,410.33083068033,408.541838140765,406.852673148355,405.257568717378,403.750965741214,402.327543186989,400.982209980728,399.710118004796,398.50666899766,397.367518695059,396.288577759444,395.266009470143,394.296224445928,393.375872850707,392.501834615025,391.671206742215,390.881296761704,390.12960204334,389.41380210728,388.731744756012,385.762548364291,383.391047346698,381.475304609853,379.913837784162,378.632243118556,377.574701345894,376.698470464347,375.970260261832,375.363775970496,374.858000889215,374.435971947292,374.083887499397,373.790439676066,373.546311470047,373.343784912851,373.17643984434,373.038914737571,372.926714530729,372.836061010558,372.763767324583,372.707138401559,372.663889295987,372.632080402567,372.610052192049,372.596395166583,372.589901255466,372.589535088412
15,513.335900573865,556.643137616633,521.415413586863,485.125940419385,458.416560217167,438.447606666774,423.406011051305,412.072597558466,410.169233668003,408.37204318955,406.67510262781,405.072686275474,403.559282192465,402.129581039841,400.778509790951,399.501224428932,398.293122254275,397.149847366744,396.067293009033,395.041600637441,394.069155915335,393.146582034663,392.270730877848,391.438671072755,390.647682092532,389.895233955682,389.178979893876,388.496742694022,385.52998664576,383.164855942838,381.257793293282,379.706262056773,378.435187356639,377.388304130278,376.522589700524,375.804573071536,375.207847493896,374.71133088582,374.298028485274,373.954127574327,373.668325621279,373.431321064968,373.235418063255,373.074222687094,372.942401833736,372.83548975,372.749737421229,372.681986439193,372.629569039893,372.590226049573,372.562039660233,372.543380427809,372.532852177349,372.529268722885,372.531612453084
16,512.437507755511,555.943378437387,521.413599153149,485.120323320431,458.392549323381,438.390808518826,423.307685591446,411.931287189743,410.019866838012,408.214948035558,406.510660975095,404.901324870564,403.381459269754,401.945792323567,400.58925421512,399.30701136657,398.09445900639,396.947232065676,395.8612088367,394.832511351604,393.857502598164,392.93278092817,392.055172145567,391.221718308862,390.429672473834,389.676478798422,388.95976557263,388.277331784271,385.312791788538,382.95364142925,381.054767884082,379.512624055955,378.251484194175,377.214663306821,376.358868609853,375.650457423062,375.062917397165,374.575105858918,374.169998026869,373.833773374303,373.555135695604,373.324798450968,373.135088158514,372.979636642442,372.853138475142,372.751156292001,372.669969184125,372.606446062856,372.557945263339,372.5222322597,372.49741231469,372.481877522401,372.47425134894,372.473365976472,372.478220563026
17,511.586865061808,555.274538477477,521.411733442144,485.115190127098,458.370579771237,438.338611487489,423.216895256865,411.800181974843,409.88115413183,408.068930133751,406.357680261923,404.741772215088,403.21576123532,401.774397954811,400.412641353967,399.125653836943,397.908834707207,396.757811880417,395.668450872259,394.636856415861,393.659370852486,392.732569597468,391.853254139498,391.018441587296,390.225360050814,389.471429166924,388.754253494755,388.071609316896,385.109090010099,382.755575764769,380.86445638766,379.331211580184,378.079489408566,377.052201764504,376.205797420711,375.506470190831,374.927607851194,374.448011086367,374.050628082362,373.721631556004,373.449732152593,373.225659666749,373.041762388288,372.891697418602,372.770186301691,372.672819180664,372.595902289064,372.536330808547,372.491488102154,372.45916321824,372.437483433716,372.424858874549,372.419939104158,372.421566297864,372.42875797584
18,510.778901320384,554.633872704665,521.409812490567,485.110473228257,458.350369486154,438.290411889452,423.132686543959,411.678035000183,409.751807908639,407.932652923599,406.214785538278,404.592619189133,403.060744859186,401.61394022477,400.247178632687,398.955643617057,397.734724452859,396.580047931374,395.487468717498,394.453076140085,393.473193711406,392.544375621389,391.663400632125,390.827262364337,390.03316531205,389.27850580248,388.560865759481,387.877999750554,384.917329612953,382.569145325769,380.68539197211,379.160609785166,377.917843009597,376.899615651622,376.062128602785,375.371419567904,374.800781616222,374.328962340804,373.938885244127,373.616717909845,373.351178082195,373.13301259297,372.954591185093,372.80959578183,372.692774229823,372.59974336629,372.526835661623,372.470971608844,372.429558617975,372.400408332167,372.38166908173,372.371770484798,372.369380139625,372.373356543727,372.382732389479
19,510.009311203111,554.0189834707,521.407833086893,485.106117530195,458.331700707386,438.24571268654,423.054270065361,411.563808925924,409.630750311302,407.804998829079,406.080830530576,404.452690317757,402.915208847987,401.463191305119,400.091630233897,398.795716340387,397.570853403648,396.412653332964,395.316965539288,394.279865646083,393.297659973884,392.366883033891,391.484291057719,390.646859235572,389.85176592382,389.096386485424,388.378281206117,387.695183839724,384.736211225477,382.39308277764,380.516346789861,378.999634746659,377.765407441438,376.755814871428,375.9268196661,375.244310150473,374.681489376622,374.217054817849,373.833908212104,373.518212065963,373.258693109061,373.046114554623,372.872867667058,372.732658746197,372.620261308902,372.531318125176,372.462187061213,372.409813035627,372.371626603274,372.345461104369,372.329485044719,372.322146687358,372.322130853991,372.328311601375,372.339736069712
20,509.274427982831,553.427755661282,521.405792600683,485.102077622787,458.314381033657,438.204100254674,422.980985504988,411.456632160102,409.517073852335,407.685038422014,405.954849866724,404.320995037221,402.778140332768,401.321118886491,399.944943061999,398.644815628155,397.41614516256,396.254541220634,395.155845812443,394.116122386908,393.131661555281,392.198979555231,391.314812641352,390.476115057641,389.680043853806,388.923953193984,388.205382638093,387.522045951232,384.564635914577,382.226316445088,380.356282805922,378.847285892023,377.62122169732,376.619878917241,375.798990724021,375.124302214918,374.568930602284,374.111526785186,373.734970964433,373.425423432256,373.171620625747,372.964340980522,372.795997653827,372.660320889964,372.552109276128,372.467030800745,372.401467942197,372.352389223511,372.317247511278,372.293897016577,372.280525615046,372.275599438886,372.277817349827,372.286075595299,372.299427777233
21,508.571096569633,552.858351852766,521.403688857101,485.098315694075,458.298253382472,438.165225573462,422.912275376413,411.355765620024,409.41000981406,407.571972209382,405.836023376582,404.196691308523,402.648677886565,401.186844382713,399.806223712049,398.50203161482,397.269678721974,396.10478535759,395.003175708387,393.960906368785,392.974253588968,392.039716615545,391.154012926546,390.314076926871,389.517045375555,388.760252162263,388.041216959241,387.357634301034,384.40166617289,382.067932051729,380.204311915362,378.702708166999,377.484466673202,376.491023537796,375.677892475903,375.010680968759,374.462424561475,374.01172967998,373.641457648128,373.337766509414,373.08940280785,372.887161831062,372.723477131499,372.592102808819,372.487861950631,372.406447091894,372.344264590817,372.298305811044,372.266045158829,372.245356952851,372.23444769619,372.231800677233,372.236130489102,372.246347819381,372.261519243016
22,507.896581628154,552.309116727175,521.401520043244,485.094799968371,458.283185264793,438.128797185333,422.847665070918,411.260577489399,409.308900575613,407.465118976754,405.723644582939,404.079057426038,402.526082814871,401.059614201129,399.67470557097,398.366586460919,397.130674349913,395.962586465984,394.858153030318,393.81340993735,392.824624091198,391.888278922649,391.001074236169,390.159925616724,389.361950469053,388.604463261126,387.884964551104,387.201130343023,384.246495575874,381.917143371899,380.059678297874,378.565172068113,377.354436252404,376.368575197176,375.562881685988,374.90283320725,374.361387074026,373.917107859123,373.552839521653,373.254739157082,373.011563207335,372.814123320966,372.654874710902,372.527594679634,372.427129521605,372.349196029019,372.290223753682,372.247226187151,372.217698557595,372.199534583688,372.190958709533,372.190470721794,372.196800320486,372.208872043533,372.225764890576
