p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_6_6,of_6_7,of_6_8,of_6_9,of_7,of_7_1,of_7_2,of_7_3,of_7_4,of_7_5,of_7_6,of_7_7,of_7_8,of_7_9,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
41,1432.4344942191,1675.75219946007,1908.1605326521,2098.48789197226,2296.51931430681,2630.33812639682,2892.21794931337,3091.73572680642,3233.80824473217,3324.15061662246,3374.13989337958,3380.49436881966,3385.86981452009,3390.35483457161,3394.03139683268,3396.97448721726,3399.25258808245,3400.92795116868,3402.0570008018,3402.69077174859,3402.8753570743,3402.65234882305,3402.05926018421,3401.12992220934,3399.89485135472,3398.3815863888,3396.61499474429,3394.61754939634,3392.40957795759,3390.00953579002,3387.43400396987,3372.40906173832,3354.77394376454,3335.46170872023,3315.08356470353,3294.0512003062,3272.64896755446,3251.07765238214,3229.48196206855,3207.96785247279,3186.61435541605,3165.48101341935,3144.61316452457,3124.04555228708,3103.80486105655,3083.91158014676,3064.3810815863,3045.22494375756,3026.45142751861,3008.06613827066,2990.07231912809,2972.47130719244,2955.26288570725,2938.44542501395,2922.0159916413
42,1433.81084423568,1676.34034044883,1908.38549201598,2098.60606463266,2296.60053803783,2630.56500033633,2892.74483367007,3092.67674786513,3235.23758707055,3326.04330783363,3376.37495970553,3382.78084192895,3388.20234618113,3392.72835559535,3396.44114728403,3399.41602841645,3401.72180467243,3403.42104464532,3404.57047716955,3405.221425461,3405.42025284003,3405.20880244666,3404.62481927703,3403.70234734502,3402.47209804487,3400.9617881068,3399.19644711867,3397.19869561948,3394.98899540401,3392.5859246896,3390.00617359824,3374.94551541838,3357.25677718419,3337.87923921935,3317.42815364297,3296.31807123365,3274.83518060696,3253.18169918056,3231.50337151617,3209.90693850035,3188.47204048961,3167.25869436229,3146.31261026459,3125.66882279614,3105.35424132076,3085.38952593639,3065.79017028991,3046.56783723323,3027.73083687392,3009.28479519891,2991.23294896847,2973.57660812223,2956.3155120666,2939.44797258203,2922.97098353131
43,1435.16306772667,1676.92398302852,1908.60964910273,2098.72353015538,2296.67993167092,2630.78432418179,2893.25493279569,3093.58932921653,3236.62624010121,3327.88534491457,3378.55311712903,3385.00955210792,3390.47637050663,3395.04272449178,3398.79119169082,3401.79739113083,3404.13044432336,3405.85322939158,3407.02277315177,3407.69068139554,3407.90358242784,3407.70356576289,3407.12860397723,3406.2129502646,3404.98750757113,3403.48016755573,3401.71611924194,3399.71812829157,3397.50678848794,3395.10079892232,3392.51695699797,3377.42145494903,3359.68025064191,3340.23874998737,3319.71621887754,3298.52993178419,3276.96798309957,3255.23396590746,3233.47464835866,3211.79754414093,3190.2828928217,3168.99117810904,3147.96847603474,3127.25010701902,3106.8632009815,3086.82858499787,3067.1618711119,3047.87480388169,3028.97574036648,3010.47032525877,2992.36174486125,2974.65140877238,2957.33888389794,2940.42246567579,2923.89907519949
44,1436.49205276097,1677.50320278642,1908.83306370638,2098.84032183257,2296.75760443378,2630.99651349839,2893.74914037215,3094.47493313439,3237.97622229964,3329.67916238197,3380.67704393616,3387.18320984149,3392.69462578079,3397.30070357158,3401.08431220714,3404.12137494791,3406.48132069984,3408.22733065934,3409.41672325196,3410.10138120323,3410.32819273876,3410.13948920966,3409.57346671093,3408.66458398065,3407.44393226222,3405.93957522762,3404.1768587219,3402.17869118331,3399.9657962748,3397.55699205701,3394.9691815184,3379.83966772065,3362.04710071246,3342.54291963473,3321.95034439629,3300.68933275531,3279.04985629737,3257.23686626594,3235.39813707392,3213.6419430782,3192.04911631015,3170.68059916483,3149.58282755989,3128.79140269285,3108.33367075118,3088.23062211432,3068.49798411836,3049.14758037128,3030.18781267981,3011.62434264281,2993.46034671922,2975.69720709995,2958.33444351897,2941.37025670309,2924.80160282439
45,1437.79863770852,1678.07807329145,1909.05572516907,2098.95647037947,2296.83365698357,2631.20195233936,2894.22828402103,3095.33491652248,3239.28941020496,3331.42702686713,3382.74923587212,3389.30434117209,3394.85966421435,3399.50486748722,3403.32310278994,3406.39058944963,3408.77705713288,3410.54598261524,3411.75497038049,3412.45617456139,3412.69673843433,3412.5192308232,3411.96206743403,3411.05990905184,3409.84403208594,3408.34266941629,3406.58132119422,3404.58303637678,3402.36866647758,3399.95709342029,3397.36548396767,3382.20275325518,3364.35987942971,3344.79424600655,3324.13296930611,3302.79865171494,3281.08311512939,3259.19264868778,3237.27601927781,3215.44225413897,3193.77276445207,3172.32894606616,3151.15758899377,3130.29457034074,3109.76744842377,3089.59737338245,3069.80018485375,3050.38778293935,3031.36861207707,3012.74834904909,2994.53015914496,2976.71539614955,2959.30353198449,2942.2927075764,2925.67980832548
46,1439.08361494649,1678.64866617081,1909.277645094,2099.07200418762,2296.9081822515,2631.40099626449,2894.69313150199,3096.17054060777,3240.56755124315,3333.13105208121,3384.77202228837,3391.37530399804,3396.97386837127,3401.65761996559,3405.50998517386,3408.60747176764,3411.02010292468,3412.8116452609,3414.03998271331,3414.75753606008,3415.01169884155,3414.84527315302,3414.29689054964,3413.40141049573,3412.19029155136,3410.69193310312,3408.93198718662,3406.93364110355,3404.71787226428,3402.3036771067,3399.70832734813,3384.51313970811,3366.62097050197,3346.99506204025,3326.26637160005,3304.86010892311,3283.06992031163,3261.10341411788,3239.11033665533,3217.20045499351,3195.45575366779,3173.93807433158,3152.69455549798,3131.76134547715,3111.16621071792,3090.93045769934,3071.07003547477,3051.59691817825,3032.51959084491,3013.8437437893,2995.57252986684,2977.70727350944,2960.24739822674,2943.19098482577,2926.5348478927
47,1440.3477342224,1679.21505118248,1909.49883445263,2099.18694954811,2296.9812661828,2631.59397501209,2895.14439620524,3096.98297955555,3241.81227517395,3334.79321215606,3386.74758054698,3393.39830261398,3399.03946582519,3403.76120856147,3407.64722392435,3410.77430080263,3413.21274913009,3415.02661899217,3416.27406883429,3417.00778027311,3417.27539304057,3417.11993835893,3416.58026000744,3415.69141288446,3414.48503479492,3412.98968902882,3411.23117717153,3409.23282277399,3407.01572726015,3404.59899988736,3402.00001579404,3386.77309859819,3368.8326037861,3349.14754997932,3328.35268195747,3306.87578087993,3285.01229288781,3262.97112641317,3240.90299466553,3218.91839437656,3197.09987518469,3175.5097180099,3154.19540445737,3133.19334949388,3112.53152383702,3092.23138700117,3072.30899467264,3052.77639264628,3033.64210459888,3014.91183279426,2996.58871644646,2978.67404973584,2961.16720719865,2944.06620923263,2927.36779958817
48,1441.59167994002,1679.77729628404,1909.71930364164,2099.30133084921,2297.05298839188,2631.78119486988,2895.58274206837,3097.77332814685,3243.02510415238,3336.4153535675,3388.67794890263,3395.37540071617,3401.05854226994,3405.81773785772,3409.73693971327,3412.8932107946,3415.35714128745,3417.19305881471,3418.45939076812,3419.2090753518,3419.48999336462,3419.34540171944,3418.81435281452,3417.93209385234,3416.73043908009,3415.23811318,3413.48106503567,3411.4827524261,3409.26439897228,3406.84522511636,3404.24270793857,3388.98475798797,3370.99686823749,3351.25375405637,3330.39389615906,3308.84761244667,3286.91212413959,3264.79762477477,3242.6557791031,3220.59780301594,3198.70680566305,3177.04550000478,3155.66170550582,3134.59209938996,3113.86485290677,3093.50157541226,3073.51842653827,3053.92752145362,3034.73742059509,3015.95383665685,2997.57989405838,2979.61685587543,2962.06404714535,2944.91942759414,2928.17967013377
49,1442.81617629825,1680.33546769813,1909.93906253328,2099.41517075181,2297.12342274427,2631.96294078462,2896.00878788732,3098.54260863707,3244.20746206751,3337.99920581714,3390.56503805126,3397.30853306246,3403.03305327476,3407.82918130033,3411.78112122043,3414.96620327786,3417.45529164443,3419.31298576417,3420.59797677157,3421.36345462324,3421.65753760665,3421.52370392838,3421.00121115409,3420.12549621194,3418.92854690588,3417.43924688661,3415.68369016241,3413.68546678925,3411.46592083172,3409.04438233866,3406.43842890427,3391.15011430698,3373.11572352796,3353.31554258283,3332.3918862243,3310.77742776312,3288.77118950811,3266.58463230985,3244.37036117198,3222.24030411912,3200.2781178102,3178.54694294352,3157.09492951065,3135.95901648947,3115.1675704299,3094.74234744046,3074.69960850196,3055.05153595086,3035.80672517226,3016.97089783241,2998.54716245408,2980.53675019819,2962.93893611111,2945.75161901055,2928.97140098461
50,1444.02183739762,1680.88962997446,1910.15812052049,2099.52849034538,2297.19263787464,2632.13947824351,2896.42311125566,3099.29177689741,3245.36068255641,3339.54639102469,3392.41064150721,3399.19951595059,3404.96483484902,3409.79739183668,3413.78163583265,3416.99515782983,3419.50908994541,3421.38829792333,3422.69173165481,3423.47282832526,3423.7799394581,3423.65676117097,3423.14275343181,3422.27353884698,3421.08127689365,3419.59500769838,3417.84096829458,3415.84287913044,3413.62220302018,3411.19837809498,3408.58902671726,3393.27104298153,3375.19101048966,3355.33481454152,3334.34841042839,3312.66693984709,3290.59115543677,3268.33376899262,3246.04831371563,3223.84741901103,3201.81528392683,3180.01547004486,3158.49645750508,3137.29543538986,3116.44096526374,3095.95494697661,3075.85374034657,3056.14959271773,3036.85113267183,3017.96408943372,2999.49155220978,2981.43472423695,2963.79282777605,2946.56370052371,2929.74387377488
51,1445.20927046168,1681.439846049,1910.37650112131,2099.64130928709,2297.2606976487,2632.31105495636,2896.8262520392,3100.0217279272,3246.48601640727,3341.05843256097,3394.21644494845,3401.05005665525,3406.85561295796,3411.72411149786,3415.74023928257,3418.98184175554,3421.52031315205,3423.42078019278,3424.74244669366,3425.53899271337,3425.85899909532,3425.74637635612,3425.24078340599,3424.37802664854,3423.19043359631,3421.70719918518,3419.95470132282,3417.95678902766,3415.73504222607,3413.30900565783,3410.6963987092,3395.34930801328,3377.22446052593,3357.31321551722,3336.26512229369,3314.5177597015,3292.37358890749,3270.0465569617,3247.69111359345,3225.42058064939,3203.31969248151,3181.45242581879,3159.86758393252,3138.60260578208,3117.68624296033,3097.14047225835,3076.98194172931,3057.22276989659,3037.87168081049,3018.93440993093,3000.41403122911,2982.31170961292,2964.6266188158,2947.35653218479,2930.49787772856
52,1446.37905292054,1681.98617730034,1910.59418428752,2099.75364592617,2297.32766157637,2632.47790236293,2897.21871551205,3100.73330081184,3247.58463818224,3342.53676291736,3395.98403465077,3402.86176194583,3408.70701211209,3413.61098004912,3417.65858434977,3420.9279188325,3423.4906342251,3425.41211308128,3426.75180847476,3427.56363912587,3427.896411411,3427.79424684861,3427.29700024766,3426.4406588257,3425.25771644868,3423.77751993915,3422.02658612429,3420.02889119526,3417.80613045393,3415.37795382322,3412.76217642845,3397.38657062837,3379.21770410884,3359.25234071952,3338.14357878455,3316.33140403765,3294.11996509339,3271.724429066,3249.30009143292,3226.96113621505,3204.79264779265,3182.85907193976,3161.2095304455,3139.88170826525,3118.90454372559,3098.3001509603,3078.08527426001,3058.27209096949,3038.86935580606,3019.88275697179,3001.31550585538,2983.16857672869,2965.4411442908,2948.13092349168,2931.23426337859
53,1447.53173436209,1682.52868360336,1910.8111922403,2099.86551741539,2297.39358518245,2632.64023698654,2897.60097517644,3101.42728319185,3248.65765220154,3343.98273036984,3397.71490511484,3404.63614578982,3410.52056313592,3415.45954281404,3419.5382287322,3422.83495721973,3425.42163006303,3427.36388067734,3428.72140688132,3429.54836198295,3429.89377422735,3429.80197284696,3429.31300560331,3428.46303788951,3427.28472735907,3425.80757088659,3424.05822266892,3422.06078355897,3419.83706313406,3417.40681507291,3414.78794870018,3399.38439710369,3381.17227846814,3361.15369405187,3339.98524763286,3318.10930253364,3295.8316743978,3273.36873568577,3250.87667540545,3228.47035509584,3206.23537874312,3184.23659701081,3162.52344572727,3141.13385207751,3120.0969379273,3099.43495203816,3079.16473264948,3059.29851402032,3039.84507988956,3020.81012141158,3002.19683224678,2984.00614978105,2966.23719774768,2948.88762814501,2931.953723511
54,1448.66783832434,1683.06742338046,1911.02753281636,2099.97693981094,2297.45852033912,2632.79826165212,2897.97347530567,3102.10441529909,3249.70609795087,3345.3976059902,3399.41046597745,3406.37463633359,3412.29771020846,3417.27125776589,3421.38064218004,3424.70443662768,3427.31478870183,3429.27757787109,3430.65274233262,3431.49466603896,3431.85259555646,3431.77106464764,3431.29031117316,3430.4466761459,3429.27297871795,3427.79886376505,3426.05112074948,3424.05397408439,3421.8293457159,3419.39709183904,3416.77521536838,3401.34426586225,3383.08963456169,3363.01869494105,3341.79151403286,3319.85280436028,3297.51002880957,3274.98075091839,3252.42204259496,3229.94943471858,3207.64904442566,3185.58612201344,3163.81041300066,3142.36008314611,3121.26443475805,3100.54584859457,3080.22125458716,3060.30294208514,3040.79972235103,3021.71728831771,3003.05881478089,2984.82520192042,2967.01552199069,2949.62736650108,2932.65694482383
