p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_6_6,of_6_7,of_6_8,of_6_9,of_7,of_7_1,of_7_2,of_7_3,of_7_4,of_7_5,of_7_6,of_7_7,of_7_8,of_7_9,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,1367.73760430137,1654.74173091146,1900.60449411824,2093.863114152,2291.09033931527,2612.32202793825,2852.67293689703,3025.0623940399,3138.13564039477,3203.69054530315,3236.87135558872,3240.80745706159,3244.04157176647,3246.64312796913,3248.67450972935,3250.19186477183,3251.2454714859,3251.88051641832,3252.13736231171,3252.05220905704,3251.65750202887,3250.98233987887,3250.05284141921,3248.89247383999,3247.52234512314,3245.96146378516,3244.22696912487,3242.33433505279,3240.29758010461,3238.1293064878,3235.84104125589,3222.93289474766,3208.24805229943,3192.4311824223,3175.90535041402,3158.95527265445,3141.77661647525,3124.50653570761,3107.242607349,3090.05522162153,3072.99577976275,3056.1020355587,3039.40213486068,3022.91697166282,3006.66221920771,2990.64951418805,2974.8875424952,2959.3826277027,2944.13926796534,2929.1605107073,2914.44823253645,2900.00335054963,2885.82598376205,2871.91557818496,2858.27100532262
11,1371.0915700798,1655.52463390405,1900.88276397529,2094.09778903964,2291.53723087897,2613.87474216279,2855.91970609636,3030.28058531818,3145.28444611881,3212.34085679137,3246.46305532702,3250.52916920315,3253.87702784965,3256.57737089904,3258.69399018301,3260.28412079285,3261.39920509526,3262.08547103844,3262.38422713158,3262.33253704289,3261.96363013205,3261.30731478706,3260.39035120023,3259.23678551079,3257.86824796899,3256.30421812739,3254.5622601642,3252.6582313828,3250.60646677383,3248.41997317689,3246.11044869544,3233.05944185791,3218.18684915071,3202.15287788517,3185.39068218561,3168.19176015761,3150.75647278685,3133.22533621819,3115.69839378315,3098.24789480372,3080.92667735844,3063.77361737575,3046.81773798507,3030.08073606379,3013.57881498223,2997.32416307954,2981.32579712563,2965.59039429481,2950.12271077137,2934.92599416174,2920.00226972931,2905.35255695763,2890.97703556576,2876.87517469879,2863.04583521959
12,1374.28283675715,1656.2986328851,1901.15556224388,2094.31596628489,2291.93116009776,2615.24484434735,2858.80748543419,3034.95573892176,3151.731539491,3220.1828448126,3255.18776336642,3259.37637970062,3262.83157062822,3265.62531451676,3267.822550397,3269.48170940227,3270.65528850355,3271.39038822047,3271.72924494065,3271.70972869731,3271.36580167197,3270.72793637217,3269.82349366726,3268.67706229036,3267.31076225055,3265.74451502867,3263.99628358491,3262.08228518392,3260.01717991215,3257.81423756821,3255.48551716439,3242.3038754402,3227.2584334595,3211.02399355444,3194.04320110688,3176.61393736531,3158.94098570124,3141.16803092597,3123.39744500704,3105.70323398701,3088.13955096748,3070.74646548071,3053.55372691779,3036.58377000053,3019.85333974422,3003.37514435947,2987.15851578958,2971.2104551625,2955.53595796999,2940.13845546065,2925.02010694075,2910.18202147712,2895.6244284028,2881.34681056689,2867.34801038268
13,1377.32792324319,1657.06403670804,1901.4238215118,2094.52086442652,2292.28234576197,2616.46609631887,2861.40015117573,3039.18117119973,3157.59397371509,3227.34854031358,3263.18540780068,3267.49000263429,3271.04694849353,3273.9293661376,3276.20329523534,3277.92816594804,3279.15757817062,3279.93940422198,3280.31675262805,3280.32825014024,3280.00854763243,3279.38874238178,3278.49676082127,3277.35770291478,3275.99415038519,3274.42644153219,3272.67291558644,3270.75012956327,3268.67305047374,3266.455225575,3264.10893312869,3250.80701756888,3235.60134907716,3219.18056093216,3201.99627417002,3184.35236628238,3166.45793735821,3148.45954561422,3130.46181501558,3112.54041931593,3094.750800444,3077.13404621071,3059.72071093799,3042.53389383836,3025.5908695775,3008.90478863025,2992.48532962966,2976.339781255,2960.47336178547,2944.88967152065,2929.59099097978,2914.57850761748,2899.85249074752,2885.41242880366,2871.25713910731
14,1380.2409293463,1657.82111846555,1901.68823800661,2094.71481856297,2292.59844534122,2617.56407958738,2863.74645642804,3043.02861068716,3162.96221363256,3233.94033652302,3270.56470529338,3274.97954717744,3278.63334145111,3281.60026825309,3283.94739242307,3285.73511606823,3287.0179152638,3287.84463373401,3288.25903097684,3288.30049131091,3288.00431578383,3287.40219210706,3286.52258159963,3285.39106808668,3284.03067029443,3282.46212179724,3280.70411827959,3278.77353886457,3276.68564162627,3274.45423699933,3272.09184139893,3258.67844944398,3243.32339046924,3226.72840027495,3209.35362559794,3191.50868111948,3173.40665555073,3155.1969579873,3136.98631839101,3118.85200057462,3100.85067551016,3083.02440194854,3065.40450552484,3048.01467986556,3030.87281096038,3013.99230949547,2997.38337947493,2981.0534180567,2965.00790575558,2949.25059901365,2933.7838848874,2918.60902466996,2903.72631694614,2889.13524867688,2874.83460638642
15,1383.03387542991,1658.57008182342,1901.94930718111,2094.8996710054,2292.88532603471,2618.55856440023,2865.88438859817,3046.55431492598,3167.9075750827,3240.03921763057,3277.41179135352,3281.93179639119,3285.67808191256,3288.72581441866,3291.14301770703,3292.99100626391,3294.32511985027,3295.19495822164,3295.6451446557,3295.71560997478,3295.4423153094,3294.85750847662,3293.99015868802,3292.86630945402,3291.50939535955,3289.94052516489,3288.17873400454,3286.24120755022,3284.14348095148,3281.89961522734,3279.52235359212,3266.00509980788,3250.51007998432,3233.75145346681,3216.19751760395,3198.1633598034,3179.86587581094,3161.45719757333,3143.04606822017,3124.71127233311,3106.51065727461,3088.48721138798,3070.67299705763,3053.09230966999,3035.76352355031,3018.70043969843,3001.91358506561,2985.41060236288,2969.19717029789,2953.27718973377,2937.65315073629,2922.32636902861,2907.29716956605,2892.56503169008,2878.12870623128
16,1385.71718414054,1659.31123651071,1902.20751561739,2095.07683896814,2293.14757124744,2619.4651124421,2867.84407480347,3049.80317483496,3172.48723962747,3245.71032033644,3283.79606163009,3288.41668294554,3292.25155855968,3295.37677672228,3297.86126150073,3299.76718690161,3301.15070871355,3302.06218171938,3302.54693064125,3302.64552333166,3302.39450931098,3301.82666956662,3300.97145712538,3299.85535370745,3298.50219031619,3296.93343407268,3295.16844397647,3293.22469840511,3291.11799713974,3288.86264058104,3286.47158864213,3272.85716334948,3257.23041086685,3240.31742808569,3222.59429025082,3204.38132139095,3185.89906359494,3167.30225716303,3148.70157544651,3130.17726199127,3111.78829323105,3093.5785009339,3075.58080113043,3057.81991942525,3040.3147465362,3023.07945597771,3006.12485881404,2989.45889966046,2973.08737364508,2957.01433890304,2941.24237606149,2925.77285272215,2910.60611128129,2895.7416179712,2881.17808358077
17,1388.29991325595,1660.04475049189,1902.46315694767,2095.24744471145,2293.38881884296,2620.29616857983,2869.64977689634,3052.81154993473,3176.74773323238,3251.00680126697,3289.77423968708,3294.49138137012,3298.41132929242,3301.61103583968,3304.16022156261,3306.12202684835,3307.55322674012,3308.50494441366,3309.02312595742,3309.14908405183,3308.9197914042,3308.36858404095,3307.52537723841,3306.4170716617,3305.06787750575,3303.49960482992,3301.73192267381,3299.78258971107,3297.6676591991,3295.40166087789,3292.9977623057,3279.29204242933,3263.54084989564,3246.48173021408,3228.59821973318,3210.21566976157,3191.55812125663,3172.78282162581,3154.00229968519,3135.29820227488,3116.73059219684,3098.3441576695,3080.1725011883,3062.2408961798,3044.56864625052,3027.17039467058,3010.05709667864,2993.23706120952,2976.71615204428,2960.49858740421,2944.58703024943,2928.98289301909,2913.68653035271,2898.69738937628,2884.01413775901
18,1390.79000781734,1660.77081929845,1902.71649606131,2095.41239007243,2293.61199965533,2621.06182413,2871.32129670441,3055.6092764597,3180.72740030982,3255.97259550428,3295.39328053043,3300.20322955065,3304.20505782467,3307.47653015903,3310.0881661495,3312.10388097454,3313.58117955635,3314.57186951951,3315.12253144415,3315.27501837335,3315.0669701657,3314.53207531733,3313.70073753534,3312.60025904231,3311.25521367638,3309.68774051549,3307.91780616169,3305.96343838479,3303.840933851,3301.56504257709,3299.14913159631,3285.35733447856,3269.48819845226,3252.29027589877,3234.25427906869,3215.71039513035,3196.88603471258,3177.94085850349,3158.98918267637,3140.11400804541,3121.37644457275,3102.82200632657,3084.48495746088,3066.39109880088,3048.56016535928,3031.00714756829,3013.74327221899,2996.77704299968,2980.11455398272,2963.76006846916,2947.7163488654,2931.98484608178,2916.56592029304,2901.45899764894,2886.66269816165
19,1393.1944657427,1661.4896269519,1902.96774918121,2095.5724091954,2293.81950461723,2621.77036267644,2872.87498786517,3058.22112105719,3184.45820152953,3260.64442407343,3300.69248808451,3305.59185968256,3309.67265601005,3313.01340736763,3315.68539017884,3317.75325559733,3319.27520376104,3320.30369562503,3320.88591843272,3321.06428431312,3320.87694734782,3320.35805948865,3319.53845160125,3318.44581167966,3317.10506308873,3315.53866128696,3313.76685911057,3311.80794325727,3309.67844466239,3307.39332539226,3304.96614453849,3291.09293322023,3275.11167902972,3257.78154037415,3239.60014633605,3220.90234704222,3201.91875655478,3182.81150487048,3163.69649573161,3144.65808242651,3125.75838622379,3107.04372075313,3088.54898843894,3070.3004987606,3052.31840216658,3034.61802254265,3017.21084637841,3000.10558488072,2983.30848378359,2966.82391312059,2950.65470472427,2934.80234219024,2919.26718714122,2904.04863972114,2889.145269971
20,1395.51950106627,1662.20134756115,1903.21709494906,2095.72810661941,2294.013306325,2622.42865822834,2874.32449875968,3060.66785334295,3187.96704532884,3265.05328522456,3305.70508856957,3310.6907816918,3314.84787556828,3318.25562406869,3320.98602106242,3323.10441875891,3324.6696809396,3325.73489331237,3326.34782474644,3326.55142364296,3326.38429100523,3325.8811653509,3325.07314743209,3323.98834364648,3322.65201400126,3321.08691880076,3319.31358677591,3317.35055427201,3315.21457815209,3312.92082502372,3310.48303926834,3296.53256736089,3280.44448840725,3262.98808384168,3244.66770223,3225.82269877027,3206.68682710433,3187.42447496069,3168.15321098567,3148.95865469418,3129.90390842011,3111.03605615892,3092.39056781162,3073.99439772086,3055.86794353666,3038.02686195401,3020.48300567095,3003.24516633387,2986.31977216467,2969.71129264491,2953.42262278942,2937.45527361396,2921.80960386129,2906.48498424649,2891.47993232025
21,1397.770629426,1662.90614574804,1903.46468257169,2095.87998529842,2294.19504871145,2623.04247083184,2875.68132747908,3062.96705105028,3191.27679084171,3269.22557974051,3310.45941998217,3315.52858097001,3319.75951307669,3323.23215484772,3326.0191825937,3328.18661723654,3329.79395729359,3330.89488767254,3331.53773493694,3331.76596327153,3331.61864720725,3331.13091349604,3330.33439237611,3329.25741136745,3327.92560135484,3326.36201735206,3324.58745430519,3322.62068969699,3320.47869866917,3318.17684548569,3315.72905361152,3301.70514853275,3285.51494671377,3267.93770468767,3249.48416088847,3230.49805593084,3211.21618328982,3191.80511761865,3172.38404093416,3153.03980064998,3133.8364470993,3114.82181469828,3096.03196942126,3077.49434633618,3059.22972476898,3041.2540706323,3023.57948012148,3006.21489309232,2989.16695592335,2972.44020347971,2956.0375437956,2939.96053726272,2924.20953581239,2908.78387765123,2893.68202557971
22,1399.95280919408,1663.60418068925,1903.71063790655,2096.02846755544,2294.36611427307,2623.61666952926,2876.9552428144,3065.13371346311,3194.40701453359,3273.18397316534,3314.97984382206,3320.12983596315,3324.43233223268,3327.96792044483,3330.80992693104,3333.02501175799,3334.67328161873,3335.80899651508,3336.48101964804,3336.73331171678,3336.60540366879,3336.13283982676,3335.34763264951,3334.27845225377,3332.95124547409,3331.3893514058,3329.61382287417,3327.64367066198,3325.49608114555,3323.18660990484,3320.72935377321,3306.63545851845,3290.34749845101,3272.65432472739,3254.07293795584,3234.95130672329,3215.52917230651,3195.97523095688,3176.41023026913,3156.92220914463,3137.57614147807,3118.42058602981,3099.49218852091,3080.818848063,3062.42171557979,3044.31705424327,3026.51719426444,3009.03125015389,2991.86600076902,2975.02606765495,2958.51440841979,2942.33260290823,2926.48099265894,2910.95888059245,2895.76467275374
23,1402.0704920735,1664.29560246407,1903.95506807566,2096.17391098467,2294.52767520653,2624.15540291701,2878.15460806144,3067.18073530565,3197.37460479065,3276.94806537782,3319.28745427557,3324.51583240891,3328.88778247738,3332.48450900664,3335.3799584925,3337.64140288329,3339.32953253847,3340.49916049399,3341.19966682793,3341.47549108359,3341.36660485738,3340.90895592388,3340.13487925602,3339.07351770217,3337.75098236693,3336.19093498007,3334.41467797525,3332.44144818994,3330.28863672312,3327.97198460967,3325.50575676825,3311.34501246675,3294.96326622765,3277.15867785638,3258.45432577955,3239.20228317396,3219.64515405725,3199.95369577862,3180.25017737663,3160.62379608778,3141.14042194796,3121.8493194906,3102.78769655886,3083.98390578747,3065.4594528859,3047.23089014309,3029.31077295613,3011.70838285602,2994.43062448136,2977.48220034687,2960.86610980397,2944.58395313543,2928.63605598431,2913.02168347409,2897.73918311195
24,1404.12767312212,1664.98051478623,1904.19806501068,2096.3166206808,2294.68073282076,2624.66223129555,2879.28663320386,3069.1192773367,3200.19422784648,3280.53491689658,3323.40063608095,3328.70512512363,3333.14456408579,3336.80074416339,3339.74820442559,3342.05480347768,3343.7817926512,3344.98451757814,3345.71285689472,3346.01171260449,3345.92148231456,3345.47850417804,3344.71546949138,3343.6618469178,3342.34403900298,3340.78597624639,3339.00920320028,3337.03317603443,3334.87548452879,3332.55204973544,3330.07729975698,3315.85258405971,3299.38070029308,3281.46885227492,3262.64602497515,3243.26828166151,3223.58101008771,3203.7569725042,3183.91991830847,3164.16017206346,3144.54447594687,3125.12278117775,3105.93284216573,3087.00345027821,3068.356457506,3050.0086946501,3031.97293399105,3014.25861691401,2996.87276755541,2979.8201357106,2963.10384891922,2946.7254289641,2930.6852154465,2914.98243343969,2899.61537035178
25,1406.12803934845,1665.65913604268,1904.43970820992,2096.45685875787,2294.82614827559,2625.14023025661,2880.35757358572,3070.95905942359,3202.87869768206,3283.95946725346,3327.33550833491,3332.71398499713,3337.21907785679,3340.93313697141,3343.9312684043,3346.2818940041,3348.04680499363,3349.28186060338,3350.03742099361,3350.35883538739,3350.28691378288,3349.85837254646,3349.10624843098,3348.06032618486,3346.74729114411,3345.19133478232,3343.41423679921,3341.43566644027,3339.27340654325,3336.94355311621,3334.4606928836,3320.17465162037,3303.61599436807,3285.60072212828,3266.66356753069,3247.16447716,3227.35154891593,3207.39949756396,3187.43351452842,3167.54502272514,3147.80161401215,3128.25390839134,3108.94019221222,3089.88968333896,3071.12456972607,3052.6619517369,3034.51476851128,3016.6927413926,2999.20288136074,2982.05005001302,2965.23741423287,2948.76650052884,2932.63763022305,2916.84998623592,2901.401794423
26,1408.07487807125,1666.33156058159,1904.68006690633,2096.59485184022,2294.96466681824,2625.59207274416,2881.37293723253,3072.70859468058,3205.43927232555,3287.23487026867,3331.10628110411,3336.55675821359,3341.12578654341,3344.89624919429,3347.94379543966,3350.33738857503,3352.1393400747,3353.40600505758,3354.18820932123,3354.53173508966,3354.47779204288,3354.0634634067,3353.32212124704,3352.28380822245,3350.97563166215,3349.42188945868,3347.6446390441,3345.66375689887,3343.49721366929,3341.16127559521,3338.67068376486,3324.32575781923,3307.68343837005,3289.56829469067,3270.52065696584,3250.90425624206,3230.96983169492,3210.89400163281,3190.80336364324,3170.79041185746,3150.92356675082,3131.25410029843,3111.82081703911,3092.65334981802,3073.77421283555,3055.20076758337,3036.9461536831,3019.02024340617,3001.43011420016,2984.18080683891,2967.27541069587,2950.71549145239,2934.50134954247,2918.632123991,2903.10597779523
27,1409.97120812566,1666.99791678378,1904.91920192179,2096.73079701709,2295.09693708367,2626.02009469653,2882.33741877094,3074.37537830918,3207.88589347609,3290.37276697312,3334.72554460988,3340.24615758824,3344.87750801334,3348.70298799331,3351.79876783648,3354.23433193922,3356.07249368035,3357.37008751261,3358.17839001396,3358.54360310832,3358.50732426576,3358.10699294627,3357.37630703537,3356.34560623029,3355.04226940572,3353.4908369509,3351.71359030848,3349.73060772678,3347.56004274721,3345.21832741922,3342.72035320912,3328.31880145634,3311.59570695694,3293.3839914242,3274.22944451739,3254.49948722491,3234.44743638062,3214.25176773834,3194.04045140587,3173.90702724728,3153.9207245557,3134.13345146112,3114.5845177398,3095.30390465527,3076.31461061482,3057.63408316474,3039.27571125463,3021.24951212583,3003.56266153309,2986.22026460083,2969.22543969119,2952.57975204489,2936.283479032,2920.33571391696,2904.73455585644
28,1411.81979100936,1667.65832840963,1905.15716650201,2096.8648666199,2295.22352660513,2626.42634802275,2883.25528647531,3075.96604113321,3210.22738194021,3293.38350707294,3338.20450578644,3343.79350093709,3348.48565519133,3352.36478751229,3355.50774731782,3357.98434246595,3359.85793054206,3361.18580981948,3362.01969372797,3362.40619141744,3362.38727699325,3362.0007361811,3361.28058377867,3360.25744855946,3358.95892459166,3357.4099360582,3355.63283503649,3353.64794562686,3351.47359965502,3349.12639083042,3346.62135725725,3332.16527614196,3315.36409280576,3297.05887944345,3277.80075405805,3257.96074143401,3237.79467382303,3217.48284236801,3197.15455780741,3176.9043817516,3156.8023336556,3136.90094288466,3117.24001222528,3097.84991544795,3078.75396348525,3059.96984544788,3041.51113879757,3023.38800012668,3005.6076980984,2988.17539912331,2971.09421623666,2954.36580285176,2937.99031965508,2921.96684299492,2906.29340709001
29,1413.62315988221,1668.31291489077,1905.39400827306,2096.9972120879,2295.34493438515,2626.8126437232,2884.13028262175,3077.48647554229,3212.47159828357,3296.2763322486,3341.55318285855,3347.20890704666,3351.96043303234,3355.89204454951,3359.0810747253,3361.59781260038,3363.50608541064,3364.86364047838,3365.72261533568,3366.1300144846,3366.12817817798,3365.75522903336,3365.04549038341,3364.02987258905,3362.73622606462,3361.1897092192,3359.41288297135,3357.42626458174,3355.24835982351,3352.89592016288,3350.38412682418,3335.8754672505,3318.99870097828,3300.60286072278,3281.24426992546,3261.29747424784,3241.02076618111,3220.59620947769,3200.15442692654,3179.79097898253,3159.57665764579,3139.56459941455,3119.79508851879,3100.2988815507,3081.0995937003,3062.21514860886,3043.6593060903,3025.44235677834,3007.57165802349,2990.05243310661,2972.88781620523,2956.07945801519,2939.62748884832,2923.53093735961,2907.78777195551
30,1415.38364454387,1668.96179158875,1905.629769579,2097.12796712075,2295.46160116302,2627.18058721941,2884.96573056113,3078.94193946035,3214.62557584982,3299.05952791768,3344.78056776221,3350.50145954359,3355.31100396213,3359.2939296362,3362.52803544042,3365.08407473761,3367.02632921375,3368.4129819246,3369.29658150075,3369.72451705956,3369.73948513172,3369.37993619389,3368.6804945122,3367.67234485489,3366.38358766774,3364.83960991865,3363.06317632558,3361.07499274699,3358.8937348153,3356.53630807439,3354.01803355273,3339.45861550469,3322.50860967798,3304.02480103248,3284.56869022024,3264.51817854459,3244.13399356201,3223.5999351999,3203.04790852719,3182.57445081767,3162.25111152759,3142.13162032366,3122.25673191565,3102.65757653285,3083.35806579143,3064.37635117426,3045.72636902434,3027.41853899334,3009.46030284895,2991.85693708564,2974.61159405257,2957.72591928497,2941.20001089334,2925.03284853247,2909.2223340047
31,1417.10339304619,1669.60507002642,1905.8644883747,2097.25725026861,2295.5739178624,2627.53160756282,2885.76460358418,3080.33714280631,3216.69563164244,3301.74054995521,3347.89476076745,3353.67934243503,3358.54562387995,3362.57876014845,3365.85699863874,3368.4515412968,3370.42710993362,3371.84231020205,3372.75009053747,3373.19821408082,3373.22972429148,3372.88339156973,3372.19413308693,3371.19340132679,3369.9095411871,3368.36811232632,3366.59222958449,3364.60263202369,3362.41821163572,3360.05602456703,3357.53152851819,3342.92305378392,3325.90196076197,3307.33277789853,3287.78185658451,3267.63050941852,3247.14181997961,3226.50123431333,3205.84207283434,3185.26167229189,3164.83237368138,3144.60848838168,3124.63123117218,3104.93209719356,3085.5352870439,3066.45917370079,3047.7178645056,3029.32190336509,3011.27881242549,2993.59391794417,2976.27038764047,2959.30985961742,2942.71239808358,2926.4769324963,2910.60129734872
32,1418.78439047484,1670.24285809645,1906.09819884361,2097.38516707446,2295.68223258819,2627.8669816902,2886.52956525472,3081.67631984168,3218.68745933454,3304.32613116077,3350.90308441633,3356.74995500386,3361.67175800572,3365.75405752483,3369.07553324682,3371.70782084851,3373.7160687364,3375.15929293324,3376.09083068805,3376.55880930434,3376.60661034731,3376.27331603625,3375.59412966027,3374.60076553354,3373.32180660593,3371.78302931768,3370.00774714919,3368.01687550807,3365.82946996249,3363.46273397295,3360.93225894828,3346.27632224637,3329.18624776167,3310.5340190488,3290.89086296894,3270.64139122912,3250.05099537647,3229.30678590341,3208.54331568455,3187.85885818969,3167.3264799897,3147.00106152172,3126.92426773325,3107.1279503734,3087.63659193758,3068.46878086041,3049.63879022362,3031.15723766388,3013.03185989151,2995.26789165393,2977.86855940796,2960.83545980012,2944.16871724809,2927.8671142247,2911.92844918458
33,1420.42847533702,1670.87528108679,1906.33093191168,2097.51181185752,2295.78685645882,2628.18785471783,2887.26301146893,3082.96329006749,3220.6062077653,3306.82237122947,3353.81217964488,3359.72000871841,3364.69617844185,3368.82664559665,3372.19050682423,3374.85981749239,3376.90013980343,3378.37088857843,3379.32577946341,3379.81329458911,3379.87714526685,3379.55671805872,3378.8874956911,3377.90144804606,3376.62739113728,3375.09131380714,3373.31672305839,3371.32470689708,3369.13448136572,3366.76339396817,3364.22716701185,3349.5252657632,3332.36815130356,3313.63511056689,3293.90214767431,3273.55710761475,3252.86764439658,3232.02249889449,3211.15743680136,3190.37164472532,3169.73890341638,3149.31465032957,3129.14099114767,3109.25012631559,3089.66681347369,3070.40985076165,3051.49367199601,3032.92900914654,3014.72367515322,2996.88294487217,2979.41005611139,2962.30659304662,2945.57264589439,2929.20694208011,2913.20721248474
34,1422.03735391555,1671.50244416173,1906.56271567757,2097.63727033367,2295.88806849546,2628.49525701061,2887.9671043665,3084.20150976646,3222.45654741505,3309.2348131956,3356.62808754016,3362.59560966042,3367.62504717019,3371.80273406238,3375.20816943282,3377.91381504679,3379.98563477285,3381.48343125713,3382.46128866486,3382.96803509064,3383.04770365537,3382.73997816553,3382.08061443877,3381.10183225145,3379.83267560679,3378.29934090902,3376.52547387273,3374.53248514885,3372.3395938623,3369.96434003274,3367.42257388395,3352.6761168292,3335.45379296762,3316.64204853901,3296.8215716598,3276.38337808152,3255.59734077735,3234.65380083381,3213.68971137193,3192.80515929632,3172.07462222521,3151.55408488481,3131.28608473835,3111.30316099609,3091.63034376747,3072.28663382693,3053.28662368937,3034.6411473712,3016.35809876722,2998.44274653588,2980.89845951889,2963.7266855143,2946.92751983834,2930.49963396019,2914.44069069345
35,1423.61261288716,1672.12437829033,1906.79357577481,2097.76161641607,2295.98607454869,2628.79011861759,2888.64380115304,3085.39411585446,3224.24272734934,3311.56850871375,3359.35631921758,3365.38232898474,3370.46398700752,3374.68798986052,3378.13422535671,3380.8755490524,3382.97831497031,3384.50270316073,3385.50315692283,3386.02884189123,3386.1241054514,3385.8289219041,3385.17931412228,3384.20774637892,3382.94348583772,3381.41293214185,3379.63991582122,3377.64601648951,3375.45060354297,3373.07135654364,3370.52425172702,3355.73456647294,3338.44876222761,3319.56030743612,3299.65448550448,3279.12542344785,3258.24517205159,3237.20564304783,3216.14495532914,3195.16407835574,3174.33817505382,3153.72376633131,3133.36381275234,3113.29118952337,3093.53118602343,3074.10300338003,3055.0213827743,3036.29727278886,3017.93862854778,2999.95075512722,2982.33703049499,2965.09888405137,2948.23637523538,2931.74811859023,2915.63170582816
36,1425.15573045296,1672.74122092849,1907.02353567811,2097.88491988777,2296.08119055561,2629.07328154162,2889.29487855751,3086.54396336997,3225.96862371205,3313.82807421461,3362.00191582814,3368.08526343349,3373.21814255116,3377.48759847955,3380.97389471621,3383.7502686361,3385.88345347395,3387.43399677337,3388.45669203769,3389.0010344236,3389.11167839803,3388.82888232864,3388.18893039532,3387.22452622645,3385.96515554609,3384.4374171163,3382.66532258992,3380.67061722091,3378.4728177203,3376.08974050539,3373.53748508529,3358.70582535497,3341.35817635544,3322.39489887016,3302.40578693618,3281.78802216628,3260.81579386161,3239.68255627126,3218.52757328037,3197.45268112334,3176.5337156432,3155.82772397571,3135.37808155818,3115.21799098052,3095.37293860456,3075.86249716483,3056.70137747154,3037.9006899209,3019.46845592324,3001.41001165668,2983.72874209629,2966.42605650974,2949.50197685645,2932.95506027934,2916.78283220822
37,1426.66808618854,1673.3530643579,1907.25261696403,2098.0072207185,2296.17357739419,2629.34551021826,2889.92195392354,3087.65365767225,3227.63778164146,3316.01773853735,3364.56950032045,3370.70908754073,3375.892232761,3380.20631685856,3383.73196663446,3386.54278989635,3388.70588867635,3390.28216857265,3391.3267647844,3391.88949434877,3392.01531196625,3391.74475394289,3391.11436028373,3390.15706906906,3388.90258019506,3387.3776876133,3385.6065805769,3383.6111152746,3381.41110751526,3379.02435340178,3376.46712494965,3361.59467562904,3344.18673212739,3325.15042230549,3305.0799704855,3284.37555881001,3263.31347759182,3242.08869673626,3220.84160525921,3199.67489106939,3178.66505105349,3157.86964902718,3137.33246749712,3117.08702940475,3097.15907111364,3077.56835759421,3058.32973947468,3039.45442726571,3020.95050566271,3002.82333946549,2985.07631861992,2967.71083078029,2950.72682569736,2934.12290331069,2917.89641899192
38,1428.15096978773,1673.95999815817,1907.48083953359,2098.12861894239,2296.26342091238,2629.60750050471,2890.52650326575,3088.72558221374,3229.25345145175,3318.14138588382,3367.06332227997,3373.25809885944,3378.49059651719,3382.84851922437,3386.41284530808,3389.25754216631,3391.45007070305,3393.05168557015,3394.11785554561,3394.69871225422,3394.83950409345,3394.58103945677,3393.96010894019,3393.00988039348,3391.7602636945,3390.23824423117,3388.46818549228,3386.47210207341,3384.26995468291,3381.8796681605,3379.31763432606,3364.40551781666,3346.93875064236,3327.83110901254,3307.68117051217,3286.89206616261,3265.74215144849,3244.42788624971,3223.09076571082,3201.83431495784,3180.73568054862,3159.85293381548,3139.23025674841,3118.90148634673,3098.89260355178,3079.22356092642,3059.90934497221,3040.96126292245,3022.38745988174,3004.19332689865,2986.38225701551,2968.95561481682,2951.91331000938,2935.25388569186,2918.97462546565
39,1429.60558884722,1674.5621093242,1907.70822180326,2098.24914463203,2296.3508910033,2629.85988742438,2891.10987689614,3089.76192259366,3230.81862003782,3320.20259117068,3369.48729702328,3375.73625744279,3381.01723224937,3385.41823696691,3389.02059008839,3391.89860826463,3394.12010180048,3395.74666580763,3396.83409488939,3397.43282828992,3397.58840185643,3397.34189047691,3396.73033033441,3395.78711457149,3394.54235904093,3393.02323697846,3391.2542828913,3389.25766689422,3387.05349199169,3384.65980944202,3382.09312875618,3367.14240963455,3349.61821632492,3330.44086031559,3310.21319864767,3289.34126181848,3268.1054361931,3246.70364704313,3225.27847744204,3203.934275878,3182.74882766808,3161.78070287497,3141.07447571941,3120.66429116614,3100.5763695493,3080.83084657017,3061.44284163797,3042.4237539627,3023.78178697337,3005.52235579003,2987.64885463458,2970.16262406259,2953.06353182638,2936.35006429702,2920.01943290578
40,1431.0330758165,1675.15948237571,1907.9347808697,2098.36884470436,2296.43614174168,2630.10325186543,2891.67331297596,3090.76468746149,3232.33603823368,3322.20465204664,3371.84503918298,3378.14721953587,3383.47583253925,3387.91919345923,3391.55895048323,3394.46975964747,3396.71977160957,3398.37091372623,3399.47929901137,3400.09566766247,3400.26583699876,3400.03114305036,3399.42886279796,3398.49261039178,3397.25270382415,3395.73650074323,3393.96870359486,3391.97163524862,3389.76553851263,3387.36858884484,3384.79741142389,3369.80910014496,3352.22881117104,3332.98328100126,3312.67957649655,3291.72658014665,3270.40667634959,3248.91923221034,3227.40790128059,3205.97784211753,3184.7074683234,3163.6558402489,3142.86791737698,3122.37814678172,3102.21298328335,3082.39274130546,3062.93266795962,3043.84425428246,3025.13570952402,3006.81261645905,2988.8782230521,2971.3338924746,2954.17945095783,2937.41332694696,2921.0326595046
