p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_6_6,of_6_7,of_6_8,of_6_9,of_7,of_7_1,of_7_2,of_7_3,of_7_4,of_7_5,of_7_6,of_7_7,of_7_8,of_7_9,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,1.21731609294941,1.25191082771593,1.27253987893058,1.28742419496425,1.29840163107343,1.28350416085481,1.27242635417613,1.26455717818141,1.25913460911497,1.25555732866151,1.25324687364946,1.25289442916935,1.25257149420925,1.25227558643557,1.25200445030944,1.25175605375519,1.25152855367324,1.25132029512879,1.25112977208781,1.25095562511557,1.25079662321127,1.25065165039089,1.25051969361452,1.25039983197435,1.25029122704432,1.25019311428664,1.25010479541113,1.25002563158763,1.24995504022491,1.24989247817935,1.24983745736847,1.24966066094283,1.24961689233355,1.2496745107102,1.24981092944882,1.2500095496259,1.25025785306943,1.25054620118337,1.25086702249512,1.25121427075694,1.2515830478463,1.25196932685711,1.25236977101352,1.25278157516026,1.25320236460972,1.25363011357822,1.25406308582967,1.25449977953498,1.25493889147487,1.2553792865625,1.25581997337667,1.25626008431673,1.25669885933973,1.25713563249452,1.25756982065638
11,1.21682733414448,1.25177366066766,1.27248924899142,1.28739385745734,1.29836404538358,1.28344283429434,1.27230796853771,1.26437599233895,1.25889282760136,1.25526732736014,1.25292497197876,1.25256788438005,1.25224079973537,1.25194119552676,1.2516667881817,1.25141550309911,1.25118546782003,1.25097499791419,1.25078255983428,1.25060676901967,1.25044637151834,1.25030023043773,1.25016731372554,1.25004668320628,1.24993748478105,1.24983893968997,1.2497503367357,1.2496710253696,1.24960040954817,1.24953794507672,1.24948312333553,1.24930869313613,1.24926902234006,1.24933196260642,1.24947458364571,1.2496800471022,1.24993566195704,1.25023166138672,1.25056037565407,1.25091568124016,1.25129261791029,1.25168710745246,1.25209576824764,1.25251576289646,1.25294468595217,1.25338048460264,1.2538213962832,1.25426590183976,1.25471268123854,1.25516058511148,1.2556086100528,1.25605587857429,1.25650162266602,1.25694517017009,1.25738593336523
12,1.21636195329756,1.25163798300288,1.27243901091331,1.28736436824257,1.29832923069706,1.28338866010831,1.27220269981495,1.26421380682607,1.25867508843092,1.25500488116704,1.25263270525875,1.25227126103557,1.25194027894573,1.25163720212058,1.25135971116944,1.25110570447398,1.25087328218372,1.25066072464786,1.25046647629906,1.25028912917574,1.25012740791994,1.24998015611558,1.24984632394037,1.2497249570668,1.2496151867262,1.24951622083972,1.24942733611714,1.24934787102669,1.24927721954404,1.24921482559514,1.24916018089355,1.2489878902307,1.24895198508733,1.24901983808131,1.24916819623551,1.24937999634466,1.2496423849386,1.24994547471398,1.25028150347036,1.25064427495276,1.25102876843799,1.25143086337117,1.25184713203099,1.25227470512401,1.25271114502402,1.25315438314335,1.25360262624231,1.25405434005237,1.25450818890492,1.25496301022191,1.25541778958686,1.25587164050652,1.25632378780025,1.25677355381636,1.25722034686929
13,1.21591760028437,1.25150375446296,1.27238911720604,1.287335559649,1.29829670073326,1.28334030610672,1.27210820629941,1.26406733810878,1.25847734870062,1.25476544712305,1.2523652444142,1.2519996912567,1.25166502985266,1.25135867187833,1.25107826725977,1.25082168235467,1.25058699794241,1.2503724603738,1.250176493,1.24999766596709,1.24983468384203,1.24968637187827,1.2495516635538,1.24942958935026,1.24931926669346,1.24921989096363,1.24913072747922,1.24905110435876,1.24898040617,1.24891806828112,1.2488635718362,1.24869323606354,1.24866081569924,1.24873323424213,1.2488869341097,1.24910463742568,1.24937334436852,1.24968304665972,1.25002589703246,1.25039563041804,1.25078717063497,1.25119635159635,1.25161970744563,1.252054336835,1.2524977744909,1.25294792874473,1.25340298566233,1.25386139408539,1.25432180373794,1.25478303976464,1.25524407758388,1.25570402246194,1.25616209273455,1.25661760586888,1.2570699667552
14,1.21549225520493,1.25137093755297,1.27233953218144,1.28730733033636,1.29826608637964,1.28329677037975,1.27202270211659,1.26393406531622,1.25829648895156,1.25454550837898,1.25211884423766,1.25174939875326,1.25141124900899,1.25110177757784,1.25081860592167,1.25055957301231,1.25032273135117,1.25010631103534,1.24990870497946,1.24972846543897,1.2495642780657,1.24941495082076,1.24927940141864,1.24915664598679,1.24904578892267,1.24894601370333,1.24885657488569,1.24877679079094,1.24870603707845,1.24864374101103,1.24858937635204,1.24842083323459,1.2483916569281,1.24846834252521,1.24862704359469,1.24885028077848,1.24912490896208,1.24944081144734,1.24979005803458,1.25016631825368,1.25056446321594,1.25098028357243,1.2514102771063,1.25185150977181,1.25230149716301,1.2527581132764,1.25321954299824,1.25368420326408,1.2541507354294,1.25461795317957,1.25508482262339,1.255550441274,1.2560140216603,1.25647487690041,1.25693240892705
15,1.21508420647686,1.25123949631812,1.27229022702239,1.28727958194793,1.29823710115629,1.28325727888325,1.27194479672825,1.26381201359783,1.25813005378088,1.25434228801515,1.25189054239548,1.25151739594007,1.25117592663611,1.25086349006166,1.25057768113864,1.25031631320335,1.25007741465774,1.24985919024703,1.24966001962435,1.24947842759397,1.24931308461551,1.24916278227778,1.24902642334793,1.24890301034049,1.24879163524126,1.24869147030341,1.24860175982504,1.24852181281665,1.24845099646921,1.24838873033873,1.24833448116941,1.24816759066306,1.24814145264519,1.24822214575403,1.24838555149363,1.24861399865096,1.24889420371318,1.24921594666242,1.24957121822917,1.24995362556951,1.25035798950449,1.25078005940547,1.25121629841879,1.25166374344554,1.25211988539463,1.25258257694192,1.25304998526751,1.25352051153849,1.25399278446482,1.25446560700436,1.25493793638695,1.25540886332694,1.25587759491872,1.25634344039655,1.25680579914107
16,1.21469196114753,1.25110939875879,1.27224118275013,1.2872522439763,1.29820951811448,1.28322122265603,1.27187338809554,1.26369960873852,1.2579760770774,1.25415355588978,1.25167795593864,1.25130127900898,1.25095664061264,1.25064137119488,1.25035304084047,1.25008943880115,1.24984857076506,1.24962861996243,1.24942794618098,1.24924505552082,1.24907860157741,1.24892736037939,1.24879022048009,1.24866617143586,1.24855429343459,1.24845374799604,1.24836376965659,1.24828365854849,1.24821277378543,1.24815052757081,1.24809637995095,1.24793102567326,1.24790774047965,1.247992213228,1.2481600629062,1.24839343502741,1.24867891377073,1.24900618034798,1.24936714986018,1.24975536978168,1.25016561280353,1.25059358689876,1.25103572775532,1.2514890388218,1.25195098933107,1.2524194116346,1.25289245308213,1.25336850888086,1.25384618680753,1.25432428274204,1.25480174573609,1.2552776600506,1.25575122789216,1.25622175502472,1.25668863863612
17,1.21431421894938,1.25098061248677,1.27219238076873,1.2872252605372,1.29818315491489,1.28318811471266,1.27180758917392,1.26359557691329,1.25783296120783,1.25397749481321,1.25147913985954,1.25109908550371,1.25075141315487,1.25043342978267,1.25014267886121,1.24987693681703,1.24963417798788,1.24941256850778,1.24921044655729,1.24902630868872,1.24885878419798,1.2487066370308,1.24856874218095,1.24844407683432,1.24833170990937,1.2482307926683,1.24814055031478,1.24806027449017,1.24798931658113,1.24792708175566,1.24787302364994,1.24770910116639,1.24768850748897,1.24777655812225,1.2479486205915,1.24818666473309,1.24847714799279,1.24880965683115,1.2491760338104,1.24956976913953,1.24998558932073,1.25041916436357,1.2508668983323,1.25132576789337,1.25179321751623,1.25226706689641,1.25274543830726,1.25322672179053,1.25370950702551,1.25419258266922,1.25467489012212,1.25515550766271,1.25563363300328,1.2561085688434,1.25657971047122
18,1.21394985109474,1.25085310721582,1.27214380698483,1.28719858667942,1.29815786260731,1.28315756037569,1.27174667642162,1.26349887373086,1.25769939104652,1.25381260459989,1.25129248627417,1.25090919277965,1.25055860864582,1.25023801885148,1.24994494486667,1.24967714180481,1.24943256349942,1.24920935675894,1.24900584170376,1.24882049557143,1.24865194000997,1.24849891689823,1.24836029092712,1.24823502744202,1.24812218456847,1.24802090374019,1.247930401215,1.24784996049261,1.24777892554848,1.24771669480123,1.24766271573631,1.247500132793,1.24748208710226,1.2475735356548,1.2477496044467,1.24799209457437,1.24828734163299,1.24862484103936,1.24899636562022,1.24939535046576,1.2498164776589,1.25025538069318,1.25070843322756,1.2511725861999,1.25164526240768,1.25212426317215,1.25260769501576,1.25309393220957,1.253581561767,1.2540693549459,1.25455624885062,1.25504131620191,1.25552375064035,1.25600285204702,1.2564780141334
19,1.21359785132405,1.25072685395624,1.272095449752,1.28717218577321,1.29813351805005,1.28312923572971,1.27169005258123,1.26340863306039,1.25757427164093,1.25365763309592,1.25111665098907,1.25073024402425,1.25037685917229,1.25005376080732,1.24975844955412,1.24948866035929,1.24924232756996,1.24901757958463,1.24881271928718,1.24862620790692,1.24845665240561,1.2483027808956,1.24816344573099,1.24803760089727,1.24792429415935,1.24782265751167,1.2477318986171,1.24765129315054,1.24758017796271,1.24751794498228,1.24746403577929,1.24730271031606,1.2472870840656,1.24738176895607,1.2475616584688,1.24780839121787,1.24810818335708,1.24845044886529,1.24882688702097,1.24923088194527,1.24965707291288,1.25010105816558,1.25055918208863,1.25102837085264,1.2515060264188,1.2519899324744,1.25247818045902,1.25296913222508,1.25346136437984,1.25395363954694,1.25444488820558,1.25493417790378,1.25542069852556,1.25590374746837,1.25638271709847
20,1.21325732537732,1.25060182489833,1.27204729931663,1.28714602762323,1.29811001828644,1.28310287204273,1.27163721942476,1.26332412898657,1.25745668209286,1.25351152451935,1.25095049905937,1.25056109344632,1.25020500941738,1.24987949185881,1.24958202181889,1.24931031502853,1.24906228727409,1.24883604940958,1.2486298877795,1.24844224830207,1.24827172118715,1.24811702933441,1.24797700524027,1.24785059463748,1.24773683532449,1.24763485021141,1.24754383868617,1.24746306888777,1.24739187080344,1.24732963010845,1.24727578267201,1.24711563845924,1.24710231861819,1.24720009392089,1.24738363633726,1.24763442770614,1.24793857087376,1.24828539529068,1.24866653515339,1.24907532336047,1.24950635776794,1.24995520268211,1.25041817248184,1.25089217458043,1.25137458574141,1.25186317232655,1.25235601754662,1.25285146513758,1.25334808387474,1.25384462819151,1.25434002233492,1.2548333290305,1.25532373471289,1.25581053456144,1.25629311982133
21,1.21292748969187,1.25047798712822,1.27199934741063,1.2871200870798,1.29808727636839,1.28307824418182,1.27158775740026,1.26324474765737,1.25734584081131,1.25337338067526,1.25079306355945,1.25040076465628,1.25004207464999,1.24971422009141,1.24941466339928,1.24914110204617,1.24889143410459,1.24866375358295,1.24845633107917,1.24826759777151,1.24809613025038,1.24794063639186,1.24779994473331,1.24767298286491,1.24755878157303,1.2474564549662,1.2473651944701,1.2472842609526,1.24721297777679,1.24715072458132,1.24709693173115,1.24693790535406,1.24692678158541,1.24702751756974,1.24721456036341,1.2474692430078,1.24777755879341,1.24812875541992,1.24851440412216,1.24892778822282,1.24936346559878,1.24981696761158,1.25028458129003,1.25076319107782,1.25125015427216,1.25174322088388,1.25224046039067,1.25274020296222,1.25324101120091,1.25374163419085,1.25424098383528,1.25473812118782,1.25523222951357,1.25572260201454,1.25620862901805
22,1.21260762950335,1.2503553267334,1.27195158694666,1.28709434299995,1.29806521820348,1.28305516187828,1.27154131019914,1.26316996561003,1.25724107923977,1.253242431263,1.25064351416557,1.25024841907424,1.24988720902527,1.24955709324349,1.24925551645332,1.24898015871782,1.24872890117245,1.24849982171231,1.24829117576697,1.24810138036522,1.24792899899148,1.24777272743899,1.24763138323062,1.24750388365485,1.24738925027997,1.24728658879749,1.24719508290172,1.24711398643298,1.24704261635054,1.24698034645588,1.24692660179064,1.24676863346239,1.2467596129427,1.24686318611428,1.24705359000578,1.24731201102066,1.24762433634966,1.24797973449945,1.2483697157034,1.24878751525723,1.24922765219508,1.24968562608404,1.25015769742049,1.2506407284798,1.25113205767148,1.25162941926736,1.25213086953005,1.25263472750508,1.25313954685013,1.25364406939688,1.25414720126492,1.25464799939516,1.25514564413898,1.25563942694033,1.25612873739252
23,1.21229710587859,1.25023381329067,1.27190401178712,1.28706877745899,1.29804378013989,1.28303346304723,1.27149757289181,1.26309933311252,1.25714182091929,1.25311801084052,1.25050113264478,1.25010333119404,1.24973968063251,1.24940737378587,1.2491038385443,1.24882673834309,1.24857393809669,1.24834350023305,1.24813366559552,1.24794283758733,1.24776956705576,1.24761253813712,1.24747055517617,1.24734253312462,1.24722747704154,1.24712448697525,1.24703273915743,1.24695148062593,1.24688002213964,1.24681773184717,1.24676402963391,1.24660706504564,1.2466000604802,1.24670636013587,1.24689999740115,1.24716201648438,1.24747820166714,1.24783764462785,1.24823179640647,1.24865384568558,1.24909827385534,1.24956054957946,1.25003690765532,1.25052418877527,1.25101971323079,1.25152120002862,1.25202669269659,1.2525344995905,1.25304316580777,1.25355142627478,1.25405818173314,1.25456248511414,1.25506351416324,1.25556055876654,1.25605300795038
24,1.21199534011329,1.25011342073197,1.27185661656637,1.28704337514334,1.29802290709162,1.28301300861144,1.27145628267654,1.2630324611408,1.25704756576759,1.25299954073594,1.25036529362677,1.24996486920342,1.24959885198447,1.24926441925034,1.24895898285072,1.24868019031551,1.24842589100041,1.24819413246407,1.24798314150297,1.24779130838003,1.24761717174151,1.2474594044586,1.24731680051885,1.24718826544614,1.24707279548336,1.24696948282211,1.24687749646258,1.24679607684882,1.24672452872799,1.24666221476668,1.24660854984896,1.24645253944384,1.24644747072822,1.24655639505803,1.24675314811598,1.24701863603388,1.24733854314348,1.2477018864882,1.24810005959405,1.24852620584813,1.24897477006252,1.24944119088037,1.24992167814739,1.25041305167387,1.25091261412407,1.25141806977456,1.25192744986726,1.2524390524737,1.25295141448973,1.25346326152446,1.25397349723744,1.25448116292645,1.25498543653452,1.25548560657257,1.25598106165126
25,1.21170181237207,1.24999413019948,1.27180939655237,1.28701812287837,1.29800255106575,1.28299367845567,1.27141721168036,1.26296901108684,1.25695787719909,1.25288651463763,1.25023544931914,1.24983247957445,1.24946416449885,1.24912766661665,1.24882038247195,1.24853994435895,1.24828418668903,1.24805114270677,1.24783902566273,1.24764621313049,1.24747123196076,1.24731274412387,1.24716953357754,1.24704049671083,1.24692462121762,1.24682099166997,1.24672877005152,1.24664719040658,1.24657555164611,1.24651321111353,1.24645957883576,1.24630447722938,1.24630127056888,1.24641272561335,1.2466124858369,1.24688132313217,1.2472048246342,1.2475719347927,1.24797399118383,1.24840409312738,1.24885664985196,1.24932707080514,1.24981154158045,1.25030686170949,1.25081031676107,1.25131959675,1.25183271908378,1.25234797782778,1.25286389610953,1.2533791951434,1.25389277390378,1.25440367008636,1.25491105944977,1.25541422929961,1.2559125679712
26,1.21141604530639,1.24987591733864,1.27176234753786,1.28699300925642,1.29798266999269,1.28297536819446,1.27138015113684,1.2629086865276,1.25687237193254,1.25277848730641,1.25011111723671,1.24970567469065,1.24933512603573,1.2489966197718,1.24868753781972,1.24840549786067,1.24814831993355,1.24791402348588,1.2477008086891,1.24750704084783,1.24733123539522,1.24717204374048,1.24702824011678,1.24689870949332,1.24678243893948,1.2466784979537,1.24658604426205,1.24650430569015,1.24643257547647,1.2463702057895,1.24631660193342,1.24616236741911,1.24616095462905,1.24627485335913,1.24647752007131,1.24674959596669,1.24707657355683,1.24744732660314,1.24785313819271,1.24828706472587,1.24874348077804,1.24921776737336,1.2497060865085,1.25020521800195,1.25071243082577,1.25122540117248,1.25174213493312,1.25226091674177,1.25278026014152,1.25329888602594,1.25381568320903,1.25432968790747,1.25484007388121,1.25534612738127,1.25584723659646
27,1.21113760479855,1.24975876059014,1.27171545799658,1.28696802434104,1.29796322678773,1.28295798662436,1.27134494569993,1.26285122666346,1.25679071174705,1.25267506482958,1.24999187025992,1.24958402282116,1.24921130079801,1.24887083934593,1.24856000639793,1.24827640560275,1.24801784316038,1.24778232520411,1.24756803926241,1.2473733387638,1.24719672807732,1.24703684836873,1.24689246443215,1.24676245256943,1.24664579196818,1.24654154475057,1.24644886207586,1.2463669657204,1.24629514340326,1.2462327422567,1.2461791629879,1.24602575711373,1.24602607496561,1.24614233657757,1.24634781616876,1.24662302763688,1.24695337124768,1.24732765186407,1.24773709945206,1.24817472856813,1.24863488000682,1.24911290709346,1.24960494884301,1.25010776433609,1.25061861108487,1.25113514720396,1.25165536899295,1.25217755198349,1.25270020229384,1.25322203515285,1.2537419350573,1.25425893507241,1.25477220712418,1.25528103655738,1.25578481152652
28,1.21086609355548,1.24964263909511,1.27166873947414,1.28694315942964,1.29794418859128,1.28294145363628,1.27131143248279,1.26279640082661,1.25671259676415,1.2525758973796,1.24987732849408,1.24946713990682,1.24909230104639,1.24874993143751,1.2484373944485,1.24815227136765,1.24789235802241,1.24765564768387,1.247440315646,1.24724470382942,1.24706730587027,1.24690675298871,1.24676180080751,1.2466313172019,1.246514271199,1.24640972522496,1.24631681656395,1.24623476359628,1.24616284866528,1.24610041399698,1.24604685581952,1.24589424302986,1.24589623274362,1.2460147819644,1.24622298719605,1.24650123812378,1.24683484507851,1.24721254566457,1.24762551801904,1.24806673586491,1.24853050703589,1.24901215784002,1.24950780488966,1.25001418856406,1.25052855074753,1.25104853647464,1.25157213126425,1.25209760185472,1.25262344723669,1.25314837718359,1.25367126943167,1.25419116210209,1.25470721742747,1.25521872265414,1.25572506601304
29,1.21060114697195,1.24952753266051,1.27162218167492,1.28691840686136,1.29792552614852,1.28292569855034,1.27127946919614,1.26274400415806,1.25663775992919,1.25248067281383,1.24976715266576,1.24935468291368,1.2489777804485,1.248633552614,1.24831935005628,1.24803274100535,1.24777150843247,1.24753363319783,1.24731727869616,1.24712077570771,1.24694260744695,1.24678139546825,1.24663588647468,1.24650494014107,1.24638751797619,1.24628267557723,1.24618954383586,1.24610733544631,1.24603532751114,1.24597285747244,1.24591931719013,1.24576746451662,1.24577107129933,1.24589183783892,1.24610268716491,1.24638388771579,1.24672066195342,1.24710168186372,1.24751807492603,1.24796277498941,1.24843005769934,1.24891522298914,1.24941436561468,1.24992420772661,1.25044197599585,1.25096530274532,1.25149216304019,1.25202081511692,1.25254975109044,1.25307767552419,1.25360346219805,1.25412614663755,1.25464488935604,1.25515897701271,1.25566779801341
30,1.21034242956638,1.24941342172728,1.27157578177778,1.28689375986035,1.29790721329875,1.28291065870145,1.27124894679419,1.26269385393691,1.25656596244507,1.25238911149364,1.2496610384113,1.24924634404618,1.24886742816171,1.24852138652312,1.24820555750028,1.24791749677625,1.24765497490488,1.24741596068009,1.24719860605483,1.24700123094958,1.24682230844913,1.24666045072585,1.24651439576932,1.24638299528008,1.24626520344034,1.24616006919026,1.24606671718655,1.24598435457711,1.24591225335097,1.24584974628143,1.24579622096463,1.24564509775948,1.24565027040911,1.2457731858646,1.24598660549893,1.24627067145675,1.24661052295714,1.24699476779397,1.24741448397686,1.2478625663975,1.24833325919563,1.24882183655496,1.24932437189115,1.24983756957316,1.25035864145017,1.25088520748227,1.25141523258952,1.25194696678155,1.25247889554419,1.25300971844583,1.25353830550029,1.25406368979964,1.25458503027761,1.25510161311965,1.25561282699796
31,1.21008963189568,1.24930028734087,1.27152953719046,1.28686921240689,1.29788922655228,1.28289627828392,1.27121975134197,1.26264578655523,1.25649698996849,1.25230096195801,1.24955871179505,1.24914184624329,1.24876096437075,1.248413150885,1.2480957323659,1.24780625240145,1.24754246954148,1.24730234091651,1.24708400732987,1.2468857781729,1.24670611667876,1.24654362584545,1.2463970352331,1.24626518876695,1.24614703344858,1.24604160926727,1.24594804220476,1.24586552658324,1.24579333186874,1.2457307862745,1.24567727323149,1.24552685093597,1.24553353892279,1.2456585466871,1.24587446235733,1.24616131461744,1.24650415878273,1.24689153799056,1.24731448750596,1.24776585838565,1.24823986593602,1.24873175912972,1.24923759053108,1.24975404715075,1.25027832638732,1.25080803616823,1.25134113156072,1.25187585460767,1.25241068439879,1.25294431571014,1.25347561496881,1.25400361298519,1.25452746724423,1.25504646356321,1.25555999096525
32,1.20984246787334,1.24918811112393,1.27148344551841,1.28684475913084,1.29787154473714,1.28288250757499,1.27119178597415,1.26259965498757,1.25643064942136,1.2522159972904,1.24945992535183,1.24904093918208,1.24865813622961,1.24830859063389,1.24798961764253,1.24769874917454,1.24743373216566,1.24719251243825,1.24697321996681,1.24677415390386,1.24659376789197,1.24643065601105,1.24628353957431,1.24615125488681,1.24603274201021,1.24592703455172,1.24583325265957,1.24575058523483,1.24567829691203,1.24561571144715,1.24556220819925,1.24541246014178,1.24542062097043,1.2455476604955,1.24576600471695,1.24605556882199,1.24640132600561,1.24679175791453,1.24721785255774,1.24767242352627,1.24814965605653,1.24864477447306,1.24915381095273,1.24967343554969,1.25020083156414,1.25073359520412,1.25126967196122,1.2518072942992,1.25234494070849,1.25288129578788,1.25341522440562,1.25394575266238,1.25447204442878,1.2549933775405,1.25550914402061
33,1.20960067242858,1.2490768682233,1.27143750453874,1.28682039522286,1.29785414870254,1.28286930180314,1.27116496357884,1.26255532666178,1.25636676627158,1.25213401204982,1.24936445480472,1.2489433959632,1.24855871452269,1.24820747451556,1.24788698028894,1.24759475249514,1.24732852682438,1.24708623812636,1.24686600585136,1.24666611918697,1.24648502243239,1.24632130097197,1.24617366807186,1.24604095262189,1.24592208787222,1.24581610116452,1.24572210701,1.24563928899925,1.24556690701537,1.24550428046569,1.24545078472571,1.24530168594494,1.2453112772821,1.2454402939028,1.24566100305841,1.24595320878954,1.24630180385895,1.24669520972367,1.24712436797352,1.24758205565482,1.24806242847015,1.2485606866302,1.24907284236518,1.24959554915467,1.25012597653528,1.2506617092934,1.25120068360813,1.25174112442921,1.25228150436301,1.25282050350585,1.25335698349552,1.25388996837508,1.2544186209623,1.25494221875668,1.25546015433611
34,1.20936399945534,1.24896653933011,1.2713917121785,1.28679610746878,1.29783702106821,1.28285662079464,1.2711392055429,1.26251268165769,1.25630518239487,1.25205481966519,1.2492720962706,1.2488490102909,1.24846249082278,1.24810959222621,1.2477876083558,1.24749404897763,1.24722663888539,1.24698330227414,1.24676214835812,1.24656145662038,1.24637966225137,1.24621534215099,1.24606720172824,1.24593406262847,1.24581485144395,1.24570858941193,1.24561438307053,1.24553141807811,1.24545894243573,1.24539627370029,1.24534278336613,1.24519431045532,1.24520529241161,1.24533623453912,1.24555924854828,1.24585402956356,1.24620539152498,1.24660169687183,1.24703384176456,1.24749456730041,1.24797800034544,1.24847931745443,1.24899451132905,1.24952021931012,1.25005359737566,1.25059221922135,1.25113401187893,1.25167719326277,1.25222023003581,1.25276179622015,1.25330075586468,1.2538361255908,1.25436706909997,1.2548928636434,1.25541290242072
