p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_6_6,of_6_7,of_6_8,of_6_9,of_7,of_7_1,of_7_2,of_7_3,of_7_4,of_7_5,of_7_6,of_7_7,of_7_8,of_7_9,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
39,400.961596424888,407.215477570711,404.720926382681,401.545268430483,398.738870982172,376.871688728515,359.055470892903,345.073236818118,334.129351971939,325.641854282834,319.05553664499,317.919895726528,316.836076925405,315.800778762721,314.810926416659,313.863661606131,312.956336445847,312.086501666086,311.251894201498,310.450424210428,309.680162047127,308.939325553212,308.226267911421,307.539466209962,306.877510796185,306.239095448332,305.62300835983,305.028123907944,304.453397061753,303.897848858667,303.360572051246,300.920375955744,298.829965401949,297.024181859719,295.453697844576,294.080263432044,292.873615654252,291.809391695733,290.867694756521,290.032067287903,289.288757862777,288.626164500715,288.034421158336,287.505079229163,287.030859776267,286.605459467724,286.223389869324,285.879859783721,285.570669086933,285.292119151696,285.040955347519,284.814295342103,284.609590821302,284.424581438908,284.257252920756
40,400.704849090408,407.113889174229,404.682937368158,401.526831779892,398.725933336547,376.863575839565,359.038655762035,345.045160094068,334.088917187548,325.590138687993,318.995624248193,317.858763611731,316.773856100778,315.737593447108,314.746893371073,313.798889839368,312.890927163426,312.020548417636,311.185483163446,310.383634557237,309.613066374829,308.871990328197,308.158753924773,307.471829023685,306.809801172103,306.171359753972,305.555288948025,304.960459468765,304.385822974119,303.830397402336,303.293272765154,300.854199662735,298.76535289708,296.961416653618,295.392960014408,294.021663006627,292.81721385673,291.755214684422,290.815742897461,289.982321527303,289.241184363514,288.580718017659,287.991047632921,287.463717834988,286.991444575523,286.56792079741,286.187655476027,285.845855808594,285.538319247354,285.26135218488,285.011695506351,284.786469642561,284.583127805177,284.399411550719,284.233308679424
41,400.452607586822,407.013062871582,404.645059124613,401.508441550778,398.713144277587,376.855723576678,359.022392665189,345.017969037592,334.049692869268,325.539887862071,318.937332354171,317.799272749069,316.713294400341,315.676082506455,314.684547568996,313.73581602846,312.82722460037,311.956308892559,311.120791265074,310.318568027532,309.547696517074,308.806382441643,308.092967746153,307.405919161845,306.743817526527,306.105347911359,305.489290553609,304.894512570831,304.319960416698,303.764654840242,303.227677304246,300.789696014128,298.702374869167,296.900243333901,295.333768728513,293.964562136923,292.762263711457,291.702441038094,290.76514611201,289.933882828537,289.194870410617,288.536484232854,287.948840762962,287.423477972176,286.953106797664,286.531416531664,286.152913615159,285.812803716242,285.506883577153,285.231459605026,284.983273263413,284.759446079691,284.557432806939,284.374976898831,284.210068222991
42,400.204702921631,406.912985912227,404.607290586541,401.490099649544,398.700496849036,376.848116915022,359.006650829883,344.991615906989,334.011615885804,325.491027596062,318.880580479316,317.741341857884,316.65430987035,315.616163418771,314.623806023675,313.674356810057,312.765145096919,311.893699206819,311.057734462958,310.255140476831,309.483968280857,308.742417699343,308.0288252228,307.34165255162,306.679475901335,306.040976108484,305.42492953908,304.830199776855,304.255730052799,303.700538203241,303.163702963124,300.726783855009,298.640951978683,296.840584562824,295.276046579139,293.908887720805,292.708694302159,291.651002030057,290.715837857716,289.886686817701,289.14975377535,288.493403033411,287.907742517485,287.384303654196,286.915792456014,286.495894642921,286.119114184861,285.780655272861,285.476313980633,285.20239676303,284.955645685032,284.73318338457,284.532466163093,284.351239370132,284.187494933466
43,399.960975806821,406.813645882912,404.569624528668,401.471802886756,398.687984589278,376.840742021604,358.991401863574,344.966056563759,333.974627764807,325.443489060068,318.825293908749,317.684895474395,316.596826410478,315.557759556236,314.564591664532,313.614434759264,312.704610947864,311.832641442423,310.996234687044,310.193273737698,309.421803450558,308.680017881822,307.966248171363,307.278951081844,306.616698290095,305.978166473092,305.362128192985,304.767443560278,304.193052637818,303.637970398018,303.10127289293,300.665387775567,298.581010512198,296.782368475782,295.219727957166,293.854571863847,292.656439747257,291.600833825775,290.667756336218,289.840673718168,289.105776681125,288.451418615556,287.867699033849,287.346142924007,286.879451462323,286.461306870055,286.086210708021,285.749365740422,285.446567412867,285.174122258671,284.928771525532,284.707643299512,284.508191112498,284.328163649415,284.165554890822
44,399.721275913689,406.715030695319,404.532072153326,401.453549929886,398.675601474792,376.833586135895,358.97661952021,344.941250125893,333.938674251795,325.397208300305,318.771403161036,317.629863412435,316.540773236833,315.500799631626,314.506832794958,313.555977839467,312.645549852303,311.773063096364,310.936219289199,310.132895068151,309.361129236513,308.619110193334,307.905163827502,307.217742053421,306.55541208954,305.916846525341,305.300814183911,304.706171760735,304.131856202925,303.576879665876,303.040315561931,300.605437582109,298.522481855197,296.725528186668,295.164745655517,293.801551359477,292.605438762578,291.551877024369,290.620844040829,289.795787924674,289.062885390568,288.410479084371,287.828660230006,287.308947479553,286.844037258603,286.427608360933,286.054159998127,285.718893555999,285.417603890986,285.14659764435,284.902616695459,284.68279030915,284.484573535369,284.305714898082,284.144216623647
45,399.485461198858,406.617128574313,404.494626520527,401.435339545015,398.663341893359,376.826637464845,358.962279494319,344.917158661332,333.903704919696,325.352125793307,318.718843513283,317.576180284999,316.48608439868,315.445217221201,314.45046259753,313.498918920572,312.587894424289,311.714896591695,310.877620553861,310.07393666218,309.301877785641,308.55962677281,307.845504357406,307.157957691612,306.495549612701,305.856948692028,305.240920075887,304.64631710077,304.072073648429,303.51719719585,302.980764276774,300.546867827869,298.465302034411,296.670001336112,295.111039015519,293.749767297064,292.555634198651,291.504076286205,290.575047434087,289.751977625523,289.021029839208,288.37053609887,287.790579460787,287.27267234055,286.80950649587,286.394757361999,286.022921859197,285.689200041697,285.389386214229,285.119787154305,284.877145393646,284.658591387607,284.461581709439,284.283866755845,284.123450882553
46,399.253397293341,406.519928046719,404.457286711052,401.417170587288,398.65120060131,376.819885090195,358.948359238878,344.893746916284,333.869672822179,325.308186049672,318.667554578763,317.523785078694,316.432698350302,315.390950332167,314.395418709285,313.443195336118,312.531581763693,311.658078841362,310.820375262599,310.016335214194,309.243985745994,308.501504258714,307.787206423122,307.099534711975,306.437047655693,305.798409874253,305.182382897119,304.587816755695,304.013642314913,303.458864299896,302.922556756389,300.489617395001,298.409411309106,296.61572969313,295.058551396431,293.699164673124,292.506972713464,291.457379925817,290.530316467277,289.709194466521,288.980163309697,288.331544556367,287.753413212186,287.237275552679,286.775818747916,286.362714941422,285.992458818168,285.660249146022,285.361879714129,285.093657463418,284.852325597705,284.635015773902,284.439186093281,284.262588822755,284.103230438774
47,399.024956947673,406.423417930656,404.420051834943,401.399041992357,398.639172691505,376.813318886481,358.934837803851,344.870982073812,333.836534184546,325.265337260953,318.617479930198,317.472620774156,316.380557569068,315.337941018872,314.341642833944,313.388748504392,312.476553059525,311.60255086517,310.764424304562,309.960031530382,309.187393878185,308.44468340074,307.730210794678,307.042413933066,306.379847111094,305.741171061641,305.12514375512,304.530611969799,303.95650360053,303.401820662692,302.865634751776,300.433629121589,298.35475380626,296.562658798841,295.007229829854,293.649692054149,292.459404425014,291.411739631026,290.486604405393,289.667393251265,288.940242141297,288.293462310992,287.717120828848,287.202717923819,286.742936256136,286.331444742356,285.962735886414,285.632007213497,285.335052032003,285.06817747238,284.828127429381,284.612034771869,284.417359133375,284.241854648204,284.083529904808
48,398.800013734923,406.327587325337,404.382921029223,401.380952768925,398.627253564736,376.806929448205,358.921695692133,344.848833538676,333.804248130859,325.223530984166,318.56856676301,317.422634006728,316.329608213919,315.286135039521,314.289080397189,313.33552358006,312.422753250757,311.548257433809,310.709712333804,309.904970179895,309.132046707859,308.389108712493,307.67446200311,306.986539929988,306.323892622109,305.685176987241,305.069147492458,304.474647712982,303.900602618656,303.346011555726,302.809943705822,300.378849467931,298.301277194301,296.510737648209,294.957024709624,293.601301274975,292.412882646796,291.367110164611,290.443867470105,289.626531673105,288.901225470127,288.256249922098,287.681664270462,287.168962788302,286.710823701536,286.30091276251,285.933720346682,285.604442778826,285.308872920189,285.043318115821,284.804522969418,284.589621571569,284.396075091835,284.221639528863,284.06432557431
49,398.578464584291,406.232425601334,404.345893455852,401.362901992042,398.615438904129,376.800708025122,358.908914732062,344.827272745184,333.772776433321,325.182721859219,318.520765593476,317.373774762285,316.279799819286,315.235481548498,314.237680237788,313.283469144249,312.370130713129,311.495146764605,310.656187449652,309.851099188761,309.077892212922,308.334728157935,307.619908029344,306.931860723692,306.269132272425,305.630375818034,305.014342377993,304.419872372807,303.845887890821,303.29138564835,302.755432448252,300.325228217267,298.248932390413,296.459916314881,294.907889513678,293.553947167652,292.367363575416,291.323449135863,290.402064667693,289.586570064469,288.863074979785,288.219870404265,287.64700789348,287.13597579574,286.679448000451,286.271087156677,285.905381562315,285.577526382616,285.283314064115,285.019052190583,284.781486091858,284.567751089449,284.375309892297,284.201920360097,284.045595278889
50,398.360195129547,406.137922391301,404.308968299916,401.344888797173,398.603724652216,376.794646464425,358.89647796254,344.806272985135,333.742083294614,325.142867355273,318.47402998763,317.325996103986,316.231085020063,315.185932819882,314.187394329889,313.232536926031,312.318636979992,311.443170239709,310.603800922702,309.798369750009,309.024881548535,308.281492880886,307.566500022793,306.878327501727,306.215517307471,305.576718876752,304.960679829352,304.366237477737,303.792311070758,303.237894732646,302.702051050066,300.2727182068,298.197673297521,296.410154026382,294.859780554014,293.507587320915,292.322806094549,291.280716715856,290.361157457671,289.547471229155,288.825754768447,288.184289137782,287.613118242039,287.103724704505,286.648778100435,286.241938035071,285.877690778156,285.551230375459,285.258348890187,284.995354168196,284.758992315374,284.546399824971,284.355040981666,284.182675502731,284.027318259676
51,398.145101972915,406.044067581076,404.2721367452,401.326912374903,398.592106990253,376.78873715915,358.884369530488,344.785809253415,333.712135148353,325.103927542487,318.428316317183,317.27925392626,316.183419303967,315.137443998508,314.138177533035,313.182681551584,312.268226490867,311.39228215397,310.552506941114,309.746735979149,308.972968785958,308.22935693653,307.514192057413,306.825894365271,306.163001883297,305.52416039131,304.90811416296,304.313697447791,303.739826695768,303.185493475614,302.649758041728,300.221275085315,298.147456567277,296.361406475439,294.81265675193,293.462181856746,292.279171548018,291.238875477194,290.32110963979,289.509200163037,288.789231025675,288.149473485689,287.579963932342,287.072179289773,286.618784912424,286.213436125995,285.85062109765,285.525528913504,285.233952576108,284.97220021542,284.73701865711,284.525545712227,284.335247176743,284.163884663285,284.009473045965
52,397.933086713221,405.950851301194,404.235413761141,401.308971966191,398.580582319652,376.782973001868,358.87257459883,344.765858109108,333.682900480306,325.065864885181,318.38358353927,317.233506732816,316.136760788077,315.089972875284,314.08998736653,313.133860317749,312.218856364423,311.342439487744,310.502262382795,309.696154683945,308.922110691901,308.178277076818,307.462940890435,306.774518108505,306.111542838777,305.472657266708,304.856602368305,304.262209369437,303.688391962259,303.134139195373,302.598509022818,300.170857094413,298.098241386153,296.313633889238,294.766479434008,293.41769323605,292.236423549243,291.197890192602,290.281885713536,289.471723948086,288.753471973111,288.115392794458,287.547515383825,287.041311047106,286.589440985248,286.18555758566,285.824147103498,285.500397558551,285.210101636113,284.94956614928,284.715543568109,284.505168090465,284.315908681123,284.145528760683,283.992045350221
53,397.724055622331,405.858263918756,404.198790868021,401.291066858153,398.569147245104,376.777347343153,358.861079263643,344.746397550367,333.654349666919,325.028644060699,318.339792997399,317.188715435939,316.09107001678,315.043479684015,314.042783805345,313.086032987298,312.170486193227,311.293601701191,310.453026609518,309.646585158417,308.872266520277,308.128212540421,307.412705767794,306.724158001899,306.061099495555,305.422168888744,304.806103902503,304.211732790875,303.63796652101,303.083791656182,302.548263884677,300.121424870568,298.049989281885,296.26679877792,294.721212148873,293.374086078908,292.194527807176,291.157727666492,290.243456430972,289.43501157081,288.718447673979,288.082018189751,287.515744767656,287.011093174045,286.560720521823,286.158276314524,285.798244939851,285.475813387826,285.18677405566,284.92743406908,284.694546728325,284.48524745115,284.297006765613,284.127589956176,283.975016013685
54,397.5179193477,405.766296029648,404.162267328762,401.273196380196,398.557798559411,376.771853954165,358.849870479456,344.727406901358,333.626454829341,324.992231782868,318.296908241073,317.14484317465,316.046309778718,314.997926917352,313.996529095257,313.039161603415,312.123077857719,311.245730547901,310.404761280346,309.597988996206,308.823397825497,308.079124866185,307.363448234099,306.674775615122,306.011633463393,305.372656923949,304.756580511483,304.162229542458,303.588512300896,303.034412896741,302.498984774957,300.072941265724,298.002663948042,296.220865763448,294.676820500293,293.331327002395,292.153451968857,291.118356582282,290.205790089205,289.39903377903,288.684129894692,288.049322442946,287.484625843993,286.981500401227,286.532599203126,286.131568922267,285.772892122716,285.451754799876,285.163949089768,284.905782450594,284.674009029311,284.465765466653,284.278523857517,284.110051310809,283.95836887008
55,397.314592638589,405.674938451079,404.125842422764,401.25535990063,398.546526545413,376.766479197737,358.838935991769,344.70886671,333.599189701203,324.956596655714,318.254894862106,317.101855149684,316.002444940611,314.953279159674,313.951187584976,312.993210321205,312.076595357305,311.198789905696,310.357430182212,309.550329921023,308.775468292984,308.030977723716,307.31513196342,306.626334645025,305.963108478492,305.32408516295,304.707996050099,304.113663560231,303.539993328025,302.985967042826,302.450635939035,300.025371180735,297.956231084726,296.175801424207,294.633271995891,293.289384473465,292.113165476553,291.0797473637,290.168858092608,289.363762951768,288.65049197901,288.017279849588,287.45413384477,286.952508879528,286.505054079982,286.105413339178,285.748067439512,285.428201416213,285.141607171113,284.884592513399,284.6539124437,284.446704841114,284.26044336447,284.092896960157,283.942088687979
56,397.11399409353,405.584182214457,404.089515444915,401.23755682355,398.53534149926,376.761232893674,358.828264275987,344.690758655239,333.572529508495,324.92170903286,318.213720345824,317.059718473431,315.959442296163,314.909502935136,313.906725573492,312.948145254521,312.031004656748,311.152745622695,310.310999075831,309.503573632483,308.728443584966,307.983736759244,307.267722605298,306.578800761896,305.915490247646,305.276419363101,304.660316340104,304.066000740676,303.49237558486,302.938420172544,302.403183555654,299.978681433759,297.910658253621,296.13157415361,294.590535909467,293.248228675077,292.073639437696,291.041872048642,290.13263340884,289.3291729808,288.61750873344,287.985866118636,287.424245366755,286.924096077009,286.478063473434,286.07978871963,285.723750857449,285.405133995191,285.119729824658,284.863846526353,284.63423996894,284.428047894302,284.242749660711,284.076111914696,283.926161101173
57,396.916045927334,405.494018558527,404.0532857047,401.219786586049,398.524234214488,376.756102370013,358.817844482042,344.673065462874,333.546450860375,324.887540891105,318.173353935488,317.018402033208,315.917270428375,314.86656656921,313.863111170991,312.903934336357,311.986273546173,311.107565377076,310.265435555246,309.457687665569,308.68229119996,307.937369455182,307.221187644409,306.532141469267,305.868746308251,305.229627109448,304.613509026133,304.019208799311,303.445626867926,302.891740172607,302.356595610045,299.932840595353,297.865914745902,296.088154031264,294.548583155534,293.207831384193,292.034846506421,291.004704174221,290.097090457371,289.295239162686,288.585156322749,287.955058271396,287.394938273884,286.896240684432,286.451606883791,286.054675333088,285.69992343872,285.382534349129,285.098299593123,284.843527739697,284.614975537484,284.409781965379,284.225427977131,284.059682019402,283.910572545252
58,396.720673755571,405.404432744864,404.017152525428,401.202048655666,398.513202110098,376.751082773866,358.807666384092,344.655770828921,333.520931649711,324.854065715338,318.133766508623,316.97787636656,315.875899583984,314.824440062354,313.820314171924,312.860547191464,311.942371513342,311.06321854906,310.220708919674,309.412641262386,308.636980344481,307.891845001878,307.175496272467,306.486325976053,305.822845900731,305.183677686804,304.567543449157,303.973257143914,303.399716661447,302.845896612442,302.310841764818,299.887818891447,297.821971461633,296.045512705347,294.507386174806,293.168165860437,291.996760775424,290.968218671811,290.062205007803,289.26193810024,288.553412174577,287.924834549241,287.366191608025,286.868922529169,286.425664902118,286.030054581894,285.676567243803,285.360385271013,285.077299961229,284.823620309064,284.5961039542,284.391891118354,284.20846435072,284.043593893797,283.895310199884
59,396.527806395163,405.315428601709,403.981107289203,401.184342528114,398.502242735316,376.746161887058,358.797720334763,344.638859349842,333.495950962306,324.821258393369,318.094930463996,316.938113547264,315.83530155863,314.783094974541,313.778305938982,312.817955019887,311.89926962685,311.019676103892,310.176790056312,309.368405254875,308.592481815769,307.847134180389,307.130619271061,306.441325079481,305.777759851607,305.138541963344,304.522390530176,303.92811675845,303.354616021544,302.800860628686,302.265893244697,299.843588077512,297.778800799516,296.003623285031,294.466918829467,293.129206744309,291.959357677088,290.932391771159,290.027954086837,289.229247612457,288.522254892222,287.895174329242,287.337985507431,286.842122495069,286.400219158242,286.005908758152,285.653665349237,285.338670445183,285.056715290694,284.80410923365,284.577610835083,284.374361564963,284.191845567693,284.027834877205,283.880361936145
60,396.337375679512,405.226991933815,403.94516499875,401.166667725156,398.491353760963,376.741350430691,358.787997223416,344.622316458826,333.471488993956,324.789095119713,318.056819618165,316.899087080961,315.795449591736,314.74250431952,313.737059296869,312.776130490324,311.856940429178,310.976910484667,310.133651333031,309.324951957449,308.548767894381,307.803209255114,307.086528904415,306.397111058,305.733460466598,305.094192283849,304.478022663728,303.883760096884,303.310297470405,302.75660481972,302.221722731506,299.800121341203,297.736376555873,295.962460242007,294.427156307302,293.090929963914,291.922613892944,290.897200912505,289.994315893151,289.197146652014,288.491664174798,287.866058046944,287.310301131729,286.815822456272,286.375252208884,285.982221109863,285.631201626981,285.317374474398,285.0365307448,284.784980274102,284.559482551219,284.357180242663,284.175559111558,284.012392978761,283.865716268414
61,396.149316287008,405.139114746227,403.909317311385,401.149023792757,398.480532971356,376.736636944213,358.778488438112,344.60612836759,333.447526974501,324.757553307448,318.019409110651,316.860771809508,315.75631827019,314.702642467885,313.696548434897,312.735047642376,311.815357838662,310.934895514083,310.091266499978,309.282255068495,308.505812245713,307.760043875349,307.043198820965,306.353657573004,305.689921432503,305.050602371791,304.434413620184,303.840160985747,303.266734899112,302.713103148792,302.178304267598,299.757393202391,297.694673827576,295.921999320132,294.388075033708,293.053310623304,291.886507270653,290.862624666075,289.961269719316,289.165615229672,288.461620744074,287.837467125472,287.283120595049,286.790005200267,286.350747507502,285.958975739778,285.60916081277,285.296482666955,285.016732301928,284.766220008588,284.541706161418,284.340334741586,284.159593115534,283.997256831635,283.851362310299
62,395.963565581662,405.051789221032,403.87356359886,401.131410299293,398.469772484554,376.732017582929,358.769185830771,344.590276775257,333.42404709825,324.726611507305,317.982675316873,316.823143823161,315.717883439841,314.663485058088,313.656748817532,312.694681796725,311.774497059408,310.893606304174,310.04961059918,309.240289579938,308.463589829482,307.717612984807,307.000603963016,306.310939578546,305.64711772706,305.007747239399,304.391538456004,303.797294534594,303.223903478364,302.670330855036,302.135613167059,299.715379435708,297.653668947894,295.882217450309,294.349652584772,293.016331008111,291.851016747753,290.828642658104,289.928795880123,289.134634344843,288.432106277219,287.809383910935,287.256426900226,286.764654376383,286.326689335339,285.936157545039,285.587528404623,285.27598110849,284.997306584139,284.747815592415,284.524269438912,284.32381336766,284.143936305097,283.982415631932,283.837289708692
63,395.780063464941,404.965007711976,403.837895388875,401.113826834016,398.459081695275,376.727488709934,358.760081685313,344.574759642409,333.401032460083,324.696249333385,317.94659576676,316.786180379791,315.680122124162,314.625008914568,313.617637102183,312.655009472592,311.734334498485,310.853019173313,310.008659881447,309.199031694036,308.422076816576,307.675892738455,306.958720483597,306.268933238348,305.60502553608,304.965603104898,304.349373431194,303.75513705369,303.181779576333,302.62826437156,302.093625934549,299.674056974928,297.613339370045,295.84309268354,294.311867639939,292.979968418091,291.81612228154,290.795235502816,289.896875646641,289.104185921728,288.403103345134,287.781791611933,287.230203883754,286.73975443669,286.303062746773,285.913752168831,285.566290619353,285.255856573867,284.978240908202,284.729754867669,284.507160697836,284.307604909564,284.128578021478,283.967859187242,283.823488722365
64,395.598752237751,404.878762739336,403.802327548323,401.0962730056,398.44845305381,376.723046883156,358.751168688448,344.559560102677,333.378466996694,324.666447394739,317.911149076947,316.749859830579,315.643012449356,314.587191972385,313.579191063406,312.616008311688,311.694847689661,310.813111569773,309.968391729783,309.158458746769,308.381250512377,307.634860425901,306.917525669905,306.227615849298,305.56362217708,304.924147316309,304.307895933253,303.713665978118,303.140340683133,302.586881250138,302.052320189354,299.633403852423,297.573663627674,295.804604104897,294.274699868844,292.944203136997,291.781804784465,290.762384739768,289.865491185535,289.074252750567,288.374595355387,287.754674245223,287.204436161459,286.715290584708,286.279853520595,285.891745951613,285.545434344741,285.236096483116,284.959523210738,284.712026271456,284.490368859258,284.291698755863,284.113508071259,283.95357772713,283.809949985344
65,395.419576471861,404.793046984929,403.76685185707,401.078748440785,398.437884731045,376.718688840655,358.742439902856,344.544666990669,333.356335432556,324.637187232395,317.876314873107,316.714161550119,315.606533058013,314.550013207774,313.541389523118,312.577657008085,311.656015223061,310.77386200124,309.928784588823,309.11854913718,308.34108928608,307.594494400706,306.876997872705,306.186965770935,305.522886028853,304.883358281168,304.267084407031,303.672859797868,303.09956534089,302.546160091494,302.01167459668,299.593399126438,297.534621257069,295.766731780673,294.238129901644,292.909016393387,291.748046055851,290.730072776117,289.834625503065,289.044818433421,288.346566499933,287.72801658472,287.179109079679,286.691248728297,286.257048114136,285.870125887234,285.524947097372,285.216688861131,284.941142010027,284.694618800128,284.47388338211,284.27608481211,284.09871679008,283.939562000908,283.796664644083
66,395.242482889891,404.707853287377,403.731467726892,401.061252783217,398.427374980053,376.714411490774,358.733888742481,344.530069693123,333.33462323007,324.608451261213,317.842073734539,316.679065878951,315.570665119418,314.513452573938,313.504212286082,312.539935243497,311.617816680222,310.735249969721,309.88981789962,309.079282262117,308.301572505446,307.554774015153,306.837116441104,306.146962360302,305.482796466425,304.843215401599,304.22691829,303.632697993195,303.059433079457,302.506080481217,301.97166880346,299.554022818466,297.496192735341,295.72945669483,294.202139261092,292.874390258006,291.714828765342,290.698282822621,289.804262393433,289.015867334133,288.319001706654,287.701804114741,287.154208670014,286.667615435908,286.234633621153,285.848879582272,285.504816983381,285.197622299655,284.923086368912,284.677521972638,284.457694226054,284.260753463148,284.084194972359,283.925803196828,283.783624264993
67,395.067420253249,404.623174637472,403.696174578516,401.043785692287,398.41692213124,376.710211899065,358.725508949882,344.515758113877,333.313316543579,324.58022271621,317.808407134134,316.644554055478,315.535389150858,314.477490941798,313.467640080334,312.502823627424,311.580232574079,310.697255911364,309.851472039378,309.040638455925,308.262680476431,307.5156795599,306.797861662261,306.107585911731,305.443333800959,304.803699014298,304.187377952303,303.593160974881,303.019924356755,302.466622930285,301.932283379101,299.515255855178,297.458359424419,295.692760693732,294.166710308675,292.840307625997,291.682136337791,290.666998897509,289.774386391002,288.987384532106,288.291886594589,287.676022986747,287.129721607572,286.644377896251,286.212597732878,285.827995218498,285.485032662323,285.178885922631,284.905345861769,284.660725799447,284.441791822943,284.24569554727,284.06993384778,283.912292920856,283.770820815251
68,394.894330639012,404.539004173801,403.660971841293,401.02633891204,398.406524587758,376.706087278767,358.717294575254,344.501715970635,333.292402176876,324.552485602904,317.775297384762,316.610608169054,315.500687052459,314.44211004396,313.43165450201,312.466303641767,311.543244293372,310.659861140762,309.813728265666,309.002598934576,308.224394387334,307.477192208126,306.759214705572,306.06881760109,305.40447922403,304.764790334967,304.14844464136,303.554230028943,302.981020503653,302.42776882011,301.893499760711,299.477080014722,297.421103518504,295.656626434882,294.13182619474,292.806752158383,291.649952954825,290.636205674543,289.744982726089,288.959355779485,288.265207432587,287.650659979328,287.105635172275,286.621523880966,286.190928702027,285.807461518175,285.465583313766,285.160469354042,284.887910543618,284.644220752778,284.426165512463,284.230902328533,284.055925054666,283.899023171067,283.758246638207
69,394.723183548525,404.455335178444,403.625858952866,401.008927762878,398.39618082133,376.702034981312,358.709239957159,344.487947257203,333.271867543888,324.52522465135,317.742727589604,316.577211107783,315.466541525689,314.40729242884,313.396237962709,312.430357589483,311.506834051181,310.623047799343,309.776568664719,308.965145743938,308.186696257032,307.439293963784,306.721157570952,306.030639434088,305.366214756079,304.726471406809,304.110100430441,303.515887265348,302.942703672835,302.389500351529,301.855300202256,299.439477876881,297.384407995304,295.621037339392,294.09747081224,292.773708237132,291.618263496968,290.605888547003,289.716037283993,288.931767461512,288.23895110092,287.625702461124,287.081937213073,286.599041710063,286.169615309434,285.787267711904,285.446458606285,285.142362688057,284.870770921329,284.627997738934,284.410809648485,284.216365471124,284.04216061533,283.885986313955,283.745894430617
70,394.553924901822,404.372161072914,403.590835358829,400.991544240261,398.385889368333,376.69805248759,358.701339704644,344.474436762404,333.251700632269,324.498425273503,317.710681596104,316.544346512015,315.432936032454,314.373021405219,313.361373648724,312.394968547006,311.470984837113,310.586798807476,309.739976103459,308.928261711755,308.149568886933,307.401967613541,306.683673040819,305.993034198359,305.328523198496,304.688725052734,304.072328171001,303.478115570469,302.904956791349,302.351800497535,301.81766772745,299.402432776833,297.348256570823,295.585977547926,294.063628753869,292.741160923518,291.587053503793,290.576033535352,289.687536566999,288.904606559736,288.213105055706,287.601138356446,287.058616114712,286.576920219843,286.148646833125,285.767403508777,285.427648668721,285.124556461334,284.853917926983,284.612048072633,284.395714389299,284.202077015619,284.028632913262,283.873175062486,283.733757221559
71,394.386510632492,404.289475414176,403.55590051249,400.974188057185,398.375648826164,376.694137399903,358.693588680746,344.461176158745,333.231889969266,324.472073523704,317.679143953188,316.511998731206,315.399854750847,314.339281004694,313.327045465961,312.360120318806,311.435680372983,310.551097819991,309.70393418496,308.891930403033,308.112995816367,307.365196682198,306.646744635514,305.955985418888,305.291388089157,304.651534830975,304.035111448382,303.440898562868,302.867763516566,302.314652959349,301.780586085947,299.365928762142,297.31263365739,295.551431879709,294.030285272173,292.709095919367,291.556309123526,290.546627261386,289.659467659082,288.877860617883,288.187657295897,287.576956113357,287.035660766915,286.555148733156,286.128013019606,285.747859068725,285.409144063497,285.107041627323,284.837342893115,284.596363453191,284.38087178843,284.188029356965,284.015334671946,283.860582455765,283.721828352884
72,394.220898251418,404.207271890833,403.521053874573,400.956858938021,398.365457849877,376.690287434531,358.685981987216,344.448157496714,333.212424592045,324.446156061921,317.648099871521,316.480152783703,315.367282533801,314.306055939126,313.293238007324,312.325797401487,311.400905070093,310.515929184828,309.668427206998,308.856136078596,308.076961281081,307.328965391191,306.610356571843,305.919477316634,305.254793661097,304.614884993803,303.9984345406,303.404220552228,302.831108195169,302.278042125533,301.74403971261,299.329950552839,297.277524324534,295.51738579447,293.997426242514,292.677499528057,291.526017127558,290.517656902139,289.631818193106,288.851517710064,288.162596332561,287.553144673988,287.013060535729,286.53371703174,286.1077040572,285.72862497678,285.390935761854,285.089809532411,284.821037529769,284.58093594245,284.366274247378,284.174215224033,284.0022589352,283.84820184013,283.710101461073
73,394.057046770902,404.12554431948,403.486294912971,400.93955661785,398.355315149029,376.686500414826,358.678514950343,344.435373182732,333.193294015821,324.420660119603,317.617535186527,316.448794319547,315.33520487171,314.273331562766,313.259936512187,312.29198493686,311.366643997175,310.481277902879,309.633440123521,308.820863656471,308.041450174649,307.29325861997,306.574493724495,305.883494769944,305.218724803964,304.578760449094,303.962282380029,303.368066501081,302.794975825028,302.241953033973,301.708013689609,299.294483504185,297.24291426268,295.483825356968,293.965038128578,292.646358634441,291.49616480083,290.489110212641,289.604576305594,288.825566411265,288.137911160326,287.529693446953,286.99080523686,286.512615330491,286.087710551218,285.709692219157,285.373015120788,285.072851893727,284.804993903107,284.565757944181,284.351914495855,284.160627660605,283.989399048932,283.836026851633,283.698570460372
