p_bar,of_1,of_1_5,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
36,445.415257085983,454.076567632174,405.008427963525,395.376823775437,386.529749521117,378.417387722604,370.993881338014,364.217141282757,358.046663996959,352.440295772516,347.351951527429,342.731751440955,338.528335554898,334.69191640805,331.176722694539,327.942291388225,324.953756131746,322.181502874311,319.600535560995,317.189770694569,314.931373777342,312.810182817201,310.813227956946,308.929339944814,307.148834433509,305.463260497293,303.865188280276,302.348058144054,295.792446842444,290.595433710288,286.414880192958,283.021482074448,280.25300578771,277.989827088608,276.140664148628,274.633773824354,273.411311669743,272.425613184324,271.636751656967,271.010918938877,270.519343683666,270.137562105745,269.84487135614,269.623901857311,269.460218282713,269.341950307505,269.259435388005,269.204879962433,269.172052887395,269.156000490564,269.152811364107,269.159408082689,269.173381405766,269.192848849903,269.216343741532,269.242726016796,269.271111549415,269.300816462971,269.331313452202
37,445.197554839823,454.017480644834,404.998039334243,395.361120441047,386.507558795326,378.387787507885,370.956221568041,364.171057759576,357.992107399134,352.377556974468,347.281645215959,342.654739164956,338.445610070045,334.604488951102,331.085541954976,327.848200168964,324.85747736148,322.083643436718,319.501598677386,317.090171064628,314.8314524263,312.710220317594,310.7134556279,308.829949080021,307.049983790634,305.365082367309,303.767793210375,302.251538948968,295.701265062807,290.510495613352,286.33658432023,282.949975160794,280.188286321953,277.931788037605,276.08910993795,274.588427826877,273.371822346728,272.391563188336,271.607671134111,270.986303404858,270.498674204728,270.120325580754,269.830578263298,269.612100026645,269.450501626186,269.333962862575,269.252871439999,269.199481317534,269.167604398616,269.152324795992,269.149763420479,269.156869963715,269.171257633781,269.191062317388,269.214832259036,269.241439442212,269.270009433443,269.299866137207,269.330488452663
38,444.983109002288,453.958649819031,404.988022703803,395.345979513546,386.486150024735,378.359206592082,370.919825336806,364.126478697708,357.939283050332,352.316756193047,347.213454329967,342.579988809638,338.365263090952,334.519529930065,330.99689703141,327.756693631738,324.763817165225,321.988424425088,319.405314396402,316.993228421055,314.734186144867,312.612905854283,310.616320127338,308.733180414248,306.953737900252,305.269489213871,303.672961408568,302.157559703504,295.612490294854,290.427816522699,286.260392973062,282.880415692847,280.125356619785,277.8753817567,276.039033321538,274.544407292516,273.333510871021,272.358549367475,271.579492964802,270.96246570069,270.478668684505,270.103650695482,269.816756437852,269.600690922791,269.441110427613,269.326243992543,269.246528474107,269.194264192003,269.163304928342,269.148771488988,269.146816120857,269.15441477524,269.169202377524,269.189332571864,269.213368014126,269.240192320154,269.268940411814,269.298943701381,269.329687107103
39,444.77181136624,453.900055720763,404.978355057321,395.331366807655,386.465476541938,378.331585251671,370.884619926601,364.083318988505,357.888094528922,352.257787143159,347.147264364818,342.507379287885,338.287168431367,334.436909317956,330.910655091902,327.667636973252,324.672639435187,321.895708959818,319.311545492993,316.898805535789,314.639437978148,312.518102969248,310.521685676126,308.638898995936,306.859962760339,305.176345887548,303.580561055491,302.065989789658,295.525998612373,290.347279814399,286.186197071508,282.812702219012,280.064122869154,277.8205220439,275.990355645752,274.501641005223,273.296313279315,272.326514979054,271.552167082701,270.939362224686,270.459289509792,270.087505317856,269.803378677388,269.589651698506,269.432025628624,269.318777886562,269.240393435314,269.189217834682,269.159145638461,269.145333309329,269.143963499962,269.152037611,269.167211594909,269.187656275641,269.211948243164,269.238982355093,269.267902571162,269.298047554648,269.328908035838
40,444.563559308822,453.841695839084,404.9690153374,395.317251007389,386.445495543204,378.304868642164,370.85053119851,364.041500309016,357.838453019757,352.200551846245,347.082969694338,342.436798841481,338.211209575768,334.356507015989,330.826693416216,327.580905627957,324.583818381523,321.805370522972,319.220165118311,316.806775548111,314.547081310894,312.425685501181,310.429426736525,308.546980049534,306.768534471235,305.085533816164,303.490470267762,301.976708434833,295.44167543573,290.268777675059,286.113895794974,282.746740991844,280.004498407412,277.767129294307,275.943004303875,274.460063273913,273.260170636187,272.295407579646,271.525647491095,270.916952841,270.440502079326,270.0718599073,269.790419987268,269.578961374339,269.423229738505,269.311550042033,269.234454348403,269.184332385687,269.155118424511,269.142003599673,269.141200087561,269.149733971249,269.165281577877,269.186030365843,269.210570409,269.237807438513,269.26689415289,269.29717622457,269.328150000765
41,444.358255403054,453.783560714795,404.959984234267,395.30360336168,386.426167683103,378.279006291313,370.817511783994,364.000950429971,357.790276544323,352.144959795078,347.020472682933,342.368144112055,338.137278722497,334.278211870425,330.744898396694,327.496384258014,324.497237515611,321.717291938179,319.131055778945,316.717020945338,314.456998851343,312.335536573882,310.339427006299,308.457307976204,306.679338243692,304.99693694726,303.402576122493,301.889603745282,295.359414618994,290.19221023548,286.043395768802,282.682445207833,279.946403014105,277.715129845604,275.896912137839,274.419613353545,273.225028478274,272.265178802887,271.499891588407,270.895200526449,270.422274495124,270.056687247548,269.77785735303,269.568600642514,269.414706667443,269.304547122886,269.228700204639,269.179598782843,269.151215838708,269.138776242465,269.13852085686,269.147499720619,269.163408918103,269.184452026519,269.209232178266,269.236665630528,269.265913538307,269.296328355107,269.327411861559
42,444.155807063293,453.725652940963,404.951244002741,395.290397418696,386.407456720128,378.253951655795,370.785497886238,363.961602608958,357.743489285264,352.090927220367,346.959682905472,342.301319324644,338.065275938418,334.201920809334,330.665164659019,327.413965864758,324.412788755531,321.631364473111,319.044108438695,316.629432665822,314.369081737025,312.247547706053,310.251578533469,308.369775474385,306.592267525939,304.91044956067,303.316773798779,301.804571855363,295.279117631998,290.117484808298,285.974610348659,282.619734338705,279.889762289089,277.66445540294,275.852016906316,274.380234972093,273.190836377247,272.235783882401,271.474860031311,270.874071060897,270.404577292137,270.041962213031,269.765669539821,269.558551697148,269.406441583658,269.297756840265,269.223120862675,269.175008679768,269.147431022524,269.135645604525,269.135921179098,269.145331050968,269.16159047657,269.182918663776,269.207931401249,269.235555143441,269.264959235237,269.295502695744,269.326692565291
43,443.956126220865,453.66798065109,404.942778302289,395.277608793267,386.389329206068,378.229661732058,370.75443691966,363.923395057217,357.698020991599,352.038376444828,346.900516459806,342.236235567741,337.995108414715,334.127538078058,330.587394289044,327.333551004649,324.330371636588,321.547487047214,318.959221725682,316.543909307097,314.283228745264,312.161618025309,310.165780934729,308.284282763311,306.507223232876,304.825973343676,303.232965819688,301.721516176517,295.200692854919,290.044515215022,285.90745898884,282.558533541267,279.834507103783,277.615042531291,275.808260819243,274.341875904634,273.15754751158,272.207181319978,271.450516379076,270.853532754902,270.387383200517,270.027661563452,269.753836916669,269.548798085246,269.398420788086,269.291167847818,269.217706961601,269.17055437399,269.143757647433,269.132606488387,269.133396783603,269.143224448621,269.159823356725,269.181427883699,269.206666093379,269.23447432645,269.264029865327,269.294698090934,269.325991139174
44,443.759129026921,453.610533166863,404.934572056587,395.265214962425,386.371754212767,378.206096713602,370.724280158856,363.886270468025,357.65380645436,351.987235312394,346.842895358982,342.172810156625,337.926689808156,334.054974566075,330.511496142531,327.255047094813,324.249892612355,321.465565530263,318.876301230264,316.460356424691,314.199345594102,312.07765357217,310.081940703302,308.200736895362,306.424113063462,304.743416713846,303.151061380955,301.640346731962,295.124054944018,289.973221188017,285.841866683043,282.498773135018,279.780573115646,277.566832206557,275.765590125191,274.30448759098,273.125118517578,272.179332568528,271.426826794048,270.833556209459,270.370666936047,270.013763762775,269.742341301731,269.539324575539,269.390631604087,269.284769649639,269.212449844474,269.166228743743,269.140189862814,269.129654089429,269.130943722538,269.14117666536,269.158104880581,269.17997747274,269.205434419398,269.233421652643,269.263124153354,269.293913471293,269.325306682527
45,443.564735579722,453.553308278795,404.926611329925,395.253195085391,386.354703091004,378.183219688312,370.694982376621,363.850175600627,357.610785040491,351.937436682404,346.786746992371,342.110966068623,337.859939656758,333.984147207552,330.437385239177,327.178367798282,324.171264433704,321.385512119509,318.795258881594,316.378685909417,314.117344321424,311.995566681883,309.999970594156,308.119051145338,306.342850894467,304.662694217635,303.070975754712,301.560979565967,295.049124270585,289.90352785074,285.777763467804,282.440388138436,279.72790033715,277.519769417168,275.72395474477,274.268024828338,273.093508855165,272.152201741347,271.40375981228,270.814114103339,270.354405014757,270.00024881927,269.731165825516,269.530117042623,269.383062280098,269.278552518973,269.207341490869,269.162025192174,269.13672224999,269.126783958057,269.12855833983,269.139184692928,269.156432567799,269.178565380436,269.204234678962,269.232395707058,269.262240917314,269.293147845316,269.324638360012
46,443.372869673979,453.496303826969,404.918883218239,395.241529844387,386.338149257217,378.160996370309,370.666501523012,363.815060910349,357.568900280755,351.888917980139,346.73200364654,342.050631440739,337.794782859832,333.914978448411,330.364982219291,327.103432472869,324.094405597986,321.307244784713,318.716012392445,316.298815432854,314.037142732042,311.915275433905,309.919789076566,308.039144466494,306.263356240481,304.583725994721,302.992627635748,301.483336217623,294.975826421209,289.83536523002,285.715083978917,282.383317856125,279.676432752238,277.473802809606,275.683307947753,274.232445427785,273.062680803231,272.125755481079,271.38128610637,270.79518095978,270.338575588516,269.987098143693,269.720294809769,269.521162364413,269.37570190348,269.272507426333,269.202374457193,269.15793759804,269.133349781574,269.123991966254,269.126237243691,269.137245740412,269.154804117039,269.177189704065,269.203065293966,269.23139517618,269.261379059671,269.292400292124,269.323985395534
47,443.183458570153,453.439517698302,404.911375752433,395.230201303553,386.322068004202,378.139394861818,370.638798440024,363.780874710859,357.528099501793,351.8416207963,346.678602078113,341.991739121733,337.731149214119,333.847395770772,330.294212859877,327.030165683602,324.019239852754,321.230686774562,318.638484763191,316.220667951604,313.958663903982,311.836703160322,309.841319845186,307.96094100481,306.185553771732,304.50643729968,302.915947129042,301.407343250929,294.904091751606,289.768667848485,285.653767063391,282.327505506786,279.626117974016,277.428884372334,275.643604630549,274.197709987101,273.032599136279,272.099962550671,271.359378399847,270.776733185182,270.323158261344,269.974294366791,269.709713583143,269.512448331056,269.368540324029,269.266625975719,269.197541823777,269.15396027197,269.130067785423,269.121274277939,269.123977282221,269.135357214178,269.153217389455,269.175848675029,269.20192479731,269.230418838647,269.260537559659,269.291669954993,269.323347066866
48,442.996426733258,453.382947824056,404.904077812785,395.219192783654,386.306436332794,378.118385441125,370.611836607228,363.747584738234,357.488333497824,351.795490529258,346.626483132049,341.934226271517,337.668972998966,333.781331267517,330.225007641622,326.958496763851,323.94569575685,321.155766170904,318.562603839728,316.14417126688,313.88183574623,311.759778005388,309.76449138195,307.884369664186,306.109372882418,304.430758073756,302.840862676536,301.332931834124,294.833854987139,289.703374343666,285.593755414289,282.272897910098,279.576906938527,277.384969152644,275.604806758668,274.163781641922,273.003230911493,272.074793799929,271.338011109117,270.758748548002,270.308134133642,269.961821490544,269.699408744462,269.503963534438,269.361568053117,269.260900313494,269.192837113624,269.150087885037,269.126871882717,269.118627290083,269.12177548441,269.133516658243,269.151670348052,269.174540597046,269.200811769845,269.229465556943,269.259715466355,269.290956035625,269.322722700826
49,442.811719652039,453.326592177665,404.896979052595,395.208488750394,386.291232801673,378.09794037322,370.585581914539,363.715145366057,357.449556236872,351.750476064373,346.575591399611,341.878034002197,337.608192604358,333.71672126077,330.157301360537,326.888359422266,323.873706283523,321.082415493115,318.488301912534,316.069257621795,313.806590603552,311.68443253246,309.68923656557,307.809363716176,306.034747303322,304.356622560588,302.767309079106,301.26003736218,294.765054864345,289.639427130105,285.5349952637,282.21944516089,279.528753630125,277.34201500335,275.566874602938,274.130625853913,272.974545277734,272.05022194131,271.317160346184,270.741206361808,270.293485370847,269.949664311178,269.689367425442,269.495697435332,269.354776359074,269.255323241748,269.188254412269,269.146315585246,269.123758094819,269.116047755298,269.11962920854,269.131721926351,269.150157872716,269.173260672316,269.199721677424,269.228530845009,269.258908463356,269.290254356974,269.32210826623
50,442.629267900088,453.27044877268,404.890069830192,395.198074714738,386.276437393163,378.07803374039,370.560002458652,363.683518877053,357.41172459723,351.706529487749,346.525874911234,341.823107055533,337.548750196738,333.653505959009,330.091032778851,326.819691389444,323.803208464388,321.010571340056,318.415515361085,315.995863347967,313.732864897271,311.610603365444,309.615492313792,307.735860449029,305.961614753373,304.283968960533,302.69522506054,301.188599117224,294.697633808562,289.576772095388,285.47743609433,282.167100388793,279.481614834628,277.299982354806,275.529772205191,274.098210220493,272.946513303852,272.026221396778,271.296803730769,270.72408724166,270.279195364356,269.937808732858,269.679577768751,269.487640040799,269.348156922395,269.249887865524,269.183788029327,269.142635315266,269.120719178887,269.113529086173,269.117532396177,269.129967390622,269.148684821335,269.172014067454,269.198659936524,269.227620489351,269.258122508352,269.289571015617,269.321509894009
51,442.449010629868,453.214515660917,404.8833411481,395.187937143493,386.262031392914,378.058641290266,370.535068360283,363.6526699183,357.374798130511,351.663605825362,346.477284860109,341.769393512602,337.490591417971,333.591629148184,330.026144310449,326.752434099437,323.734143068487,320.940174067758,318.344184330317,315.923928541604,313.660598805968,311.538230871649,309.543199269445,307.663800851303,305.889916625553,304.212739119069,302.624552958634,301.118559962429,294.631537643267,289.515358326347,285.421030382761,282.115819509175,279.435449916923,277.258834009645,275.49346577437,274.066504303495,272.919107824083,272.002768160075,271.276920265298,270.707373014408,270.265248544445,269.926241543909,269.670028660541,269.479782071605,269.341702045725,269.244584438497,269.179429305041,269.139049447335,269.117758322496,269.11107514338,269.115489459937,269.128257913237,269.147246285743,269.170796146748,269.197622139586,269.226730208453,269.257353466449,269.288901997116,269.320923718018
52,442.270889545285,453.158790930788,404.87678459851,395.178063379497,386.247997281925,378.03974029924,370.510751599792,363.622565310929,357.338738848186,351.621662811487,346.429775352866,341.716844531775,337.433665113684,333.531037912847,329.962581736857,326.686532402268,323.666454312558,320.871167498409,318.274252439229,315.853396772392,313.589735974239,311.467258870717,309.472301510063,307.59312932567,305.819597702484,304.142878245309,302.555238446099,301.049866065485,294.566715327532,289.455137861483,285.36573336755,282.065561007838,279.39022062019,277.218534957575,275.457923516695,274.035479474612,272.892301698451,271.979839671576,271.257490227857,270.691046617694,270.251630298907,269.914950349188,269.660709676653,269.472114826358,269.335401076925,269.239413698047,269.175180105477,269.135550652991,269.114868896067,269.108679870847,269.113494812617,269.126588289443,269.145840753734,269.169605660217,269.196607232577,269.225859121535,269.25660059831,269.288246677854,269.320349222611
53,442.094848757202,453.103272705755,404.870384223394,395.168441569434,386.234318639294,378.021309449387,370.487025868927,363.593173878339,357.303511028823,351.580660677551,346.383303183812,341.66541411187,337.377923087574,333.471682383933,329.900293950312,326.621934303697,323.600089598727,320.803498656972,318.205666517131,315.784214819943,313.520223249718,311.397634375872,309.402746290304,307.523793431866,305.750605902612,304.074334656451,302.487230277938,300.982466648277,294.503118718384,289.396065467069,285.311502834064,282.016285744737,279.345890884275,277.179052207793,275.42311548211,274.00510877566,272.86607407245,271.957414706067,271.238495071502,270.675092013099,270.238326898582,269.903923507433,269.651611029672,269.464626678185,269.329254017785,269.234366737642,269.171032477429,269.13213514899,269.112047794967,269.106340721282,269.111546361773,269.124956797517,269.14446679848,269.16844142614,269.19561425086,269.225006427323,269.255863236035,269.287604499045,269.319785923783
54,441.920834649184,453.047959142894,404.864148526899,395.15906059901,386.220980054637,378.003328717418,370.463866436961,363.564466290977,357.269081043738,351.54056196145,346.337827632742,341.615058877546,337.323319878781,333.413515510127,329.839232720819,326.558590729346,323.53499927675,320.737117532342,318.138376364424,315.716332434786,313.452010445432,311.329307351227,309.334483801354,307.455743648978,305.682892041769,304.00705955013,302.420480061623,300.916313759848,294.440702355272,289.338098434014,285.25829894793,281.967956776829,279.302426681076,277.140354637182,275.389013425158,273.975366792076,272.84040070665,271.935473270562,271.219917334061,270.659494107291,270.225325429133,269.893150072754,269.642720048283,269.457316785867,269.323251154858,269.229438302446,269.166982096654,269.128799384143,269.109292105165,269.10405530093,269.109642140168,269.123361817743,269.143123089926,269.167302344966,269.194642276665,269.224171360719,269.255140739153,269.286974922172,269.319233366637
55,441.748795752665,452.992848431599,404.858062805947,395.149910034406,386.207967048616,377.985779274258,370.441250029449,363.536414925687,357.235417198937,351.501331334585,346.293310276659,341.565737884525,337.269812559726,333.356492850253,329.7793524846,326.496455310435,323.471136427994,320.671976860377,318.072334535305,315.6497021212,313.385050121815,311.262230500678,309.267466960331,307.388933164852,305.616409626122,303.941006788113,302.354942052225,300.851360013216,294.379423264211,289.281196393319,285.206084040675,281.920539191567,279.259795865007,277.102412852437,275.355590678714,273.94622953804,272.815260228887,271.91399651172,271.201740556242,270.644238680341,270.212613729061,269.882616269681,269.6340349406,269.450174554514,269.317386502977,269.224623452459,269.163024827345,269.125539953797,269.106599027551,269.101821311195,269.107780257826,269.121801793074,269.141808331685,269.166187333949,269.19369040108,269.223353202328,269.25443250532,269.28635744065,269.318691123111
56,441.578682630703,452.93793879234,404.852120567847,395.140980069345,386.195266001651,377.968643394,370.419154718357,363.5089937381,357.202489591601,351.462935444729,346.249714823876,341.517412442523,337.217360552313,333.300572384438,329.720610151639,326.435484188789,323.408456668836,320.608031926417,318.00749613994,315.584278939578,313.319297390772,311.196359069749,309.201651213359,307.323317681064,305.5511146578,303.876132710478,302.290572956675,300.787566602514,294.319240779511,289.225321148121,285.154822485554,281.873999984667,279.21796803027,277.065199064713,275.322822039127,273.917674352135,272.790632455014,271.892966631803,271.183949207246,270.629312320595,270.200176878097,269.872319253916,269.625544161763,269.443193186607,269.311654405092,269.219917516408,269.159157038897,269.122353899575,269.103966150117,269.099636777243,269.105959092508,269.120275388266,269.140521445794,269.165095524746,269.192757926543,269.222551250216,269.253737942053,269.285751551587,269.31815876388
57,441.410447769614,452.88322847558,404.846315708357,395.132261477079,386.182864088564,377.951904371328,370.397559822192,363.482171201721,357.170269979562,351.425342773057,346.207006960083,341.47004595349,337.165925460397,333.245714341972,329.662964930218,326.375635839127,323.346917971468,320.545240385247,317.943818664125,315.520020326124,313.254709735385,311.131650666643,309.136994357539,307.258855235891,305.486965459254,303.812395959398,302.227331766432,300.72489085803,294.260116381186,289.170436520485,285.104480543402,281.828307882756,279.176914418377,277.028686967677,275.290683643526,273.889679802255,272.766498303238,271.87236681213,271.166528617114,270.614698946641,270.188010888837,269.862246473482,269.617240023489,269.436366268069,269.306049613838,269.215316174327,269.15537496956,269.119238110988,269.101390904316,269.097499591979,269.104176919642,269.118781190687,269.139261249725,269.164025921715,269.191844009368,269.221764928056,269.253056578221,269.285156869808,269.317635974102
58,441.244045477861,452.828715760664,404.840642482165,395.123745566841,386.17074921958,377.935546446317,370.376445815163,363.455937747541,357.138731662296,351.388523503728,346.165154208566,341.423603766317,337.115470916922,333.19188104423,329.606378166745,326.316870906729,323.286480500219,320.48356209664,317.88126180457,315.456885928252,313.191246845748,311.068065098715,309.073456378315,307.195506042674,305.423922512733,303.749757319884,302.165179597368,300.663294249993,294.202013546463,289.116508211608,285.055026231726,281.783433257383,279.136607747402,276.992851669254,275.259152954358,273.862225560796,272.742839715971,271.852181143359,271.14946491503,270.600393352874,270.176102161929,269.852389279431,269.609115266808,269.429687769642,269.300567068411,269.210815243039,269.151675245723,269.11618982823,269.098871035513,269.095407901165,269.102432208868,269.117317933394,269.138026698592,269.162977660592,269.190947932301,269.220993590543,269.252387864968,269.284572925439,269.317122348796
59,441.0794317916,452.774398954909,404.835095476105,395.115424144243,386.158909986554,377.919554736147,370.355794244317,363.430264697407,357.107849372399,351.352449404827,346.124125802529,341.37805303914,337.065962444169,333.139036760992,329.550813199309,326.259152059042,323.227106461869,320.422958974977,317.819787318187,315.394837454016,313.128870468717,311.005564222819,309.010999300596,307.133232341916,305.36194831344,303.688179574164,302.104079545541,300.602740210455,294.144897612194,289.0635036737,285.006429204962,281.739348001065,279.09702215906,276.957669529938,275.228208538074,273.835292493969,272.719639588494,271.832394561767,271.132741539522,270.58638087417,270.164441031488,269.842739495991,269.601163038438,269.423151964652,269.295202046862,269.206410832504,269.148054671293,269.113206425375,269.096404386016,269.093359934139,269.10072350568,269.115884419312,269.136816804689,269.161949923954,269.190069016513,269.220236671793,269.251731328615,269.283999320254,269.316617550931
60,440.916564386407,452.720276392635,404.829669584791,395.107289475203,386.14733561396,377.903915172573,370.335587654051,363.405131260236,357.077599176287,351.317093719457,346.083892568262,341.333362618634,337.017367325337,333.087147578892,329.496235223485,326.202443849703,323.168759968515,320.363394851428,317.759358884077,315.333838534065,313.067544270274,310.944111808217,308.949587052345,307.071998265704,305.301007234949,303.627627368172,302.043996554821,300.54319400267,294.088735657927,289.011391992833,284.95866064469,281.696025425303,279.058133103002,276.923118134822,275.197830087046,273.808862305917,272.696881668077,271.812992791033,271.116352847729,270.572650789723,270.153018348362,269.833287694809,269.59337684851,269.416753455666,269.289950081172,269.202099258075,269.144510216259,269.110285415862,269.093988916383,269.091354017464,269.099049435218,269.11447951662,269.135630633862,269.16094193838,269.189206619396,269.21949363548,269.251086519859,269.283435676153,269.316121262924
61,440.755402494607,452.666346434339,404.824359988375,395.099334253031,386.136015914142,377.888614444899,370.315809516761,363.380517737053,357.04795838334,351.282431065995,346.044426818047,341.289502926439,336.969654489294,333.036181280799,329.442611169291,326.146712593795,323.111406911733,320.304835347523,317.699941976805,315.273854595065,313.00723370917,310.883673410736,308.889185339425,307.01176971333,305.241065405708,303.568067089017,301.984897295498,300.48462260042,294.033496379833,288.960143781314,284.911693158933,281.653440166878,279.019917253754,276.889176188457,275.16799831645,273.782917688274,272.674550652791,271.793962243078,271.1002836871,270.559192938416,270.141825444831,269.824029921318,269.58575055761,269.410487132102,269.284806940766,269.197877032664,269.141039014543,269.107424447832,269.091622697653,269.089388568257,269.097408696865,269.113102154442,269.134467302024,269.159952971558,269.188360132233,269.218763974566,269.250453013925,269.28288163567,269.315633180423
62,440.595906827874,452.612607465886,404.819162132269,395.091551568369,386.124941246361,377.87363994782,370.296444169685,363.356405447162,357.018900044364,351.248437346546,346.005702251916,341.246445855526,336.92279439927,332.986107234936,329.389909588152,326.091926253263,323.055014846994,320.247247758971,317.641503750009,315.214852743292,312.947905920858,310.824216257104,308.829761530517,306.952514236952,305.182090595505,303.509466752368,301.926750052532,300.426994577508,293.979149991991,288.909731078779,284.865500689556,281.611566584867,278.982352429669,276.8558234451,275.138694897152,273.757442195268,272.652631867265,271.775286685868,271.08452286665,270.545997681142,270.130854101424,269.814957554105,269.578278347377,269.404348152328,269.279768619063,269.193740854413,269.137638352673,269.104621294817,269.089303903755,269.087462088037,269.095800059249,269.111751318707,269.133325971845,269.158982330254,269.187528978734,269.218047207091,269.249830406624,269.282336858272,269.315153015823
63,440.438039504663,452.559057897732,404.814071708588,395.083934881694,386.114102479368,377.858979733576,370.27747675677,363.332776660298,356.990414416591,351.215089662891,345.967693867284,341.20416467491,336.87675895669,332.936896292581,329.338100548876,326.038054331481,322.99955288728,320.190600948737,317.584012929268,315.156801657559,312.889529610624,310.765709138534,308.771284551252,306.894200936358,305.124052111011,303.451795898806,301.86952462285,300.370280005865,293.925668132141,288.860127261223,284.820058427126,281.570384738766,278.945417519949,276.823040641114,275.109902394007,273.732420187924,272.631111420344,271.756960742479,271.069059756863,270.53305586609,270.120096517511,269.806064005442,269.570954699714,269.398331925912,269.274831318275,269.189687594152,269.13430565944,269.101873847254,269.08703080455,269.085573156992,269.094222355566,269.110426048649,269.132205849913,269.158029356713,269.186712611851,269.217342876548,269.249218315114,269.28180102139,269.314680496019
64,440.281763982086,452.505696164241,404.809084639177,395.076477998085,386.103490956976,377.844622468017,370.258893175339,363.309614534811,356.962476776929,351.182366239114,345.930377875868,341.162633941945,336.831521408763,332.888520696087,329.287155541878,325.98506777609,322.944991605083,320.134865248545,317.527439713386,315.099671490534,312.832074955139,310.708122312639,308.713724786643,306.836800362014,305.06692069947,303.395025498282,301.813192220603,300.314450361753,293.873023768845,288.811306957121,284.775342732377,281.529871244536,278.909092416988,276.790809432714,275.081604209,273.707836782666,272.60997609586,271.738969351497,271.053884253282,270.520358796983,270.109545283565,269.797343020217,269.563774376862,269.392434096885,269.269991435443,269.185714283775,269.131038496313,269.099180104604,269.084801759385,269.083720428815,269.092674479387,269.109125432814,269.131106183401,269.157093427202,269.185910512789,269.216650549642,269.248616375912,269.281273818682,269.314215361556
65,440.12704499192,452.452520722994,404.804197060029,395.069175044112,386.093098466555,377.8305573903,370.240680027057,363.286903059597,356.935068638216,351.150246350352,345.893731627056,341.121829421489,336.787056264613,332.840953988989,329.23704739039,325.932938889428,322.891302941965,320.080012367983,317.471755683289,315.043433777672,312.775513511586,310.651427412908,308.657053990991,306.78028442554,305.010668459876,303.339127861964,301.757725389771,300.25947843913,293.82119112038,288.763245970062,284.731331063813,281.490005244179,278.873357953978,276.759112338571,275.053784528842,273.683677803878,272.589209808687,271.721301479399,271.038986742912,270.507898203781,270.099193355905,269.788788654289,269.556732403058,269.386650528331,269.26524554961,269.181818105635,269.127834548693,269.096538168197,269.082615211214,269.081902625693,269.091155380509,269.107848606191,269.130026257784,269.156173949531,269.185122188885,269.215969814831,269.248024243706,269.280754959043,269.313757365798
66,439.973848480524,452.39953005414,404.799405307003,395.062020446567,386.082917209987,377.816774275723,370.222824572741,363.264627001864,356.908172401536,351.118710257072,345.857733537224,341.081728011227,336.74333921755,332.794170938625,329.187750170673,325.88164124521,322.838460125061,320.026015310527,317.416933717912,314.988061353082,312.719818133717,310.595597365073,308.601245204716,306.724626317037,304.95526876082,303.284076560786,301.703097923403,300.205338269644,293.770145578808,288.715921207244,284.688001910792,281.45076499041,278.838195847286,276.727932686804,275.026428276566,273.659929740099,272.568807503072,271.703945276402,271.024358073277,270.495666215655,270.089034033415,269.780395254593,269.549824047712,269.380977288268,269.260590410012,269.177996382763,269.124691617827,269.093946234489,269.080469681066,269.080118533961,269.089664061416,269.106594747074,269.128965394235,269.155270361017,269.184347171962,269.215300280933,269.24744159019,269.280244165627,269.313306274149
67,439.822141552231,452.346722659815,404.794705902669,395.055008912933,386.07293977693,377.80326340156,370.205314690722,363.242771858274,356.881771301067,351.087739144364,345.822363024424,341.042307672724,336.700347073216,332.748147461418,329.139239133433,325.831149614324,322.786437589258,319.97284829589,317.362947916307,314.9335282717,312.664962894203,310.540606309757,308.546272677371,306.669800428581,304.90069616457,303.229846350094,301.6492847889,300.15200504853,293.719863637699,288.669310613344,284.645334731643,281.412135158726,278.803588643148,276.697254565977,274.999521066776,273.636579665503,272.548754313201,271.686893332726,271.009989523862,270.483655336112,270.079060936017,269.772157440774,269.543044809848,269.375410636568,269.256022925215,269.174246569816,269.12160761335,269.091402589044,269.078363763081,269.078366999934,269.088199573864,269.105363074282,269.127922947334,269.154382126595,269.183585016749,269.214641575846,269.246868103009,269.279741174974,269.312861863274
