p_bar,of_1,of_1_5,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,1.26097413576975,1.30321477460976,1.27046605400464,1.26432823293988,1.25895618957354,1.25426309454304,1.25017766630773,1.24663888769223,1.24358969839066,1.24097277029123,1.23873012511109,1.23680561278796,1.23514792585453,1.23371252261327,1.23246213424049,1.23136629512805,1.23040038361783,1.22954457477785,1.22878289586745,1.22810240810818,1.22749256175664,1.22694468786177,1.22645160405192,1.22600730992141,1.22560675145988,1.22524564063015,1.22492030267142,1.22462757957916,1.22356838275904,1.22302779777352,1.22286758847315,1.22300224187227,1.22337498708424,1.22394597758509,1.22468583501402,1.22557181536438,1.22658539394245,1.22771067068702,1.22893330796933,1.23023986760882,1.23161742023444,1.23305338625512,1.23453555489067,1.23605221906268,1.23759236137245,1.23914585314692,1.24070361431313,1.24225771505024,1.24380140868115,1.24532911578796,1.24683633483741,1.24831954898652,1.24977610169437,1.25120407159125,1.2526021521146,1.25396954131824,1.25530584458141,1.25661099102294,1.25788516318748
11,1.2605885565899,1.30313270457271,1.27039991482522,1.26423331874324,1.25882957431359,1.25410327691326,1.24998431842223,1.24641276061904,1.24333261895216,1.24068753704757,1.23842020022763,1.23647470713987,1.23479963481828,1.23335009770943,1.23208838817909,1.23098359706152,1.23001069760908,1.22914952890496,1.22838382462231,1.22770041658196,1.22708856732128,1.2265394565406,1.22604577971,1.2256014375096,1.22520129547741,1.22484100000595,1.22451682181789,1.2242255584355,1.2231770486012,1.22265097991751,1.22250773532392,1.22266107781205,1.22305381105532,1.22364578249131,1.22440735883227,1.22531553869671,1.22635152057625,1.22749910822913,1.22874365787438,1.23007140757271,1.23146912988752,1.23292398287462,1.23442354969602,1.23595598697648,1.2375102147669,1.23907611163596,1.24064466308444,1.2422080490142,1.24375966054408,1.24529406958604,1.24680692836393,1.24829486751922,1.24975536650347,1.2511866256435,1.25258744483522,1.25395711366371,1.25529531517752,1.25660204375295,1.25787753636292
12,1.26021513049197,1.30305123962239,1.27034147751695,1.26414915803228,1.25871689235957,1.25396052969646,1.24981103881111,1.24620947358321,1.24310085306502,1.24042974325952,1.23813948230644,1.23617444146398,1.23448312559604,1.2330203539095,1.23174802492579,1.2306348240057,1.22965535282013,1.22878912817449,1.22801962573502,1.22733345218755,1.22671969711175,1.22616939840806,1.22567513702813,1.22523072089264,1.22483094008071,1.22447137665987,1.22414825868318,1.22385833348185,1.22281968484943,1.22230705803434,1.22217953374509,1.22235019994483,1.22276145577181,1.22337285907929,1.22415452811829,1.22508321541302,1.22613985837232,1.22730798026633,1.22857264325334,1.22991979107313,1.23133592206013,1.23280795793161,1.23432330184856,1.23586999667248,1.23743691729354,1.23901396032825,1.24059218175585,1.24216386950177,1.24372254599609,1.24526292512285,1.2467808006491,1.24827293818496,1.24973694059244,1.25117111799814,1.25257436591172,1.25394605582845,1.25528594010311,1.25659407121105,1.25787073449702
13,1.25985300836613,1.30297034155608,1.27028932938655,1.26407381754017,1.2586156669626,1.25383187160636,1.24965437745291,1.24602515576478,1.2428901635961,1.24019484424403,1.23788317577089,1.23589981953773,1.2341932437233,1.2327180130091,1.2314356703221,1.23031452809324,1.22932884294895,1.22845783302965,1.2276847248879,1.22699592088153,1.22638034540512,1.22582890278366,1.2253340660299,1.22488955561007,1.22449009043611,1.22413119439046,1.22380904785693,1.22352035824985,1.22249087047637,1.2219907697759,1.22187790799326,1.22206473459324,1.22249326230337,1.22312277760489,1.22392315431567,1.22487091020799,1.22594673261336,1.22713387794402,1.22841713110469,1.2297821616549,1.23121521502224,1.23270300018954,1.23423276172461,1.23579244727309,1.23737090046178,1.23895804446076,1.24054500832435,1.24212418594095,1.24368922511997,1.24523497256461,1.24675735372128,1.2482532582157,1.24972040168889,1.25115719410103,1.25256261754972,1.25393611747324,1.25527750863446,1.25658689572155,1.25786460748313
14,1.25950145778171,1.30288996732234,1.27024238645731,1.26400580635909,1.25852400756207,1.25371501868482,1.24951168347067,1.24585682461858,1.24269727857033,1.23997932421385,1.23764756543374,1.23564696650852,1.23392598821062,1.23243897531214,1.23114714805359,1.23001847416533,1.22902688823027,1.22815132806826,1.22737478284142,1.22668347023524,1.2260661502377,1.22551360351674,1.22501820088272,1.2245735799565,1.22417439224352,1.22381610649282,1.22349485514542,1.22320731613716,1.22218638732039,1.22169802356035,1.2215989117423,1.22180089468544,1.2222456180517,1.22289210265738,1.22370999192718,1.22467557567843,1.2257693011003,1.22697417001731,1.22827470509121,1.22965631916007,1.23110502444296,1.23260733651193,1.2341503598756,1.23572196241256,1.23731096773071,1.23890733197134,1.24050225889854,1.2420882458415,1.2436590602602,1.24520967382945,1.24673613466171,1.24823544705515,1.24970543033815,1.25114458584572,1.2525519746466,1.25392710942853,1.25526986158716,1.25658038310894,1.25785904200728
15,1.25915979551979,1.30281008741644,1.27019981520007,1.26394397373462,1.25844044088768,1.25360818511572,1.24938087815591,1.24570213557078,1.24251962056361,1.23978040888316,1.23742971572291,1.23541281743296,1.2336781918161,1.23217999345917,1.23087914853236,1.22974330475624,1.22874609488651,1.22786619255083,1.22708636485794,1.22639264707968,1.22577365053732,1.22522003595879,1.22472407700373,1.22427933252118,1.22388038989947,1.22352266545215,1.22320224850638,1.22291578149341,1.22190288846024,1.221425573947,1.22133941611083,1.22155567920377,1.22201565735026,1.22267811561404,1.22351247486639,1.22449480473097,1.22560532131197,1.22682678311669,1.22814346167641,1.2295405354119,1.23100379381385,1.23251957838834,1.2340748693729,1.23565746787738,1.23725618668719,1.23886101984134,1.24046324661968,1.24205546507836,1.24363155695998,1.24518661182983,1.24671679253033,1.24821920987805,1.24969177903402,1.2511330854482,1.25254226265591,1.25391888490065,1.25526287531316,1.25657442902042,1.25785394980561
16,1.25882741285855,1.30273067807663,1.27016095766143,1.2638874039745,1.25836379835315,1.25350994995796,1.24926030303313,1.24555921367268,1.24235512427663,1.2395958717711,1.23722726758797,1.23519490685296,1.23344730484236,1.23193845172631,1.23062900471227,1.22948631331158,1.22848372636177,1.22759966761079,1.22681669343091,1.22612066291813,1.22550005385975,1.22494540458888,1.22444889879241,1.22400402016169,1.22360529489926,1.22324808927332,1.22292845146246,1.22264298732598,1.22163767357143,1.22117080327618,1.22109689848052,1.22132666983795,1.22180107380512,1.22247862861628,1.22332853972362,1.22432666370906,1.22545299390129,1.22669005532484,1.22802188310119,1.22943342887309,1.23091028079408,1.23243861928143,1.23400531396612,1.23559811037022,1.23720581777149,1.23881847202217,1.2404274281266,1.242025382073,1.24360632487355,1.24516545761397,1.24669905075281,1.24820431448692,1.24967925296162,1.25112252944944,1.25253334434025,1.25391132853792,1.25525645270906,1.25656895156412,1.25784926167102
17,1.25850375138859,1.30265171975982,1.27012529208328,1.26383537867191,1.25829313877015,1.25341916540868,1.24914861496311,1.24542653712165,1.24220211031906,1.239423899478,1.2370382974635,1.23499122245907,1.23323124469388,1.23171221240374,1.23039453600551,1.22924528621097,1.2282375439272,1.22734949582141,1.22656349765849,1.22586524291475,1.22524307448187,1.22468742101346,1.22419037767988,1.22374535625126,1.22334682436755,1.22299010039231,1.2226711931141,1.22238667582506,1.22138853234186,1.22093156718,1.22086929538382,1.22111188938688,1.22159998278595,1.22229185507976,1.22315650084029,1.22416957608085,1.22531085306644,1.22656263475391,1.22790873077909,1.22933387877724,1.2308234790933,1.23236356435924,1.2339409054958,1.23554320158978,1.23715926523698,1.23877917678391,1.24039436673814,1.24199762621533,1.24358305082341,1.24514594735573,1.24668268758735,1.24819057475102,1.24966769595794,1.25111278680244,1.25252510964277,1.25390434779455,1.25525051582482,1.2565638849539,1.25784492195918
18,1.25818831767578,1.30257319608873,1.27009239106889,1.26378729806312,1.25822768480267,1.25333489189716,1.24904471185836,1.24530285463204,1.24205919536587,1.23926299616498,1.2368612166312,1.23480010080918,1.23302828864174,1.23149950617621,1.23017393686479,1.22901838997514,1.22800569284796,1.22711380660962,1.22632489552576,1.22562449466709,1.22500081513979,1.22444418822405,1.22394661642624,1.22350144510253,1.22310308569475,1.22274681059114,1.22242859077483,1.22214496828052,1.22115363260713,1.22070609513551,1.2206548974682,1.22090970070431,1.22141082464795,1.22211631744392,1.22299497068227,1.2240222401726,1.22517768987895,1.22644340732688,1.2278029868542,1.22924096359536,1.23074256225204,1.23229367951208,1.23388099803917,1.23549217876503,1.23711604259664,1.2387427166972,1.24036370660323,1.24197189572186,1.24356147993509,1.24512786644452,1.24666752265896,1.24817783921298,1.24965698085651,1.2511037506601,1.25251746923431,1.2538978675585,1.25524500139514,1.2565591757957,1.25784088550558
19,1.25788065895068,1.30249509310622,1.27006190351511,1.26374267279778,1.25816681889704,1.25325635135023,1.24894767898166,1.24518712552337,1.24192522696431,1.23911191387742,1.23669469820389,1.23462015131315,1.23283699552621,1.23129885221354,1.2299656955385,1.22880408899785,1.22778661936798,1.22689103263554,1.22609930988712,1.22539683429916,1.22477169285053,1.22421411610896,1.22371602465566,1.22327069759398,1.22287249231166,1.22251663697089,1.2221990661859,1.2219162919212,1.22093143869553,1.22049289746558,1.22045227287304,1.22071873300083,1.22123229417861,1.22195077992219,1.22284278445343,1.22388356714537,1.22505249565318,1.22633144458024,1.22770380409547,1.22915391733927,1.23066684435721,1.2322283564677,1.23382505728834,1.23544457664163,1.23707574815858,1.23870874757584,1.24033515458829,1.24194794232298,1.24354140280713,1.24511103885499,1.24665340838461,1.24816598436021,1.24964700442615,1.25109533483269,1.25251034950837,1.25389182587889,1.25523985717121,1.25655477991486,1.25783711485676
20,1.25758034544962,1.30241739874022,1.27003354216767,1.2637010955284,1.25811000327281,1.25318289270038,1.24885674920133,1.24507847542603,1.2417992352776,1.23896960098652,1.2365376228156,1.23445019989216,1.23265614779824,1.23110899878244,1.22976853366495,1.22860108436364,1.22757900889628,1.22667984763182,1.22588540598017,1.22518092120887,1.22455436088835,1.22399585860663,1.22349725602565,1.2230517684064,1.22265370103712,1.2222982394484,1.22198128319495,1.22169931525303,1.22072065070009,1.22029071539875,1.2202602102683,1.22053782712532,1.22106328819695,1.22179419870024,1.22269896049825,1.22375264365731,1.2249344203157,1.2262259647499,1.22761046983659,1.22907209632774,1.23059574959054,1.23216708508577,1.23377263556471,1.2354000058833,1.23703804611872,1.23867698181663,1.2403084659715,1.24192555874053,1.24352264454213,1.24509531736133,1.24664022097031,1.24815490611913,1.24963767909606,1.25108746549696,1.2525036897694,1.25388617184734,1.25523504041867,1.25655066141081,1.25783357983603
21,1.25728700608014,1.30234010240327,1.27000706236164,1.26366222391896,1.25805678579132,1.25311396608734,1.24877127331606,1.24497616307542,1.24168039675933,1.23883516332802,1.23638903770829,1.23428924639681,1.23248470761986,1.23092887840362,1.22958136065488,1.22840826763351,1.22738173938467,1.22647911935199,1.2256820441831,1.22497561068545,1.22434767132372,1.22378826361535,1.22328916070176,1.22284350854731,1.22244556468572,1.22209047347642,1.22177410061369,1.22149290107639,1.22052015854215,1.22009847423436,1.22007767579591,1.22036599410231,1.22090286597507,1.22164568406001,1.22256266272951,1.22362868759396,1.22482274099769,1.22612630371926,1.22752237932233,1.22899495500304,1.23052879054356,1.23210943412728,1.23372335492693,1.23535813820782,1.23700265364112,1.23864717750025,1.24028343505105,1.24190457094842,1.24350505846343,1.24508057868167,1.24662785699158,1.24814451780987,1.24962893224142,1.25108008178798,1.25249743840013,1.25388086192404,1.2552305143047,1.25654678901573,1.2578302537907
22,1.25700027985444,1.30226319469917,1.2699822584527,1.26362576777309,1.25800679842339,1.25304910323788,1.24869069735502,1.24487955476987,1.24156800638611,1.23870783447156,1.23624812540026,1.23413643200141,1.2323217832575,1.23075757344598,1.22940323867548,1.22822468536303,1.22719384547546,1.22628787351868,1.22548824372572,1.22477991746493,1.22415063608153,1.22359034663211,1.22309074886924,1.22264492889952,1.22224709568096,1.22189235374287,1.22157653602301,1.22129607041411,1.22032900671173,1.21991524912803,1.21990378002943,1.22020238347225,1.22075021888488,1.22150447170645,1.22243317329977,1.22351102942108,1.2247168379624,1.22603189267217,1.22743901508294,1.22892202756824,1.23046555103108,1.2320550357663,1.23367689335325,1.23531869419257,1.23696933021867,1.23861912907554,1.24025988719434,1.24188483129171,1.2434885201822,1.2450667182982,1.24661622876994,1.24813474579172,1.24962070207721,1.25107313181925,1.25249155175917,1.25387585932539,1.2552262481257,1.25654313682474,1.25782711482061
23,1.25671984536633,1.30218666719713,1.26995895521725,1.26359147924079,1.25795971103628,1.25298790234032,1.24861454507081,1.24478810484891,1.24146145619463,1.23858695266009,1.23611417935016,1.23399101388147,1.23216660296652,1.23059428939206,1.22923335543605,1.22804951151929,1.22701449064176,1.22610526573949,1.22530315449179,1.22459298746523,1.22396239855756,1.22340124728364,1.22290116234481,1.2224551718637,1.22205743774207,1.22170302592457,1.221387737609,1.22110797444337,1.22014636683205,1.21974023846346,1.21973775036706,1.22004625858365,1.22060464682662,1.22136989867513,1.2223098714202,1.22339909058762,1.22461617621693,1.22594224079998,1.22735993096193,1.22885290937444,1.23040567305167,1.23200357393806,1.23363297442766,1.23528143422702,1.23693786980153,1.23859266058429,1.24023767300772,1.24186621352258,1.24347292338366,1.24505364689857,1.24660526138474,1.2481255276907,1.24961293648342,1.25106657206497,1.25248599351732,1.25387113375082,1.2552222154978,1.25653968252044,1.25782414399443
24,1.25644539980817,1.30211051225851,1.26993700221415,1.26355914501961,1.25791524363248,1.25293001623876,1.24854240424953,1.24470134025763,1.24136021834793,1.23847194274847,1.2359865849532,1.23385234530253,1.23201849444443,1.23043833130592,1.22907100277137,1.22788202576975,1.22684294525389,1.22593055941012,1.225126034794,1.22441407546846,1.22378221128783,1.22322021693142,1.22271964974532,1.22227348901096,1.22187584358478,1.22152174444071,1.22120696198141,1.22092787238955,1.21997151605557,1.21957274289213,1.21957891842077,1.21989697717068,1.22046553966371,1.22124139197119,1.22219221663597,1.22329236766606,1.22452029044183,1.22585692191744,1.22728473955334,1.2287872567401,1.23034884655391,1.23195477519059,1.23359135924052,1.2352461514093,1.23690809462199,1.23856762033711,1.24021666381492,1.24184860897865,1.24345817662594,1.2450412877209,1.24659489049647,1.24811680918243,1.24960558978418,1.25106036404486,1.25248073116348,1.25386665762926,1.25521839407127,1.25653640730474,1.25782132548706
