p_bar,of_1,of_1_5,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,1500.83944314737,1867.20708874692,2602.4034908401,2724.3940091517,2832.44059040038,2926.92157395454,3008.26330519677,3077.00676188361,3133.92845397932,3180.10318254749,3216.84795478424,3245.57944022616,3267.66578480468,3284.32769746701,3296.59756634439,3305.31994886171,3311.1725421074,3314.69416272462,3316.31214911563,3316.36578055526,3315.12547189303,3312.8078870062,3309.58767134023,3305.60649706851,3300.98002590525,3295.80329954892,3290.15481110326,3284.09987096873,3249.36395537371,3209.88639771005,3167.71459485449,3123.85687164152,3078.8396285647,3032.95322084165,2986.3714744005,2939.2143882146,2891.58327205984,2843.58083793291,2795.3222427081,2746.93996234606,2698.58371886362,2650.41714583212,2602.61134469494,2555.3370770966,2508.75750396456,2463.02100183377,2418.256147175,2374.56864662852,2332.04041890179,2290.72960562219,2250.67343487515,2211.89009072399,2174.38186104892,2138.13809734086,2103.13798438082,2069.35300181799,2036.74902844262,2005.28808636852,1974.92975015342
11,1503.18005140288,1867.64705150469,2604.05374672034,2726.86417977454,2835.85225692031,2931.35392207569,3013.75401138018,3083.55080890182,3141.47650616798,3188.56657437047,3226.11128848658,3255.51679848017,3278.15457464838,3295.25717562863,3307.87234921228,3316.86021754191,3322.91252016529,3326.58015376104,3328.30024545381,3328.42011146989,3327.21659701379,3324.91151818855,3321.68365235734,3317.6779955923,3313.01289528414,3307.78557647326,3302.07630921561,3295.95186951515,3260.77356775697,3220.75322740849,3177.98153330671,3133.48847163291,3087.81314164716,3041.25465536085,2993.99422208998,2946.15887378394,2897.857166242,2849.19946526801,2800.30884488601,2751.32534648716,2702.40565516546,2653.71909180538,2605.44079196297,2557.74363546503,2510.79097866174,2464.72965816082,2419.68533952893,2375.75985204008,2333.03070309543,2291.55145524734,2251.35486363922,2212.45494025169,2174.85021021806,2138.52671823429,2103.46080024227,2069.62151875794,2036.97272541389,2005.47475699271,1975.08579586558
12,1505.44633061848,1868.08104965408,2605.51087002113,2729.0544725318,2838.88977511838,2935.31571218052,3018.67980046092,3089.4412647184,3148.29147129729,3196.22868779823,3234.51708791531,3264.55158833641,3287.70552447065,3305.2216470446,3318.16152435564,3327.39954137002,3333.64045845096,3337.44630042866,3339.26351351204,3339.44681449988,3338.27910739798,3335.98704164406,3332.75327268854,3328.72591712718,3324.02584398959,3318.75230337358,3312.98730878112,3306.79893706029,3271.21200581381,3230.68900134611,3187.36120255855,3142.27908828075,3095.9937637386,3048.81272022391,3000.92419692959,2952.46197773949,2903.54157579431,2854.28060666711,2804.80949598703,2755.27534802913,2705.841134245,2656.68123951095,2607.97422563402,2559.89459367303,2512.60554405623,2466.25219868593,2420.9572855581,2376.81889431162,2333.91030754595,2292.28100125982,2251.95943971902,2212.9558856258,2175.26545287762,2138.87120401386,2103.74691658816,2069.85948970076,2037.17096546535,2005.64017946844,1975.22407607463
13,1507.6434800945,1868.50969244989,2606.81048603056,2731.01532329099,2841.61939108968,2938.88870845939,3023.13711624836,3094.7880660141,3154.49500197483,3203.22097526238,3242.20472582553,3272.82942597496,3296.46908483366,3314.37525182416,3327.62200497609,3337.09687656799,3343.51674358661,3347.45407190925,3349.36397673297,3349.60822124225,3348.47539156872,3346.19669559302,3342.95844809044,3338.91171082167,3334.17973328049,3328.86369884692,3323.04720180229,3316.79961178908,3280.83271500214,3239.84116316133,3195.99458356109,3150.36286470759,3103.50850546974,3055.7471308916,3007.27363367034,2958.22832660191,2908.73338262077,2858.91330473163,2808.90543232379,2758.86341901265,2708.95599830286,2659.36204610811,2610.26305761835,2561.83475047018,2514.23989490717,2467.62176668853,2422.10017609747,2377.76960452453,2334.69939037484,2292.93503444004,2252.50118730232,2213.40461653643,2175.63732117024,2139.17965321319,2104.00307342011,2070.07252753407,2037.34842767925,2005.78825969834,1975.34785647344
14,1509.77605561107,1868.93372565022,2607.97957111407,2732.78525683636,2844.09171942603,2942.13562255162,3027.20022242834,3099.67605445212,3160.18120563651,3209.64532169915,3249.28238934634,3280.4634753008,3304.56227855289,3322.8379612541,3336.3759813354,3346.0760504848,3352.66637579011,3356.72923974907,3358.72790285114,3359.03088780438,3357.9320611829,3355.66698223812,3352.42543420223,3348.36127138052,3343.60000018997,3338.24463743354,3332.38025002126,3326.07751264323,3289.75531265733,3248.32462783071,3203.99147576261,3157.84420930122,3110.45624799902,3062.15093616237,3013.12968102329,2963.53905410217,2913.50761945483,2863.16644125823,2812.65938180713,2762.14620131534,2711.80090544835,2661.80640059704,2612.34668851009,2563.59837010687,2515.7235691208,2468.86362626821,2423.13546601792,2378.63009365694,2335.41310861223,2293.52628520831,2252.99072904381,2213.80997992772,2175.97317500072,2139.4581860559,2104.23436082868,2070.26486816344,2037.50864051931,2005.92194048526,1975.45959491747
15,1511.84823367746,1869.35363311015,2609.03898802418,2734.39416573634,2846.34623596976,2945.10553991074,3030.92742707939,3104.17202140574,3165.42433464373,3215.58226302381,3255.83571860023,3287.54341422384,3312.07791828962,3330.70498572816,3344.52047034576,3354.43541505726,3361.18866544508,3365.37177080062,3367.45573498437,3367.81540857464,3366.74976326656,3364.49846758729,3361.25460503591,3357.17468765695,3352.38637042726,3346.99441535779,3341.08531464908,3334.73091523527,3298.07487032628,3256.23069485422,3211.43907236139,3164.80598549377,3116.91532530378,3068.09787473895,3018.56133700841,2968.45832899963,2917.92356047866,2867.09435611413,2816.12072777469,2765.16822851587,2714.41562897264,2664.04948497637,2614.2559443343,2565.21221409318,2517.07959936606,2469.99744591616,2424.07983599367,2379.41442671731,2336.06326631511,2294.06462491857,2253.43629855568,2214.17883198672,2176.27871869511,2139.71154776434,2104.44472786322,2070.43980102595,2037.65434754312,2006.04351379004,1975.56120967993
16,1513.86375449451,1869.76979498841,2610.00511091742,2735.86569222575,2848.4142762919,2947.83755392876,3034.36530407072,3108.32945102819,3170.28397407412,3221.09653863331,3261.9336501149,3294.14150493924,3319.0908512777,3338.05315176352,3352.13379138528,3362.25439434964,3369.16383131595,3373.46242992744,3375.62855283861,3376.04304301017,3375.00983978926,3372.77243269339,3369.52708933923,3365.43285978205,3360.61945102606,3355.1932920411,3349.24223638669,3342.83922346424,3305.86821268261,3263.63311478548,3218.4077745179,3171.31506128829,3122.9489356454,3073.64736600316,3023.62415215369,2973.03775910674,2922.0288171191,2870.74065174071,2819.3291198835,2767.96513514573,2716.83194165728,2666.11935901139,2616.01537096954,2566.69755387514,2518.3262646912,2471.03881203292,2424.94648704524,2380.13372129269,2336.65918388739,2294.55783913394,2253.84438368425,2214.51657045205,2176.5584392856,2139.94346762631,2104.63727511998,2070.59990602881,2037.78769780682,2006.15477221943,1975.65419835021
17,1515.82602372864,1870.18251555858,2610.89120546006,2737.2188198221,2850.32109657361,2950.36327181249,3037.55161177787,3112.19180708893,3174.80864325305,3226.2409521999,3267.63248395926,3300.31682270522,3325.66231237158,3344.94534928241,3359.28008397988,3369.59805374271,3376.65760606176,3381.06740969565,3383.31284157445,3383.78049789835,3382.77897798781,3380.55551849053,3377.30940559185,3373.20212008662,3368.36533457362,3362.90707487309,3356.91649866969,3350.46761639392,3313.19831514512,3270.59230042241,3224.95524779778,3177.42617944592,3128.6087856831,3078.8479901527,3028.36347516027,2977.31946852419,2925.86221840585,2874.14083102228,2822.31672596963,2770.5658533318,2719.07559823095,2668.03872851742,2617.64479572807,2568.07155784686,2519.47829728106,2472.00027023852,2425.74603244009,2380.79690667496,2337.20834093346,2295.01217346031,2254.22018695201,2214.82752277076,2176.81593393871,2140.15693571267,2104.81448931921,2070.74725323981,2037.91041676148,2006.25715621319,1975.73976554013
18,1517.73807924577,1870.59204239754,2611.70788463103,2738.46900944816,2852.08737069219,2952.70858632682,3040.51736212924,3115.79486798876,3179.03835890619,3231.05912268038,3272.97878561358,3306.11827505445,3331.84303371517,3351.43371028671,3366.01253792672,3376.5203676989,3383.72453067216,3388.24164253948,3390.56378396814,3391.08306015152,3390.11250460863,3387.903049724,3384.65677877768,3380.53754008078,3375.67889387932,3370.19039962923,3364.16246754228,3357.67013670144,3320.11745019165,3277.15844358747,3231.12932244425,3183.18472319454,3133.93771614312,3083.73996979581,3032.81691108534,2981.33827202759,2929.45581798849,2877.32417860184,2825.11007145379,2772.99419213386,2721.16776836527,2669.82623636688,2619.16048122048,2569.34827122698,2520.54773352442,2472.89205896453,2426.48712433273,2381.41125648208,2337.71682662505,2295.43270989654,2254.56794182124,2215.11521201948,2177.05413420408,2140.35439305329,2104.97838728481,2070.88352104797,2038.02390295866,2006.35183293381,1975.81888697528
19,1519.60274686177,1870.99857994285,2612.46384288301,2739.62899863334,2853.73006460574,2954.89495638995,3043.28831962358,3119.16842189253,3183.00649899951,3235.5874876978,3278.01150069334,3311.58680432579,3337.67551493019,3357.56192986054,3372.37575261549,3383.06660715421,3390.41036154048,3395.03122151719,3397.42768917792,3397.99715734004,3397.05695107674,3394.86146496158,3391.61556528961,3387.48534822847,3382.60619095731,3377.08912922681,3371.02577897814,3364.49216951506,3326.66948737883,3283.37359709109,3236.97011188763,3188.62873598081,3138.97161857682,3088.3569817764,3037.01583861513,2985.12324248966,2932.83638484293,2880.31512031349,2827.73125184012,2775.26995502791,2723.12603132642,2671.49733635241,2620.57588378419,2570.53930968073,2521.54451464935,2473.72262126635,2427.17689027747,2381.98275343354,2338.18964131533,2295.82361263682,2254.89110568731,2215.38250202283,2177.27540728123,2140.53779216987,2105.13063154974,2071.01009475441,2038.12931282865,2006.4397699283,1975.89237431181
20,1521.42260114311,1871.4022992733,2613.16649083417,2740.7093947227,2855.2634571551,2956.94035049909,3045.88610825384,3122.33752097807,3186.74118402773,3239.85679005019,3282.76352597927,3316.75702464189,3343.19571088181,3363.36699319259,3378.40749317592,3389.27511702812,3396.75386355429,3401.47520282548,3403.94380165325,3404.5621380513,3403.65166936951,3401.47012671449,3398.225059271,3394.08473097642,3389.18627144836,3383.64214044139,3377.5451169549,3370.97218547412,3332.89160588573,3289.27340793775,3242.51158957859,3193.79042183358,3143.74086051056,3092.72749876783,3040.98679668562,2988.69900658364,2936.02649781506,2883.13423951169,2830.19886783626,2777.40979610683,2724.96515581624,2673.06499878133,2621.90228644277,2571.65440012115,2522.47695668725,2474.49901738556,2427.82128478848,2382.51639675603,2338.63096613109,2296.18837050234,2255.19258685165,2215.6318171751,2177.48177654982,2140.7088257612,2105.27258718647,2071.12810544457,2038.2275832552,2006.52174263895,1975.96086844054
21,1523.19997310799,1871.80334529657,2613.82186169406,2741.71911554379,2856.69955420721,2958.85995381078,3048.32904299644,3125.32342526728,3190.26631803168,3243.89319940486,3287.26289590983,3321.65845933489,3348.43430848114,3368.88048203283,3384.14001929843,3395.17866146816,3402.78816663876,3407.60697114136,3410.14567080767,3410.81164360622,3409.9303335428,3407.76265776439,3404.51886074245,3400.36919687801,3395.45252375056,3389.88267720429,3383.75356020157,3377.14308030926,3338.81559179481,3294.88834420119,3247.78278231496,3198.69728596446,3148.27136299622,3096.87581432479,3044.75240905216,2992.08646458135,2939.04537243769,2885.79903482508,2832.52871423342,2779.42783912446,2726.697649435,2674.54019261084,2623.14921786408,2572.70174623797,2523.35206520512,2475.22718621022,2428.4253127754,2383.0163826337,2339.04430573827,2296.52990203993,2255.47481068184,2215.86517047092,2177.67491166486,2140.86887843866,2105.40542126076,2071.23852848232,2038.319531931,2006.59843924554,1976.02495129826
22,1524.93700189909,1872.20184211889,2614.43511380095,2742.66572296051,2858.04855635368,2960.66670619602,3050.6327638249,3128.14432361958,3193.60238502694,3247.71917145883,3291.53369221009,3326.31649021789,3353.41770656843,3374.12957796448,3389.60110603265,3400.80545752784,3408.54180877508,3413.45528825443,3416.06220403724,3416.77466346318,3415.92196266171,3413.76813202604,3410.52592731242,3406.36762525461,3401.43372381658,3395.83939091062,3389.67961745958,3383.03320457763,3344.4688348112,3300.2446527243,3252.80868697313,3203.37300355633,3152.58542797125,3100.82281502377,3048.33211653348,2995.30358721406,2941.9094955952,2888.32450450481,2834.73431512364,2781.33609218151,2728.33419823888,2675.93227879962,2624.32480081867,2573.68833379781,2524.17579963205,2475.91217559863,2428.99322437707,2383.48627219213,2339.43263276108,2296.85068188907,2255.73983354517,2216.08427368609,2177.85623520331,2141.0191333966,2105.53011928566,2071.3421863921,2038.40583422101,2006.67042232569,1976.08509200678
23,1526.63574879988,1872.59789711694,2615.01064413678,2743.55567898618,2859.31920731472,2962.37171731847,3052.81072581389,3130.81589203177,3196.76706655111,3251.3541149153,3295.59675070021,3330.75309565683,3358.16877818008,3379.13784311274,3394.81483834112,3406.17997990953,3414.03954799459,3419.04511017741,3421.71848648822,3422.47635598485,3421.65174275215,3419.51169226457,3416.27139340093,3412.10508296521,3407.15484907987,3401.53715084449,3395.34803396739,3388.66716582939,3349.87510477765,3305.36510576976,3257.61094759429,3207.83810049607,3156.70238110934,3104.58654837439,3051.74274466086,2998.36591426866,2944.63310848997,2890.723598843,2836.82733876738,2783.14507332114,2729.88399915017,2677.24930481294,2625.43601064079,2574.62015544834,2524.95326720661,2476.55830780561,2429.52865627305,2383.92911079047,2339.79848824076,2297.15282491883,2255.98941280766,2216.29057188888,2178.02694081457,2141.16057491472,2105.64749119974,2071.43974373931,2038.48707185645,2006.73817835384,1976.14169839115
24,1528.29802430861,1872.99160406697,2615.5522276563,2744.39454468195,2860.5190475587,2963.98459082837,3054.87458266999,3133.35173124236,3199.77572643059,3254.81491553586,3299.47021695959,3334.98743141915,3362.70747074685,3383.92577679045,3399.80223709262,3411.32359511797,3419.30300235878,3424.39823107064,3427.13642756196,3427.93869639884,3427.14167445108,3425.01533122455,3421.77718117171,3417.60346879296,3412.63772020788,3406.99768317102,3400.78042733901,3394.06646108786,3355.05516374817,3310.26958917056,3262.20856219573,3212.11048860164,3160.63907902405,3108.18286773925,3054.9989531696,3001.28697849653,2947.22860800904,2893.00756929249,2838.81785047162,2784.86380817384,2731.35502120519,2678.49823622884,2626.4888785777,2575.50238758044,2525.68887544768,2477.1693098393,2430.03474121503,2384.34751962342,2340.14405742186,2297.43814813623,2256.22505658679,2216.48532956702,2178.1880824914,2141.29408359669,2105.75827528367,2071.53182236084,2038.56373299902,2006.80211154829,1976.19510477813
25,1529.92553551523,1873.3830453624,2616.06312664171,2745.18713676199,2861.65462267547,2965.5136804219,3056.83449022907,3135.76371357201,3202.64179545047,3258.11635258583,3303.16998862713,3339.0362927206,3367.05128367902,3388.51153699325,3404.58175767044,3416.25506667095,3424.3511598933,3429.53379639109,3432.33527605137,3433.18099291511,3432.41108947051,3430.29837452114,3427.06265464996,3422.88202651426,3417.9015125684,3412.24008019073,3405.99579433089,3399.24998080812,3360.0272538447,3314.97557099671,3266.61811568776,3216.20589084816,3164.41031183068,3111.62556182413,3058.11358968053,3004.0786299958,2949.70683866046,2895.18625963625,2840.71481283057,2786.5001374679,2732.75421227783,2679.68513982054,2627.48865235293,2576.33952980807,2526.38645222358,2477.74841594995,2430.51419705864,2384.74377217944,2340.47123580529,2297.70822838934,2256.44807500921,2216.6696301358,2178.3405583833,2141.42040410997,2105.86308921761,2071.61893490299,2038.63625628058,2006.86259078711,1976.24562276442
26,1531.51986691414,1873.77229474133,2616.54617730884,2745.93765188084,2862.73164769213,2966.96629421577,3058.69934907596,3138.06226061676,3205.37707976587,3261.27143290835,3306.7100700557,3342.9144857663,3371.21565275206,3392.9109883457,3409.16969109579,3420.99096161457,3429.2007889655,3434.46871590569,3437.33203479929,3438.22030222215,3437.47706626612,3435.37789596455,3432.14482718109,3427.95775846676,3422.96316817519,3417.28121052025,3411.01091901629,3404.23441499943,3364.80748968688,3319.4984787287,3270.85428223672,3220.13818428838,3168.02912756658,3114.92682511467,3061.09797627647,3006.75130521928,2952.07734448752,2897.26832255973,2842.52594503964,2788.06098201819,2734.08766433112,2680.81532976066,2628.43992430032,2577.13551623456,2527.04934156616,2478.298449552,2430.96939419675,2385.11984980752,2340.78167403358,2297.96443762384,2256.65960673783,2216.84441799654,2178.48515172418,2141.54018630683,2105.9624726223,2071.70152993296,2038.7050150377,2006.91992719552,1976.29351195764
27,1533.08249215911,1874.1594176634,2617.00385913425,2746.64976636623,2863.75513917659,2968.34890243265,3060.47700031305,3140.25656764872,3207.99201042418,3264.29166157113,3310.10286014881,3346.63512879695,3375.21426150804,3397.13825094622,3413.5804897362,3425.54598062079,3433.86677156689,3439.21799915157,3442.14179752398,3443.07176701706,3442.3547677314,3440.26905493324,3437.03883495885,3432.84576122043,3427.8377301403,3422.13605209592,3415.84070415836,3409.03458266158,3369.41017787102,3323.852005577,3274.93008263812,3223.91967804207,3171.50709513351,3118.0974644234,3063.96214099359,3009.31424186757,2954.34856788109,2899.26140775197,2844.25811073017,2789.55244187428,2735.36074675836,2681.89348548077,2629.34673450264,2577.89380484631,2527.68048043476,2478.82188855825,2431.40241180463,2385.47748957645,2341.07681868485,2298.20797784562,2256.86064923021,2217.01052039791,2178.62254864345,2141.65399959918,2106.05689850813,2071.78000088289,2038.77033700109,2006.97439422001,1976.33900089999
28,1534.61478442025,1874.54447324765,2617.43835082728,2747.32671692674,2864.72952236527,2969.66710177346,3062.17438487608,3142.3547865016,3210.49584697007,3267.18726289888,3313.35938752026,3350.20989849658,3379.05929635777,3401.2059052136,3417.82703367537,3429.93322836051,3438.36237626119,3443.79503019737,3446.778024721,3447.74889250163,3447.05771784029,3444.9853728134,3441.75817905978,3437.55946451257,3432.53861683897,3426.81796515093,3420.49844284513,3413.66370200887,3373.84807742768,3328.04836139938,3278.85712392497,3227.56134096872,3174.85452001632,3121.14710129147,3066.71500711823,3011.77561750198,2956.52800897518,2901.17230008271,2845.91740152055,2790.97992486893,2736.57821490196,2682.9237474981,2630.21265460595,2578.61745014454,2528.28246112643,2479.32091861505,2431.81508275658,2385.81822203853,2341.35794385988,2298.43990742724,2257.05208056526,2217.16866548371,2178.75335303743,2141.76234516182,2106.14678324075,2071.85469413234,2038.83251078654,2007.02623276608,1976.38229104542
29,1536.11802555114,1874.92751509138,2617.85157589361,2747.97136647845,2865.65871873686,2970.92597435092,3063.79767425564,3144.36417579722,3212.89684488752,3269.96736242136,3316.48950422075,3353.64923302868,3382.76165684754,3405.12520749175,3421.92085114027,3434.16443621699,3442.69948352681,3448.21179443359,3451.25277141319,3452.26377463628,3451.59803003214,3449.53896120358,3446.31495321328,3442.11100214973,3437.07784820456,3431.33891753669,3424.99604270331,3418.13361345544,3378.13261646505,3332.09847951994,3282.64579668572,3231.07298903009,3178.08061914569,3124.08433882481,3069.36454916172,3014.14284269439,2958.62236477678,2903.00706087048,2847.50923933052,2792.34824745386,2737.74430146315,2683.90980045605,2631.04085644111,2579.30916254174,2528.85758224253,2479.79747649406,2432.20903031838,2386.14349485466,2341.6261770003,2298.6611626359,2257.23467734355,2217.31949714559,2178.8780988731,2141.86566611607,2106.23249495543,2071.92591594983,2038.8917916085,2007.07565588579,1976.42356058577
30,1537.59341416338,1875.30859207588,2618.24524000907,2748.58625832356,2866.54621813546,2972.13001481123,3065.35237842982,3146.29122524405,3215.20239430066,3272.64013773067,3319.5020464792,3356.96250059868,3386.33113029596,3408.90626941419,3425.87230089414,3438.25014830734,3446.88877266475,3452.47906716384,3455.57687650043,3456.62728991976,3455.98659710834,3453.94071167012,3450.72003320165,3446.51118686142,3441.46623390818,3435.7096720876,3429.34421234056,3422.45496504034,3382.27407073855,3336.01218929764,3286.30543998993,3234.46344199219,3181.19367318846,3126.91690020174,3071.91792228397,3016.42246050771,2960.63763521446,2904.77111282931,2849.03848429752,2793.66171159586,2738.86277859302,2684.85491633442,2631.83417064923,2579.97136038203,2529.4078949389,2480.25329137729,2432.58570519622,2386.45433397259,2341.88252927403,2298.8725796611,2257.4091351043,2217.4635945284,2178.99726943141,2141.96436710452,2106.3143740256,2071.9939382931,2038.94840609363,2007.12285277191,1976.46296776452
31,1539.04207292003,1875.68774902832,2618.62086189198,2749.17366083112,2867.39513857875,2973.28324545858,3066.84343575127,3148.14175918576,3217.41913564539,3275.21294442595,3322.40496896689,3360.15814032782,3389.77653780358,3412.55820784175,3429.69072530025,3442.19987602885,3450.93987913509,3456.6065711289,3459.76012127237,3460.84925429042,3460.23325017681,3458.20045457821,3454.98323539656,3450.76980995425,3445.71353087572,3439.9399434567,3433.55261740729,3426.63736763629,3386.28171403333,3339.7983597162,3289.84447816255,3237.74065320691,3184.20114524897,3129.65174443433,3074.38157043169,3018.62039281739,2962.57921737838,2906.46933067511,2850.5094971838,2794.92418366824,2739.93704075325,2685.76204923209,2632.59512390968,2580.6061956935,2529.93521695038,2480.68988744967,2432.94637680829,2386.75188535245,2342.12786861504,2299.07488934748,2257.57605431322,2217.60144866018,2179.11126383215,2142.05876985773,2106.39267669889,2072.05900986334,2039.00256364877,2007.16800070332,1976.50066364667
32,1540.46505493222,1876.0650272698,2618.97979897414,2749.73560484985,2868.20827617476,2974.38927900159,3068.27528814365,3149.92102338688,3219.5530567168,3277.69242175006,3325.20545768852,3363.2437807178,3393.10585708523,3416.08927103958,3433.38457901659,3446.02222885253,3454.86152590468,3460.60310982992,3463.811362652,3464.93855659576,3464.34689253196,3462.32709289496,3459.11345033602,3454.89573942501,3449.82857595408,3444.03853020764,3437.63001203638,3430.68952566994,3390.16394451974,3343.4650208476,3293.27050858241,3240.91181968704,3187.10978638271,3132.29516371697,3076.76131721553,3020.7419884419,2964.45198306843,2908.10611176005,2851.92620910598,2796.13914300885,2740.97013623618,2686.63384317545,2633.32599699026,2581.21561662961,2530.44120156957,2481.10866020727,2433.29222004463,2387.03713440981,2342.36302016981,2299.26876482558,2257.73599711326,2217.73353046262,2179.22047853132,2142.14921046263,2106.4676905029,2072.12133124364,2039.05442571438,2007.21122795538,1976.53674816577
33,1541.8633495363,1876.44046507171,2619.32326887683,2750.27391494771,2868.98814703161,2975.45137132111,3069.65194444174,3151.63375822669,3221.60957462808,3280.08458216205,3327.91002517683,3366.2263398484,3396.3263264028,3419.50694547187,3436.96153794972,3449.72502486849,3458.66163539206,3464.47667964199,3467.73864661882,3468.90327245854,3468.33561294131,3466.32871532975,3463.11875556708,3458.89703236742,3453.81936076211,3448.01342670836,3441.58435018315,3434.61934785071,3393.92839179315,3347.01946651574,3296.59051157876,3243.98347523956,3189.92572317984,3134.85286577021,3079.06244276112,3022.79209438133,2966.26031055245,2909.6854358277,2853.29217538271,2797.30973419651,2741.96481858686,2687.4726857107,2634.0288403428,2581.80136949879,2530.92732472526,2481.51084928095,2433.62426898215,2387.31094125116,2342.58869728785,2299.45480245768,2257.88945732946,2217.86024860069,2179.32525165264,2142.23596869227,2106.53964695779,2072.18111011148,2039.10416978218,2007.25268677458,1976.57135407212
34,1543.2378874643,1876.81409803826,2619.65236747997,2750.79023577674,2869.737022632,2976.47246609119,3070.97703402846,3153.28426074237,3223.5936053151,3282.39488702554,3330.52459192944,3369.11211058451,3399.444532982,3422.8180466798,3440.42859199144,3453.31538489856,3462.34742456409,3468.23456576038,3471.54930407423,3472.7507602412,3472.20678239437,3470.2126931588,3467.0065124636,3462.78103179242,3457.69327656462,3451.87191842598,3445.42288044841,3438.43404147269,3397.58197459279,3350.46834172679,3299.81076687444,3246.96156839129,3192.65453260423,3137.33004386862,3081.28974903431,3024.77511635224,2968.00827468792,2911.21091579053,2854.6106213896,2798.43880795783,2742.92358217192,2688.28073817941,2634.70550964658,2582.36503419503,2531.39492183281,2481.89757646587,2433.94346187179,2387.5740873158,2342.80554904003,2299.6335404,2258.03688070772,2217.98197214498,2179.42588870108,2142.31929761008,2106.60875581842,2072.23852044213,2039.15194023397,2007.29249995782,1976.60458424913
35,1544.58954549321,1877.18595942904,2619.96808420933,2751.28605441224,2870.45695991952,2977.45523270937,3072.25385248796,3154.87643750417,3225.50962285823,3284.62831147434,3333.05455539149,3371.9068334629,3402.46648861115,3426.02879700665,3443.7921243512,3456.79981302068,3465.92548631906,3471.88342418393,3475.25003338157,3476.48774384097,3475.96713656675,3473.98576253004,3470.78344825085,3466.55444810297,3461.4569738986,3455.62066351339,3449.15222725391,3442.14019314937,3401.13111175215,3353.81771748788,3302.9370355653,3249.85153216608,3195.30130435668,3139.73143689027,3083.44761678444,3026.69507048761,2969.69949383553,2912.68584107211,2855.88448170613,2799.52895615576,2743.84869326199,2689.05996291639,2635.35768859136,2582.90804347587,2531.8452033432,2482.2698582479,2434.25064819577,2387.82727990946,2343.01416280901,2299.80547101947,2258.1786769081,2218.09904304152,2179.52267647915,2142.39943880726,2106.67520798576,2072.29372102196,2039.19786936236,2007.33077498085,1976.63652762022
36,1545.91915063493,1877.55608043229,2620.27131503234,2751.7627193773,2871.14982682697,2978.40209869697,3073.48540215507,3156.41384989167,3227.36171032018,3286.78939998458,3335.50484950533,3374.615758963,3405.39769458823,3429.14489238975,3447.05797974345,3460.18426579241,3469.40185945879,3475.42935220454,3478.84697116951,3480.12038368158,3479.62284697829,3477.65409555067,3474.45572698889,3470.22343009672,3465.11658020357,3459.26576287034,3452.77846058959,3445.74383814677,3404.58159095239,3357.07315513454,3305.97459381015,3252.65834030929,3197.87069843308,3142.0613798558,3085.54004835905,3028.5556300868,2971.33730367397,2914.11321476652,2857.11643368525,2800.58254182352,2744.74217836371,2689.81214651111,2635.98690907755,2583.4317001102,2532.27926928483,2482.62861794741,2434.54660006397,2388.07116219444,2343.21507321137,2299.97095988563,2258.31519576719,2218.21174413269,2179.61584084622,2142.47656997156,2106.73918188957,2072.34686209608,2039.24208442159,2007.36762137088,1976.66726802762
37,1547.22748392146,1877.92454258193,2620.56287356066,2752.2214569198,2871.81732430096,2979.3152775026,3074.67441972608,3157.89975303944,3229.15360351719,3288.88231426281,3337.87999597418,3377.24370193134,3408.24319776632,3432.17156001411,3450.23152325783,3463.47421202521,3472.78208911711,3478.87794928822,3482.34575350524,3483.65433804448,3483.17958236348,3481.22336178572,3478.02901100421,3473.79362614873,3468.67772425405,3462.81282091334,3456.3071564091,3449.25052049759,3407.93875848239,3360.23976188635,3308.92828585839,3255.38655821439,3200.36698991782,3144.32384978372,3087.57071786843,3030.36015304024,2972.92476097329,2915.49578563776,2858.30892634279,2801.60172499814,2745.60599915614,2690.5389198535,2636.59456860275,2583.93719193266,2532.69812217149,2482.97469674766,2434.83201768342,2388.30631557215,2343.40876123805,2300.1305436655,2258.44678215824,2218.32036613071,2179.70562882078,2142.55090302909,2106.80081966795,2072.39805662343,2039.2846735591,2007.40310598143,1976.69688585147
