p_bar,of_1,of_1_5,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
38,1548.51528383146,1878.29127185156,2620.84350057679,2752.66338500106,2872.46100517315,2980.19679245808,3075.82341403066,3159.33712948166,3230.88872886785,3290.91087468687,3340.18414865133,3379.79508794052,3411.00763917929,3435.11360828774,3453.31769139923,3466.67468461608,3476.07127916518,3482.23436987897,3485.75156895591,3487.09481627288,3486.64256194028,3484.69878132932,3481.50851383724,3477.27023702902,3472.14558882362,3466.26699798393,3459.74344885567,3452.66534489403,3411.20753628492,3363.32223902716,3311.8025699479,3258.04038636837,3202.79411103058,3146.52250292005,3089.54299994338,3032.11173343846,2974.46466606116,2916.83607805791,2859.46420532623,2802.58848503647,2746.44184539129,2691.24177543609,2637.18194528833,2584.4256044222,2533.10267742131,2483.30886204965,2435.10754362487,2388.5332755046,2343.59567246238,2300.28452606885,2258.57373867503,2218.42515916119,2179.79224711011,2142.62260878942,2106.86027644045,2072.44743764208,2039.32575217373,2007.43733026736,1976.72543967977
39,1549.78324939865,1878.65634409164,2621.11387224336,2753.08952536833,2873.08229049072,2981.04849755139,3076.93468529883,3160.72871833385,3232.57023625136,3292.8785963105,3342.42113212863,3382.27399405974,3413.6952960401,3437.97547033377,3456.32103651536,3469.790325671,3479.27413783932,3485.50336937769,3489.06920479487,3490.44662510548,3490.01660177317,3488.08517122837,3484.8990465984,3480.65806213282,3475.52495673007,3469.63301734862,3463.09207584566,3455.99302203384,3414.39246602591,3366.32492385651,3314.60155826496,3260.62369819458,3205.1556867061,3148.66070853282,3091.46000305333,3033.81321668774,2975.95960317707,2918.136405596,2860.58433691899,2803.54463996691,2747.25130240852,2691.92208234078,2637.7502108105,2584.89793245567,2533.49377392078,2483.63181723858,2435.37376431287,2388.75252957039,2343.77621129086,2300.43324199586,2258.69634242988,2218.5263524637,2179.87588538506,2142.69184425516,2106.91768224202,2072.49511290929,2039.36540959202,2007.47036827456,1976.75300152312
40,1551.03204303742,1879.01978422551,2621.37460720609,2753.50081401428,2873.68248368478,2981.87209538276,3078.01038752249,3162.07704070109,3234.20102764296,3294.7887202639,3344.59447541067,3384.68418434083,3416.31011910004,3440.76124198292,3459.24576561381,3472.82542593569,3482.39501761707,3488.68934432844,3492.30308738917,3493.71420917602,3493.30615532069,3491.38698599481,3488.20505840919,3483.96153980901,3478.82025102256,3472.91535981385,3466.3574188916,3459.23790822175,3417.49774736651,3369.25182635415,3317.32905186287,3263.1400731216,3207.45506571227,3150.74157808949,3093.3245967644,3035.46722702641,2977.41195214926,2919.39891047139,2861.67121606852,2804.4718633361,2748.0358286285,2692.5810992572,2638.30044180355,2585.35508951558,2533.8721814136,2483.94420724539,2435.63121767491,2388.96452493862,2343.95074858372,2300.57699858185,2258.81484761411,2218.62415640106,2179.95671781124,2142.75875373419,2106.97315675994,2072.54118180093,2039.40372841493,2007.50228872654,1976.77962864764
41,1552.26229311608,1879.38158973169,2621.62627276153,2753.89811027337,2874.26278290887,2982.66915292174,3079.05239307768,3163.3844218808,3235.78378215832,3296.64424123658,3346.70744140494,3387.02914090971,3418.8557646122,3443.47471511138,3462.09577439797,3475.78395937475,3485.43795019056,3491.79636766687,3495.45731762667,3496.90168654146,3496.5153489988,3494.60835315267,3491.43067188961,3487.18478275245,3482.03557024732,3476.11806817004,3469.54353803921,3462.40404011177,3420.52727113228,3372.10666133796,3319.98857128345,3265.59282558007,3209.69534795994,3152.76799083017,3095.13943528261,3037.07619136391,2978.82391228447,2920.62556653847,2862.72660204353,2805.37169892736,2748.79676856035,2693.21998586878,2638.83362961081,2585.797916309,2534.23860799461,2484.24662511831,2435.88039821017,2389.16967258306,2344.11962513389,2300.71607804722,2258.92948781176,2218.71876431612,2180.0349045144,2142.82346996823,2107.02681017808,2072.58573590004,2039.44078487824,2007.53315517882,1976.80537397056
42,1553.47459630472,1879.74185986636,2621.86939023373,2754.28220476077,2874.82429182173,2983.44111523853,3080.06253811558,3164.65301082712,3237.32097803256,3298.44793161375,3348.76305283588,3389.31209129961,3421.33562292264,3446.11940679446,3464.87467727684,3478.66961359826,3488.40667724355,3494.82821974159,3498.53570209682,3500.01287995264,3499.64801348501,3497.75310452889,3494.57971439712,3490.33160915835,3485.17471949035,3479.24493105127,3472.65420262085,3465.49516528992,3423.48464959174,3374.89287676465,3322.5833835009,3267.98503051149,3211.87940851948,3154.74261623114,3096.90697853905,3038.64235792029,2980.19751998099,2921.81820097941,2863.75211796893,2806.24557366571,2749.53536418656,2693.83981279251,2639.35068893452,2586.22718815359,2534.59370639015,2484.53961732311,2436.12176143242,2389.36835098418,2344.2831547348,2300.85074022625,2259.04047807289,2218.81035421919,2180.11059294185,2142.8861152179,2107.07874398412,2072.62885959441,2039.47664926685,2007.56302626971,1976.8302866386
43,1554.66951972108,1880.10054198344,2622.10443967557,2754.65382632461,2875.36802904238,2984.18931757103,3081.04248668077,3165.88479729607,3238.81491197602,3300.20236274227,3350.76411508984,3391.53603255767,3423.75284353853,3448.69858541288,3467.585833496,3481.48581672058,3491.30467762213,3497.78841570323,3501.54178062189,3503.05134446626,3502.70771136069,3500.82480388467,3497.65574561242,3493.40557023393,3488.24123779052,3482.29947219899,3475.69291841324,3468.51476927718,3426.3732419466,3377.61367871546,3325.11652570525,3270.31954588052,3214.00991881073,3156.6679338441,3098.62951055627,3040.16781323335,2981.53466711805,2922.97850743631,2864.74926681393,2807.09480896793,2750.25276497837,2694.44157033005,2639.85246540013,2586.64362146162,2534.93807947071,2484.82368839563,2436.35572777254,2389.5609093851,2344.44162688495,2300.98122480436,2259.14801675179,2218.89909029486,2180.18391909123,2142.94680225764,2107.12905185176,2072.67063080546,2039.51138651539,2007.59195621379,1976.85441195607
44,1555.84760289536,1880.45768083937,2622.33186398315,2755.01364815376,2875.89493646622,2984.91499595268,3081.99378080001,3167.08162692618,3240.26771624637,3301.90992372489,3352.713236416,3393.70375257108,3426.11035734078,3451.21529333088,3470.23237106038,3484.23576118376,3494.13519139515,3500.68022975973,3504.4788506398,3506.0203919003,3505.6977615943,3503.82677138942,3500.66208197355,3496.40997456692,3491.23842242102,3485.28497463813,3478.66295169171,3471.46609945557,3429.1961776195,3380.27205366621,3327.59082636061,3272.59903260324,3216.08936535604,3158.54625083433,3100.30915575161,3041.65449758019,2982.83710205908,2924.10805923719,2865.71944451946,2807.9206307576,2750.95003672561,2695.02617617526,2640.33974221943,2587.04787944905,2535.27228510286,2485.09930503679,2436.5826860141,2389.74767066013,2344.59530917243,2301.10775329485,2259.25228715277,2218.98512426425,2180.25500863676,2143.00563530615,2107.17782032401,2072.71112152264,2039.54505661524,2007.61999509876,1976.87779182295
45,1557.00935957181,1880.81329639292,2622.5520725781,2755.36229315969,2876.40588660343,2985.61929659959,3082.91785191341,3168.24521464059,3241.68137381794,3303.57283807911,3354.61284584187,3395.81784898799,3428.41089629225,3453.6723672789,3472.81720708295,3486.92242468224,3496.90124126993,3503.50671671896,3507.34998886121,3508.9231125567,3508.62126128936,3506.7621053611,3503.60181838114,3499.34790977277,3494.16935045919,3488.20450215319,3481.56735060011,3474.35218631238,3431.95637677218,3382.87078748529,3330.00892390453,3274.82597223947,3218.12006642529,3160.37971754669,3101.94789343724,3043.10421657762,2984.10646390779,2925.20832179226,2866.66394911157,2808.72417832833,2751.62816934645,2695.59448222737,2640.81324607772,2587.44057717695,2535.59684043255,2485.3668997266,2436.80299632515,2389.92893384634,2344.74444938356,2301.2305307895,2259.35345896986,2219.06859657246,2180.32397790664,2143.06271082888,2107.22512951263,2072.75039838822,2039.57771510532,2007.64718929885,1976.9004650369
46,1558.15527936378,1881.16740785052,2622.7654445213,2755.70033873354,2876.90168907139,2986.30328422631,3083.81603101088,3169.37715651047,3243.0577318054,3305.1931785443,3356.4652091058,3397.88074605139,3430.65701097623,3456.07245643579,3475.34306642134,3489.54858931034,3499.60565139922,3506.27073121757,3510.15807055892,3511.76239456975,3511.48110505613,3509.63370163146,3506.47784753265,3502.22226177742,3497.03689800057,3491.06091841902,3484.40892415297,3477.17586236997,3434.65656858199,3385.4124840744,3332.37328349387,3277.00268274348,3220.10418685054,3162.17034135901,3103.54757051107,3044.51865608575,2985.34427581598,2926.28065490668,2867.58399115355,2809.50651548706,2752.28808381434,2696.14728063076,2641.27365234966,2587.82228601647,2535.91222567667,2485.62687392241,2437.01699294102,2390.10497638408,2344.88927736571,2301.34974750502,2259.45168957374,2219.14963745618,2180.39093476903,2143.11811827404,2107.27105370141,2072.78852319718,2039.60941348595,2007.67358181754,1976.92246757707
47,1559.28582927593,1881.52003372575,2622.97233142561,2756.02832096159,2877.38309635548,2986.96794943159,3084.68955764469,3170.4789410304,3244.39851344635,3306.77288027821,3358.272442864,3399.89470961592,3432.85108624824,3458.41803856822,3477.81249818683,3492.11685806865,3502.25106476789,3508.97494466186,3512.90578683511,3514.54094125505,3514.28000231208,3512.44427084123,3509.29287719019,3505.0357320393,3499.84375731946,3493.85690408667,3487.19041865705,3479.93977909062,3437.29930756248,3387.8995800807,3334.68621142809,3279.13133275452,3222.0437512468,3163.91999902664,3105.10986278005,3045.89939033034,2986.55196022041,2927.32633482362,2868.48069417491,2810.26862238137,2752.93064119926,2696.68531370259,2641.72159627823,2588.19353761337,2536.2188874889,2485.87960089664,2437.2249865437,2390.27605610348,2345.03000668165,2301.46558015676,2259.54712515044,2219.22836788741,2180.45597941416,2143.17194072087,2107.31566188433,2072.82555334418,2039.64019959078,2007.69921259709,1976.94383286204
48,1560.40142272479,1881.87119189192,2623.17305994743,2756.3467383711,2877.85080893438,2987.61421527687,3085.53958796377,3171.55195573123,3245.70532879523,3308.31375264776,3360.03652739078,3401.86186057754,3434.99535523702,3460.71143447246,3480.22789051974,3494.62966998654,3504.83995807402,3511.62186089164,3515.59565984839,3517.26128625407,3517.02049280434,3515.19635396654,3512.04944568774,3507.79085296938,3502.59245223416,3496.59497208202,3489.91429486239,3482.64642201267,3439.88698817899,3390.33435918157,3336.94986924565,3281.21395309804,3223.94065584016,3165.63044775688,3106.63648609898,3047.24789215353,2987.73084741404,2928.34655122819,2869.35511496629,2811.01142900256,2753.55663474024,2697.20925742966,2642.15764646589,2588.55483009144,2536.51724513629,2486.12543183274,2437.42727019827,2390.44241691912,2345.16683999198,2301.57819780858,2259.63990750476,2219.30490750493,2180.51921358563,2143.2242655828,2107.35903011484,2072.86154222214,2039.6701179186,2007.72411879562,1976.96459198129
49,1561.50254951595,1882.22089962935,2623.36793402943,2756.65605526785,2878.30547985058,2988.24294315869,3086.36720189314,3172.59749979185,3246.97968429513,3309.81748980762,3361.75931795968,3403.78418691294,3437.0919119002,3462.95482092799,3482.59148384512,3497.08931360223,3507.37465548897,3514.21382969714,3518.23005700467,3519.92580800685,3519.70496035705,3517.89233602232,3514.74993557676,3510.49000177126,3505.28535189777,3499.27748133661,3492.58289962832,3485.29812433543,3442.42185796171,3392.7189646325,3339.16628500294,3283.25245002596,3225.79667907532,3167.30333510008,3108.12890500581,3048.5655414704,2988.88218324198,2929.34241783945,2870.20823890239,2811.73579750484,2754.16681894765,2697.71976423078,2642.58236413894,2588.90661852819,2536.80767804166,2486.3646810444,2437.62410315437,2390.60427216158,2345.29995264962,2301.68774218156,2259.73014895757,2219.37934350461,2180.58070316751,2143.2751399192,2107.40118887333,2072.89654681398,2039.69921820017,2007.74834443039,1976.98477426153
50,1562.58958527444,1882.56917366739,2623.55723689955,2756.95670470582,2878.74771879675,2988.85493806465,3087.17340956571,3173.61678883763,3248.22299136558,3311.28568010243,3363.44255506614,3405.66355449772,3439.14272230974,3465.15024234333,3484.90538279226,3499.49793908628,3509.85734092688,3516.75305925953,3520.81120310889,3522.53674174193,3522.33564566044,3520.53445892553,3517.39658657136,3513.13541289151,3507.92468320446,3501.90664914005,3495.19843889065,3487.89707914038,3444.90602930365,3395.05541056034,3341.33736423633,3285.24861370192,3227.61349115152,3168.94020786118,3109.58854070395,3049.85363286834,2990.00713602374,2930.3149786343,2871.04098919232,2812.44253627234,2754.76189362069,2698.21743421015,2642.99625916377,2589.24934119173,2537.09055632349,2486.59765992747,2437.81574616282,2390.7618394991,2345.42952513374,2301.79436465961,2259.81797812704,2219.45178631383,2180.64054329781,2143.3246478153,2107.44221390167,2072.93059547879,2039.72751845045,2007.77189829228,1977.00440602272
51,1563.66291955722,1882.91603022228,2623.7412328589,2757.24909119975,2879.17809577746,2989.45095328743,3087.95915709599,3174.61096241613,3249.43657412491,3312.71981472923,3365.08787362988,3407.50171684884,3441.14963481804,3467.29962124924,3487.17156693642,3501.85756916889,3512.29006910956,3519.2416273213,3523.34119169254,3525.09619091325,3524.91465729978,3523.12483244559,3519.99150634101,3515.72918924498,3510.51254197476,3504.48456227676,3497.76298874247,3490.44535040923,3447.34149009615,3397.34559213049,3343.46489963122,3287.20412795932,3229.39266261261,3170.54252012043,3111.01672874648,3051.11338244987,2991.10680279072,2931.2652134448,2871.85423209941,2813.13240308161,2755.34251496074,2698.70283013505,2643.39980993036,2589.5834016006,2537.36621788218,2486.82465042164,2438.00243326822,2390.9153116539,2345.55571747072,2301.89819761856,2259.90350420736,2219.52232595656,2180.69880911961,2143.37285129215,2107.48215504993,2072.96374267274,2039.75506754458,2007.7948250859,1977.02351286894
52,1564.72292533345,1883.26148503118,2623.92016888366,2757.53359304556,2879.59714439767,2990.03169466288,3088.72533177569,3175.58109011311,3250.62167634895,3314.12129532957,3366.69681129697,3409.30032391689,3443.11438923534,3469.4047677732,3489.39190049951,3504.17010900947,3514.67477555679,3521.68149126476,3525.82199514788,3527.60613736446,3527.44398203013,3525.66544458388,3522.53668095967,3518.27331239035,3513.05090312119,3507.0131870881,3500.27850544547,3492.94488297892,3449.73011333751,3399.59129474773,3345.55057975762,3289.12057848991,3231.1356721031,3172.11164047269,3112.41472574766,3052.34593400656,2992.18217044732,2932.19404307082,2872.64878124858,2813.80610943621,2755.90929889559,2699.17648013385,2643.79346534011,2589.90917838254,2537.63498104022,2487.04591617387,2438.18438361747,2391.06487176623,2345.67868117893,2301.99936628557,2259.98683065799,2219.59104791565,2180.75557054072,2143.41980797863,2107.52106378742,2072.99603204977,2039.78190279081,2007.81715698329,1977.04211843644
53,1565.76995993415,1883.60555338284,2624.09429344304,2757.81056452608,2880.00536482205,2990.59782438765,3089.47276675798,3176.5281770718,3251.77946775505,3315.49144096886,3368.27081598044,3411.0609300372,3445.03862513134,3471.46738821203,3491.56814112859,3506.43735512928,3517.01328563225,3524.07449723571,3528.25547390318,3530.06845053481,3529.92549401429,3528.15817047738,3525.03398382705,3520.76965155224,3515.54162951957,3509.49437864788,3502.74683449362,3495.39751155396,3452.07366583109,3401.79420237493,3347.59599732489,3290.9994603476,3232.84391338443,3173.64885857523,3113.7837154512,3053.55236460062,2993.23429811734,2933.10233384393,2873.42540179939,2814.46432415955,2756.46282416412,2699.63888025861,2644.17764696911,2590.2270281327,2537.89714232431,2487.26170655619,2438.36180445291,2391.21069107431,2345.79855791325,2302.09798762754,2260.06805407918,2219.65803197531,2180.81089477667,2143.46557387639,2107.55898293102,2073.02749829988,2039.80805206743,2007.83891611906,1977.06024486622
54,1566.8043659337,1883.94825014546,2624.26378894504,2758.08033783407,2880.40322643459,2991.14996446519,3090.20224528948,3177.453168983,3252.91104968772,3316.83149442841,3369.81125249931,3412.78500113442,3446.92388935974,3473.4890928032,3493.70194785524,3508.66100351143,3519.3073227464,3526.42238841901,3530.64338474633,3532.48489580981,3532.36096309952,3530.60478131154,3527.48518446701,3523.21997224379,3517.98648081036,3511.92988871647,3505.16971889632,3497.80496888164,3454.37381607509,3403.9559050805,3349.6026547731,3292.84218470083,3234.51870169509,3175.15539108139,3115.12481422837,3054.73368962036,2994.26405679194,2933.99090180136,2874.18481416231,2815.10767667007,2757.00363516939,2700.09049695703,2644.55275214683,2590.53728312065,2538.15298254882,2487.47225507152,2438.53488976609,2391.35293029302,2345.91548060982,2302.19417182452,2260.14726563279,2219.72335362338,2180.86484312435,2143.5101994697,2107.59595535601,2073.05817709003,2039.83354510106,2007.8601273172,1977.07791292908
55,1567.82647196935,1884.28958979181,2624.42887519161,2758.34322482249,2880.7911702928,2991.68869982258,3090.91450454147,3178.35695660577,3254.01746027299,3318.14262791259,3371.31940901358,3414.473921263,3448.77164289071,3475.47140278331,3495.79488832597,3510.84265696008,3521.55851580981,3528.726812558,3532.98738838809,3534.85714211129,3534.75206257322,3533.00695143714,3529.89195571302,3525.62594358266,3520.38712051719,3514.32137381226,3507.54880636075,3500.16885168322,3456.63214143209,3406.07790589622,3351.57197354296,3294.65008533063,3236.1612795265,3176.63238702806,3116.43907606838,3055.89086736774,2995.27230953364,2934.86051646199,2874.92769737369,2815.7367599668,2757.53224458208,2700.53177050121,2644.91915158426,2590.840258546,2538.40276500466,2487.67778122223,2438.70383005905,2391.49174877833,2346.02958234074,2302.28802959849,2260.22455757014,2219.7870898791,2180.91748202772,2143.55374251514,2107.63203200514,2073.08810191887,2039.85840981124,2007.88081389284,1977.09514213349
56,1568.83659350381,1884.6295864221,2624.58974289218,2758.59951858732,2881.16961123835,2992.2145811349,3091.61023908389,3179.24037987016,3255.09967909931,3319.42594823592,3372.79650243005,3416.12899855537,3450.58326702669,3477.41575681056,3497.84844538221,3512.98383179833,3523.76840601723,3530.98932879974,3535.28905634783,3537.1867688028,3537.10037594482,3535.36626547496,3532.2558807789,3527.98914527173,3522.74512306411,3516.67040157198,3509.88565662834,3502.49079278523,3458.85013465627,3408.16162706001,3353.50529779739,3296.42442263636,3237.77282231129,3178.08093273608,3117.72749711641,3057.02480322875,2996.25987142666,2935.71190425781,2875.65469216361,2816.3521333415,2758.04913705231,2700.96311223868,2645.27719753209,2591.13625033813,2538.64673979942,2487.87849392428,2438.86877466509,2391.62726609361,2346.14095850254,2302.37963761601,2260.29999175427,2219.8492905079,2180.96884680339,2143.5962256641,2107.66722427933,2073.11731060795,2039.88267958928,2007.90100577761,1977.11195975833
57,1569.83503353569,1884.96825378499,2624.74657134398,2758.84949490186,2881.53893993399,2992.72812737842,3092.29010404172,3180.1042669998,3256.15863147649,3320.68250154291,3374.24368356973,3417.75147068735,3452.36006906707,3479.32351681905,3499.86402305887,3515.08596397502,3525.93845303383,3533.21141393709,3537.5498772329,3539.4752719992,3539.40740331122,3537.68422461428,3534.57845954838,3530.31107388636,3525.06198003162,3518.97845715174,3512.18174720705,3504.77222019912,3461.02920984588,3410.20841570946,3355.40390053807,3298.16639157905,3239.35444118355,3179.50205676917,3118.99102098609,3058.13635347133,2997.22751303661,2936.54575165672,2876.36640374707,2816.95432629989,2758.55476604845,2701.38491365132,2645.62722115829,2591.4255380383,2538.88513430408,2488.07458134509,2439.02990335975,2391.75963496642,2346.24973883037,2302.46910423017,2260.3736578263,2219.91002941225,2181.01900267007,2143.63770753669,2107.70158595087,2073.14581698939,2039.90636127176,2007.92070353646,1977.12836065717
58,1570.82208326185,1885.30560529652,2624.89952929907,2759.0934135187,2881.89952464486,2993.22982820703,3092.95471796775,3180.94929759596,3257.19519231695,3321.9132776142,3375.66204182699,3419.34250962007,3454.10328747883,3481.19597336357,3501.84295206212,3517.15041464192,3528.07004064514,3535.39446811028,3539.77126247453,3541.72407031547,3541.67456711822,3539.96225237354,3536.86111432693,3532.59314861111,3527.33910587918,3521.24694892694,3514.43847922776,3507.01452680768,3463.17070788098,3412.21954907635,3357.26898853355,3299.87712399271,3240.90719106114,3180.89673169061,3120.23053733425,3059.22633122508,2998.17596356548,2937.3627080095,2877.06340436778,2817.54383503689,2759.0495637737,2701.79754329899,2645.9695352025,2591.70838325234,2539.11817397085,2488.26623252547,2439.18736577825,2391.88897795712,2346.35602315998,2302.55651220912,2260.44562502191,2219.96936491266,2181.06799768347,2143.6782277145,2107.73514959595,2073.17366002446,2039.92949062081,2007.93994064642,1977.14437679344
59,1571.79802269598,1885.6416540576,2625.048775751,2759.33151935343,2882.25171287634,2993.72014600052,3093.60466545369,3181.7762143462,3258.21018967883,3323.11921379838,3377.05260942733,3420.90322646373,3455.81409662445,3483.03435050786,3503.78649477957,3519.17847525555,3530.16448192593,3537.53982002326,3541.9545515759,3543.93451013667,3543.90321743444,3542.20169987408,3539.10519510863,3534.83671649325,3529.57784317752,3523.47721369663,3516.65718261288,3509.21903472211,3465.2759015274,3414.19623925288,3359.10170683013,3301.55769364565,3242.4320713844,3182.26588206282,3121.44689401696,3060.29549852459,2999.10591373322,2938.16338814891,2877.74623718853,2818.12113310715,2759.53393769199,2702.20134958772,2646.30443466395,2591.98503601015,2539.34606602402,2488.45361960008,2439.34130445362,2392.01541332074,2346.45990969198,2302.64194266368,2260.51596027236,2220.02735224147,2181.11587743333,2143.71782383913,2107.76794629874,2073.20086537808,2039.95208881177,2007.95873455201,1977.16002274226
60,1572.76312124634,1885.97641287005,2625.1944606517,2759.56404356291,2882.59583286648,2994.1995178591,3094.24049955412,3182.58568800909,3259.20440800546,3324.30119860907,3378.41636532392,3422.43467535441,3457.4936111482,3484.83981030169,3505.69584987,3521.17137225128,3532.22302397634,3539.64873172362,3544.10101692125,3546.10787044432,3546.09463678533,3544.40385067409,3541.31198440356,3537.04305725796,3531.77946740677,3525.67052145963,3518.83912082938,3511.38699996184,3467.34599943425,3416.13963754267,3360.90314288695,3303.20912012576,3243.93003113018,3183.61038403956,3122.6408936372,3061.3445879037,3000.01802082151,2938.948374767,2878.41541217062,2818.68666758504,2760.00827348435,2702.59661938938,2646.63219924611,2592.25573110628,2539.56900677729,2488.636906115,2439.4918551959,2392.1390534547,2346.56149130656,2302.72547228822,2260.58472689752,2220.08404369201,2181.16268513251,2143.75653164692,2107.80000563548,2073.22745762731,2039.97417623081,2007.97710216893,1977.17531181006
