p_bar,of_1,of_1_5,of_2,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
36,2887.98097115183,3465.95730584793,3790.98025747718,4009.54148272694,4076.67483418426,4139.3863651176,4196.96669887682,4249.10258531429,4295.77506250931,4337.07727562449,4373.0467535354,4403.55123594153,4428.25647708175,4446.70702824577,4458.39550681901,4457.60103561999,4417.87580435837,4371.94268140791,4323.6759547386,4274.11071251768,4224.19093590771,4174.73941582678,4126.38841595873,4079.56455287157,4034.51284264396,3991.34131228359,3950.06606111814,3910.64657683553,3873.01186518774,3837.0769234155,3802.75219991535,3769.95052292132,3738.58922279249,3708.59083232036,3679.88413260193,3652.40290840133,3626.08532195838,3600.87305214227,3576.71032639154,3469.80086089462,3381.54001519796,3306.46645914749,3240.41045762987,3180.58132980173,3125.28506916879,3073.56277396486,3024.88788851866,2978.95271678432,2935.53960079286,2894.45757500516,2855.52183791249,2818.55401330244,2783.38792860461,2749.87311671115,2717.87342857914,2687.26067423508,2657.90601618509,2629.67150594655,2602.40364104876,2575.92923458162,2550.05310581943,2524.55548834179,2499.18813167034,2473.66696340459,2447.66036687366,2420.77190332009,2392.51662759301
37,2888.47304239738,3467.45928801025,3793.67070797688,4013.42253885918,4080.68665019143,4143.54618087854,4201.2873336121,4253.58699250148,4300.4150719457,4341.8539700812,4377.93043694708,4408.50093347825,4433.21914240144,4451.61897997881,4463.18271887648,4462.15833251787,4422.24170329711,4376.09442040097,4327.63428314503,4277.90938894075,4227.86785318782,4178.3298706723,4129.92116238992,4083.06089178859,4037.98760822839,3994.80459951787,3953.52484018848,3914.10631543894,3876.47699749528,3840.5517214083,3806.24102128733,3773.45795360777,3742.12000394583,3712.15015676579,3683.47698394634,3656.03427659083,3629.75995137973,3604.59528576335,3580.48395710614,3473.86387886987,3385.88339965649,3311.03069034218,3245.12978338957,3185.40270194453,3130.16922577196,3078.47976983948,3029.81302299833,2983.86427264352,2940.41820684969,2899.28635545037,2860.28673513526,2823.24397389193,2787.99486613542,2754.39165806486,2722.3004807202,2691.59484517445,2662.14695545095,2633.81924202033,2606.45798249289,2579.88927189561,2553.91681261308,2528.31939620497,2502.84692751152,2477.21322491783,2451.08404351921,2424.0598176692,2395.65202256075
38,2888.94743219873,3468.91062133431,3796.28168877672,4017.19970684607,4084.59154144583,4147.59543162728,4205.49343606351,4257.9528611874,4304.93285860634,4346.50517447412,4382.68601686578,4413.32053749401,4438.05064886988,4456.39968066065,4467.83961091832,4466.58815685494,4426.48458600249,4380.12869358055,4331.48088493228,4281.60170734526,4231.4430350235,4181.82227165532,4133.35871308589,4086.46412396459,4041.37087354531,3998.17767873853,3956.8946029769,3917.47799702632,3879.85507090014,3843.94045700367,3809.64476648746,3776.88127893669,3745.56770404879,3715.62717874338,3686.98830731233,3659.58476493616,3633.35419284238,3608.23744119606,3584.17762513784,3477.84430125153,3390.13781602067,3315.49875077539,3249.74678964235,3190.11701454751,3134.94280900104,3083.2836887873,3034.6234127835,2988.66016411352,2945.18091724,2903.99956389172,2864.93689419971,2827.82042895896,2792.48983785006,2758.79999947751,2726.61925493957,2695.82275853363,2666.28371135393,2637.86489252827,2610.41234404418,2583.75144184067,2557.68478199202,2531.98971785936,2506.41439417135,2480.67050938791,2454.42126268283,2427.26405175776,2398.70685385755
39,2889.40522488767,3470.31421579419,3798.81745169239,4020.87833871405,4088.39501152094,4151.53981039532,4209.59090011322,4262.20634699873,4309.33469836303,4351.03732633587,4387.32000938822,4418.01672217511,4442.75771383344,4461.05589365122,4472.37292800566,4470.89708308369,4430.61072421211,4384.05168462614,4335.22178321298,4285.19329643586,4234.92185805645,4185.22182435755,4136.70603208475,4089.77912656713,4044.66742422876,4001.46526530834,3960.17993255808,3920.76622710192,3883.15064550886,3847.24763305865,3812.96788950586,3780.22489933388,3748.93657292434,3719.0261785563,3690.4223213192,3663.05853023586,3636.8721428128,3611.8035579423,3587.79531092128,3481.74600295671,3394.30724753899,3319.87501861699,3254.26620134102,3194.72928732601,3139.61107749525,3087.97996251108,3039.32461334469,2993.34602858916,2949.83337836198,2908.60288554687,2869.47797775021,2832.28899447927,2796.87839516833,2763.10361467659,2730.83513780094,2699.94970733632,2670.32147937844,2641.81355284258,2614.27172095656,2587.52063842435,2561.36178710417,2535.57115983397,2509.89511476665,2484.04329008308,2457.67638346785,2430.38882168839,2401.68521527282
40,2889.84741323619,3471.67274733127,3801.28192163769,4024.46338321371,4092.10215207059,4155.38458114466,4213.58517558635,4266.35303250195,4313.62639492722,4355.45637918404,4391.83849245365,4422.59565999339,4447.34661321568,4465.59387285871,4476.78890612834,4475.09139745546,4434.62615895199,4387.86910652754,4338.86220368678,4288.68935415899,4238.30928750367,4188.5331888383,4139.96775658418,4093.0104058194,4047.88167382626,4004.67170748833,3963.38512344665,3923.97525207223,3886.36792054039,3850.4774162055,3816.21450414102,3783.49287268525,3752.23061980869,3722.35110939341,3693.78292193253,3666.45941132903,3640.31758469857,3615.2973674934,3591.34069914356,3485.57257516323,3398.39548532564,3324.1635679722,3258.69241348745,3199.24418580028,3144.17890902716,3092.57362338204,3043.92177767408,2997.92709333729,2954.38087044429,2913.10158918982,2873.91523221342,2836.6548727288,2801.16568112389,2767.30757378404,2734.95311829184,2703.98059359719,2674.26507094536,2645.66994231094,2618.04073883173,2591.20139315738,2564.95230217299,2539.0680632278,2513.29333226784,2487.33570823494,2460.85343885083,2433.43805106256,2404.59089481092
41,2890.2749082125,3472.98868185232,3803.67872911114,4027.95942538144,4095.71768047657,4159.13462087361,4217.48131181619,4270.39817635075,4317.81332612254,4359.76784993263,4396.24709841608,4427.06307083949,4451.82313626273,4470.01941268975,4481.09332216231,4479.17671954562,4438.53640568789,4391.58635418087,4342.40730444168,4292.09469042406,4241.6099179566,4191.76092419776,4143.14816247997,4096.16213364169,4051.01773415862,4007.80105891636,3966.51418089187,3927.10903332199,3889.51081450445,3853.63364970827,3819.38842004676,3786.68896447259,3755.4534910795,3725.60562968252,3697.07371441727,3669.79096062559,3643.69401991248,3618.72228810751,3594.81720218774,3489.32739298731,3402.40603232425,3328.36819704414,3263.02952173095,3203.66605443623,3148.65084218042,3097.0693592529,3048.41969551219,3002.40821470598,2958.82828264921,2917.50056715751,2878.25352838491,2840.92289373408,2805.35646754399,2771.41658231577,2738.9778262679,2707.91996615185,2678.11895057089,2649.43843936172,2621.72368883233,2594.79791036122,2568.46044265915,2542.48445515079,2516.61298251806,2490.55160417771,2463.95617812152,2436.4153734842,2407.42740450602
42,2890.68854749134,3474.26429625754,3806.01123875515,4031.37072136174,4099.24597569026,4162.79445667705,4221.28399599013,4274.34660487911,4321.90048461811,4363.97686063049,4400.55105662987,4431.42426527866,4456.1925741345,4474.33789201938,4485.2915378756,4483.15832887147,4442.34658160415,4395.20812623323,4345.86176585929,4295.41376465136,4244.82803139603,4194.90910728971,4146.25119755779,4099.23817173153,4054.07939541216,4010.85705407775,3969.5707932322,3930.17121763586,3892.58293398246,3856.71992992332,3822.49315971797,3789.81666192398,3758.60875469922,3728.79313236152,3700.29804144226,3673.05647183411,3647.00469520092,3622.08159414685,3598.2279855612,3493.01348167697,3406.3421575151,3332.49245305849,3267.28134934156,3207.99894520721,3153.03110746105,3101.47153442174,3052.82282617645,3006.79391297411,2963.18016423636,2921.80437066959,2882.49739670935,2845.0975489088,2809.4551942522,2775.43501577656,2742.91356634226,2711.77205400483,2681.8872686378,2653.12311410524,2625.32453708588,2598.31409732777,2571.88999980585,2545.82407845574,2519.85772330384,2493.69454781024,2466.98805950022,2439.32416307349,2410.19800667062
43,2891.0891029028,3475.50167922447,3808.28256648319,4034.70122915659,4102.69110988095,4166.36833301169,4224.99758700933,4278.20282456185,4325.89253541798,4368.08817532296,4404.7552308497,4435.68418275354,4460.4600082096,4478.55431302067,4489.38853875092,4487.04113315466,4446.06144252013,4398.73904217193,4349.2299357867,4298.65071888993,4247.96754096609,4197.98150594733,4149.28058151784,4102.24213237487,4057.07018803986,4013.8431724979,3972.55839754902,3933.16520360295,3895.58764005117,3859.73945049842,3825.53202649532,3792.87919492819,3761.6995447928,3731.91676607332,3703.4590078779,3676.25900442437,3650.25262675204,3625.3782271301,3601.57599172474,3496.633773267,3410.2068578991,3336.53965439329,3271.45147126579,3212.24664483129,3157.32365489209,3105.78422145576,3057.13532945559,3011.08840187454,2967.4407556317,2926.01720953845,2886.65105850754,2849.18302274902,2813.46599571995,2779.36694905231,2746.7643482228,2715.54079581723,2685.57389036333,2656.72775692109,2628.84704442547,2601.75359332511,2575.24455297353,2549.09041802814,2523.03096013606,2496.76786953938,2469.95232755179,2442.16756101419,2412.90573709712
44,2891.47728697296,3476.7028180394,3810.49563384602,4037.95463585997,4106.0568764659,4169.86010350192,4228.62614547859,4281.97103368302,4329.7937622341,4372.10623270535,4408.86415342946,4439.84740352066,4464.6299659127,4482.67333555896,4493.38896838781,4490.82970238109,4449.68541621061,4402.1834198722,4352.51586018908,4301.80924867291,4251.03216464085,4200.98165951285,4152.23971928628,4105.17735537624,4059.99339893158,4016.76265382766,3975.48019398563,3936.09415540711,3898.52806175459,3862.69554129361,3828.50806560741,3795.8796011788,3764.72882528048,3734.97946584088,3706.55950274314,3679.40140527435,3653.44062152441,3628.61495780364,3604.86396043988,3500.19097035961,3414.00311210961,3340.51291028558,3275.54323552158,3216.41269659519,3161.53217873147,3110.01122690213,3061.36109124956,3015.29561779608,2971.61401600763,2930.14310523868,2890.71845369064,2853.18322033537,2817.39273021458,2783.216185255,2750.53391156207,2719.22986606095,2689.18242150467,2660.25590327181,2632.2946531843,2605.11979225264,2578.52742478779,2552.28672408678,2526.13586900387,2499.7746532611,2472.85199898974,2444.9484946862,2415.55342622219
45,2891.85375868459,3477.8695076456,3812.65313990441,4041.13438184994,4109.34681500832,4173.27346095138,4232.173460345,4285.65514984453,4333.60822316623,4376.03517513262,4412.88205354094,4443.91826566035,4468.70684095499,4486.69930777756,4497.2971590565,4494.52829904808,4453.22263183001,4405.54517693757,4355.72331294586,4304.89326085986,4254.02530453693,4203.91286716947,4155.13182251454,4108.04696234276,4062.8520932837,4019.61851936308,3978.33916699644,3938.96102385317,3901.4071169277,3865.59089317167,3831.42412576129,3798.82067886536,3767.69938910714,3737.9839508526,3709.60221868523,3682.48632788115,3656.57129617262,3631.79436979028,3608.09444755707,3503.6876015045,3417.73354622359,3344.41513857161,3279.55978231924,3220.50042160321,3165.66013864177,3114.15611421229,3065.50374781682,3019.41925864283,2975.70364798594,2934.18572885464,2894.70326542633,2857.10179184121,2821.23900381931,2786.9862780594,2754.2257527252,2722.84269828061,2692.7162312076,2663.7108568924,2635.67060037128,2608.4158652008,2581.74171931272,2555.41603290869,2529.17541667364,2502.71780064577,2475.68989144305,2447.66969949082,2418.14371447141
46,2892.21911609622,3479.00343339543,3814.75761059104,4044.24368233704,4112.56423339374,4176.61181965475,4235.64303860768,4289.25883446957,4337.33969157785,4379.87887446247,4416.81288451259,4447.90076246638,4472.69468547288,4490.63629318315,4501.11715891211,4498.1409051006,4456.67694610892,4408.82800648696,4358.85580847943,4307.90595727807,4256.95017819311,4206.77820913346,4157.95987098519,4110.85386863878,4065.64913406819,4022.41359120427,3981.13810426397,3941.76856508008,3904.22753072019,3868.42834921916,3834.28286687383,3801.70505570663,3770.61381465122,3740.93279516644,3712.58965950751,3685.51624945746,3659.64709388972,3634.91887602012,3611.26985438367,3507.12603626569,3421.40068143849,3348.24904451859,3283.50406118846,3224.51293711829,3169.71078050686,3118.22222423267,3069.56670682361,3023.4627384028,2979.71311886245,2938.14854676613,2898.60894214784,2860.94215441092,2825.0081592985,2790.68055412387,2757.84314331901,2726.38250584283,2696.17847241298,2667.09570913228,2638.97791565977,2611.6447960844,2584.89034105959,2558.48116535622,2532.15238615025,2505.60001942547,2478.46864061672,2450.33373291549,2420.67907414032
47,2892.57395029491,3480.10616500522,3816.81140649374,4047.28554660866,4115.71222763486,4179.87839102623,4239.03826183482,4292.78551468687,4340.99169955974,4383.64095513866,4420.66034712902,4451.79865195982,4476.5972924899,4494.48809515801,4504.8527562982,4501.67124598211,4460.05196681422,4412.0353623268,4361.91664318402,4310.85045974058,4259.80978036358,4209.58046160629,4160.72665384717,4113.60078658231,4068.38720213685,4025.15050935854,3983.87961358731,3944.51935726832,3906.99185214079,3871.210354052,3837.08677662864,3804.53518484344,3773.4745234788,3743.8283729115,3715.52419476745,3688.49348618535,3662.67029942824,3637.99073357658,3614.39238954302,3510.50849867448,3425.00688942648,3352.01728049844,3287.37884635776,3228.45317313123,3173.68715308203,3122.21269356747,3073.55316630204,3027.42931449328,2983.64568144027,2942.03480982982,2902.43871724318,2864.7075117319,2828.70342614423,2794.30213043465,2761.38915036755,2729.8523004877,2699.57210006828,2670.41335711471,2642.21943786406,2614.80933162739,2587.97601116184,2561.48482277771,2535.06936410729,2508.42384645297,2481.1907156669,2452.94299064462,2423.16181877897
48,2892.91877588102,3481.17916669692,3818.81673688512,4050.2627952589,4118.79369960276,4183.07616977297,4242.36220326373,4296.23840292523,4344.56755809623,4387.3248148607,4424.42791072398,4455.61545708487,4480.41819822939,4498.25827858429,4508.50750150501,4505.12281216307,4463.35110329518,4415.17047911501,4364.90889919639,4313.72972461334,4262.60691500225,4212.32252183583,4163.43478825653,4116.29029831442,4071.06879953165,4027.83174896148,3986.56613799714,3947.21574051226,3909.70246886112,3873.9392670302,3839.83818469659,3807.31336565784,3776.28377817258,3746.67291864361,3718.40801510247,3691.42019725614,3665.64305254203,3641.01210807335,3617.46415949882,3513.83707926426,3428.55440427959,3355.72224230217,3291.18675059817,3232.32388726602,3177.59212404971,3126.13047107391,3077.46613167119,3031.32202418871,2987.50439066042,2945.84757021898,2906.19562701086,2868.40087158471,2832.32774266371,2797.85393465606,2764.8666506138,2733.25490896092,2702.899887476,2673.66651975957,2645.39783111593,2617.91209768169,2591.00128383895,2564.42949018435,2537.9287962661,2511.19166212007,2483.85843299716,2455.4997199039,2425.59411842083
49,2893.25408311788,3482.22380626348,3820.77567229949,4053.1780756521,4121.81137293983,4186.2079716142,4245.61777866323,4299.62051449933,4348.07037516578,4390.93364313696,4428.11883211378,4459.35448494029,4484.16077861477,4501.95018941528,4512.08472629667,4508.49887845842,4466.57746670815,4418.23639044789,4367.83546663137,4316.54647805675,4265.34421107805,4215.00682868073,4166.0867266523,4118.92478675562,4073.69628445346,4030.45962539426,3989.19997219494,3949.86012897353,3912.3616204993,3876.61730100672,3842.53927585348,3810.04175336774,3779.04370636182,3749.46852222994,3721.24318353663,3694.2984354262,3668.56740270172,3643.98488268484,3620.48712933095,3517.11374587705,3432.04533326369,3359.36622385399,3294.93023771245,3236.12767821904,3181.4283942499,3129.97833293268,3081.30843105519,3035.14372732631,2991.2921196934,2949.58969892152,2909.88252504243,2872.02506161591,2835.88390135813,2801.33871773584,2768.27835065565,2736.59298824442,2706.16444097573,2676.85775218926,2648.51559896425,2620.9555460239,2593.96855869482,2567.3175009694,2540.73297672319,2513.90570174497,2486.47396866478,2458.00603157063,2427.9780116977
50,2893.58032907479,3483.24136319113,3822.69015583352,4056.03387583296,4124.76780737386,4189.2764428077,4248.80772837767,4302.93468343007,4351.50307202444,4394.47043797624,4431.73617263124,4463.01884408146,4487.82815160168,4505.56697224886,4515.58756147559,4511.80252140055,4469.73406420083,4421.23594512143,4370.69905908332,4319.3033153975,4268.02413678765,4217.63575074363,4168.68471807172,4121.50650204241,4076.27185335202,4033.03632146443,3991.78326160184,3952.45457721901,3914.97141056491,3879.24653415406,3845.19210170802,3812.72237165396,3781.75630264218,3752.21715255511,3724.0316369437,3697.13010068137,3671.44515102053,3646.91096142915,3623.46314636386,3520.34035337407,3435.4816665212,3362.9513920453,3298.61163382734,3239.8669979025,3185.19851052933,3133.75889505499,3085.08272909897,3038.89711764538,2995.01157424864,2953.26389859393,2913.50209950554,2875.58274355227,2839.37453061097,2804.75906890139,2771.62679636638,2739.86903765172,2709.36821345276,2679.98945870636,2651.5750970951,2623.94198355451,2596.8800935278,2570.15106981927,2543.48406196133,2516.56806966891,2489.03936951499,2460.46391070664,2430.31541325688
51,2893.89794047455,3484.23303462333,3824.56201332297,4058.83253706692,4127.66541162251,4192.28407349173,4251.93463029162,4306.18357670735,4354.86839788765,4397.9380209377,4435.28281348499,4466.61146012107,4491.42326941413,4509.11158617128,4519.01890411114,4515.0366348983,4472.82360451008,4424.17182178444,4373.502227617,4322.00266346795,4270.64901235652,4220.21152061818,4171.23103556605,4124.03756036539,4078.79761271769,4035.5638868182,3994.31803636847,3955.00108665784,3917.5338172241,3881.82892062608,3847.79859122958,3815.35712308433,3784.42344219596,3754.92065706284,3726.77519609818,3699.91704260563,3674.27811066165,3649.79211487215,3626.39394878842,3523.51865241355,3438.86528584623,3366.47979613747,3302.23313762485,3243.54416244069,3188.90487736804,3137.4746269444,3088.79153945631,3042.58473552637,2998.66530016947,2956.87271711264,2917.05688307636,2879.07642602858,2842.80210742402,2808.11742809004,2774.91438674183,2743.08541352203,2712.51351489128,2683.06390450841,2654.57854482624,2626.87358358718,2599.73802241441,2572.93227667688,2546.18408361282,2519.18074693637,2491.55656331375,2462.87522698715,2432.60812909185
52,2894.20731624733,3485.1999471869,3826.39296252643,4061.57626516978,4130.50645505133,4195.23320973843,4255.00091578462,4309.36970717622,4358.16894319501,4401.33905072926,4438.76146963753,4470.1351057375,4494.94891374616,4512.5868190719,4522.38162770979,4518.20394438095,4475.84880479634,4427.04654216685,4376.24738340504,4324.64680995137,4273.22102159313,4222.73623990724,4173.72766498589,4126.51995434582,4081.27550681179,4038.0442516849,3996.80620282556,3957.50154186659,3920.0507030218,3884.36630018269,3850.36056028321,3817.94779881937,3787.04689185766,3757.580774528,3729.47557474806,3702.6608443907,3677.0679503097,3652.62998528259,3629.28116600206,3526.65028561382,3442.19797263737,3369.95337629605,3305.79682969266,3247.16136214664,3192.5497674194,3141.12786128101,3092.43719135354,3046.20897952437,3002.25571594411,2960.4185593743,2920.54926611495,2882.50847619688,2846.16896890678,2811.41609728316,2778.14338503014,2746.24433794452,2715.60252578903,2686.08322627653,2657.5280527415,2629.75239584022,2602.54433718237,2575.66308336419,2548.83495770766,2521.74560195488,2494.02736780795,2465.24174307638,2434.85786079291
53,2894.50882982554,3486.14315510242,3828.18462143032,4064.26714076399,4133.29307822721,4198.1260644653,4258.00885283826,4312.4954452029,4361.40715161999,4404.67603551968,4442.17470237076,4473.59235002095,4498.40770865849,4515.9953006025,4525.67829620302,4521.30701959951,4478.81226196933,4429.86248304419,4378.93676952393,4327.23790719124,4275.74222233774,4225.21188924322,4176.17652826192,4128.95556243858,4083.70738142066,4040.47923591629,3999.24955822165,3959.95772210487,3922.52382368066,3886.86040690237,3852.87972025714,3820.49608574164,3789.6283102476,3760.19914371408,3732.13444429982,3705.36315114238,3679.81624301681,3655.42612962053,3632.12636018078,3529.73684133964,3445.48141512039,3373.37397135653,3309.30468066513,3250.72067059192,3196.13533108934,3144.72080433972,3096.02201800476,3049.77211683281,3005.78509239592,2963.90369716097,2923.98150716624,2885.88113025006,2849.47732269185,2814.65725091234,2781.31592941072,2749.34790960492,2718.63730455669,2689.04944178722,2660.42556352297,2632.58035604108,2605.30093934164,2578.34534160253,2551.43849329079,2524.26439869276,2496.45349896353,2467.56512244569,2437.06621080317
54,2894.80283121068,3487.063650684,3829.93851577361,4066.90712858179,4136.02730249109,4200.96472733192,4260.96065092642,4315.56302925672,4364.58533096399,4407.9513441072,4445.52493068492,4476.98566482824,4501.80213227779,4519.33951393281,4528.91138342189,4524.34828623578,4481.71622358295,4432.6218870763,4381.57253026755,4329.77800844113,4278.21455593451,4227.6403373704,4178.57943902189,4131.34615746512,4086.09497866736,4042.87054463109,4001.64979916257,3962.37129702642,3924.95483944052,3889.31287708159,3855.35768585613,3823.00357665638,3792.16926985331,3762.77724785589,3734.753217348,3708.02546565232,3682.52447340989,3658.18201784565,3634.93098245653,3532.77979071814,3448.71721492048,3376.74332590255,3312.75855953177,3254.22405286675,3199.66360525035,3148.25554505811,3099.54810005768,3053.27629279401,3009.2555825675,2967.33028018614,2927.35574157968,2889.19650311316,2852.72925640072,2817.84294457928,2784.43403943879,2752.39811276162,2721.61979735483,2691.96445861904,2663.27296272743,2635.35930077634,2608.00961933366,2580.98080267127,2553.996400284,2526.73880435833,2498.83657852234,2469.84693748379,2439.23469800853
55,2895.08963493082,3487.96236790811,3831.65608587871,4069.49808591926,4138.71103865637,4203.75117373356,4263.85833333956,4318.57457552677,4367.70566305722,4411.16715391102,4448.81444165921,4480.31737235641,4505.13452742942,4522.62180643274,4532.08322476032,4527.33003644956,4484.5629065623,4435.32687302005,4384.156682003,4332.26898910935,4280.63985025063,4230.02334939206,4180.9381105575,4133.69341436266,4088.43994460676,4045.21982567428,4004.00852829047,3964.74385647595,3927.3453063419,3891.72525640921,3857.79598224807,3825.47177526124,3794.67125227301,3765.31672940176,3737.33338731519,3710.64920746055,3685.19404423382,3660.89903934835,3637.6964133351,3535.78053958794,3451.90689305439,3380.06309672845,3316.16024006869,3257.67337337433,3203.13652118976,3151.73406329978,3103.01746668477,3056.72353955982,3012.66922552462,2970.70034357894,2930.6739922141,2892.45659647751,2855.92674622295,2820.97512468769,2787.49962948726,2755.39682564396,2724.55184612628,2694.83008208774,2666.07201885358,2638.09094819509,2610.67207162785,2583.57112360567,2556.51027517956,2529.17039638592,2501.17814074974,2472.08867536403,2441.36475651419
56,2895.3695768159,3488.84018680634,3833.33869286376,4072.0417703329,4141.34609492821,4206.48727298859,4266.70382793116,4321.53208667723,4370.77021277298,4414.32570748362,4452.0453998848,4483.58967040233,4508.40711131846,4525.84439939935,4535.1960298715,4530.25443847896,4487.35440766629,4437.9793691119,4386.69108544727,4334.71268453008,4283.01984963418,4232.36259427237,4183.25416307277,4135.99891724899,4090.74383614061,4047.52860190481,4006.32726207346,3967.07689801412,3929.69671222037,3894.09900649971,3860.19605148773,3827.90210322786,3797.1356582204,3767.81879289325,3739.87631572429,3713.23571890507,3687.82628230187,3663.57850883413,3640.42395860121,3538.74042243949,3455.05189540316,3383.33485874986,3319.51140755386,3261.07040142929,3206.55591189755,3155.15823748445,3106.43199460553,3060.11578399163,3016.02795432036,2974.0158090705,2933.93817557862,2895.66330805789,2859.07166481668,2824.05563519032,2790.51451187599,2758.34582706375,2727.43519608103,2697.64802247194,2668.82440724629,2640.77692111916,2613.28990112277,2586.11787243116,2558.98169350412,2531.56066879859,2503.47963866502,2474.2917443689,2443.45774430951
57,2895.6429336923,3489.69793745674,3834.98762430199,4074.53984665868,4143.93418412548,4209.17479580495,4269.4990279047,4324.43745983206,4373.78093624911,4417.42895208358,4455.21985606913,4486.8046411022,4511.62198435935,4529.00939692682,4538.2518915277,4533.12354539328,4490.09271198968,4440.5814196776,4389.17763419256,4337.11081067553,4285.35618909306,4234.65965167314,4185.52913029091,4138.2641658505,4093.00812732402,4049.79832678994,4008.60743594205,3969.37183968053,3932.01045754033,3896.43551084465,3862.55925842375,3830.2959060181,3799.56387306664,3770.28480066984,3742.38328732829,3715.78627063337,3690.42244391742,3666.22167148566,3643.11485699503,3541.6607073246,3458.15359773662,3386.56011041801,3322.81366460399,3264.4168201416,3209.92351857554,3158.5298510899,3109.79351215554,3063.45485487929,3019.33360353138,2977.27852148934,2937.15010994477,2898.81843750636,2862.16578842446,2827.08622503454,2793.4804056053,2761.24680489864,2730.27150157848,2700.4199016103,2671.53171656515,2643.41882274237,2615.86462990248,2588.62253819564,2561.41208559792,2533.91099636941,2505.74244970405,2476.45747940604,2445.51494877646
58,2895.90997879685,3490.53640361715,3836.60409938643,4076.99389342392,4146.4769302776,4211.81542110015,4272.24557883437,4327.29249386954,4376.73968839913,4420.47879191927,4458.33975489668,4489.96425891587,4514.78113824263,4532.1187940098,4541.25279371333,4535.93930308748,4492.77970072751,4443.13474769186,4391.61799253166,4339.46500017169,4287.65042259223,4236.91601819385,4187.76446548591,4140.49058137891,4095.23421512498,4052.03037778316,4010.85039875395,3971.63002783033,3934.28786925859,3898.73608025023,3864.88689607661,3832.654458197,3801.95703521355,3772.71598996307,3744.85552400071,3718.30206738017,3692.98371981486,3668.82970811747,3645.77028305225,3544.54260034366,3461.21331021475,3389.74027868879,3326.06853657255,3267.71422962049,3213.24099695968,3161.8505996795,3113.10374156857,3066.74248955279,3022.58791472029,2980.49021223162,2940.31152191488,2901.9236936984,2865.21080344588,2830.06855461134,2796.39894256609,2764.1013611915,2733.06233395683,2703.14725893364,2674.19546165422,2646.0181056525,2618.39770238825,2591.08653280644,2563.80283181325,2536.22280539695,2507.96788088617,2478.58714690759,2447.53759003151
59,2896.17096965925,3491.35632603764,3838.1892736505,4079.40540871417,4148.97587466099,4214.4107053051,4274.94517321309,4330.09889609666,4379.6482297848,4423.47703440057,4461.40694222258,4493.07039793341,4517.88646331651,4535.17448395792,4544.20061902952,4538.70355759506,4495.41715827687,4445.64105720952,4394.01378128072,4341.77677934228,4289.90402359421,4239.13311307692,4189.96145695642,4142.67951190446,4097.42342469282,4054.22606156384,4013.05746379407,3973.85273144737,3936.5302067044,3901.0019578101,3867.18019055934,3834.97902905547,3804.31639305294,3775.11353391092,3747.29418213005,3720.78424886318,3695.51123990409,3671.40373937552,3648.39135207121,3547.38724344952,3464.23228178728,3392.8767235836,3329.2774765154,3270.96415357177,3216.50992270976,3165.12209611498,3116.36432026413,3069.98033991772,3025.79248933606,2983.65253259575,2943.424052792,2904.98070066843,2868.20831243904,2833.00420166644,2799.27167336437,2766.91101705713,2735.80918600956,2705.83157439128,2676.81706134306,2648.57617230974,2620.89049083865,2593.51119817445,2566.15524166346,2538.49733269522,2510.15717357121,2480.68194977821,2449.52682926445
60,2896.42614924901,3492.15840548551,3839.74424328973,4081.77581554932,4151.43248133016,4216.96223522661,4277.59937869271,4332.8582883658,4382.50823291519,4426.42539659814,4464.42317166554,4496.12483857154,4520.93975535209,4538.17826519088,4547.09715547905,4541.41806178834,4498.00677874279,4448.10196516875,4396.3665378623,4344.0476200804,4292.11839050357,4241.31228343234,4192.12159176876,4144.83223727733,4099.57701418453,4056.38661875491,4015.2298447314,3976.04116544951,3938.73866814336,3903.23432346107,3869.44030558474,3837.27064605758,3806.64307656583,3777.47854587685,3749.70035954978,3723.23390131278,3698.00607646354,3673.94482989064,3650.979124134,3550.19574338587,3467.21170386312,3395.97074240743,3332.44186975622,3274.16804392354,3219.73179661227,3168.34587607931,3119.57680763638,3073.16997805739,3028.94901315189,2986.76705534158,2946.48926283157,2907.99100335933,2871.15983962765,2835.89466673311,2802.10007258828,2769.67722042999,2738.51347551028,2708.47420431665,2679.39788458369,2651.09435623101,2623.34429974024,2595.89780826834,2568.4705609978,2540.73579135031,2512.31150779191,2482.74303093499,2451.48376509245
