p_bar,of_1,of_1_5,of_2,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,2858.30561083924,3383.59693175901,3657.81046707039,3828.68164397513,3890.07567484441,3946.14244204721,3996.53744776821,4041.45091347564,4081.32979006089,4116.66133888323,4147.84501617207,4175.12329939936,4198.55162420847,4218.019350136,4233.31497601696,4240.10807134037,4208.40235024137,4171.96645250654,4132.8497304594,4091.47323123815,4048.39159225418,4004.28848042424,3959.89450813861,3915.88395632445,3872.79753336555,3831.00982409188,3790.73957629397,3752.08238537819,3715.0473825013,3679.58989141152,3645.63537996354,3613.09513732631,3581.87614831177,3551.8875040395,3523.04325103576,3495.26404032386,3468.47766896533,3442.6190379608,3417.6297985215,3304.08318837467,3206.37939993177,3121.41139427806,3046.69155846014,2980.02623756402,2919.66461911019,2864.42159447644,2813.59076279534,2766.74184248654,2723.53936840975,2683.64948360344,2646.72172304644,2612.40608579316,2580.37425721825,2550.33282156465,2522.02697086678,2495.23689029986,2469.7704367848,2445.45420152787,2422.12494793565,2399.62241790964,2377.78344180912,2356.43688368064,2335.39893691798,2314.4670385659,2293.41165937683,2271.96422633895,2249.79918981472
11,2860.94053082173,3390.51705849619,3668.1206729915,3842.04261688808,3903.84626656089,3960.39296328264,4011.30166419592,4056.72405091925,4097.0768737437,4132.82510295038,4164.34949057676,4191.87360152403,4215.43273468207,4234.89827157922,4250.04555956792,4256.4505214809,4224.21197317718,4187.12269455318,4147.34558927605,4105.34148665213,4061.70021843775,4017.12980867314,3972.36864964821,3928.08305131685,3884.79530771333,3842.85924614792,3802.47528739722,3763.72537772193,3726.60954090305,3691.07781065587,3657.05290871615,3624.44520611769,3593.16174675801,3563.11232052953,3534.21199975334,3506.38261394715,3479.55318004371,3453.65979158287,3428.64520857922,3315.14223050422,3217.78776122929,3133.39860354849,3059.33697553567,2993.28613976301,2933.43866705938,2878.5958134028,2828.05183861971,2781.38065395352,2738.25490120309,2698.35329331233,2661.34073925895,2626.88297541119,2594.66602786303,2564.40863956054,2535.86582903273,2508.82535913123,2483.10059093932,2458.52163217821,2434.92706905414,2412.15683894661,2390.04660076666,2368.42281882225,2347.09815007931,2325.86530224679,2304.48861576496,2282.6915862716,2260.13831446008
12,2863.27434567359,3396.72861918708,3677.48884865197,3854.26026994119,3916.43943271488,3973.42594179157,4024.80646630411,4070.69741687509,4111.48727879279,4147.6197281633,4179.45743403991,4207.20564250869,4230.88028218746,4250.33551912854,4265.33385719827,4271.36393386643,4238.63011240268,4200.93530298506,4160.54954046642,4117.97178654516,4073.82356073986,4028.83390196569,3983.74632479327,3939.21788692973,3895.75329900786,3853.68726673436,3813.20389180572,3774.37267121175,3737.18623711928,3701.58987025044,3667.50425342052,3634.83891650761,3603.50113912528,3573.40143552856,3544.45587693229,3516.58741016687,3489.72618791771,3463.80939170455,3438.78077459708,3325.3722768008,3228.39325553432,3144.57030556963,3071.12068902661,3005.62252866605,2946.22706846231,2891.72987222181,2841.42905467469,2794.90384159058,2751.834626665,2711.91134149016,2674.81240200167,2640.21737450833,2607.82494339166,2577.364722863,2548.60047986937,2521.3267997278,2495.36196671506,2470.53923143396,2446.6986945834,2423.68034879438,2401.31860404709,2379.43767666638,2357.84673261968,2336.33401308771,2314.6580570716,2292.53487901861,2269.61885329376
13,2865.36190582684,3402.35199134163,3686.06703940718,3865.51514510019,3928.0412472168,3985.4337944953,4037.25075128943,4083.57604145146,4124.77162414507,4161.26074759767,4193.38856693125,4221.34253944337,4245.11994439154,4264.55835156944,4279.40767916957,4285.07472637839,4251.87785284576,4213.61855026416,4172.6687096367,4129.56303146178,4084.95238070145,4039.58372458467,3994.2035284092,3949.45887742903,3905.83759677271,3863.65668610033,3823.08546479676,3784.18271471518,3746.93420076324,3711.28151323453,3677.14332979424,3644.42873561566,3613.0452891903,3582.90424723744,3553.92264864727,3526.0244969691,3499.1409993347,3473.21032747852,3448.17711551352,3334.90412221829,3238.31809684604,3155.04515072188,3082.16490858278,3017.1663655827,2958.17143254498,2903.97554148207,2853.88289148464,2807.47844393976,2764.44999967722,2724.49754870271,2687.31160805112,2652.58393891878,2620.02458742514,2589.37290597443,2560.40059354008,2532.90848369769,2506.71920390609,2481.66887097372,2457.59886052756,2434.34909770138,2411.75274284518,2389.63172437655,2367.79193912846,2346.0173372618,2324.06094568821,2301.63169380284,2278.37478134885
14,2867.24482333346,3407.47995126248,3693.9734270129,3875.94796117878,3938.79667472624,3996.5664351974,4048.78954989742,4095.51985799594,4137.09419799493,4173.91631075665,4206.31437271214,4234.45843384942,4258.32781412148,4277.74404999412,4292.44469080576,4297.75962522544,4264.12748735503,4225.33937545025,4183.86396152276,4140.26989867857,4095.23495337323,4049.52148322764,4003.87714032172,3958.93856551542,3915.17740022429,3872.8943763495,3832.24501016575,3793.27893256122,3755.97572887012,3720.27370749994,3686.08997862192,3653.33338947501,3621.9117354424,3591.73705765225,3562.72732706445,3534.80754405225,3507.9098916732,3481.97343828373,3456.94359224834,3343.83941033417,3247.65757691475,3164.91643990423,3092.56651200256,3028.0217519788,2969.3841686009,2915.45309586775,2865.53999883583,2819.23597507109,2776.23577911476,2736.24854206253,2698.97554805489,2664.11959471559,2631.40095171321,2600.56779367015,2571.3991360423,2543.70136056327,2517.30119537229,2492.03726397571,2467.75204047237,2444.28528106937,2421.46887563249,2399.12251620027,2377.04894843698,2355.02801621394,2332.80749235043,2310.08957375822,2286.51077489291
15,2868.95544466116,3412.18542618592,3701.30163968954,3885.67064256294,3948.82101075784,4006.94309983679,4059.54609475593,4106.65593053753,4148.58564867477,4185.72015765587,4218.37113246875,4246.69180345207,4270.64391693385,4290.03360256437,4304.58615056324,4309.55883855986,4275.51589223277,4236.230338503,4194.26303789856,4150.21504956855,4104.78881518063,4058.75988867351,4012.87566647371,3967.76198922805,3923.87523793054,3881.50069658355,3840.78166356084,3801.75928078412,3764.40776398019,3728.66253674408,3694.43944927351,3661.64713603889,3630.19378717026,3599.9921789979,3570.96118547563,3543.02674293758,3516.12193430875,3490.18665622576,3465.16694743309,3352.25889072181,3256.4875049565,3174.25901285914,3102.40374727519,3038.27292682699,2979.956096877,2926.25933009557,2876.50216500481,2830.2819115867,2787.29987902332,2747.27353152072,2709.91388960254,2674.93374386112,2642.06266550267,2611.05691227532,2581.70216386,2553.80998166822,2527.2107986553,2501.74551249074,2477.25753396334,2453.58636740272,2430.56261821805,2408.00379172084,2385.70959155719,2363.455921522,2340.98553258155,2317.99420497581,2294.11021050641
16,2870.51925497243,3416.52672799502,3708.12717284667,3894.77358952969,3958.20741169651,4016.66012476827,4069.62004066611,4117.08705782588,4159.35164565604,4196.7804574999,4229.66916498474,4258.15464588116,4282.18150763978,4301.54099857234,4315.94620869879,4320.58579795819,4286.1536200245,4246.39835045863,4203.96899490324,4159.49730682535,4113.70870091813,4067.38977978302,4021.28649234117,3976.01407967001,3932.01383358856,3889.55695635659,3848.77551941957,3809.70289898761,3772.30862860806,3736.52557899559,3702.26855073406,3669.44597700401,3637.96675020705,3607.74410789833,3578.69787126764,3550.7548535341,3523.84899033553,3497.9208324879,3472.91705704022,3360.22743728691,3264.86923831258,3183.13392352391,3111.74082523593,3047.98910118175,2989.96171286115,2936.47348181596,2886.85245495447,2840.70219594822,2797.73010862612,2757.6613230601,2720.21572689743,2685.11522528445,2652.09791102544,2620.92748408198,2591.39576479049,2563.31915383429,2536.53144313879,2510.8756086763,2486.19586139416,2462.33138197752,2439.11148321619,2416.35153317943,2393.84829200271,2371.37387629208,2348.66622421341,2325.41498703693,2301.24059229153
17,2871.9567140128,3420.55117628223,3714.51171855413,3903.3310798737,3967.03224646425,4025.79648434933,4079.09306479696,4126.89750516183,4169.47872969446,4207.18585477848,4240.29892819237,4268.93883240116,4293.03356457209,4312.35966331472,4326.61854172723,4330.93347059515,4296.13121211694,4255.93096564772,4213.06617655337,4168.19772362767,4122.07208318277,4075.485434056,4029.1813424301,3983.76412598506,3939.66106275174,3897.12964217154,3856.29207701197,3817.17449999951,3779.74235631564,3743.92630988123,3709.64021445913,3676.79236707202,3645.29229271316,3615.0538311445,3585.99766101546,3558.05144413771,3531.14980028442,3505.23398188019,3480.25113046708,3367.79830359697,3272.853183299,3191.59170800526,3120.63116334584,3057.22789006426,2999.46292653946,2946.16125066198,2896.65967062398,2850.56781926415,2807.59891242805,2767.48512105349,2729.95445879337,2694.73719697347,2661.57928397159,2630.25132572371,2600.5508156972,2572.29865209796,2545.33176046938,2519.49499363001,2494.63324277586,2470.58530616104,2447.17920155718,2424.22820365929,2401.52622471529,2378.84173057435,2355.9080387816,2332.40893175077,2307.95735718938
18,2873.28459135975,3424.29766962103,3720.50635835019,3911.40456227219,3975.35895826918,4034.4177339707,4088.03297150595,4136.1572350812,4179.03887216492,4217.01008540313,4250.33555277397,4279.12066854247,4303.2771705923,4322.56733861254,4336.68084431346,4340.6788170522,4305.52388028252,4264.90095472288,4221.62447960417,4176.38324583153,4129.94309537261,4083.10835906327,4036.61938671231,3991.06960355927,3946.87275503182,3904.27390457023,3863.38572265271,3824.22801425549,3786.7623784381,3750.91755168446,3716.60662971339,3683.73795666472,3652.22153825996,3621.97190662288,3592.91054606877,3564.96581587913,3538.07308627971,3512.17414789052,3487.21653581894,3375.01549103373,3280.48129288153,3199.67472703723,3129.11972625963,3066.03780737633,3008.51178094806,2955.37774848264,2905.98134825575,2859.93812810853,2816.96678500412,2776.80600712804,2739.19129638131,2703.86064616004,2670.56728550254,2639.08823389462,2609.22631857167,2580.80657165372,2553.6689066522,2527.65982450851,2502.62481312218,2478.40223895134,2454.8188233007,2431.68579383527,2408.79429945672,2385.90928389481,2362.75961920151,2339.02345556102,2314.30659934188
19,2874.51630746556,3427.79855037388,3726.15385363471,3919.04574017397,3983.24065751842,4042.57893964013,4096.49669622861,4144.92497717605,4188.09246297841,4226.31491240189,4259.84212767104,4288.76423044684,4312.97709099356,4332.22914302465,4346.19835409841,4349.88660989174,4314.3946203663,4273.36919587149,4229.7024766653,4184.10999838776,4137.37546249205,4090.31005798205,4043.65025746607,3997.9786691325,3953.69609615389,3911.03592162476,3870.10204503671,3830.90842708615,3793.41322166002,3757.54343349644,3723.21155717111,3690.32602886603,3658.79730888435,3628.54073332478,3599.47835215294,3571.53933625658,3544.65965181659,3518.7815707623,3493.85294078921,3381.91590784264,3287.78888686928,3207.41888272015,3137.2447605538,3074.46011709889,3017.1524686264,2964.1696816684,2914.86618446527,2868.86326065726,2825.88478260844,2785.6754964323,2747.97783787805,2712.5369646463,2679.11289962099,2647.48861304238,2617.47197444777,2588.89187354162,2561.5910019096,2535.41737355857,2510.21697836895,2485.82770794971,2462.07499020799,2438.76804777571,2415.6953468778,2392.61842691128,2369.26187470677,2345.29843098227,2320.32708803564
20,2875.66338869912,3431.08098316238,3731.49035860613,3926.29841413749,3990.72248133151,4050.32663743247,4104.53242652558,4153.25051518234,4196.69070341913,4235.15282248122,4268.87214869893,4297.92385144009,4322.18829082423,4341.40032857874,4355.22636575946,4358.61165456215,4322.79681905457,4281.3871815889,4237.34973191158,4191.42545851113,4144.41451209093,4097.13408521554,4050.31593745774,4004.5322321177,3960.17093216339,3917.45484890825,3876.47965018713,3837.25391102511,3799.73266381459,3763.84136841571,3729.49205128676,3696.59325994234,3665.0559800428,3634.79613448688,3605.73653604316,3577.80698994102,3550.94401471203,3525.09029025718,3500.19389822747,3388.53079407606,3294.80600613894,3214.85490112013,3145.03909650149,3082.53023173891,3025.42285417661,2972.57699522646,2923.35575935068,2877.38597416265,2834.39640530548,2794.1374511314,2756.35796393757,2720.80987508429,2687.25944944499,2655.49531399139,2625.33003966014,2596.59617206533,2569.13894879834,2542.80781875562,2517.44917613771,2492.90040124755,2468.98563262538,2445.51209346228,2422.26575040133,2399.00473968626,2375.44954893077,2351.26770923485,2326.05166712914
21,2876.73534299968,3434.16799119476,3736.54670718889,3933.20002974707,3997.8429872512,4057.70074162462,4112.1814250558,4161.17641594142,4204.87737794102,4243.56867092677,4277.471373953,4306.64598259188,4330.95775712079,4350.12814611607,4363.81211644843,4366.90080662475,4330.77609258172,4288.99902608274,4244.60855568021,4198.37013801447,4151.09918764398,4103.61760166769,4056.65225430978,4010.76477782237,3966.33114328762,3923.56410917051,3882.55151526231,3843.29707619328,3805.75298564247,3769.84333953621,3735.47976500653,3702.57099986778,3671.02845641996,3640.76875817674,3611.71535003991,3583.79863950648,3556.95563426711,3531.12935205459,3506.26803399767,3394.88682940382,3301.55843403771,3222.00930714166,3152.5311467473,3090.27878586541,3033.35564210648,2980.63413162964,2931.48587221456,2885.54303814533,2842.53902953769,2802.22953604482,2764.36943149735,2728.71689496218,2695.04414027381,2663.14509179009,2632.83675606527,2603.95512279736,2576.34779926678,2549.865603656,2524.35521203031,2499.65347786877,2475.58325757079,2451.94984872162,2428.53668465131,2405.09870425967,2381.35239861985,2356.96028112875,2331.50851476208
