p_bar,of_1,of_1_5,of_2,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
35,387.095905191032,377.621841637013,374.825638387845,375.196836623892,375.366021800572,375.450737153998,375.503425281714,375.569943750818,375.686211385886,375.879590062068,376.17157403384,376.579263462143,377.114235167183,377.778889013857,378.559585722277,379.164271268729,378.167738602433,377.131940192432,376.187682915903,375.315701387765,374.492895574782,373.699348004982,372.920297726959,372.14625159164,371.37196682161,370.595123455922,369.815189862794,369.032534601818,368.247890708325,367.462012691793,366.675498255022,365.888738820262,365.101898941289,364.314934535397,363.527654021306,362.73975782114,361.950894072987,361.160710060012,360.368887925418,356.380177263544,352.356744763441,348.349982420584,344.414027420404,340.584517501551,336.880292110613,333.311800540325,329.88721904559,326.614754076038,323.50233273294,320.556370951494,317.780696359706,315.176072627851,312.740256585444,310.468404349832,308.353689365704,306.387987654063,304.562582928696,302.868811177824,301.298594429633,299.844822709071,298.501631940899,297.264547146159,296.130620793053,295.098563153062,294.168880883838,293.344115414352,292.629049888231
36,387.05209094662,377.519685319939,374.684014812524,375.053293654057,375.223232933889,375.308824837085,375.362241112502,375.429323643024,375.546131961548,375.740237972402,376.033368274742,376.442850632619,376.980466774626,377.648765570758,378.434140326424,379.043127079363,378.053447666386,377.022398759508,376.082088162431,375.213192459717,374.392598810331,373.600499587108,372.822302869877,372.048682354371,371.274522316515,370.497580125172,369.717359785725,368.934235231335,368.148926728168,367.362166276077,366.57452562904,365.786371527159,364.997848060095,364.208896998388,363.419320666729,362.628822171224,361.837061430238,361.043706332452,360.248467421591,356.240330448257,352.197191014681,348.173713268155,344.224986761767,340.386398959427,336.676306178712,333.104651320652,329.679156820985,326.4075835512,323.297450497462,320.354790327447,317.583121275681,314.982956610767,312.551857692399,310.284829752351,308.174931721824,306.213956336949,304.393132654045,302.703768579201,301.13778160284,299.688076514409,298.348819125358,297.115574700374,295.985443470452,294.957188707874,294.031371840976,293.210586265121,292.499646618232
37,387.009306318257,377.420423648804,374.546092095607,374.913202161794,375.083839355369,375.170268833823,375.224383661619,375.292010644729,375.409344102115,375.604160032709,375.898408213438,376.309654436269,376.849867348785,377.521752198652,378.311734563167,378.924964902664,377.941996515353,376.915571931686,375.979090529911,375.113171367041,374.294700474289,373.503980436393,372.726585786225,371.953352064505,371.179285430463,370.402216498965,369.621678566363,368.838060649904,368.052058688252,367.26438624649,366.47558982769,365.686012646408,364.895778667078,364.104820303198,363.312932287705,362.519823185754,361.72516630955,360.928651557148,360.130015182044,356.102754325238,352.040430676423,348.000814676123,344.039816089972,340.192554562087,336.476877845452,332.902260603597,329.475966374405,326.205333555287,323.097478397975,320.158074273857,317.390338239568,314.794542033759,312.368058020505,310.105745238783,308.000551537727,306.0441889363,304.227833770898,302.542767179374,300.98090296459,299.535160947569,298.199736614179,296.970230827619,295.843802540645,294.819254646582,293.897205442637,293.080297966988,292.373379608469
38,386.967483986963,377.323889057164,374.411669404281,374.776380952727,374.947670642358,375.034893509211,375.089678807133,375.157828168434,375.275675304449,375.471184512111,375.766531604063,376.179504643332,376.722269848921,377.397684406019,378.192206888048,378.809625371286,377.833221386844,376.811313267169,375.878548079085,375.015503618672,374.1990711811,373.409659532378,372.633019123521,371.860140754168,371.08613788388,370.308915690598,369.52803789792,368.743896558194,367.957173792485,367.168561286638,366.37858125792,365.58755443434,364.795587106921,364.00260072912,363.2083872445,362.412661261397,361.615111008522,360.815449692303,360.01344393273,355.967352024192,351.886341755458,347.831136302172,343.858340848024,340.002779851805,336.2817970626,332.704395524584,329.277406216203,326.007754901161,322.902166266406,319.965977197943,317.202104680581,314.610590433178,312.188623932345,309.930922431056,307.830325936795,305.878468183545,304.066474607105,302.385600863597,300.827757833955,299.38588061096,298.054194143124,296.828338121712,295.705517645749,294.684585454664,293.766211134006,292.953080205474,292.250084010302
39,386.926566014514,377.22992765988,374.280561656241,374.64266278212,374.814558744591,374.902536734281,374.957965821591,375.026623053343,375.144966346964,375.341152907598,375.637576813182,376.05224519378,376.597518230299,377.276410423883,378.075408278698,378.696957619954,377.726997568466,376.709487778466,375.780322817838,374.920065253567,374.105591671625,373.317432615988,372.541500296054,371.768937789653,370.994970592122,370.217569900203,369.436327583839,368.651637590129,367.864167934322,367.074588848912,366.283398912088,365.490897586575,364.697174885317,363.902142741359,363.10559192614,362.307244656737,361.506805514036,360.704012212315,359.898662608546,355.834033551724,351.734827608556,347.664542722934,343.680398423684,339.816889186272,336.090856017989,332.510835841021,329.083252738145,325.814620065531,322.71129207016,319.778271968082,317.018196276898,314.430881324171,312.013339427945,309.76015020654,307.664048894718,305.716593248649,303.908859531814,302.232079145587,300.678160732697,299.240054912236,297.912012724157,296.689721498215,295.570422094773,294.553018939189,293.638231211867,292.828789259799,292.129611746122
40,386.88649932115,377.138397825904,374.152597921389,374.511892956672,374.684351658277,374.773048533031,374.829096029675,374.89824251691,375.017069957708,375.213918617177,375.511398177218,375.927731761232,376.475473743567,377.157789926422,377.961200974076,378.5868334651,377.623187504329,376.609970749187,375.684312037922,374.826741777961,374.014151785686,373.227183971224,372.451920220083,371.679640928549,370.905680627765,370.128077394827,369.346447021615,368.56118431274,367.772942960427,366.982374114147,366.189949522176,365.395950511673,364.600452046924,363.803358158127,363.00445993184,362.203488689697,361.400166715974,360.594257337299,359.785590418998,355.702715115224,351.585781123895,347.500907276878,343.505837065747,339.634709692482,335.903865667744,332.32138986932,328.893298481354,325.625718066555,322.524640908325,319.594748089595,316.838405180368,314.255210441426,311.842004389156,309.593232989845,307.501529570285,305.55837811121,303.7548073471,302.082025576161,300.53193987387,299.097516595098,297.773035699583,296.55422237932,295.438361509185,294.42440488315,293.513119669796,292.707278923532,292.011825700398
41,386.847235170393,377.049168930993,374.02762002093,374.383928107422,374.556908494763,374.646289894897,374.702931630137,374.772552677209,374.891849645587,375.089345775458,375.387860706623,375.805830603949,376.355998093422,377.041692908444,377.8494573677,378.479123300369,377.521670911627,376.51263828541,375.590397024625,374.735427227734,373.924649561733,373.13881347888,372.364182487732,371.592155493035,370.818178819184,370.040350089209,369.258309129643,368.472450668928,367.683413920714,366.891827348129,366.09814675743,365.302628334715,364.505333550643,363.706165420493,362.904911353313,362.101315033118,361.295117717331,360.486106577433,359.67415250729,355.573312193917,351.439107276871,347.340111302352,343.334514916239,339.45608010261,335.720649942131,332.135866898317,328.707350589369,325.440852883655,322.342016119749,319.415210105958,316.662538420154,314.083388142134,311.674433098342,309.429989251807,307.342590838676,305.403650129154,303.604149893043,301.935276417917,300.388935851907,298.958110444789,297.637104984037,296.421693609454,295.30919263102,294.298603911228,293.390736133228,292.588417695779,291.896598656622
42,386.808728719421,376.962120263811,373.905481295276,374.258635109202,374.432098420577,374.522131729053,374.579344658448,374.649424689129,374.769178671246,374.967308228496,375.266839066279,375.686417553313,376.238977228866,376.927998697379,377.740059035191,378.373710384248,377.422336277611,376.417399724648,375.498475235715,374.646023344294,373.836985147436,373.052242403835,372.278191959927,371.506391485651,370.73237645739,369.954300303242,369.171827212557,368.385350989608,367.595496261823,366.802871238236,366.007908558823,365.210852449629,364.411745920964,363.61048894129,362.806872143743,362.000651095736,361.191587227793,360.3794952104,359.564279373543,355.445764104041,351.294716845827,347.182043458293,343.166299156606,339.28084973582,335.541044570449,331.95409318306,328.52522517972,325.259842058794,322.16323471475,319.239476187839,316.49041650521,313.915238060506,311.510452786644,309.270250181061,307.187067998436,305.25224877701,303.456730817541,301.791679436059,300.248997856055,298.82169217,297.504087739347,296.291998376275,295.182782272946,294.175486421522,293.27096423315,292.472083368096,291.78381236087
43,386.770938625292,376.877137827479,373.786043173761,374.135890126171,374.30979972111,374.400449792578,374.458216070479,374.528740162014,374.648934731395,374.847688628245,375.148216641568,375.56937712036,376.124288074817,376.816595080792,377.632895873977,378.270486198816,377.325079933445,376.324144181357,375.408451407671,374.558438847575,373.751081116137,372.967377574365,372.193876717446,371.422271547942,370.648193021059,369.869848466699,369.086922605654,368.29980755161,367.509113284583,366.715426876387,365.919164615527,365.120547835936,364.319615736214,363.516258581949,362.710273561143,361.90142947611,361.089509029175,360.274355234424,359.455906363498,355.319996290708,351.152522914958,347.026599117183,343.001065240116,339.108877555127,335.364896037039,331.775906524573,328.346763154994,325.082515479072,321.988126125637,319.067373505707,316.321872187591,313.750595875708,311.349902531722,309.1138585374,307.034807619045,305.104024530012,303.312404488745,301.651092835098,300.111992973751,298.688127358015,297.373849325666,296.165009256586,295.05900638799,294.05492692726,293.153681946347,292.358162112806,291.673356693666
44,386.73382669898,376.79412240615,373.66918355319,374.015577766053,374.189898970913,374.28114036278,374.339434930587,374.410388772752,374.5310166662,374.730377630318,375.031884879401,375.454598104147,376.011833914166,376.707377533515,377.527865342173,378.169349696488,377.229805370388,376.232785823826,375.320236885254,374.472587193341,373.666845522839,372.884139747414,372.111151703891,371.339717531396,370.565553534657,369.786920491059,369.003522069025,368.215748000475,367.424193599079,366.629426586387,365.831843763664,365.031650580574,364.228874394017,363.423409058108,362.615051675937,361.803587479808,360.988821502745,360.17062586885,359.348973219041,355.195944498397,351.01245242394,346.873679820988,342.8386962071,338.940031371443,335.192060647093,331.601155258034,328.171803807686,324.908714248459,321.81653109754,318.898750559518,316.156749364964,313.589308232084,311.192632155135,308.96066756944,306.885666568162,304.958837874357,303.171035029974,301.513384328881,299.97778987113,298.557290621666,297.246267651199,296.040607370347,294.937749246961,293.93682223671,293.038779836393,292.246547769676,291.565128923398
45,386.697357600553,376.71297548199,373.554781982139,373.897590328611,374.072290296412,374.164094925636,374.222897690085,374.29426754768,374.41531764525,374.615273181171,374.917742362335,375.341987217997,375.901510933604,376.600248525341,377.424871782459,378.070206630986,377.136422597048,376.143234967237,375.233748983815,374.388392391696,373.584212125959,372.802455039261,372.029949097169,371.258658539504,370.484388071507,369.705447278473,368.921557301602,368.133104869124,367.340670648202,366.544801420464,365.745881545644,364.944095447084,364.139463853526,363.331877619223,362.521146933994,361.707066691024,360.889467210072,360.068250416797,359.243423676497,355.073548326306,350.874427894281,346.723192786881,342.679082069978,338.77418709855,335.022403713542,331.429697350046,328.000200628231,324.738286496907,321.648300698235,318.733456153451,315.994902103891,313.431231777514,311.038501284602,308.810540129758,306.7395110341,304.816558426736,303.03249546166,301.378430286037,299.846268203935,298.429064782699,297.121228624988,295.918681628163,294.818902705285,293.821062514179,292.926155640155,292.137141108031,291.459033113814
46,386.661492510457,376.633607426579,373.442728176068,373.781827136054,373.956874718912,374.049211924333,374.108504310795,374.18028022277,374.301741815198,374.502279882998,374.80569432829,375.231447076448,375.793226488815,376.495116933911,377.323825819841,377.972968961568,377.044847566544,376.055410997129,375.14891065054,374.305778846388,373.503104853488,372.722254453881,371.950199325831,371.179028348561,370.404631311314,369.625364284515,368.840964508348,368.051815149381,367.258482283625,366.461494300111,365.661217798798,364.857823352797,364.051324239296,363.241611508537,362.428501768453,361.611812591584,360.791392520286,359.967175901856,359.139195665049,354.952750905045,350.738378934225,346.575046931701,342.52211926019,338.611228096666,334.855798783081,331.261399591229,327.831816298197,324.571095207354,321.483295449119,318.571351796908,315.836193768312,313.276232305199,310.887376561758,308.663347826969,306.596215782463,304.677064148933,302.896666935314,301.246115000486,299.717315322857,298.303336322169,296.998625464455,295.7991249811,294.702360673224,293.707549285037,292.815713651143,292.029849284477,291.35497942648
47,386.62621292629,376.555934699515,373.332919028717,373.668193934752,373.843559567614,373.936407615028,373.996170567783,374.068336672061,374.190199437287,374.391308426413,374.695652066715,375.122889821434,375.68689386456,376.391897460117,377.224643823838,377.877554321039,376.955001678239,375.969238524268,375.065649663697,374.224677630525,373.423457160529,372.643471348878,371.871839403445,371.100759062996,370.326222098441,369.546611127809,368.761684013906,367.97181990943,367.177570387167,366.379445957655,365.577796281079,364.772779122561,363.964401443183,363.152555764526,362.337068226417,361.517774221177,360.694547277802,359.867352743468,359.036258471225,354.833498607818,350.604238975501,346.429166584381,342.367710129498,338.451044579971,334.69212699001,331.096136872216,327.666521929642,324.407014816575,321.321384514502,318.412307612997,315.680496239877,313.124183985901,310.739138669996,308.518970330776,306.455663404631,304.540240645581,302.763438049281,301.11633001796,299.590825649925,298.180010061581,296.878358095501,295.681846068319,294.588037854255,293.596190250952,292.707364167327,291.924585282013,291.252883706998
48,386.591484697199,376.479879318437,373.225258005438,373.556602359475,373.73225795391,373.825592451808,373.885808305991,373.958352395758,374.080606377223,374.282275082355,374.587532413403,375.01623309284,375.582430021558,376.290510166162,377.127247427076,377.783885539554,376.866807033479,375.88464694423,374.983898468793,374.145018791336,373.345206729554,372.566047265816,371.794810237886,371.023804346879,370.24910329797,369.469131208872,368.683659916697,367.893060225585,367.097880531952,366.298602816564,365.495564344035,364.688911090702,363.878644873046,363.064660787649,362.24679573517,361.424901855204,360.59888450527,359.768727530339,358.934556694775,354.715740791273,350.471944988199,346.28547005894,342.215762499407,338.293533082515,334.531276448497,330.933791532894,327.504196382024,324.245918516316,321.162445010982,318.256201648602,315.52768921254,312.974968679482,310.593670020649,308.377294636384,306.317743734721,304.405980534406,302.632704234805,300.988973538488,299.466700085426,298.058985765589,296.760332568514,295.566745646176,294.47584053273,293.486898774271,292.601022995741,291.821267430728,291.152666973312
49,386.557281471945,376.405368384967,373.119654599198,373.446969452361,373.622888299353,373.716685934761,373.777337739805,373.850248060664,373.97288364729,374.175101246022,374.481257297014,374.911399578697,375.479762167646,376.190880029526,377.031563093209,377.691890217346,376.780202947018,375.801570042475,374.903593716803,374.066751690519,373.268295120793,372.489927848713,371.719056436149,370.948103982647,370.173221117971,369.392871539352,368.606839733648,367.815491698704,367.019361678319,366.218914644039,365.414472634743,364.606170844275,363.794007062181,362.977880135902,362.157638748807,361.333154782332,360.504351230019,359.671270244061,358.834046868066,354.599429562994,350.341437222645,346.143883299398,342.066189253133,338.138595975533,334.373141709921,330.774252771979,327.344725647309,324.087690839033,321.006361366369,318.102919208218,315.377659594755,312.828475316084,310.450861881758,308.238214536584,306.182353151073,304.274182873492,302.504367204492,300.863949879195,299.344845485521,297.940172753452,296.64446059219,295.45374711546,294.365684985714,293.379593449585,292.496611007071,291.719818974482,291.054254988461
50,386.523578670033,376.332333659665,373.01602384153,373.339217230084,373.515373910918,373.609612383559,373.670683861735,373.743949086673,373.866956994259,374.06971302646,374.376753331025,374.80831661052,375.378816854608,376.092936548166,376.937521728306,377.601500340404,376.695120411142,375.719945639262,374.824675924648,373.989814392767,373.192667458007,372.415057661583,371.644522856497,370.873606825885,370.098519344507,369.317782213918,368.531174326355,367.739062061447,366.941965900424,366.140334280753,365.334474828565,364.524512948459,363.710443496044,362.892170182021,362.069554523459,361.242489021175,360.410923591868,359.574931181128,358.734688080368,354.484519571598,350.212658975143,346.004336108946,341.918907965312,337.986141030435,334.2176232725,330.617416136455,327.188002295309,323.932223020615,320.853024745067,317.952352310215,315.230300881565,312.684599338537,310.310611904321,308.10163006084,306.049394155962,304.144752684574,302.378334448613,300.741168990404,299.225174191168,297.82348568444,296.5306590729,295.342764960185,294.257492461058,293.274197632382,292.394053735293,291.620167688476,290.95757794648
51,386.490353330585,376.260705116405,372.914285862039,373.233272293517,373.409642597949,373.504300559546,373.565776034146,373.639385273866,373.762756527865,373.966040876522,374.273951445816,374.706915798426,375.279526605099,375.996613384631,376.845052726708,377.512651934125,376.611494026222,375.639715269752,374.747089168888,373.914153350102,373.118272145382,372.341386641894,371.571166735075,370.800264770674,370.024961868806,369.243816350832,368.456617290164,367.663725594206,366.865648139791,366.062817397191,365.255527388989,364.443894709609,363.627912349428,362.807489958246,361.982502892382,361.152858025185,360.318554029771,359.479675727684,358.636441777974,354.37096781841,350.08555637502,345.866761879945,341.773840565409,337.836081022251,334.064627136933,330.463183010353,327.033924972141,323.779412486508,320.702328440021,317.804399158138,315.085512704711,312.543242199011,310.17282362779,307.967446994877,305.918774868092,304.017600431414,302.254518820115,300.620546018788,299.107603602558,297.708844142865,296.418844909739,295.233722943346,294.151188745124,293.170639125704,292.293281014428,291.522245514543,290.862570013846
52,386.457583976718,376.190434666722,372.814365490743,373.129065475007,373.305626325988,373.400683324217,373.462547789666,373.536490465505,373.660216385028,373.864019258462,374.172786556195,374.607128748653,375.181827843227,375.901848044479,376.754101849084,377.425284750424,376.529270421321,375.560823895269,374.670775748389,373.839718092449,373.045060611987,372.268867655296,371.498938932232,370.728032514605,369.952498415886,369.17092980078,368.383125015315,367.58943925374,366.790365982756,365.986322273712,365.177589350318,364.364275958151,363.546374261166,362.723800926346,361.89644606306,361.064238536859,360.227205874692,359.385465498651,358.539269547794,354.258729910528,349.96007819059,345.731097347147,341.630913028052,337.68833336916,333.914064403308,330.311460205861,326.882395193353,323.629162386504,320.554183667615,317.658963671123,314.943200339129,312.404310903579,310.037406033458,307.835576443917,305.790408596889,303.892641658352,302.132838065593,300.502000912387,298.992051922443,297.596172268013,296.308953696989,295.126549138955,294.046703823918,293.068849814085,292.194226652232,291.425988253565,290.769169109712
53,386.425250493648,376.121460024817,372.71619189833,373.0265315189,373.203260903213,373.298697329992,373.360934837963,373.435202242919,373.559274425818,373.763586341142,374.073197260398,374.508902501349,375.085660599426,375.808581585165,376.664613954938,377.339341984583,376.448400278424,375.483219642236,374.59569604679,373.76646111631,372.972987080601,372.197456272187,371.427796007328,370.656867345854,369.881086850116,369.099080940026,368.31065639137,367.51616243161,366.716079459032,365.910809601385,365.100622121099,364.285618869788,363.465792212224,362.64106678655,361.81134120983,360.976588724015,360.136844546767,359.29226613952,358.443141052688,354.147774137416,349.836175652041,345.59728236252,341.490055107602,337.542819804143,333.765850904189,330.162159561113,326.733327899462,323.481381172588,320.408494890272,317.515955074773,314.803274285245,312.267717599282,309.904273139584,307.705934433708,305.664213442651,303.769796591634,302.013214515344,300.38545806222,298.878453201801,297.485398405699,296.200911007018,295.02117562898,293.943971570547,292.968765364333,292.096828133789,291.331335281719,290.67731667691
54,386.393334018852,376.053728126081,372.619698270108,372.925608791796,373.102485696061,373.198282739577,373.260880808197,373.335461648595,373.459871957587,373.664683725312,373.975125566939,374.412175767609,374.990968242646,375.716758352024,376.57653055598,377.254770018419,376.368827985194,375.406853565944,374.521798327702,373.694332253627,372.902008358131,372.127110565219,371.357696961119,370.586728950024,369.810687400446,369.028224665575,368.239172616235,367.443856947782,366.642750813619,365.836242301529,365.024589306263,364.207887763684,363.386131233938,362.559251375329,361.727168944007,360.889875551685,360.047437396617,359.200045184441,358.348021761754,354.038060081418,349.713802289379,345.465259688929,341.351200055395,337.399466075454,333.619906870709,330.015197581233,326.586634691764,323.335982215277,320.265175503198,317.375287487858,314.66564990882,312.13337919618,309.773343633482,307.578441565249,305.540112010892,303.648989798451,301.895574726397,300.270845977367,298.76673407252,297.376450013313,296.094650878901,294.917538174003,293.84292946056,292.870324948509,292.001026350741,291.238229271718,290.5869572578
55,386.361808693841,375.987188993687,372.524821509948,372.826239019033,373.003243370579,373.099382970905,373.162328165001,373.237212934519,373.361953484246,373.567252140343,373.878516646435,374.316894269812,374.897697237001,375.626325738344,376.489800137986,377.171518186983,376.290505264803,375.331679416346,374.449038383382,373.623299685232,372.832081373894,372.057790925315,371.288603056634,370.517579234551,369.741262487391,368.95833532184,368.168637038113,367.372486558931,366.570344556316,365.762585361719,364.949456544692,364.131048964711,363.307358346924,362.478318900796,361.64389059338,360.804067814149,359.958953561475,359.108771915904,358.253880870274,353.929552588815,349.592913783991,345.334974810896,341.214284410216,337.258201664887,333.476156627578,329.870495111172,326.442231052904,323.192883454183,320.124143486919,317.236879597417,314.530247053396,312.001217040539,309.644540537559,307.453022660892,305.418030971675,303.530149871151,301.779849179958,300.158096988969,298.656828665763,297.269272412258,295.990110874702,294.815575972638,293.74351529041,292.773470991902,291.906765357556,291.146615970717,290.498038417054
56,386.33067386829,375.92179550786,372.431501970916,372.728367044862,372.905479656993,373.001944464814,373.065219964683,373.140403333048,373.265466477965,373.47124735366,373.78331860552,374.223006639624,374.80579692023,375.53723396687,376.404373965192,377.089538566223,376.21338646091,375.257645659866,374.377371179492,373.553318164072,372.76317207053,371.989459894326,371.220477656131,370.449382168786,369.672776565552,368.889372152074,368.099014984386,367.302017081016,366.498826915214,365.689805686528,364.875191362469,364.055070651096,363.229442388497,362.398251321241,361.56147618555,360.719136000877,359.871363834355,359.018417237138,358.160689164565,353.822218143938,349.473467832347,345.206375760738,341.079247772938,337.118959576763,333.334528312849,329.727977034415,326.300046556672,323.052007079288,319.985321086556,317.100650423024,314.396989762573,311.871156574694,309.517790902992,307.329606489237,305.297900875597,303.413209164437,301.665972001667,300.047146980622,298.548674571163,297.163797704814,295.887231839821,294.715231451448,293.64567896522,292.678148943362,291.813992147738,291.056443977482,290.410510475152
57,386.299906026226,375.857503196027,372.339683209849,372.631940613553,372.809143134847,372.905916473164,372.969508683128,373.044982847806,373.170361170864,373.376615874405,373.689482280743,374.130464213638,374.715219301593,375.449435890578,376.320205884315,377.008785779292,376.137428352062,375.184726429274,374.306763592592,373.484349806631,372.69524168319,371.922082012491,371.153286072534,370.382103638357,369.605195979934,368.821301917083,368.030273637059,367.232416154381,366.428166035522,365.617871961501,364.801763038428,363.979922722316,363.152346479448,362.319012674815,361.479897378286,360.635052174494,359.784640545042,358.928953556594,358.068418913706,353.716024761826,349.355424015818,345.079412958621,340.946032610521,336.981676029115,333.194953629584,329.587572010266,326.160004822041,322.913279239621,319.848634513308,316.966534562819,314.265805974079,311.743127081869,309.39302553228,307.208125483977,305.179655845521,303.29810349663,301.55388072906,299.937935142199,298.442212597167,297.059973203167,295.785957663128,294.616449953888,293.549364371036,292.584305560243,291.722656449913,290.967664544276,290.324326313395
58,386.269490412194,375.794270041784,372.249311763284,372.536910169465,372.714185036726,372.811250865186,372.875152509554,372.950904062683,373.076590364749,373.283310745746,373.596961050148,374.039220846577,374.625918877269,375.362886810721,376.237252145571,376.929216819765,376.062589982298,375.112874839279,374.237174959555,373.416358609545,372.628255615388,371.855623679145,371.08699543372,370.315711311987,369.538488834777,368.754093117388,367.962376026544,367.163653084024,366.358331744564,365.546754528923,364.729142481622,363.90557667838,363.076057262778,362.240575612823,361.399127304317,360.55178985661,359.698757451525,358.840354681319,357.97704376215,353.6109418899,349.238743707404,344.954039063782,340.814584074489,336.846290321246,333.057367599919,329.449212204852,326.022036363352,322.776629776543,319.714013701741,316.834458738773,314.136627257653,311.617061411794,309.270178724018,307.088515495087,305.063233337071,303.184771940369,301.443516039995,299.830403744687,298.337381659191,296.957741752156,295.686235081292,294.519179622458,293.454520989049,292.491894742234,291.63271054167,290.880231398662,290.239441228839
59,386.239413112011,375.732056310535,372.160336942589,372.44322867404,372.620559068592,372.717898789932,372.782101376455,372.858121967029,372.984109256948,373.191287395348,373.505710660948,373.949232740409,374.537852461409,375.277544310306,376.155471238945,376.850790889826,375.988832506147,375.042053692895,374.168569730311,373.34931075827,372.562181057918,371.790053025363,371.021571081638,370.250174519742,369.472624873485,368.687715873748,367.895304239987,367.0956988754,366.289295423209,365.476425274199,364.657302119214,363.831998076056,363.000541136514,362.162914213596,361.319140500309,360.469323939984,359.61368964026,358.752595720975,357.88653863711,353.506938254277,349.123389927451,344.830208844983,340.68484983438,336.712744600574,332.921708359373,329.312833075829,325.886075102758,322.641991980014,319.581388653539,316.704356956676,314.00938856737,311.492895745446,309.149188039475,306.970715560842,304.948573915957,303.073156625066,301.334821568705,299.724494034499,298.234138013483,296.857051372155,295.588013481508,294.423371166766,293.361100853802,292.400868297716,291.54410907844,290.794100570791,290.155812697714
60,386.2096609917,375.670824390222,372.072710646382,372.350851438057,372.528221245084,372.625823112338,372.690312262822,372.766593795411,372.892875280645,373.100503476455,373.415689071468,373.860458287726,374.450979031354,375.193368101482,376.074823744122,376.773469252066,375.916119046683,374.972227712649,374.100914190421,373.283173808051,372.496986868273,371.725339797335,370.956990310259,370.185464141525,369.407575368659,368.622141819004,367.829024568824,367.028525864889,366.221029875087,365.406857521759,364.58621579382,363.759175912581,362.92577301202,362.086003885246,361.239912799988,360.387630568359,359.529413437508,358.665652999178,357.796879661622,353.403990007881,349.009327272356,344.707879042961,340.556779922914,336.580983691588,332.787916955669,329.178373156585,325.752058119654,322.509302362817,319.450702649245,316.57616639405,313.884028048965,311.370569372553,309.029994088466,306.854667698416,304.835621055518,302.96320247796,301.227743750766,299.620161558394,298.13242612214,296.757852628931,295.491244735554,294.32897775251,293.269058329601,292.311181857571,291.456808937187,290.709230255427,290.073400379867
61,386.180221641758,375.610538645589,371.986387188455,372.259735967646,372.437129738348,372.53497943056,372.599744257382,372.676278880482,372.802847958411,373.010918721953,373.326856306159,373.772857927953,374.365259585491,375.110319885522,375.995272192813,376.697215093473,375.84440214863,374.903363370624,374.034176300127,373.217917068361,372.432643460018,371.66145524932,370.893221567036,370.121549390433,369.343313021196,368.557343998662,367.763510408066,366.96210206828,366.15350939788,365.338025939562,364.515851242904,363.687078675795,362.851729069961,362.00982127611,361.161421247821,360.306687077729,359.445906323579,358.579503972717,357.708044076705,353.302068345055,348.896521820791,344.587008264717,340.430326583787,336.450954930955,332.655937164059,329.045773861546,325.619925479064,322.378500455495,319.321892014928,316.449827254603,313.760483537631,311.250024510447,308.912540324145,306.740316711514,304.724320945675,302.854857092324,301.122231541143,299.517348030637,298.032197654748,296.660098468988,295.395883024085,294.235954741211,293.178350034613,292.222793176299,291.370769072617,290.625580653186,289.992165780252
62,386.151083326205,375.55116528456,371.901323139773,372.169841822734,372.347244739002,372.44532845158,372.51035842266,372.587138437975,372.713988767404,372.922489831685,373.239174322266,373.686394015192,374.280657012667,375.028363224074,375.916780942207,376.621993400469,375.773670147794,374.835422228435,373.968325599101,373.153511359587,372.369122701196,371.598372045417,370.830238097756,370.058410134288,369.279811867514,368.493296778102,367.698736461974,366.896413953695,366.086705577572,365.269906451382,364.446199474152,363.615683252922,362.77838667667,361.934344193043,361.083644019586,360.226471905175,359.36314685805,358.494127157139,357.620010168043,353.20114760702,348.784941043534,344.467556871404,340.305444186923,336.322608015037,332.525715334263,328.91497930735,325.489620029946,322.2495286158,319.194899216102,316.325282551633,313.638705337432,311.131206081094,308.796772903823,306.627610013201,304.614622322965,302.748070541177,301.018236338722,299.416015647115,297.933406564795,296.563744067744,295.301884701595,294.144259641067,293.088934555462,292.135662009744,291.285950384426,290.543113856789,289.912072278645
