p_bar,of_1,of_1_5,of_2,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_1,of_3_2,of_3_3,of_3_4,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
13,1.19172931908295,1.22607577908138,1.25465663626783,1.27842838254736,1.28244771329274,1.28624284434373,1.28989350231201,1.29345728845917,1.29697119381663,1.30045788019466,1.30393158700861,1.30740220263307,1.31087716949944,1.31436116994563,1.31785250584076,1.32111068077513,1.32254838908401,1.32391789658872,1.32531398072705,1.32672000654207,1.32811285357102,1.32946837828522,1.33076534986317,1.33198824028978,1.3331282454524,1.33418256765589,1.33515282593932,1.33604347011414,1.33686029039844,1.33760957106835,1.33829744442444,1.33892960829014,1.33951118262903,1.34004666562696,1.34053994612086,1.34099434895086,1.34141269111926,1.34179734202303,1.34215028341911,1.34348856872068,1.34419961994068,1.34437217236825,1.34410432101577,1.34349992522195,1.34264754854672,1.34161289152012,1.34044433452755,1.33918107278575,1.33785780759431,1.3365055625497,1.33515084722836,1.33381487297485,1.33251350699464,1.33125785152098,1.33005517264915,1.3289099975431,1.3278251196314,1.32680248243125,1.32584387801083,1.32495145558159,1.32412807942721,1.32337760103436,1.32270511744459,1.32211730273987,1.32162287579056,1.32123329877553,1.32096379987885
14,1.19165165604805,1.22583195918079,1.25426519590296,1.27799816444588,1.28202139839972,1.28581953818657,1.2894717117236,1.29303579658513,1.29654936590432,1.30003566472521,1.30350950067771,1.30698129192238,1.31045897023483,1.31394773698675,1.31744623463396,1.32071107125394,1.322161056836,1.32353919734767,1.32494278883518,1.32635458160596,1.32775095384117,1.32910766570921,1.3304038047942,1.33162445417515,1.3327614142757,1.3338123879825,1.33477938189816,1.33566695653425,1.33648098535495,1.33722770076652,1.33791315909566,1.3385429687919,1.33912212861879,1.33965503081417,1.34014545874838,1.34059663901699,1.34101129954905,1.3413917314065,1.34173985021551,1.34304367645506,1.34370415530315,1.34381808244982,1.34349364115202,1.34284093581599,1.34195056144178,1.34088808416776,1.33970097866472,1.33842722261062,1.33710012992337,1.33574930439762,1.33439994915949,1.33307217049702,1.33178095406185,1.33053671913824,1.32934623621796,1.32821366646545,1.32714154944695,1.32613168969416,1.32518582124439,1.32430610617567,1.32349547923377,1.32275790991239,1.32209865561318,1.32152459386333,1.32104469685169,1.32067074223171,1.32041835064128
15,1.1915800559031,1.22560680757524,1.25390098859477,1.27759640304256,1.28162304502712,1.28542385718528,1.28907737188376,1.2926416831361,1.29615489174078,1.29964080710846,1.30311476093474,1.30658767101654,1.31006796642267,1.31356135945523,1.3170668083527,1.32033815116758,1.32179977810414,1.32318600544636,1.32459655343957,1.32601359231079,1.32741306548503,1.32877068478323,1.33006587801806,1.33128428824643,1.33241831371384,1.33346610210143,1.33442995827859,1.33531460036579,1.33612591881421,1.33687011326757,1.33755316180505,1.33818057557655,1.33875724837048,1.33928746881861,1.33977492121561,1.34022274086747,1.34063357402072,1.34100963520165,1.34135279418976,1.34262194085939,1.34323313254642,1.34329155951875,1.34291475553131,1.34221807111315,1.34129350564885,1.34020624344911,1.33900281214006,1.33772003224537,1.33638994421984,1.33504086612462,1.33369682244444,1.33237692139472,1.33109534960182,1.3298619093897,1.32868290897529,1.32756217669849,1.32650202882585,1.32550414145474,1.32457019987849,1.32370238328304,1.322903696997,1.32217822499224,1.32153137819882,1.32097022761462,1.32050398509343,1.32014472536644,1.31990843582493
16,1.19151361906499,1.2253977717125,1.25356047923705,1.27721945821198,1.28124908556675,1.28505227826063,1.28870697681909,1.29227145027301,1.29578427520548,1.29926980493995,1.3027438692161,1.30621785684218,1.30970068881108,1.31319857506248,1.31671077907901,1.31998849383071,1.32146119062563,1.32285503114112,1.32427204115134,1.32569386642492,1.32709608063667,1.32845437190296,1.32974851965527,1.33096471855282,1.33209589970523,1.33314063073075,1.33410147501801,1.33498329145525,1.33579197112484,1.33653367850829,1.33721431399881,1.33783929308785,1.33841341400832,1.33894086242661,1.33942523127681,1.33986957104585,1.34027644696135,1.34064802872984,1.34098611872788,1.34222049008636,1.34278373242273,1.34278957657945,1.34236417663152,1.3416272676422,1.34067175799817,1.33956227360205,1.33834437379768,1.33705379757288,1.33572139586184,1.3343743201818,1.33303552413669,1.33172320799431,1.33045082914168,1.3292276246032,1.32805947251887,1.32694991135651,1.32590103716897,1.32491441589427,1.32399169180867,1.32313506487043,1.32234761083618,1.32163352470977,1.32099836483684,1.32044938655605,1.31999602916034,1.319650647779,1.31942957353775
17,1.19145162851525,1.22520277728474,1.25324077199576,1.27686434889869,1.28089659565587,1.28470191359417,1.28835765747935,1.29192223640778,1.29543466994787,1.29891981102457,1.30239396735643,1.30586899482986,1.30935428608519,1.31285653861072,1.31637533301103,1.3196592736775,1.3211425387394,1.32254356640827,1.32396660653895,1.3253928236666,1.32679745663558,1.32815622023795,1.32944924810837,1.33066325557454,1.33179166479387,1.33283346490311,1.33379141377549,1.33467047826656,1.33547658640806,1.33621583025784,1.33689404957131,1.33751655549923,1.33808806607415,1.33861266162119,1.33909385182164,1.33953460205999,1.3399374278407,1.34030442492942,1.34063735922584,1.34183698995848,1.34235363104823,1.34230961106653,1.34183898460217,1.34106512953416,1.34008147049942,1.33895194984299,1.33772116411351,1.3364238138889,1.33508966291173,1.33374478906089,1.33241116692704,1.33110616565357,1.32984257296494,1.32862909995854,1.32747124700998,1.32637225611043,1.32533403959134,1.32435805947978,1.32344592579191,1.32259986216148,1.32182301433729,1.32111968534199,1.32049557503236,1.31995811499926,1.31951696078399,1.31918473290377,1.31897808525667
18,1.19139349711762,1.22502011687426,1.25293946959726,1.27652860765557,1.28056314179766,1.28437036631509,1.28802703268769,1.29159166663627,1.29510369624495,1.29858843960141,1.30206268335427,1.30553871605194,1.30902640420928,1.31253291276574,1.31605812644731,1.31934817731471,1.32084154801525,1.32224937110396,1.32367805807035,1.3251083127731,1.32651508820261,1.32787415250944,1.32916599805575,1.33037783887774,1.33150356672612,1.33254251655219,1.33349767254958,1.33437407019709,1.33517764260009,1.33591445055454,1.33659024140012,1.33721024355521,1.33777908394595,1.33830075400199,1.33877867521409,1.33921575855612,1.33961443941887,1.33997677009932,1.34030448120126,1.34146949513339,1.34194088733874,1.34184953471245,1.34133670727374,1.34052878757288,1.33951940434154,1.3383717288497,1.33712940630562,1.33582615380788,1.33449072531229,1.33314820977001,1.3318196818277,1.33052174565074,1.32926657070865,1.32806238532781,1.32691432604174,1.32582536843021,1.32479726455601,1.32383136855963,1.32292926669463,1.32209320865254,1.3213264097587,1.32063327792151,1.32001964933663,1.31949312424586,1.319063564294,1.31874384178758,1.31855091402822
19,1.19133875281349,1.22484836908191,1.25265455915395,1.27621015043211,1.28024669926126,1.28405561869351,1.28771309956089,1.29127774812173,1.29478936234721,1.29827371264999,1.30174802685509,1.30522503280806,1.30871505083069,1.31222571524034,1.31575719681492,1.31905323442158,1.32055630271737,1.32197058141415,1.32340455970078,1.32483853647369,1.3262472105284,1.32760642815062,1.32889704083796,1.33010674077853,1.33122985877754,1.3322660531547,1.33321849375466,1.33409229025618,1.33489337342529,1.3356277548075,1.33630110666068,1.33691857215122,1.33748468706781,1.33800336388634,1.33847795414228,1.33891128704384,1.33930574779451,1.33966334560216,1.33998578232493,1.34111637859891,1.3415438609614,1.34140753251477,1.34085523077604,1.34001579398103,1.33898280638079,1.3378186084339,1.33656591250004,1.33525750384731,1.33392119538672,1.33258116105313,1.33125764425672,1.32996654152379,1.32871944407432,1.32752414547226,1.32638542861837,1.32530602448037,1.32428754075361,1.32333122917407,1.3224386583496,1.32161210608911,1.3208548566471,1.3201714200128,1.3195677638085,1.31905165000559,1.31863313710543,1.31832533646254,1.31814548464687
20,1.19128699207549,1.22468633866874,1.25238435092801,1.27590722595568,1.27994553202651,1.28375597433175,1.28741417407645,1.29097879218557,1.29448998136985,1.29797393647795,1.30144831131933,1.30492626087096,1.30841854978503,1.31193327349212,1.31547088196241,1.3187728011105,1.32028518408754,1.32170560016625,1.32314455815872,1.32458197421769,1.32599232811218,1.32735157426785,1.32864091310868,1.32984848445268,1.33096906534477,1.33200258983701,1.33295238878062,1.33382364099807,1.33462226943738,1.33535422917317,1.33602513636923,1.33664003396463,1.33720337369018,1.33771900694339,1.33819019470729,1.3386197099361,1.33900988732867,1.3393626989393,1.33967982403963,1.34077626265538,1.34116115139392,1.34098204193631,1.34039273183781,1.33952404250642,1.33846931563189,1.33729002175894,1.33602796331066,1.33471504198417,1.33337819100309,1.33204073425287,1.33072214143158,1.32943765936709,1.32819833719991,1.32701155206305,1.32588176887298,1.3248114902408,1.3238021757495,1.32285499765082,1.3219715062462,1.32115400915983,1.32040585892344,1.3197316641786,1.31913752147409,1.31863134608259,1.3182233854277,1.31792697852274,1.31775963109939
21,1.19123788042235,1.22453301149995,1.25212739074069,1.27561832730229,1.27965817252084,1.28346997817819,1.28712880000992,1.29069335101491,1.29420411043506,1.29768766875321,1.30116209509018,1.30464095181022,1.30813546899675,1.31165415821844,1.31519775718957,1.31850545744162,1.3200268100847,1.32145307977056,1.3228967278385,1.32433732847354,1.32574917302269,1.3271083257024,1.32839636515359,1.32960184616592,1.3307199384589,1.33175086336441,1.33269808582916,1.33356684318842,1.33436304597824,1.33509259742717,1.33576104205876,1.33637333596025,1.33693386934824,1.33744640019049,1.33791412746742,1.33833976695377,1.33872560818019,1.33907359166538,1.33938537986648,1.34044796987754,1.3407915518256,1.34057170649029,1.33994762560037,1.33905170678244,1.33797689137898,1.33678375631213,1.33551321962175,1.33419634441399,1.33285923916692,1.3315244352172,1.33021068396907,1.32893261940182,1.32770079068484,1.32652218222695,1.32540096036741,1.32433941368962,1.32333885859838,1.32240041003212,1.3215255886036,1.32071673834712,1.31997727925746,1.319311916744,1.31872687002866,1.31823020378157,1.31783234581477,1.31754685191569,1.31739148216122
22,1.19119113142618,1.22438751514655,1.25188243156125,1.27534215950051,1.2793833455589,1.28319637086478,1.28685573867089,1.29042018931997,1.29393050224487,1.2974136623297,1.30088812912519,1.30436787599776,1.30786456821796,1.31138713833151,1.31493660269369,1.31824998585782,1.31977999110581,1.32121185117727,1.32265992820212,1.32410348297486,1.32551664659152,1.32687561562622,1.32816232124815,1.32936573748843,1.33048140147596,1.33150978566657,1.33245448959054,1.3333207952958,1.33411459699486,1.33484174542719,1.33550770276756,1.33611738309474,1.33667506449031,1.33718444526708,1.33764866085811,1.3380703746395,1.33845183606097,1.33879495942285,1.33910139577256,1.34013048576706,1.34043401379147,1.34017533975805,1.3395185248449,1.33859719213345,1.33750375717051,1.33629789101469,1.33501965051163,1.33369930846101,1.33236220160676,1.33103010867433,1.32972111474521,1.32844927538378,1.32722468501868,1.32605394432783,1.32494094323861,1.32388776908183,1.32289560907062,1.32196551240398,1.32109898805958,1.32029841269826,1.3195672731673,1.31891036912121,1.31833403849318,1.31784648983325,1.31745832397151,1.31718329693437,1.31703942925407
23,1.19114650118174,1.22424911173889,1.2516483930776,1.27507759905739,1.27911994799772,1.28293406295474,1.28659390382141,1.29015822384181,1.29366808719821,1.29715084770811,1.30062533390529,1.3041059570425,1.30760477450798,1.31113114589838,1.31468635852018,1.31800532071918,1.31954369601348,1.32098090431308,1.3224331609163,1.32387947079923,1.32529379929493,1.32665249879316,1.32793783575706,1.32913922525164,1.33025251177503,1.33127841309661,1.33222065015489,1.33308454209557,1.33387596349706,1.33460070622883,1.3352641775807,1.33587120415221,1.33642600296976,1.3369321867253,1.33739284953941,1.33781059486984,1.33818764094164,1.33852588087308,1.33882695935627,1.33982292949071,1.34008761963507,1.33979189710782,1.33910420771722,1.33815909742902,1.33704835657072,1.33583074676017,1.3345454948564,1.33322211601819,1.33188521660839,1.33055587914514,1.32925155946715,1.32798577435196,1.32676817727386,1.32560501988571,1.32449992676213,1.32345479550871,1.32247069238533,1.32154860642523,1.32069003795806,1.3198973974456,1.31917423762897,1.31852545012557,1.31795748783271,1.31747869807383,1.31709984786355,1.31683489049822,1.31670207503474
24,1.19110378516958,1.22411714368786,1.25142433332315,1.27482366494295,1.27886701641681,1.28268210296924,1.28634235037157,1.28990650637352,1.29341591920268,1.29689827891765,1.30037279164442,1.30385425800768,1.30735514596003,1.31088524325077,1.31444610589207,1.31777055980594,1.31931702516832,1.32075935795474,1.32221558438402,1.3236644486584,1.32507980305589,1.326438157111,1.32772211939355,1.32892148825708,1.33003245091529,1.3310559218503,1.33199573830789,1.33285724983598,1.3336463085696,1.33436865296242,1.33502962332045,1.33563397369445,1.33618585090122,1.33668880298819,1.33714586951245,1.33755961006791,1.33793221241987,1.33826555324714,1.33856127560436,1.33952453107316,1.33975156080433,1.33942045319015,1.33870359188573,1.33773618453847,1.33660931792621,1.33538084704387,1.33408919637548,1.33276315952329,1.3314266530055,1.33010010425939,1.32880037739225,1.32754048179584,1.3263296547583,1.32517381778299,1.32407634424549,1.32303895248783,1.32206259087339,1.32114820649715,1.32029728063881,1.31951226265114,1.31879677050194,1.31815578548238,1.3175958719535,1.31712551123334,1.31675563008076,1.31650037050205,1.31637819786415
25,1.19106279560609,1.22399105418407,1.25120942608751,1.27457949546682,1.27862370445341,1.2824396550083,1.28610024804524,1.28966422013221,1.29317317088514,1.29665512868263,1.30012966081198,1.30361194510935,1.3071148689958,1.31064861064408,1.31421501999911,1.31754488506285,1.31909918904044,1.3205464391966,1.32200643289106,1.32345767681235,1.32487393135255,1.32623187264805,1.32751444605608,1.32871182426836,1.3298205001891,1.33084158850014,1.33177902591927,1.33263818648824,1.33342489137504,1.33414484402383,1.3348033008364,1.33540495188698,1.33595387091878,1.33645356266789,1.336906998225,1.33731670347626,1.33768484012088,1.33801327289734,1.33830364761795,1.33923461321782,1.33942512054868,1.33906018382899,1.33831571363473,1.33732735369246,1.33618542591425,1.33494688637299,1.33364938437894,1.33232102552077,1.33098507338773,1.32966133743558,1.3283661238262,1.32711196283878,1.32590769800424,1.32475893769351,1.32366881696045,1.32263888440009,1.32166998164532,1.32076300028497,1.31991943340287,1.31914175021146,1.31843363817527,1.31780016615379,1.31724800668182,1.31678577049924,1.31642453163637,1.31617863242134,1.31606672339352
26,1.19102338468341,1.22387034237084,1.25100293923579,1.27434432966643,1.27838926455815,1.28220598073702,1.28586686348244,1.28943062834403,1.2929391114594,1.29642066630344,1.29989521108966,1.30337829658409,1.30688320828837,1.31042054178248,1.31399238958929,1.31732757829724,1.31888949093437,1.32034146590889,1.32180503962902,1.32325850279864,1.32467553830296,1.32603301193187,1.32731418518307,1.32850959562041,1.32961602504541,1.33063477432213,1.33156987015574,1.33242670585213,1.33321107540107,1.3339286299449,1.33458456092589,1.33518349101118,1.33572942953337,1.3362258242795,1.33667559474555,1.33708124330036,1.33744489794504,1.33776841965962,1.33805346111707,1.33895257670902,1.3391076599712,1.33871035130105,1.33793971078998,1.33693162325038,1.33577559841792,1.33452770075663,1.33322484253592,1.3318944610221,1.3305592043942,1.32923829777456,1.32794751994092,1.32669894769202,1.32550105093746,1.32435914061924,1.32327612514455,1.32225339207816,1.32129168246843,1.32039184161145,1.31955536169521,1.31878474725838,1.31808374946182,1.31745752268482,1.31691284454518,1.3164584509637,1.31610556382506,1.31586869954154,1.31576670176831
27,1.19098541004324,1.22375457028901,1.25080423391318,1.27411749218938,1.27816302847006,1.28198042475288,1.28564154570161,1.28920508184913,1.29271309223569,1.29619423994557,1.29966878821257,1.30315266160941,1.30665952642952,1.31020038425594,1.31377758192971,1.3171180146774,1.3186873130147,1.3201438334531,1.32161081350151,1.32306634824317,1.32448406554526,1.32584100023057,1.32712077744437,1.32831424214625,1.32941846244024,1.33043491256716,1.33136770066101,1.33222222842765,1.33300427963471,1.33371943472756,1.33437282792196,1.3349690168366,1.33551194926003,1.33600501336587,1.33645110246709,1.33685266984399,1.33721183129247,1.33753044419583,1.33781017188718,1.33867788860191,1.33879860670236,1.33837029225897,1.33757480865486,1.33654811322044,1.33537886754428,1.33412226198848,1.3328144864044,1.33148234992316,1.33014791251049,1.3288298455404,1.32754342319234,1.32630030689821,1.32510859659975,1.32397332488018,1.32289718426125,1.32188140925776,1.32092664614132,1.32003369758537,1.31920405693702,1.31844026453765,1.31774613441042,1.3171269045211,1.3165894545475,1.31614264168594,1.315797830396,1.31556970388207,1.31547728892365
28,1.1909487459323,1.22364334979567,1.25061272702298,1.27389838091109,1.27794441372171,1.2817624025996,1.28542371419181,1.28898700176584,1.29249453475207,1.29597527739145,1.29944982585919,1.30293446306988,1.30644324439541,1.30998756598325,1.31357002484027,1.31691562100989,1.31849210485238,1.31995300320666,1.32142322806839,1.32288069425625,1.32429900218838,1.32565536185057,1.32693371790779,1.32812526456254,1.32922731047862,1.33024149268171,1.33117200310588,1.33202425542795,1.33280398809117,1.33351674518881,1.3341675890601,1.33476101793916,1.3353009209279,1.33579063556174,1.33623301517963,1.33663048498734,1.33698514661291,1.33729885761497,1.33757329551261,1.33841007258362,1.33849744558229,1.33803940773883,1.3372203083339,1.33617603147907,1.33499436393566,1.33372963760526,1.33241734480449,1.33108369363363,1.3297501841868,1.32843496203513,1.32715282684036,1.32591503150282,1.32472933723435,1.32360050647137,1.32253102571798,1.32152198381017,1.32057393746699,1.31968765025085,1.31886461847254,1.31810741865871,1.3174199268842,1.31680746279651,1.31627700538009,1.31583752929747,1.31550053659395,1.31528087060947,1.31519773170262
29,1.19091329396667,1.22353633538627,1.25042791369931,1.27368645671413,1.27773288591131,1.28155139087293,1.28521284908342,1.2887758696872,1.29228292097761,1.2957632579189,1.29923780058853,1.30272317710576,1.306233847136,1.30978157478125,1.31336921030112,1.3167198957786,1.31830337401515,1.31976849337032,1.32124181256411,1.32270108060965,1.32411989555567,1.32547563715239,1.3267525731646,1.32794221595281,1.32904211986766,1.33005407291593,1.33098233404632,1.33183232365249,1.33260974886755,1.33332010215712,1.33396838558357,1.33455903690526,1.33509588927568,1.33558223263641,1.33602087784882,1.33641424351144,1.33676440279307,1.33707322293995,1.33734239891996,1.33814870095368,1.3382037061929,1.33771715482922,1.33687557696856,1.33581466229685,1.33462130369727,1.3333489915345,1.33203254452842,1.33069759503312,1.32936510938094,1.32805273294523,1.32677481398507,1.32554221630597,1.32436237782193,1.32323980278607,1.32217678077881,1.3211742617488,1.32023271775681,1.31935287640759,1.31853623354598,1.31778541749041,1.31710435020412,1.316498436372,1.31597475162818,1.31554237780048,1.31521296995429,1.31500150505013,1.31492735467794
30,1.19087895470686,1.2234332182556,1.25024932785291,1.27348123125785,1.27752796866756,1.28134691899448,1.28500848297636,1.28857121953083,1.29207778516798,1.29555771563167,1.29903224697539,1.30251835291686,1.30603087164395,1.30958195028204,1.31317468177821,1.31653039200434,1.3181206694211,1.31958987125551,1.32106614416746,1.32252710380077,1.32394633911544,1.32530142390537,1.32657693623396,1.32776469469035,1.32886248681311,1.32987223581736,1.33079827887026,1.33164602220599,1.33242114651407,1.33312909317088,1.33377480550143,1.33436266298984,1.33489644550345,1.33537939844078,1.33581429919632,1.33620354589499,1.33654920400634,1.3368531480182,1.3371170933593,1.33789338817429,1.33791697538213,1.33740303967455,1.33654003951726,1.33546335670496,1.33425897743733,1.33297956833093,1.33165929746314,1.33032324506449,1.32899186784013,1.32768233447078,1.32640856305359,1.32518104362814,1.32400691237252,1.32289041908132,1.32183366724423,1.32083747421118,1.31990223193123,1.31902863494036,1.31821818504951,1.31747354786205,1.31679870518199,1.31619914007936,1.31568202227697,1.31525654383786,1.31493448917201,1.31473098201928,1.31466555024616
31,1.19084564332956,1.2233337213507,1.25007654867852,1.27328227468406,1.27732923214592,1.28114855641177,1.2848101941011,1.28837263071823,1.29187870403289,1.29535822869366,1.29883274330783,1.30231956450789,1.3058339001674,1.30938827716981,1.31298602749608,1.31634669489135,1.317943609107,1.31941674684576,1.32089584185086,1.3223583842093,1.32377795385709,1.3251323594556,1.32640644566395,1.32759233851803,1.32868804704662,1.32969562625602,1.33061946872649,1.33146498052056,1.33223780943551,1.33294334636453,1.33358647743493,1.33417152259482,1.33470222129949,1.33518176707405,1.33561291042898,1.33599802227604,1.33633919374129,1.33663827959922,1.33689702854264,1.3376437852282,1.33763686371122,1.33709661155852,1.33621317179263,1.33512152433283,1.33390674102674,1.33262068304355,1.33129688980307,1.32995991152315,1.32862971270741,1.32732302168503,1.32605333124922,1.32483078137823,1.32366221243706,1.32255163713466,1.32150097828026,1.32051092648358,1.31958179770634,1.31871425193415,1.317909811094,1.31717116544202,1.31650236008659,1.31590895482793,1.31539821109306,1.31497942796665,1.31466451490213,1.31446873678496,1.31441176956851
32,1.19081159317159,1.22323759522395,1.24990920983317,1.27308918708335,1.27713628715645,1.28095593022981,1.28461760055984,1.28817972243135,1.29168530298024,1.29516441981921,1.29863891275282,1.30212643229385,1.30564255449373,1.30920017948679,1.31280287477469,1.31616843424024,1.31777182411595,1.31924876735951,1.32073056101447,1.32219458470756,1.32361443247336,1.32496811570192,1.32624077436511,1.32742481955331,1.32851847096355,1.32952390670869,1.33044556978552,1.33128886325227,1.33205940140673,1.33276252532341,1.33340306546926,1.33398528775255,1.33451288364104,1.33498900775373,1.3354163834006,1.33579736716228,1.33613404975808,1.33642829835586,1.33668188771699,1.3373995750602,1.33736301952033,1.33679745787909,1.33589449452972,1.33478862647318,1.33356400774216,1.33227171263454,1.33094467292739,1.32960692950607,1.3282779801824,1.32697411377061,1.3257084448037,1.32449075882188,1.32332761741874,1.32222280567331,1.32117807296781,1.32019398861101,1.31927079651307,1.31840912874401,1.31761051604186,1.3168776860715,1.31621474219051,1.31562731940183,1.31512276154162,1.31471049252168,1.31440252202103,1.31421425750195,1.31416551537307
33,1.19078008900143,1.22314461453683,1.24974696551782,1.27290161010573,1.27694878019041,1.28076868550493,1.28443035544901,1.2879921487484,1.29149723340539,1.29497594178448,1.29845040817831,1.30193861148865,1.30545649110922,1.30901731581154,1.31262488523479,1.31599527394204,1.31760498700378,1.31908561270257,1.32056998900329,1.32203539933526,1.32345546256601,1.32480839484436,1.32607962538334,1.3272618401279,1.32835345303855,1.32935677599381,1.33027627894591,1.33111736596041,1.33188561723103,1.33258632472871,1.33322426479338,1.33380365138013,1.33432813045188,1.33480082048696,1.33522442056007,1.33560127593181,1.33593347394936,1.33622291467463,1.33647138349959,1.33716046864762,1.33709512044904,1.33650519983976,1.33558356830328,1.33446417014979,1.33323024158245,1.33193208867209,1.33060205562048,1.32926369343992,1.32793605244444,1.32663500535737,1.32537329069632,1.32416036789455,1.32300252635748,1.32190333226687,1.32086436833657,1.31988608765462,1.31896866571209,1.31811270897663,1.31731975823706,1.31659257358727,1.31593533067987,1.31535372336839,1.31485518746509,1.31444924861011,1.3141480329839,1.31396707876251,1.31392633543149
34,1.19074940833804,1.22305457509587,1.24958950543525,1.27271921569834,1.27676638918526,1.28058650402982,1.28424813668004,1.28780959450202,1.29131417889713,1.29479247968801,1.29826691487406,1.3017557879738,1.30527539707785,1.30883937515406,1.31245175071634,1.31582690796738,1.31744279518389,1.31892699152456,1.32041384128094,1.32188054974081,1.32330075951534,1.32465291926312,1.32592272833577,1.3271031290865,1.32819273255753,1.32919395957461,1.33011132015575,1.33095021137905,1.33171617904467,1.33241446665091,1.33304979798919,1.33362633711226,1.33414768690332,1.33461693239977,1.33503675126883,1.33540948037846,1.335737212216,1.33602186507715,1.33626525433832,1.33692620169364,1.33683287013099,1.33621948875534,1.33527998916467,1.33414770302024,1.33290495151956,1.33160129107572,1.33026849745979,1.32892965006047,1.32760336967387,1.32630513011294,1.32504730933471,1.32383905374135,1.32268639092413,1.32159267640859,1.32055933253734,1.31958670091554,1.31867489206582,1.31782448895792,1.317037043482,1.31631535300302,1.31566365040229,1.31508770124732,1.31459502628924,1.31419525030323,1.31390061227043,1.31372677613737,1.31369381745383
35,1.19071949463493,1.22296729132701,1.24943654647695,1.27254170476951,1.27658881990024,1.28040909507121,1.28407066731197,1.28763176726746,1.29113585463297,1.29461374581465,1.29808814530297,1.30157767295769,1.30509898169248,1.30866607344337,1.31228318978663,1.31566305688663,1.31728498546826,1.3187726379056,1.32026185822547,1.32172976974095,1.32315008750017,1.324501454176,1.32576983628689,1.32694842966994,1.32803605464942,1.32903520682656,1.32995044140042,1.33078714650836,1.33155083315556,1.33224669737939,1.33287941185756,1.33345309275684,1.33397130225039,1.33443709454629,1.33485312866769,1.3352217358392,1.33554501239467,1.33582490332004,1.33606326148827,1.33669653177091,1.33657599535408,1.33594000285218,1.33498337614913,1.33383880897526,1.33258768657561,1.33127884273718,1.32994350310583,1.32860429259659,1.32727941928851,1.32598397405449,1.32472998867163,1.32352630861321,1.32237870941765,1.32129034359146,1.32026247901772,1.31929535029442,1.31838900607079,1.31754400792838,1.31676191977821,1.31604557627704,1.31539926676959,1.31482882710965,1.3143418610146,1.31394808973192,1.31365986154945,1.31349296147688,1.31346758443607
36,1.19069029682727,1.22288259411312,1.24928782965095,1.27236880338034,1.2764158021031,1.28023619229289,1.28389767699037,1.28745841206707,1.29096199555094,1.29443947659042,1.29791383605723,1.30140400420359,1.30492699260755,1.30849715050782,1.31211894473851,1.31550346487885,1.31713130057628,1.31862230848501,1.32011380018065,1.32158285022951,1.32300322168408,1.32435376675228,1.32562072315284,1.32679753313956,1.32788319125922,1.32888028823131,1.32979341178901,1.33062793946037,1.33138934732596,1.33208278469737,1.33271287469068,1.33328368756918,1.33379874711124,1.33426107923715,1.33467332698537,1.33503781859487,1.3353566606334,1.33563182096658,1.33586518642905,1.33647123589095,1.33632424360807,1.33566643514843,1.33469340242935,1.33353709587489,1.33227803150339,1.33096430487274,1.32962661739166,1.32828715198682,1.3269637307406,1.32567106547172,1.32442085885064,1.32322166669457,1.32207902159651,1.32099588020361,1.31997336147715,1.31901159718477,1.31811057708443,1.31727084329253,1.31649397255876,1.31578283684314,1.31514178120337,1.31457671041081,1.31409530925579,1.31370739284045,1.31342541554815,1.31326527887443,1.31324728364198
37,1.19066177329683,1.22280032893407,1.24914311743075,1.27220026000174,1.27624708595593,1.28006755109807,1.28372892276134,1.28728928228534,1.29079235955895,1.29426942995244,1.29774374171187,1.30123454435085,1.30475918465986,1.30833236746739,1.31195877899861,1.3153478971495,1.31698151952537,1.31847578000026,1.31996945305222,1.32143956653969,1.32285994516212,1.32420964903606,1.32547518140551,1.32665022245978,1.32773393301584,1.3287289930783,1.32964001401736,1.33047237756519,1.33123150840398,1.33192251552952,1.33254997391747,1.33311790989951,1.33362980942741,1.33408867768719,1.33449713921343,1.33485752349081,1.33517194968739,1.33544241059384,1.3356708228256,1.33625010839977,1.33607738095802,1.33539852803881,1.33440974132777,1.33324222570263,1.33197559511581,1.33065727298426,1.32931742104953,1.32797780705646,1.32665587101493,1.32536597040925,1.32411948767171,1.32292469956521,1.32178690420971,1.3207088691198,1.31969156953885,1.31873503833555,1.31783920922349,1.3170046065,1.31623282066054,1.3155267608985,1.3148908272478,1.31433098547649,1.31385501940187,1.3134728158035,1.31319693843808,1.31304340117705,1.31303261125371
