p_bar,of_1,of_1_1,of_1_2,of_1_3,of_1_4,of_1_5,of_1_6,of_1_7,of_1_8,of_1_9,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,490.803619114799,491.47671425949,469.794907371233,450.705469488131,434.155700790869,419.843793244155,407.449652320628,396.70067586939,387.354428540254,379.179702083479,371.964768078426,365.531306331707,359.738025316748,354.475978621806,349.661438061283,345.229418207968,341.128694336141,337.318194407768,333.764424848533,330.439654284825,327.320611601226,314.206512935245,304.149387595167,296.208428480926,289.809104886937,284.574275658677,280.243866319827,276.631793015673,273.600941340677,271.047752194763,268.892286744088,267.071597263725,265.535159720641,264.241663532201,263.156704839186,262.251138869009,261.499874773705,260.881033651093,260.375355567554,259.965808136375,259.63732843086,259.376652866745,259.172193593701,259.013931476026,258.893302631793,258.803077049313,258.737224510931,258.690768783326,258.659644710011,258.640560046299,258.630868077605,258.628454100511,258.631637045943,258.639086135968,258.64975154854
11,490.73404012857,491.454842574093,469.763466232652,450.627009240165,434.014454658436,419.636195581641,407.179843389584,396.376691344293,386.98651056568,378.778740388573,371.540663324125,365.092076747534,359.289726289981,354.023019981808,349.206980462687,344.775714045175,340.67734686899,336.870341816645,333.320883542532,330.000994109943,326.887230774061,313.802163297488,303.77445460412,295.861513349157,289.488550264133,284.278549574278,279.971638207445,276.381918867119,273.372423771542,270.839694597022,268.703852259499,266.901964220267,265.383488905305,264.107068167362,263.038228526388,262.147743968627,261.410441227189,260.80436952466,260.310218212637,259.910933480753,259.591464518955,259.338593250291,259.140806526486,258.988182032372,258.8722663385,258.78594528145,258.723302898919,258.679470342016,258.650479694679,258.633124187434,258.624830484122,258.623545707355,258.627640121251,258.635825086917,258.647085075702
12,490.665098757452,491.433056900655,469.735790288427,450.557539144825,433.888450156214,419.44979677892,406.936333242639,396.083085792625,386.652010400792,378.41329797584,371.153432102817,364.690524030637,358.879515710372,353.608286113782,348.790690899092,344.359985603821,340.263687563853,336.45982581994,332.914269719608,329.598834540252,326.489899611127,313.43148110484,303.430862846752,295.543760091342,289.195132791545,284.008067489537,279.722867908207,276.153804844836,273.164040943736,270.650206959913,268.532472634329,266.747917277856,265.245978845732,263.985252477883,262.931198822413,262.054516894945,261.329959229763,260.735512473115,260.251824560976,259.861828375695,259.550491092628,259.30464300875,259.1128452343,258.965268685274,258.853564195285,258.770725422203,258.710941608847,258.669441956272,258.64234674235,258.626526304032,258.619473212783,258.619189929896,258.62409253913,258.632929932276,258.644717071449
13,490.596716861039,491.41121333373,469.711154868174,450.49542073536,433.775011911167,419.280987527472,406.714743885649,395.814894251669,386.345538062364,378.07769958531,370.797220794807,364.320691264754,358.501388000236,353.225766260047,348.406576242148,343.9762760041,339.881808818531,336.080794432628,332.538809647866,329.227456957931,326.122970976061,313.089191853286,303.113695046127,295.250588454316,288.924577718793,283.758838235652,279.493833582017,275.943984548161,272.972570710638,270.476301645579,268.375388688967,266.606918674325,265.120307506802,263.874104661137,262.833708409632,261.969748384017,261.256910065787,260.673125446118,260.199008795656,259.817486263217,259.513547533821,259.274073173106,259.087697627541,258.944681509895,258.836774282298,258.757070357051,258.699856370825,258.660451626932,258.635056971383,258.620612846962,258.614671520682,258.615285423541,258.620911912902,258.630333622709,258.642592886959
14,490.52883555544,491.389212598335,469.689042714429,450.43941004075,433.672092218601,419.126982360934,406.511698975429,395.568266197484,386.062904446658,377.767527925617,370.467468797237,363.977939921957,358.150669150985,352.870770714089,348.049959531244,343.619935876862,339.5270992506,335.728681504393,332.1899821397,328.882404409579,325.782038332691,312.771178157047,302.819113548006,294.978418738926,288.673547656153,283.527750832694,279.281635827553,275.74975932827,272.795506451825,270.315656968585,268.230457819927,266.476999870289,265.004675867742,263.771988649675,262.744283760748,261.892120058505,261.190124367662,260.616180838506,260.150876605508,259.777136466203,259.479976129655,259.246327627778,259.064897521263,258.926032705812,258.821576140734,258.74471673125,258.6898317028,258.652323617962,258.628467382383,258.615267609862,258.610331024294,258.611755506782,258.618035906672,258.62798542364,258.640671164696
15,490.46140937266,491.366986243037,469.6690315057,450.388542469303,433.578091386096,418.985610344906,406.324527699574,395.340156177604,385.800789593791,377.479277349843,370.160553347059,363.658577847494,357.823633134137,352.539569121158,347.717119788725,343.287265670297,339.195889175437,335.399853107122,331.864193091111,328.560122780645,325.463591827094,312.474163286377,302.544065122422,294.724405620804,288.439388554948,283.312331433802,279.083971645434,275.568986956188,272.630859759513,270.16643268882,268.095983259166,266.356603521484,264.897662309512,263.67761906283,262.661763557911,261.820594450462,261.128683418049,260.563872681622,260.10672779067,259.740176638394,259.449263700493,259.220973165518,259.04408230402,258.909021033422,258.807721129647,258.733460409698,258.680700710001,258.644921903188,258.622467332598,258.610400709372,258.606378734307,258.608540925901,258.61541635143,258.625846128249,258.638919942802
16,490.394402453077,491.344487604309,469.650793351809,450.342056438577,433.491737641478,418.855121089067,406.151090142768,395.128114729034,385.556518142632,377.210119098747,369.873548578721,363.359622934167,357.517270472309,352.229144842426,347.4050473715,342.975272664173,338.885209755232,335.091369145336,331.558534510804,328.257735645833,325.164799170326,312.195493738824,302.286079840012,294.486248224696,288.219959632576,283.110585252947,278.898981141147,275.399938291086,272.47702670755,270.027145503715,267.970598584074,266.244476683437,264.798124308771,263.589958745367,262.585216778797,261.754340978327,261.071852870726,260.515557773362,260.066004464513,259.706127635231,259.421002672298,259.197666238155,259.024964804193,258.89340741484,258.79501278221,258.723140234217,258.672331723734,258.638139226412,258.616969643262,258.605941343457,258.602757165546,258.60559495858,258.613015266497,258.623884820499,258.637314011727
17,490.327785983729,491.321670510778,469.634069178098,450.299341177929,433.412004472607,418.734091537603,405.989644450217,394.930142938552,385.327902815191,376.957737567467,369.604057364138,363.078630598221,357.229113148517,351.93701965768,347.111273015172,342.681501160409,338.592624670638,334.800816739998,331.270619773453,327.972890059654,324.883328653853,311.932998614614,302.043131191063,294.26205918298,288.013501152567,282.920873437327,278.72513916539,275.241197722743,272.332695032865,269.896582723506,267.853187329613,266.139596538326,264.705130133778,263.508164490603,262.513886055088,261.692684977192,261.01903692874,260.470715040909,260.028255355564,259.674602463358,259.394864337354,259.176130154591,259.00731402567,258.879001982681,258.783293387645,258.713626940563,258.664619217287,258.63188966929,258.611904465753,258.601832798306,258.599420277915,258.602880224705,258.610802263401,258.622076761546,258.635833197862
18,490.261536427481,491.298543464861,469.618664543666,450.259900123674,433.338052276759,418.621373902577,405.838754543368,394.744588748666,385.113132702898,376.720213281091,369.350089052488,362.813571646817,356.95711182542,351.661145380831,346.833745396079,342.403910829446,338.316109557011,334.526190888192,330.998465618467,327.703623437305,324.617244842058,311.684867705743,301.813535517065,294.050270886399,287.818553329537,282.741836949214,278.561184338514,275.091591208058,272.196777033574,269.77373983603,267.742825578765,266.041117446966,264.617910195343,263.43154057348,262.447147118614,261.635070962073,260.969745793848,260.42891677491,259.993110576083,259.645284367974,259.37058001315,259.156139037923,258.990941613042,258.865647995524,258.772434601138,258.704815410732,258.657477402741,258.626103415329,258.607215084641,258.598029033694,258.59633070097,258.60036637438,258.608752668872,258.620401864118,258.634461118651
19,490.195634269498,491.275077016224,469.604400424916,450.223324667615,433.26918625526,418.515994617328,405.697222986703,394.570071423628,384.910691760094,376.495937430967,369.109979413379,362.562743096447,356.699545925849,351.399792586004,346.570741658653,342.14078793414,338.053963798107,334.265807142164,330.740405732612,327.448289089738,324.364918946996,311.449582174117,301.595878624619,293.849566919152,287.633890678918,282.572335306316,278.406054917835,274.950134534505,272.068361397529,269.657775772207,267.638740390415,265.948332321397,264.535821641259,263.359506433372,262.384479659975,261.581036536264,260.923572415526,260.389807815917,259.960263391715,259.617911023272,259.347927468339,259.137506283516,258.975692125648,258.853216879599,258.762330682019,258.696619097331,258.650835700158,258.620723048197,258.602854865489,258.594492200168,258.593457715271,258.598028460394,258.606846201165,258.618843614827,258.633184304607
