p_bar,of_1,of_1_1,of_1_2,of_1_3,of_1_4,of_1_5,of_1_6,of_1_7,of_1_8,of_1_9,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
20,1970.90118851921,2104.27478056956,2398.46514471571,2657.48244403224,2878.0130471077,3060.87400699246,3208.45199236165,3323.6514101305,3410.24423261933,3473.09753263288,3517.45793211705,3548.02445559616,3568.50598775931,3581.63491442677,3589.36510107859,3593.08407040624,3593.78241414,3592.17521605545,3588.78572577357,3584.00227626123,3578.11708431888,3538.43177604856,3490.17283793948,3438.53919191175,3385.50042408173,3331.86072389314,3277.94728354527,3223.8788461198,3169.68308638267,3115.35332242916,3060.87833015052,3006.25906965278,2951.51884511317,2896.70876040961,2841.91002779737,2787.23327863308,2732.81468994393,2678.81018224422,2625.38733329442,2572.71626270727,2520.96073300391,2470.27036597131,2420.77469027059,2372.57943415437,2325.76507281352,2280.38714472142,2236.47812410469,2194.05029817273,2153.09874893222,2113.60464373679,2075.53828526761,2038.8618375679,2003.53166301906,1969.5002602948,1936.71782721639
21,1971.28326745386,2104.45602559866,2398.77753761847,2658.32215657351,2879.64777732596,3063.46052329069,3212.03955764448,3328.20419757277,3415.65354147016,3479.20701105004,3524.10244417681,3555.05900073274,3575.81580302069,3589.1336863323,3596.98915840743,3600.78659769166,3601.52870105209,3599.93928401859,3596.54787959057,3591.74739395197,3585.83340959165,3545.89737232576,3497.2999794852,3445.29255015105,3391.86396464674,3337.82669675436,3283.51206356879,3229.04133047593,3174.44417707949,3119.71594264182,3064.84768748612,3009.84302967305,2954.72830652411,2899.55793659494,2844.41654755752,2789.41806063574,2734.70153830645,2680.42514301008,2626.75785633012,2573.87022787334,2521.92555374787,2471.07215434601,2421.43762749363,2373.12535472865,2326.21326183522,2280.75431444453,2236.77852701956,2194.29593159908,2153.29960413847,2113.76897176655,2075.67285627409,2038.9721801652,2003.62227682675,1969.5747994798,1936.77925575213
22,1971.66214864405,2104.63602217329,2399.06931826628,2659.10872848728,2881.18478025431,3065.90081285165,3215.43433402471,3332.52290475297,3420.79518841026,3485.02343399643,3530.43569220636,3561.76960965791,3582.79304559174,3596.29414627988,3604.27126562921,3608.14503338787,3608.9298943614,3607.35810118149,3603.96526885387,3599.14872859063,3593.20732273037,3553.03093405885,3504.10837784142,3451.74164291811,3397.93827430123,3343.51878576494,3288.8185115353,3233.96118984878,3178.97847910038,3123.86770741414,3068.6221795512,3013.2481110647,2957.77478719532,2902.25982661644,2846.79113674296,2791.48576865919,2736.4855008379,2681.95057156905,2628.05120909767,2574.95830565261,2522.83459939953,2471.82709377085,2422.06147905354,2373.63885155002,2326.63467666945,2281.09945285411,2237.06084708578,2194.52674718166,2153.48832727898,2113.92336850579,2075.79929451047,2039.07585732414,2003.70742133842,1969.64484431591,1936.83698494151
23,1972.03813957794,2104.81513526229,2399.34269217766,2659.84764601747,2882.63377596016,3068.20902394451,3218.65437267165,3336.62903924657,3425.69324408491,3490.57286505858,3536.48512125676,3568.18468096097,3589.4667588509,3603.14576166705,3611.24114205831,3615.18925848052,3616.01593722344,3614.46160842607,3611.06778226253,3606.23607980509,3600.26850022923,3559.86126488353,3510.6257430298,3457.91299352126,3403.74865257298,3348.9610398529,3293.8894095119,3238.65992690761,3183.30620109644,3127.827520574,3072.21939498269,3016.49057962755,2960.67322697077,2904.82805346873,2849.04610759455,2793.4474328086,2738.17636491831,2683.39506720047,2629.27488270194,2575.98694076053,2523.69336981524,2472.53983735949,2422.6501514783,2374.12318258269,2327.0320193854,2281.42479110134,2237.32692046143,2194.74425245711,2153.66615425897,2114.06884645912,2075.91842941412,2039.17354883757,2003.78765420392,1969.71085282564,1936.8913915456
24,1972.41137890024,2104.99365883623,2399.59954739556,2660.54362588165,2884.00315725626,3070.39730201828,3221.71531256723,3340.54122938871,3430.3687834772,3495.87804766219,3542.27469873631,3574.32902652353,3595.8623255816,3609.71429103956,3617.92478131657,3621.9453988983,3622.81301175671,3621.27598667588,3617.88155620919,3613.03550455861,3607.04289529872,3566.41355399356,3516.8763018736,3463.82978811141,3409.31720571276,3354.17446572784,3298.74465033004,3243.15630768828,3187.44497331751,3131.61186541488,3075.65466134895,3019.58460110862,2963.43662800481,2907.27445062665,2851.19215737245,2795.31262841748,2739.78262050214,2684.76608438657,2630.43534838184,2576.96170481637,2524.50661533966,2473.21440071902,2423.20701349425,2374.58115539897,2327.40761719318,2281.73224991821,2237.57832725964,2194.94974438669,2153.83414814811,2114.2062764251,2076.03097428416,2039.26583929529,2003.86345498,1969.77321890552,1936.94279959679
25,1972.78202629585,2105.17182984583,2399.84151107793,2661.20074957229,2885.30021683471,3072.47627210622,3224.63094550131,3344.27581980024,3434.8402049105,3500.95892064156,3547.82548169363,3580.2244512154,3602.00205984321,3616.02238321438,3624.34504196004,3628.43643163737,3629.3441457145,3627.8242636413,3624.42957930004,3619.56992297057,3613.55333591308,3572.70993952311,3522.88135841411,3469.51241016667,3414.66336358175,3359.17751960169,3303.40170635557,3247.46681203481,3191.41026897138,3135.23520035692,3078.94141568033,3022.5425860409,2966.07637316853,2909.6093875187,2853.23863444384,2797.08971298071,2741.31166459968,2686.07010031258,2631.53824628219,2577.88744872895,2525.27847052721,2473.85427895153,2423.7349983488,2375.01521667137,2327.76350076198,2282.02349365884,2237.81643622109,2195.14434615004,2153.99322940477,2114.33641229502,2076.13754661715,2039.35323476059,2003.93523881123,1969.83228355948,1936.991489634
26,1973.15019406179,2105.34983912433,2400.06999420688,2661.82256996905,2886.53132797395,3074.45524994925,3227.41327823921,3347.8472034931,3439.12375930691,3505.83316503044,3553.1560650042,3585.89022522624,3607.90568288862,3622.09005932553,3630.52213291078,3634.68267163991,3635.62970144551,3634.12680230774,3630.7321806857,3625.85960358283,3619.82000916277,3578.77004181381,3528.65974660899,3474.97887594237,3419.80429539628,3363.98651162892,3307.87600923977,3251.60598409949,3195.21573930756,3138.71027705516,3082.09150228349,3025.37546732088,2968.60248351718,2911.84197490254,2855.19375801463,2798.7860323194,2742.77000169978,2687.31282161441,2632.58850744736,2578.76840329536,2526.01252971497,2474.46249747984,2424.23663109856,2375.42745803271,2328.10139148577,2282.29997500813,2238.04244199144,2195.32903814045,2154.14420159655,2114.45991236446,2076.23868575005,2039.43617736951,2004.0033685074,1969.88834488662,1937.03770695675
27,1973.51605665152,2105.52784000263,2400.28622725902,2662.41219677332,2887.70209007548,3076.34244573703,3230.07295456938,3351.26811894578,3443.23384874484,3510.51638705427,3558.28295516169,3591.34345537823,3613.59071436828,3627.93510787253,3636.47401249647,3640.70216004102,3641.68777337084,3640.20169839714,3636.80742635139,3631.92255870646,3625.86085499199,3584.61125284684,3534.22820299708,3480.24519210667,3424.75525025622,3368.61591405545,3312.18125284361,3255.58672868743,3198.87349157031,3142.04839836093,3085.11541416231,3028.09292467342,2971.02382542447,2913.98027056148,2857.06478819206,2800.40806744724,2744.16336089566,2688.49926158372,2633.59048470979,2579.60830881997,2526.71197981151,2475.04175148778,2424.71417669766,2375.81977318072,2328.42286648834,2282.56296014297,2238.25738416283,2195.50467213605,2154.28776176743,2114.57734678151,2076.33485811295,2039.51504897028,2004.06815702288,1969.94165975702,1937.0816627778
28,1973.87969656296,2105.70595515503,2400.49128892333,2662.97236557842,2888.81744672768,3078.14513008229,3232.61942176119,3354.54989287202,3447.18329587083,3515.02251876262,3563.22087063127,3596.59940390096,3619.07278288935,3633.57340136784,3642.21670492367,3646.51103514215,3647.5345122107,3646.06510471702,3642.67144284666,3637.7748668372,3631.69188711214,3590.2491121163,3539.60166153475,3485.32563810902,3429.5298304393,3373.07863932585,3316.32964742539,3259.42054725113,3202.39431250604,3145.25962943045,3088.02249046481,3030.70356844196,2973.34828072683,2916.03143251096,2858.85816960522,2801.9615670257,2745.49682015184,2689.63386090494,2634.54802257633,2580.41046119936,2527.37962028541,2475.59439859525,2425.16960562583,2376.19379826158,2328.72927690137,2282.81357450011,2238.46218847889,2195.67200818438,2154.42453325537,2114.68922656811,2076.42648271505,2039.59019332311,2004.12988666226,1969.99246029736,1937.12354823817
29,1974.24120960397,2105.8842822427,2400.686129416,2663.50549416728,2889.88178257792,3079.86977000046,3235.06110263949,3357.70263967684,3450.9835660106,3519.36402848774,3567.98296392164,3601.67174287704,3624.36589449836,3639.01916629183,3647.76457877615,3652.12373268716,3653.18440241401,3651.7315065522,3648.33869229844,3643.43094823313,3637.32746820207,3595.69754901579,3544.7935094803,3490.23301243642,3434.1402229595,3377.38625166045,3320.3321246211,3263.1177335723,3205.78785216235,3148.35297308046,3090.8210791617,3033.21509082893,2975.58288643618,2918.00184719299,2860.57964801603,2803.45165239971,2746.7748997913,2690.7205696322,2635.46453847388,2581.17778859985,2528.01793740738,2476.1225325013,2425.60466823608,2376.55098759668,2329.02182502345,2283.05280814593,2238.65766789884,2195.83171253674,2154.55506148234,2114.79599806199,2076.51392490362,2039.66190971988,2004.18880287941,1970.04094809488,1937.16352917293
30,1974.60068131917,2106.0628981664,2400.87158955453,2664.01372874645,2890.89900252925,3081.52214153501,3237.40556786836,3360.73542952329,3454.64495082159,3523.55209625823,3572.581137556,3606.5727680717,3629.48264844434,3644.28520237348,3653.130557352,3657.55324730165,3658.65047081493,3657.21393454232,3653.82218496816,3648.90377423995,3642.78051758658,3600.96909968267,3549.81579284361,3494.9788288332,3438.59738968206,3381.54914912607,3324.19851540582,3266.68754191832,3209.06278118495,3151.33650875699,3093.51867303496,3035.63439138516,2977.73395062423,2919.89723572634,2862.23436695176,2804.88286986714,2748.00164017507,2691.76291566769,2636.34308230857,2581.91290246242,2528.62914715644,2476.62801833905,2426.02092319146,2376.89263590149,2329.3015850161,2283.28154650029,2238.84455031876,2195.98438266286,2154.67983632139,2114.89806280617,2076.5975139092,2039.73046829066,2004.24512754983,1970.08730563,1937.20175588217
31,1974.95818847746,2106.24186286659,2401.04841647534,2664.49898218309,2891.8725982901,3083.10737159567,3239.65952843517,3363.65642301904,3458.1767259618,3527.59686885297,3577.02605608311,3611.31357802865,3634.4344199687,3649.3830679216,3658.32631515755,3662.81132005767,3663.94448850744,3662.52416160906,3659.13367518668,3654.20506484873,3648.06270863367,3606.07508712353,3554.67939034852,3499.57348339056,3442.91122589652,3385.57671763331,3327.93768476057,3270.1383140902,3212.22691470784,3154.21752169754,3096.12201775554,3037.96768215048,2979.80714991967,2921.7227438243,2863.82695006749,2806.25940529319,2749.18066649985,2692.76406198939,2637.18638645375,2582.61814066878,2529.21523239708,2477.11252417244,2426.41976387452,2377.21990022644,2329.56950121612,2283.50056444922,2239.02346968363,2196.13053579832,2154.79927952381,2114.99576455179,2076.67752996979,2039.79609767062,2004.29904744191,1970.13168572994,1937.23835368773
32,1975.31380030189,2106.42113165792,2401.21727667182,2664.96299467582,2892.80570337874,3084.63022213202,3241.82912172907,3366.47299038549,3461.58727484176,3531.50746569194,3581.32739898718,3615.90422489045,3639.23151432503,3654.32323572916,3663.3624310834,3667.9085907259,3669.07712279247,3667.67285769517,3664.28381649324,3659.34543999135,3653.18462009541,3611.02577341347,3559.39416004337,3504.0263951711,3447.09069551437,3389.47743316772,3331.55766040252,3273.47760168462,3215.28732363262,3157.00259900809,3098.6372161194,3040.22057405215,2981.80760697568,2923.48300999851,2865.36156033499,2807.58492166239,2750.31524550015,2693.72685464019,2637.99690771227,2583.29560386176,2529.77797233158,2477.57754535651,2426.80243825887,2377.53381591065,2329.82644035521,2283.71057768161,2239.19501560132,2196.2706573465,2154.91379020051,2115.08943144287,2076.75424300784,2039.85902008027,2004.35074570966,1970.17423954248,1937.27344748704
33,1975.66757949355,2106.60091657005,2401.37876687753,2665.40724688812,2893.70113955929,3086.09484957402,3243.91987240327,3369.19180937781,3464.88420294369,3535.29218525746,3585.49395798481,3620.35384211993,3643.88329719529,3659.11522529409,3668.24852194055,3672.85473222517,3674.05807219515,3672.66972402879,3669.28229466329,3664.33456435728,3658.15587008902,3615.83048869526,3563.96905526303,3508.34612518619,3451.14394347213,3393.25906000653,3335.06573337485,3276.71226118192,3218.25042587337,3159.69771654485,3101.06979916964,3042.39815468378,2983.73996655391,2925.18224035836,2866.84197261516,2808.86277797967,2751.40831930247,2694.65386307045,2638.77686252168,2583.94718584002,2530.31897182618,2478.02443066746,2427.1700721328,2377.83531726025,2330.07317025711,2283.91221732033,2239.35970543717,2196.40517054806,2155.02371433103,2115.17934621678,2076.8278841342,2039.91942456638,2004.40037716139,1970.21509401753,1937.30714155948
34,1976.01959969418,2106.78115515471,2401.53342320326,2665.83314997495,2894.56145604389,3087.50506385685,3245.93679358486,3371.81894846345,3468.07442971335,3538.95858267728,3589.53374240971,3624.67075330809,3648.39830579565,3663.76771540696,3672.99335618797,3677.65856481962,3678.89616455804,3677.52360740536,3674.13794491178,3669.18124112671,3662.98523626395,3620.49774111011,3568.41225407101,3512.54047783697,3455.07839363562,3396.92861225807,3338.46854556187,3279.84853666698,3221.12206412542,3162.30831258941,3103.4248000639,3044.50504828852,2985.60844658228,2926.82425065246,2868.27160843485,2810.09601354045,2752.46256806259,2695.54741448881,2639.52825704317,2584.57459968805,2530.83968055606,2478.45439737005,2427.52368060804,2378.12524594097,2330.31034472963,2284.10605468272,2239.51800789791,2196.5344593211,2155.12936613492,2115.26576601845,2076.89866388538,2039.97748366149,2004.44808336473,1970.25436549341,1937.33953167596
35,1976.36988071238,2106.96195535276,2401.68172885044,2666.24195464759,2895.38896278996,3088.86432563914,3247.88444745127,3374.35993833954,3471.16426837918,3542.51355940855,3593.4540694025,3628.86253829449,3652.78434400599,3668.28864059007,3677.60495117266,3682.32815380354,3683.59951923653,3682.24259788062,3678.85884439375,3673.89352584341,3667.68073803143,3625.03531094512,3572.73123711434,3516.61658780905,3458.90083139876,3400.49251885094,3341.77216458156,3282.89213062449,3223.90757248446,3164.83935015163,3105.70680595774,3046.54547139555,2987.41689139618,2928.41251689113,2869.653582647,2811.28739198701,2753.48041916129,2696.4096228606,2640.2529123769,2585.17939944503,2531.34141310086,2478.86854879175,2427.86418344109,2378.40436435225,2330.53867420373,2284.29260711475,2239.67034738877,2196.65887129436,2155.2310301399,2115.3489237065,2076.96677291749,2040.03335360595,2004.49399251444,1970.2921593115,1937.37070454591
36,1976.71848600903,2107.14315332379,2401.82412065601,2666.63479440745,2896.18575892123,3090.1757870665,3249.76699714436,3376.81983319864,3474.15949448267,3545.96343061365,3597.26164073429,3632.93622061581,3657.04856420554,3672.68527406388,3682.09065679765,3686.87089355745,3688.17553554678,3686.83411360083,3683.4524000716,3678.47880413586,3672.24973149946,3629.45033002013,3576.93284621316,3520.58099469218,3462.61747501031,3403.95667001554,3344.98214817659,3285.84826479979,3226.61183373171,3167.29537062444,3107.92001664594,3048.52327967577,2989.16881543076,2929.95021613501,2870.99074153833,2812.43943910948,2754.4640874001,2697.2424138751,2640.9524863754,2585.76299899048,2531.82536481477,2479.2678876972,2428.19241619827,2378.67336485643,2330.75868936641,2284.47234418679,2239.81710905102,2196.77872189227,2155.32896448945,2115.42903053314,2077.03238419172,2040.08717613948,2004.53822091036,1970.32857104257,1937.40073884057
37,1977.06545953163,2107.32483720615,2401.96099467266,2667.01269938087,2896.95375709895,3091.44232680766,3251.58825146589,3379.20326354169,3477.06540500754,3549.31399395375,3600.96261305931,3636.89817535958,3661.19753798614,3676.96429944593,3686.45722783337,3691.29358019884,3692.63102887541,3691.30497248625,3687.92542027432,3682.94386478371,3676.69897832398,3633.74935975425,3581.0233746152,3524.43970761083,3466.23403719721,3407.32644948317,3348.1035998212,3288.72173274566,3229.23932878882,3169.68054010449,3110.06828188025,3050.44200421311,2990.8674321827,2931.44024759853,2872.28567698766,2813.55445044615,2755.4155992398,2698.04755034921,2641.62849867842,2586.32669832929,2532.29262555163,2479.65332790391,2428.50914000705,2378.93287790873,2330.97091014494,2284.64569325811,2239.95864334269,2196.89429809788,2155.42340403121,2115.50627867699,2077.09565504989,2040.13908020261,2004.58087435281,1970.36368763255,1937.42970704781
38,1977.41084185895,2107.50700736859,2402.09271094806,2667.37660820061,2897.69470451155,3092.66658018129,3253.35170352208,3381.51448189718,3479.88686961261,3552.57058308171,3604.56265038434,3640.75430151414,3665.23731751085,3681.13187297242,3690.71088667562,3695.60247463819,3696.97227827219,3695.66145624976,3692.28417774868,3687.29496257723,3681.03470831545,3637.93843609874,3585.00862061966,3528.19826121933,3469.75577862808,3410.60689044214,3351.14121694388,3291.51694537963,3231.7941795797,3171.99868946662,3112.15514058631,3052.30489342083,2992.51570127418,2932.88528602775,2873.54078418411,2814.63454890013,2756.33680293958,2698.82663194925,2642.28231708683,2586.87164998811,2532.74419670797,2480.02571128503,2428.81505875256,2379.1834895337,2331.1758229641,2284.81304428822,2240.09526999813,2197.00586170372,2155.51456298124,2115.58084362993,2077.15672918543,2040.18918355952,2004.62204947301,1970.39758848579,1937.45767178878
39,1977.75470737105,2107.68970137889,2402.2195976361,2667.72737825378,2898.41020102655,3093.85096585792,3255.06056427067,3383.75735222634,3482.62837519976,3555.73811620612,3608.06697906721,3644.51003714621,3669.17348743706,3685.1936777085,3694.85737802774,3699.80335752364,3701.20508127226,3699.90936516699,3696.53446460408,3691.53787309543,3685.26267399676,3642.02313800735,3588.89393775905,3531.86176450463,3473.18755448106,3413.8025631521,3354.09933291232,3294.23797063679,3234.28018629575,3174.25334962771,3114.1838527137,3054.11493760116,2994.11634164426,2934.28778363157,2874.7582549894,2815.68167582207,2757.22940661551,2699.58114522027,2642.91522481985,2587.39895630467,2533.18097705767,2480.38578363658,2429.11078503496,2379.42569810411,2331.37382960044,2284.97475402341,2240.22728147692,2197.11365214539,2155.60263724831,2115.65288508119,2077.21573729027,2040.23759328897,2004.66183413586,1970.4303458354,1937.48469528621
40,1978.09704445941,2107.87283365096,2402.34195454774,2668.06590536842,2899.10171494971,3094.9977078722,3256.71779175419,3385.9355851109,3485.29406483006,3558.82113775211,3611.48043067217,3648.17041336619,3673.01121849102,3689.15496931125,3698.90201672437,3703.90157729534,3705.334802235,3704.05406623249,3700.6816403721,3695.67794062025,3689.38819832495,3646.00862625093,3592.68427874465,3535.43494346101,3476.53385394989,3416.91771640021,3356.98195257085,3296.88856700518,3236.70086013492,3176.44778139899,3116.15742812021,3055.87489247888,2995.67186222033,2935.65000291472,2875.94011097974,2816.69761992271,2758.09497688128,2700.3124484131,2643.52838796982,2587.90960834849,2533.60381610809,2480.73426205983,2429.39692142393,2379.66000925765,2331.56535403929,2285.13114943285,2240.35494576956,2197.21788879116,2155.68780630426,2115.72255048108,2077.2728001211,2040.28440837497,2004.70030957286,1970.46202643481,1937.51083159237
41,1978.437871407,2108.05643269265,2402.46005622898,2668.39268732886,2899.77059675666,3096.10885610586,3258.32611643111,3388.0524685414,3487.88777182588,3561.8238553324,3614.80748076236,3651.74009202611,3676.75529684445,3693.02062505592,3702.84972846081,3707.90209237265,3709.36641454937,3708.10053541985,3704.73067419244,3699.72012019506,3693.41621658088,3649.89968412604,3596.38423484259,3538.9221774902,3479.79884148637,3419.95629038517,3359.79278956437,3299.472219452,3239.05945155951,3178.58500275927,3118.07865133456,3057.58731065905,2997.18458214906,2936.97403417225,2877.08821888181,2817.68403208484,2758.93495917225,2701.02179432156,2644.12288158673,2588.40451985257,2534.01348368444,2481.07178998441,2429.67400383061,2379.88686568164,2331.75076019574,2285.28253115623,2240.47850927184,2197.31877332474,2155.77023514628,2115.78997463559,2077.32802803162,2040.32971924633,2004.73754998355,1970.49269125955,1937.53613088815
42,1978.77724273185,2108.24048971021,2402.57415464044,2668.70849834151,2900.41809110118,3097.18630357792,3259.88806463704,3390.11109300863,3490.413049755,3564.75017216948,3618.0522830376,3655.22340102924,3680.41016921036,3696.79516755479,3706.70509208869,3711.80950828671,3713.30453785403,3712.05339490076,3708.68618196715,3703.66901466706,3697.35131326296,3653.7007593371,3599.99806952748,3542.32753725712,3482.98637846228,3422.92193868594,3362.53528593164,3301.99215506431,3241.35897567888,3180.66781215027,3119.95010336761,3059.25455585731,2998.65664923404,2938.26181232493,2878.20430578642,2818.64243893967,2759.75068942874,2701.71034027524,2644.69969844718,2588.88453472966,2534.41069096107,2481.39896218859,2429.94253161798,2380.10668212014,2331.93039154798,2285.42918698379,2240.59819875017,2197.41649133768,2155.85007559588,2115.8552817463,2077.38152269929,2040.37360922953,2004.77362375031,1970.5223965216,1937.56063946825
43,1979.11518695265,2108.42499191637,2402.68448149532,2669.01394878304,2901.04534734962,3098.23180178228,3261.40597664094,3392.11432749951,3492.87319672265,3567.60371570425,3621.21869947644,3658.62436553393,3683.97994489465,3700.48280760301,3710.47236427108,3715.62811050982,3717.15347092662,3715.91692862251,3712.55245918786,3707.5289074157,3701.19775468579,3657.41598537787,3603.52975254159,3545.65480499519,3486.100059174,3425.81806069388,3365.21264397107,3304.45137770875,3243.6022343149,3182.69880920463,3121.77418100264,3060.87882218862,3000.09005628769,2939.51513180578,2879.28997257632,2819.57425480984,2760.54340466168,2702.37915738826,2645.25975698192,2589.3504330537,2534.796096434,2481.7163298896,2430.20294299737,2380.31981381857,2332.10453326258,2285.57134257073,2240.71422699693,2197.51121766023,2155.92747128222,2115.91858986939,2077.43338124514,2040.41615831792,2004.80859684847,1970.55119670921,1937.58440239012
44,1979.4517308648,2108.60992589199,2402.7912503094,2669.30960215529,2901.65342885315,3099.24697421291,3262.88202534886,3394.06483702044,3495.27128733765,3570.38786292852,3624.31032701899,3661.94673559554,3687.46853217935,3704.08746932647,3714.15551197324,3719.36189126521,3720.91722082749,3719.69518026703,3716.33351002764,3711.30379135727,3704.95951786103,3661.04921741779,3606.98298047709,3548.9075077903,3489.14323232862,3428.6478232165,3367.8278456929,3306.85268339589,3245.79183562385,3184.68041309566,3123.55311384984,3062.46214992268,3001.4866555868,2940.7356597179,2880.34670738883,2820.48085859046,2761.31425233464,2703.02923870001,2645.80390845205,2589.80293791172,2535.17030494699,2482.02439682339,2430.45567527202,2380.52662780386,2332.27349336413,2285.70925777522,2240.82677762398,2197.60310059257,2156.00254174896,2115.97999524245,2077.4836810913,2040.45742879301,2004.84251941221,1970.57913224039,1937.60745232643
45,1979.78689970596,2108.79527727582,2402.89465820177,2669.59597962933,2902.24332113276,3100.23332832567,3264.31823139646,3395.96510338475,3497.61018073228,3573.1057628736,3627.33052128081,3665.19401066135,3690.87950210089,3707.61281570218,3717.75823955824,3723.01458560284,3724.59952627392,3723.39187653901,3720.03307319699,3714.99739266832,3708.64031618568,3664.60405489762,3610.36120590398,3552.08893786771,3492.11902325313,3431.41418128523,3370.38367368361,3309.19867992107,3247.93021151523,3186.61487881387,3125.2889794736,3064.0064394566,3002.84817317394,2941.9249477297,2881.37588887051,2821.36333594729,2762.064298692,2703.66150652676,2646.33294235038,2590.24271905832,2535.53388406457,2482.32363881213,2430.70111850292,2380.7274456636,2332.43753574605,2285.84314798281,2240.93603791633,2197.6922950625,2156.07541525938,2116.03960419219,2077.5325105269,2040.49749410491,2004.87545266543,1970.60625424131,1937.62983203634
46,1980.12071730181,2108.98103099543,2402.99488748232,2669.87356411235,2902.81593912555,3101.19226614813,3265.7164768718,3397.81744094546,3499.89254747187,3575.76035663199,3630.28241766382,3668.36946146816,3694.21621776964,3711.06227087767,3721.28401446365,3726.58967680883,3728.20389220085,3727.01051622885,3723.65464498715,3718.61320249894,3712.24361990638,3668.08386373867,3613.667637832,3555.20217303002,3495.03035336894,3434.11989648542,3372.88272765191,3311.49180170385,3250.01963184339,3188.50431086489,3126.98371683074,3065.51346516498,3004.17621435818,2943.08444137312,2882.37880825614,2822.22289182914,2762.79453606337,2704.27681874345,2646.84759371882,2590.67040044624,2535.88735781857,2482.61449338819,2430.9396356086,2380.92256688354,2332.59690651411,2285.97321479187,2241.04217263945,2197.77893553387,2156.14620146002,2116.09750610474,2077.57994243358,2040.53641370728,2004.9074451414,1970.63260236224,1937.65157393967
47,1980.45320619471,2109.16717146297,2403.09210705509,2670.14280373067,2903.37213361764,3102.12509371514,3267.07851753645,3399.62401119996,3502.12088394971,3578.35439522976,3633.16895020727,3671.47614956849,3697.48182779821,3714.43904293134,3724.73607788535,3730.0904307566,3731.73359024247,3730.55438267894,3727.20149920675,3722.15448349813,3715.77268682303,3671.49179618777,3616.9053373144,3558.25009504322,3497.87995758686,3436.76755265168,3375.32743930056,3313.73433195914,3252.06222407944,3190.35067962183,3128.63913813265,3066.98487935829,3005.47228259463,2944.21549110251,2883.35666721982,2823.06058768065,2763.50588958795,2704.87597483572,2647.34854662189,2591.08656215379,2536.23121403601,2482.89736782766,2431.17156452048,2381.11227044809,2332.75183508643,2286.0996463191,2241.14533574622,2197.86314786208,2156.21500319747,2116.15378504195,2077.626045567,2040.5742438959,2004.93854300046,1970.65821451988,1937.67270924535
48,1980.7843877577,2109.35368273999,2403.18647366161,2670.40411506199,2903.91269696983,3103.03302948227,3268.40599373747,3401.38683584339,3504.29752640647,3580.8904556206,3635.99286846367,3674.51694481471,3700.67928419733,3717.74613755648,3728.11747195264,3733.519910323,3735.19169371531,3734.02654784016,3730.67670842156,3725.62429823589,3719.23056542621,3674.83080859378,3620.07712033118,3561.23540598194,3500.67039923463,3439.35957539406,3377.72009112336,3315.92840333693,3254.0599758209,3192.15582725702,3130.25694058386,3068.4222364379,3006.7377828856,2945.3193592278,2884.31058938908,2823.87741175187,2764.19918337134,2705.45972076837,2647.8364391447,2591.49174506393,2536.5659074553,2483.17264170485,2431.39722015479,2381.29681634642,2332.90253529076,2286.22261794318,2241.24567081909,2197.94504948202,2156.28191649279,2116.2085195409,2077.6708842162,2040.61103736294,2004.96878949517,1970.68312627956,1937.69326725437
49,1981.11428229579,2109.54054867456,2403.27813298713,2670.65788592655,2904.43836822694,3103.91721184617,3269.70044017397,3403.10780846386,3506.42466729335,3583.37095503385,3638.75675264246,3677.49454105205,3703.8113584411,3720.98637813733,3731.43105335991,3736.88099174428,3738.5810886298,3737.42990035723,3734.08315601142,3729.02552300036,3722.62011764957,3678.10367736897,3623.18564891431,3564.16064290303,3503.40408688784,3441.89823711654,3380.06282083719,3318.07601934645,3256.01475340534,3193.92148219576,3131.838713806,3069.82698751799,3007.97403122306,2946.39722744822,2885.24162576708,2824.67429008801,2764.87530343371,2706.02875367008,2648.31186733815,2591.88645422719,2536.8918625419,2483.44066922347,2431.61689631373,2381.47644709851,2333.04920656793,2286.34229323575,2241.34331177482,2198.02474992849,2156.34703091706,2116.2617828713,2077.71451836371,2040.64684326953,2004.99822497638,1970.70737081643,1937.71327529137
50,1981.44290913606,2109.72778014179,2403.36722064486,2670.90447790786,2904.94983768711,3104.77870588272,3270.96329465932,3404.78873288208,3508.50436200724,3585.79816387499,3641.46302723097,3680.41147023682,3706.88065592182,3724.1624191661,3734.6795079602,3740.17637948118,3741.90448860835,3740.76715463963,3737.42355432849,3732.36086307816,3725.94403938294,3681.31301335528,3626.2334261156,3567.02819104885,3506.08328220166,3444.38567526908,3382.35763891205,3320.1790621825,3257.92830977651,3195.64926741835,3133.38595204103,3071.20049552403,3009.18226192321,2947.45020375813,2886.15076157574,2825.4520901129,2765.53496688117,2706.58372593555,2648.77538876116,2592.27116188739,2537.20947604525,2483.70178135493,2431.83086745658,2381.65138920882,2333.19203515759,2286.45882492322,2241.43838364026,2198.10235145849,2156.41043008447,2116.31364342673,2077.75700399834,2040.68170750333,2005.0268871076,1970.73097909525,1937.73275886032
