p_bar,of_1,of_1_1,of_1_2,of_1_3,of_1_4,of_1_5,of_1_6,of_1_7,of_1_8,of_1_9,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
14,1878.10318798545,2003.90312550793,2296.75465960201,2556.21930379391,2778.29933807346,2963.06464664545,3112.63062061266,3229.7648176183,3318.01834656878,3382.08542404988,3427.20554993338,3458.17843235274,3478.82890080552,3491.97776541256,3499.63614905946,3503.22587663819,3503.75715434326,3501.95597677284,3498.35145479346,3493.33492387022,3487.1998886964,3446.01562180123,3395.79713810929,3341.67454693173,3285.55528426537,3228.18522132629,3169.83551866218,3110.57230357843,3050.37841084784,2989.21646930515,2927.06670356629,2863.95296223615,2799.96091019852,2735.24907756569,2670.05128376461,2604.66882384581,2539.45249312098,2474.7766055595,2411.01014474674,2348.49028440669,2287.50285475186,2228.27130639541,2170.95517503017,2115.65403695691,2062.41592292923,2011.24718825836,1962.1222965133,1914.99255410898,1869.79338454519,1826.45008893426,1784.88223273205,1745.00687828324,1706.7408954095,1670.00256121406,1634.71262623125
15,1878.63212643964,2004.12108287038,2297.07609923651,2557.17270836244,2780.27852219106,2966.32246299229,3117.26058474511,3235.73525221234,3325.19173145054,3390.25008413444,3436.13019836761,3467.65672575098,3488.69671426972,3502.11171997255,3509.94549365207,3513.6440457563,3514.23498161275,3512.45672684105,3508.84731252094,3503.80452568398,3497.62665114754,3456.07636830969,3405.36439970891,3350.69299952455,3293.9957472603,3236.02959701897,3177.07136427623,3117.19108352789,3056.37545228013,2994.5918289202,2931.82652797546,2868.11101605517,2803.53990327762,2738.28138415651,2672.57869558892,2606.74112320501,2541.1249229343,2476.10664423661,2412.05418430039,2349.30080419922,2288.12647985664,2228.7478423256,2171.31750879368,2115.92862364817,2062.62360432642,2011.40412574482,1962.24087729047,1915.08219527017,1869.861206472,1826.50145775469,1784.92118578555,1745.03645174967,1706.763377348,1670.01966737454,1634.72573757512
16,1879.15611388651,2004.34025336642,2297.36804210619,2558.04170790986,2782.0920036597,2969.3226436374,3121.54291980504,3241.27743726954,3331.87043166829,3397.86955904394,3444.4734111871,3476.52842115229,3497.94085218864,3511.61070723064,3519.61273407281,3523.41599320895,3524.06469690182,3522.30914295889,3518.69588285241,3513.62887792312,3507.41092595052,3465.5156102827,3414.33709165135,3359.14644553797,3301.90223257125,3243.37204748079,3183.8381906773,3123.37453251207,3061.97157714434,2999.60132028034,2936.25599816213,2871.9744177957,2806.85972483062,2741.08923370324,2674.9149485001,2608.6534546182,2542.66583160424,2477.3303789171,2413.01364404285,2350.04495573862,2288.69863024435,2229.1848253541,2171.6496644388,2116.18030072912,2062.81395134613,2011.5479721123,1962.34957935206,1915.16438165347,1869.9233994018,1826.54857469422,1784.956921419,1745.06358734637,1706.78400184516,1670.03536156519,1634.73768668722
17,1879.67551346869,2004.56117530225,2297.63477006154,2558.83825360663,2783.76239382872,2972.09919257977,3125.52225792338,3246.44504330738,3338.11535322997,3405.01010228256,3452.30521941784,3484.86614409671,3506.63568473072,3520.55023934291,3528.71409334183,3532.61833572917,3533.32307723786,3531.58998719672,3527.97377937351,3522.88431508154,3516.6287701113,3474.40698640732,3422.78581119538,3367.10217306483,3309.33856714865,3250.27282899659,3190.19258908002,3129.17548391129,3067.21577018021,3004.28999084771,2940.39614505218,2875.5801226546,2809.95319898999,2743.70140785384,2677.08484689484,2610.42682258275,2544.09268554301,2478.46207457688,2413.8999772081,2350.73179410485,2289.22637065749,2229.58770776007,2171.95581433525,2116.41224128902,2062.98936683989,2011.68054214002,1962.44977148195,1915.24014725463,1869.98074332444,1826.59202054208,1784.98987800508,1745.08861637477,1706.80303125069,1670.04984393204,1634.74871413161
18,1880.19062255353,2004.78410306242,2297.87978586765,2559.57203571504,2785.30814003413,2974.67996865768,3129.23525388086,3251.28238964363,3343.97689925987,3411.72662673423,3459.68366651785,3492.73018337605,3514.84298035941,3528.9930421371,3537.31290743635,3541.31474456002,3542.07393214273,3540.36306185178,3536.74468308587,3531.63433809034,3525.34336691501,3482.81168111316,3430.76921209495,3374.61606989469,3316.35774106926,3256.78194160232,3196.18148877046,3134.63772156719,3072.14859286556,3008.69510676402,2944.28087512956,2878.95863099742,2812.84746357747,2746.14159052975,2679.10876754432,2612.07845206272,2545.41978325473,2479.51338948854,2414.72252999113,2351.36869891383,2289.71545254456,2229.96092466744,2172.23935050533,2116.62702399936,2063.15180313879,2011.80331194769,1962.54256717296,1915.31032583937,1870.03386688911,1826.6322778128,1785.02042074029,1745.11181562847,1706.82067183173,1670.06327065274,1634.758938732
19,1880.70168840203,2005.00919406669,2298.10593451712,2560.25100805413,2786.74447157751,2977.08808391644,3132.71245952726,3255.82648613833,3349.49724741062,3418.06515008981,3466.65759373806,3500.17114379663,3522.61460361681,3536.99183022495,3545.46238665043,3549.55871980531,3550.37088517827,3548.68198117388,3545.06210792873,3539.93227113295,3533.60782296793,3490.78110967265,3438.33656736388,3381.73506770691,3323.00423428669,3262.94133493378,3201.84424154295,3139.79793455973,3076.80400764495,3012.8478432556,2947.93852366372,2882.13540136917,2815.56506108255,2748.42949487135,2681.00364392569,2613.62263372673,2546.65896803433,2480.4939650559,2415.48902085238,2351.96175721315,2290.17061533733,2230.30812808314,2172.50306456515,2116.82677038076,2063.30286750833,2011.91749028695,1962.62887794692,1915.37561059376,1870.08329334748,1826.66973911454,1785.04884639246,1745.13340974274,1706.83709374756,1670.0757710248,1634.76845866974
20,1881.20891911098,2005.23655065349,2298.31556534766,2560.88177054003,2788.08409400699,2979.34290993914,3135.97957372057,3260.10854745316,3354.7120423416,3424.06461622851,3473.2682297997,3507.23191674277,3529.99453285031,3544.5912837873,3553.20766683271,3557.39564692584,3558.2594255084,3556.59223779339,3552.97146297341,3547.82338147363,3541.46720666291,3498.35889591179,3445.52967285412,3388.49896358086,3329.31574996426,3268.78655062562,3207.21417067711,3144.68717081149,3081.21073419265,3016.77454188216,2951.39300724772,2885.13189787337,2818.12499730033,2750.58175597815,2682.78369283939,2615.07134686466,2547.82015232247,2481.41185904785,2416.20589201471,2352.51604388568,2290.59580682286,2230.63235792477,2172.74927912872,2117.01324614208,2063.4438924079,2012.02408826563,1962.70946671256,1915.43657508257,1870.12945544939,1826.70473129612,1785.07540210377,1745.15358581985,1706.85243890847,1670.08745277917,1634.77735578337
21,1881.71249330056,2005.46620971812,2298.51063800763,2561.46985325111,2789.33770753791,2981.4608330108,3139.05841078557,3264.15513764778,3359.65167465628,3429.75827319803,3479.55083208672,3513.94917459555,3537.02038424816,3551.82963938585,3560.58737270349,3564.86437100738,3565.77849408292,3564.13277157668,3560.51161717933,3555.34640730499,3548.96008981602,3505.58236846387,3452.38429046634,3394.94180000184,3335.32450704729,3274.34796636205,3212.31974117153,3149.33193627745,3085.39327266306,3020.49765003336,2954.6646939853,2887.96637978906,2820.54342078159,2752.61231998617,2684.46096342693,2616.43473449663,2548.91171018698,2482.27386936699,2416.8785717626,2353.03583062374,2290.99434719892,2230.93616958253,2172.97994584313,2117.18793023923,2063.57600090352,2012.12395241672,1962.78497210517,1915.49370102691,1870.17271680518,1826.73752902914,1785.10029561127,1745.1725011843,1706.86682663532,1670.09840652239,1634.78569892897
22,1882.21256436657,2005.69816455625,2298.6928019546,2562.01993050763,2790.51440027122,2983.45582875422,3141.96763142508,3267.98904181612,3364.34226159189,3435.17473066863,3485.5358157481,3520.35451946128,3543.72458540006,3558.73986766319,3567.6348152518,3571.99839467587,3572.96167747743,3571.33717158301,3567.71610021803,3562.5347721596,3556.11973338522,3512.483746955,3458.93126577176,3401.09292570421,3341.05832967183,3279.65175050215,3217.18546244244,3153.75504032924,3089.37269311771,3024.03646483845,2957.77106718792,2890.65450537696,2822.83416251722,2754.5332750265,2686.04573668967,2617.72142002017,2549.94077902336,2483.08577978778,2417.51167325522,2353.52474413499,2291.36899142325,2231.22172830237,2173.19671736308,2117.35208079231,2063.70014362951,2012.21780040877,1962.85593541432,1915.54739667844,1870.21338545321,1826.76836503616,1785.123702973,1745.19028920695,1706.8803580902,1670.10870909012,1634.79354651195
23,1882.70926643031,2005.93237707706,2298.86345696576,2562.53598480886,2791.62195032571,2985.33990636057,3144.7233257472,3271.62994795842,3368.80641075219,3440.33878584375,3491.24951502453,3526.47537804412,3550.13528968194,3565.35060046426,3574.37891252772,3578.82682130967,3579.83815398132,3578.23461952723,3574.6140424596,3569.41751300732,3562.97508100324,3519.0910029834,3465.19738216756,3406.97782468604,3346.54131396526,3284.72060698442,3221.83258860632,3157.97625142159,3093.16724434566,3027.40768165988,2960.72724748894,2893.20980121149,2825.00915849418,2756.35499290262,2687.5468776701,2618.9388542337,2550.91347257641,2483.85254903294,2418.109147277,2353.98588753404,2291.72227026151,2231.49088630398,2173.40100739844,2117.50677011462,2063.81713199991,2012.30624508318,1962.92281911991,1915.59801104965,1870.25172495052,1826.79743847034,1785.14577483707,1745.20706401326,1706.89311985554,1670.11842625468,1634.80094853455
24,1883.20271766559,2006.16878679662,2299.02379979995,2563.02143373384,2792.667061369,2987.12345551437,3147.33945428214,3275.09497961585,3373.06381780754,3445.27206693852,3496.71493823788,3532.33570722082,3556.27709740691,3571.68686211972,3580.84498297722,3585.37509383902,3586.43343410111,3584.85063004345,3581.23091447567,3576.02001964695,3569.55139535867,3525.42859491222,3471.20605465171,3412.61876441542,3351.79452686481,3289.57436152887,3226.27967068763,3162.01281450473,3096.79283393743,3030.62584575656,2963.54639434572,2895.64402947133,2827.0787758507,2758.08646919625,2688.97205979503,2620.0934654825,2551.83509411121,2484.57845821542,2418.67440126052,2354.4219348803,2292.05619685924,2231.74523657911,2173.59403105714,2117.65292039356,2063.92766358599,2012.38981310786,1962.98602055529,1915.64584391327,1870.28796160529,1826.82492037594,1785.16664064788,1745.22292368762,1706.90518634721,1670.12761454811,1634.8079479741
25,1883.69302311722,2006.40731756143,2299.17486061633,2563.4792294379,2793.65554782485,2988.81552071422,3149.82820516782,3278.39911964601,3377.13174567427,3449.99355387646,3501.95228697375,3537.9565558011,3562.17163082245,3577.77065263317,3587.0552509429,3591.66558612531,3592.76995266605,3591.20764264436,3587.58911775878,3582.36462198625,3575.87090984677,3531.51803392049,3476.97787063873,3418.03531991169,3356.83648061197,3294.23042896434,3230.54299612346,3165.87986266473,3100.26341458332,3033.70370438608,2966.24003149955,2897.96748047467,2829.05207532478,2759.73555819988,2690.32797722745,2621.19085999402,2552.71024423186,2485.26722693301,2419.2103928272,2354.83520533521,2292.37256869176,2231.98615944428,2173.7768409568,2117.79133040814,2064.03234261146,2012.46896071848,1963.04588396805,1915.69115504029,1870.32229156958,1826.85095901817,1785.18641261373,1745.23795326461,1706.91662209488,1670.13632300461,1634.81458211986
26,1884.18027691924,2006.6478826096,2299.31753170242,2563.91193746916,2794.59248241536,2990.42402033408,3152.20027871069,3281.55555024339,3381.02540721209,3454.51999177157,3506.97939986068,3543.35652041069,3567.83799647434,3583.6214159577,3593.02937390348,3597.71807766252,3598.86754582247,3597.3254985202,3593.70846020638,3588.47106537879,3581.95328413082,3537.37833916018,3482.53102793418,3423.24478921093,3361.68352957615,3298.70418849167,3234.63694414808,3169.5907481596,3103.59129023782,3036.65249035962,2968.81830527788,2900.1892060172,2830.93701830271,2761.30915043397,2691.62048843009,2622.23592306119,2553.5429538165,2485.9221109052,2419.71971159973,2355.22773164758,2292.67296420149,2232.21485789225,2173.9503542134,2117.92269598739,2064.13169538305,2012.54408531741,1963.10270923139,1915.7341707391,1870.35489714704,1826.8756944262,1785.20519883281,1745.25223670466,1706.92749279688,1670.14460349796,1634.82089236696
27,1884.66456405899,2006.89048321552,2299.45259036388,2564.32179981161,2795.48231459012,2991.95592320631,3154.4651519602,3284.57592824493,3384.75827615482,3458.8662280185,3511.81210574105,3548.55210768302,3573.29316470422,3589.25642884373,3598.7848192706,3603.5501475506,3604.7438387931,3603.2218281011,3599.60654323557,3594.35689577461,3587.81598803923,3543.02640976114,3487.88169707289,3428.26254033565,3366.35017334326,3303.00929322521,3238.57427052556,3173.15731098263,3106.78736116018,3039.48215261556,2971.29019530555,2902.31721063365,2832.74063931274,2762.81333218776,2692.85477293335,2623.23299038597,2554.33675635283,2486.54595183211,2420.20460390182,2355.60126203929,2292.95872559287,2232.43238798145,2174.11537612951,2118.04762838685,2064.22618450446,2012.61553645138,1963.15676032066,1915.77509040492,1870.38589487133,1826.89920817284,1785.22305481124,1745.2658100513,1706.93781992212,1670.15246653829,1634.82688096496
28,1885.14596179301,2007.13484329257,2299.58071732971,2564.71078576236,2796.32896650373,2993.4173921915,3156.63113020781,3287.47060995648,3388.34234134804,3463.04548815758,3516.46451467725,3553.55804048886,3578.55227203506,3594.69110003999,3604.33717088221,3609.17747789257,3610.41456375435,3608.91236889841,3605.29907883006,3600.03777374686,3593.47461388598,3548.4773296632,3493.04430397227,3433.10227866694,3370.84941066211,3307.15791238391,3242.36634457994,3176.59009900468,3109.86133818428,3042.20154169324,2973.66368524683,2904.35860475232,2834.46918076286,2764.25346060934,2694.03540999369,2624.18587991534,2555.09479041673,2487.1412841784,2420.66708790534,2355.95738506501,2293.2310921065,2232.63967295879,2174.27260890005,2118.16665913148,2064.31621106527,2012.68361624692,1963.20826464544,1915.81408520863,1870.41544785547,1826.92162993549,1785.24008482398,1745.27875827862,1706.94767379081,1670.15997131311,1634.83259850305
29,1885.62454079388,2007.38094810408,2299.70251167583,2565.08063333174,2797.13591150844,2994.8139018373,3158.70570165623,3290.2487960031,3391.78828063344,3467.06960335867,3520.9492581168,3558.38750500106,3583.62888113926,3599.93924193284,3609.70039738171,3614.61411392838,3615.89382159725,3614.41122738226,3610.80015071941,3605.52774505062,3598.943147469,3553.744603187,3498.03177964843,3437.77628734933,3375.19282009134,3311.16094543892,3246.02334279315,3179.89854865539,3112.82190076884,3044.81856828792,2975.94590436505,2906.31973271699,2836.12820745844,2765.63440999504,2695.16647434925,2625.0979865789,2555.81983398796,2487.7103421406,2421.10893221283,2356.29748141754,2293.49112906965,2232.83753954261,2174.42268350405,2118.2802677726,2064.40213858595,2012.74859991534,1963.25743050447,1915.85131287765,1870.44366422062,1826.9430395612,1785.2563474528,1745.29112395093,1706.95708489424,1670.16713919799,1634.83805961474
30,1886.10036608643,2007.62869831634,2299.81850302021,2565.43290109865,2797.9062385258,2996.1503355127,3160.69553272793,3292.91884499084,3395.1057763953,3470.94919939632,3525.27768849387,3563.05235759964,3588.53519045271,3605.01327929459,3614.88706831289,3619.87273873236,3621.19430456011,3619.7311003688,3616.12243626439,3610.83944177101,3604.23416532765,3558.84042988512,3502.85575833799,3442.29561507614,3379.39083528933,3315.02818953605,3249.55440938443,3183.09113611951,3115.67684176324,3047.34032931655,2978.14324454494,2908.20627817627,2837.72270032724,2766.96044064172,2696.2516063484,2625.97234072128,2556.51436496706,2488.25511777565,2421.53171381514,2356.62278297409,2293.73978825218,2233.02671677225,2174.56615480467,2118.38887472773,2064.48428470584,2012.81072706948,1963.30443854552,1915.88690962487,1870.47064676993,1826.96351471609,1785.27190144273,1745.30295155711,1706.9660869086,1670.17399570658,1634.84328355371
31,1886.57348791041,2007.87799569264,2299.92916156118,2565.76893838741,2798.6427056716,2997.43106614596,3162.60660730977,3295.48816098438,3398.30344930619,3474.69382342289,3529.46004624915,3567.56329810155,3593.28221175581,3609.92443045506,3619.90853177337,3624.96476107994,3626.32747152747,3624.88345292639,3621.27738238075,3615.98427700964,3609.35903140073,3563.77578242495,3507.52674584034,3446.67023657621,3383.45287312179,3318.76848638357,3252.96779380189,3186.17550283927,3118.43318382781,3049.77321586151,2980.2614580413,2910.02335208496,2839.25713459131,2768.2354081939,2697.29407064419,2626.81165741918,2557.180601567,2488.77739309171,2421.93684267284,2356.93439079451,2293.97792028824,2233.2078563204,2174.70352425345,2118.4928612713,2064.56293866674,2012.8702170827,1963.34945507148,1915.92100162723,1870.49649135963,1826.98312834829,1785.28680241634,1745.31428359567,1706.97471242937,1670.18065067451,1634.84828961564
32,1887.04401963886,2008.12874392154,2300.03490639539,2566.0899629547,2799.34778478707,2998.6600237611,3164.44431556333,3297.96346253186,3401.38912118568,3478.31220100005,3533.50560043085,3571.93001561525,3597.87991952822,3614.68285899116,3624.77507162129,3629.9005349407,3631.30370931106,3629.87867665365,3626.27536484687,3620.97259449641,3614.32804490476,3568.56061919803,3512.05426130651,3450.90918788375,3387.38746191837,3322.38983872975,3256.27095995958,3189.15856201109,3121.09727420259,3052.12300392694,2982.30574154233,2911.77556938732,2840.73554996547,2769.46278600708,2698.29680546997,2627.61837802404,2557.82053662312,2489.27876778166,2422.32558365213,2357.23329289838,2294.20628840513,2233.38154295452,2174.83522129831,2118.59254975361,2064.63834144537,2012.9272490724,1963.39261316034,1915.95368754188,1870.52127097004,1827.00193431375,1785.30109000184,1745.32514911945,1706.98298264238,1670.18694789692,1634.8530888146
33,1887.51193019542,2008.38084926527,2300.13611245406,2566.39708537484,2800.02369887431,2999.84070516842,3166.21352887813,3300.35083167829,3404.36988292233,3481.81216332699,3537.42276774967,3576.16131208135,3602.33737752782,3619.29780224406,3629.49603555507,3634.68947229987,3636.13246030696,3634.7262190262,3631.1258169398,3625.81379739354,3619.1505669357,3573.2039935733,3516.44695743696,3455.02068086251,3391.20235050916,3325.89951621611,3259.47068552843,3192.04658754333,3123.67487433253,3054.39492814807,2984.28079655523,2913.46709767356,2842.16158354916,2770.64571518619,2699.2624680916,2628.39471291636,2558.4359666033,2489.76068287325,2422.69907543906,2357.52037520649,2294.4255758244,2233.54829917151,2174.96165903092,2118.68825628608,2064.71073464936,2012.98200821754,1963.43405464934,1915.98507626103,1870.54506945955,1827.01999742858,1785.31481450274,1745.33558734451,1706.99092824791,1670.19299839289,1634.85770024292
34,1887.97730429968,2008.63425604635,2300.2331163211,2566.69129431138,2800.6724536747,3000.97640955304,3167.91861625811,3302.65579166757,3407.25218241586,3485.20086810984,3541.21921393308,3580.26520747296,3606.6628465902,3623.77768082679,3634.07994579671,3639.34015475496,3640.82233436186,3639.43469484128,3635.83734070295,3630.51646387918,3623.83514091247,3577.7141607074,3520.71272285328,3459.01220068175,3394.90459979499,3329.30414153755,3262.57314288776,3194.84529069335,3126.17122435592,3056.59375161611,2986.19090475081,2915.10173677942,2843.53856007282,2771.78703769381,2700.19345166101,2629.14263262992,2559.02851617316,2490.22444030212,2423.0583460179,2357.79644149511,2294.63640337048,2233.70860077907,2175.08319466365,2118.78025082619,2064.78032167787,2013.03464731543,1963.47389428058,1916.01525388719,1870.56795139744,1827.03736608456,1785.32801215901,1745.34562537942,1706.99856951183,1670.19881728887,1634.86213517442
35,1888.44021377222,2008.88878507366,2300.3262211396,2566.97348214336,2801.29586445482,3002.06999969582,3169.56368653729,3304.88337276877,3410.04189963477,3488.48484606917,3544.9019107392,3584.24902984349,3610.86387691631,3628.13019238147,3638.53459383763,3643.86042873996,3645.38120418128,3644.01198161754,3640.41780193963,3635.08843433963,3628.38957208874,3582.0986690183,3524.85876870709,3462.8905893082,3398.50066255022,3332.6097650529,3265.58396907862,3197.55988535548,3128.59110610158,3058.72381659199,2988.03996378262,2916.68293861329,2844.86949094899,2772.88934547719,2701.09194821377,2629.86397017209,2559.59965903819,2490.67122062444,2423.40432714574,2358.06221715033,2294.83928883965,2233.86287563571,2175.20015359562,2118.86877987567,2064.84728881498,2013.08530697633,1963.51223816283,1916.04430052917,1870.58997732798,1827.05408609924,1785.34071769242,1745.3552895758,1707.00592645372,1670.20441979745,1634.86640518001
36,1888.90065194311,2009.14443098933,2300.41570077207,2567.24445674487,2801.89557884107,3003.12412231362,3171.15235459934,3307.03816871661,3412.74441104946,3491.67007523881,3548.47732895292,3588.11949276337,3614.94738745426,3632.36239223693,3642.8671218921,3648.25748742531,3649.81628741823,3648.46530167902,3644.87441313219,3639.53689876721,3632.82101944065,3586.36443889121,3528.89169982343,3466.66211735098,3401.99645124998,3335.82192893663,3268.50832594847,3200.19514405515,3130.93889468873,3060.7890941341,2989.83153644032,2918.21385747136,2846.157127245,2773.9549988018,2701.95994732887,2630.56036553862,2560.15073583615,2491.10209677123,2423.73786501732,2358.3183612519,2295.03482311936,2234.01151249126,2175.3128315409,2118.95406751694,2064.91180547238,2013.13411513683,1963.54918289032,1916.07228914809,1870.61120240603,1827.07019921318,1785.35296273199,1745.36460393204,1707.01301730563,1670.2098197805,1634.87052081589
37,1889.35868445462,2009.40109148539,2300.50180334478,2567.50495154491,2802.47309637586,3004.14119199059,3172.68796698717,3309.12438533648,3415.36464520261,3494.7620405086,3551.95132550717,3591.88276096263,3618.91973448383,3636.48076310561,3647.0840932886,3652.53794150005,3654.13421762159,3652.80129306016,3649.21380260868,3643.86846573087,3637.1360630435,3590.51782969349,3532.81759722076,3470.33254605206,3405.39739684878,3338.94572258231,3271.35095208578,3202.75544631337,3133.21860319105,3062.79322486307,2991.56888721823,2919.69738200253,2847.40398625168,2774.98615513804,2702.79926557737,2631.23332274856,2560.68296937081,2491.51804677451,2424.05973056396,2358.56547400053,2295.22342765505,2234.15486517847,2175.421497618,2119.03631766664,2064.974025811,2013.18118821544,1963.58481636169,1916.09928613846,1870.63167682644,1827.08574341736,1785.36477606889,1745.37359029647,1707.01985866918,1670.21502986266,1634.87449169939
38,1889.81435046176,2009.65868978112,2300.58475427749,2567.75563415639,2803.02978534066,3005.12341705635,3174.17359030223,3311.14588261319,3417.90713083889,3497.76578627105,3555.32931739366,3595.54451386182,3622.78677112136,3640.491275562,3651.19155355683,3656.70788060162,3658.34108924504,3657.0260712708,3653.44207725108,3648.08922364042,3641.34076506956,3594.564703799,3536.64206854096,3473.90718116755,3408.70849976889,3341.98583065158,3274.11620784912,3205.24482057721,3135.4339213835,3064.73955443255,2993.25501511231,2921.13616390183,2848.61237850578,2775.98479446558,2703.61157232227,2631.88422667935,2561.1974778219,2491.91996440687,2424.37062791206,2358.80410334371,2295.40552464586,2234.29325653908,2175.52639733649,2119.11571633685,2065.03409045274,2013.22663240877,1963.61921876205,1916.12535207276,1870.65144638655,1827.10075337756,1785.37618397676,1745.38226860866,1707.02646569675,1670.22006322439,1634.87832818731
39,1890.26768726849,2009.91715267302,2300.66475889389,2567.99711381065,2803.56689728728,3006.07282191045,3175.61204114895,3313.1062112348,3420.37603875649,3500.68593580349,3558.61630067943,3599.10998686733,3626.55389756171,3644.39944072959,3655.19508364968,3660.77292683998,3662.44257711779,3661.14528261678,3657.56487569327,3652.20479413163,3645.44072294098,3598.51046821089,3540.37026978175,3477.39091984722,3411.93437430628,3344.94657490979,3276.80811456321,3207.66698070904,3137.58824945864,3066.63116443507,2994.89267814478,2922.53263884155,2849.78442192745,2776.95272804279,2704.39838340202,2632.51431703145,2561.69529135197,2492.30867665251,2424.67121338303,2359.03475074749,2295.58150035097,2234.42698186537,2175.62775522318,2119.19243362916,2065.09212798893,2013.27054482989,1963.65246342157,1916.15054234905,1870.67055332407,1827.11526109585,1785.38721072324,1745.39065728189,1707.03285236101,1670.22492549846,1634.88203360893
40,1890.71873050322,2010.17641047335,2300.74200466837,2568.22994778742,2804.08557963926,3006.99126684838,3177.00591200558,3315.00864404216,3422.77521833666,3503.52683651582,3561.81689298058,3602.58402253929,3630.22611346739,3648.21035635181,3659.09984648638,3664.73828160797,3666.44388533836,3665.16415140774,3661.58741516492,3656.22037875916,3649.44111582008,3602.36012915829,3544.00698021115,3480.78829163723,3415.07928744896,3347.83194948651,3279.43038757273,3210.02535785755,3139.68472745039,3068.4708992277,2996.48442447713,2923.88905877375,2850.92207648766,2777.89163314973,2705.1611143667,2633.12477249502,2562.17733785499,2492.68491343115,2424.96204765733,2359.25788125355,2295.75171484001,2234.55631829783,2175.72578378934,2119.26663219905,2065.14826289222,2013.31301456711,1963.68461761779,1916.17490779527,1870.68903502104,1827.12929478385,1785.39787764962,1745.39877251193,1707.03903100556,1670.22963107614,1634.88561996601
