p_bar,of_1,of_1_1,of_1_2,of_1_3,of_1_4,of_1_5,of_1_6,of_1_7,of_1_8,of_1_9,of_2,of_2_1,of_2_2,of_2_3,of_2_4,of_2_5,of_2_6,of_2_7,of_2_8,of_2_9,of_3,of_3_5,of_4,of_4_5,of_5,of_5_5,of_6,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,490.529101400675,491.355888005154,469.512512315004,450.060104890866,433.06465512275,418.303372495388,405.49169806874,394.369845973814,384.705108124089,376.271097040363,368.851775841229,362.258786404979,356.340150657839,350.978106730207,346.08238572972,341.583347091204,337.42649317592,333.568426924985,329.973990271889,326.614241423689,323.46500096501,310.252243492361,300.156441681271,292.218409979403,285.854948923116,280.684216882448,276.443391526733,272.944668616926,270.049705390598,267.653823517676,265.675770984806,264.050815582256,262.725950743854,261.656553742798,260.804053654813,260.134419792274,259.61727253228,259.225476018891,258.935029846358,258.725088819317,258.577961005389,258.479005939924,258.416405047273,258.380828687806,258.365055542427,258.363586954686,258.37229141592,258.388097824423,258.408743193035,258.432572304456,258.458382634665,258.485306506492,258.512722694542,258.540190714038,258.567402262901
11,490.438141511169,491.328985790264,469.492559549708,450.00394594777,432.953690847358,418.12953587599,405.255765660789,394.07768602202,384.365729899872,375.895100139195,368.449479220486,361.838888057972,355.909365832501,350.541367796723,345.643238631299,341.144323880318,336.989395973477,333.134546507026,329.544248763952,326.189291367884,323.045304506475,309.862049253214,299.796713745361,291.888105348261,285.552687834652,280.408706058618,276.19350731338,272.719435492962,269.848240185481,267.475267570834,265.519219222069,263.915246618577,262.610178119747,261.559176414531,260.723457459338,260.068804329442,259.564715271148,259.184021075876,258.90278389989,258.700305384104,258.55909930906,258.464759515671,258.40570304576,258.372817576228,258.359070026287,258.359117279544,258.368951949344,258.385599448561,258.406870439979,258.431165165784,258.457322487803,258.484505434945,258.512115489766,258.539728937433,258.567049860725
12,490.347863190328,491.301208014081,469.47499203146,449.954374131315,432.855030952425,417.973916630763,405.043361501364,393.813460536011,384.057668080735,375.552822015306,368.082484696072,361.455262081233,355.515376703007,350.141637335791,345.241097195094,340.742150836531,336.588888766155,332.736914675011,329.150364489858,325.799770215139,322.660586191757,309.50441478713,299.467145190913,291.585683832407,285.276162147174,280.156897124868,275.965379154677,272.514082444682,269.664834077251,267.312995040615,265.377216415791,263.792537567933,262.505624246451,261.471445654396,260.651022762763,260.00997526658,259.517701165221,259.147014758841,258.874049397178,258.678251820066,258.5423342179,258.452106306381,258.396202196761,258.36570694798,258.353757129926,258.355149036481,258.365986067954,258.383379528375,258.405205488878,258.429913377566,258.456378729678,258.483791771808,258.511574097156,258.539316843982,258.566735067064
13,490.258221537011,491.272540144928,469.459367734162,449.910169345221,432.766480241346,417.833369852153,404.850528143237,393.57256235363,383.775837123901,375.238850227512,367.745169376869,361.102158202752,355.152372320149,349.773086708746,344.87014311824,340.371040961331,336.219227818626,332.369849581075,328.786713435051,325.440125079472,322.30536204503,309.17423434471,299.162998469328,291.306754737143,285.021309102986,279.925031475688,275.75554131169,272.325425657924,269.496576886425,267.164363009982,265.247381732923,263.680562687868,262.410416983274,261.391733629766,260.585356074292,259.956759997032,259.475261216073,259.11367091334,258.848199777289,258.658438464458,258.527286086832,258.440756410466,258.38768320336,258.359332064549,258.348993694476,258.351590417045,258.363325424815,258.381387188998,258.403710440059,258.428788664627,258.455530224688,258.483149682925,258.511086625497,258.538945481046,258.566451124354
14,490.169181612325,491.242973933325,469.445332222936,449.870408717756,432.68636423021,417.705473940229,404.674211659891,393.351425817914,383.516294621219,374.948975108498,367.433154732294,360.775096063416,354.81581942267,349.431169483421,344.525836882142,340.026478368098,335.875932605929,332.028911593273,328.448910482398,325.106021541195,321.975353511969,308.867522894043,298.880577007849,291.047890709327,284.784957750547,279.710179401752,275.561295673219,272.150988654412,269.341206616497,267.027320294009,265.12786994456,263.577678697734,262.323110378466,261.318785675888,260.525385772624,259.90825891515,259.436653826935,259.083389297019,258.824757694841,258.64049100624,258.513666701187,258.430490011342,258.379979934641,258.353568204617,258.344686507569,258.348371942648,258.36091829194,258.379583917365,258.402356593481,258.427769606591,258.454760953912,258.482567161531,258.510644053253,258.538608052871,258.566192900248
15,490.080715444583,491.212559237135,469.432620255323,449.834379079652,432.613378897543,417.588340672493,404.51200795194,393.147234611617,383.275913609175,374.679858084042,367.142964358098,360.470521134245,354.502124513643,349.112270147613,344.204567605814,339.704870375682,335.555438170797,331.71057015531,328.133467059281,324.794007561633,321.667155768238,308.581109544878,298.616940196034,290.80637321681,284.564588914974,279.510017654635,275.380500450125,271.988807183465,269.196932724181,266.900243352779,265.017222444924,263.48258859099,262.242565139812,261.251615123372,260.470270901244,259.863767612857,259.401299610853,259.055701971523,258.803351760223,258.624119329245,258.501252529304,258.421136815838,258.372963790564,258.348318872175,258.340763470566,258.345439875834,258.35872465699,258.377939916537,258.401121737512,258.426839619547,258.454058510134,258.482034903798,258.510239374339,258.53829927869,258.565954535671
16,489.992800076763,491.181311066838,469.421014297331,449.801519116986,432.546490561608,417.480470290921,404.361989062658,392.95772647713,383.052178275763,374.428806944476,366.871791914602,360.18555696204,354.208373850523,348.813465598212,343.903415262481,339.403311212814,335.254860848662,331.411969217916,327.837555896625,324.501298106023,321.37801159397,308.31242690974,298.369709782783,290.579998246144,284.358166867013,279.322666165525,275.21142694833,271.837297068867,269.062310696715,266.78182536965,264.914266626239,263.394251159072,262.1678681507,261.189432608013,260.419339989128,259.822724803394,259.368737855332,259.030237585515,258.783687778197,258.609093982154,258.48986701018,258.412562448442,258.366533366774,258.343508011698,258.337167769982,258.342751873361,258.356712988365,258.376431700124,258.399988359456,258.425985611868,258.453413094875,258.481545558844,258.509867096762,258.538015019172,258.565736726822
17,489.905416252319,491.149271193497,469.410368542293,449.771379968906,432.484867163024,417.38063452725,404.222596302276,392.781057529366,382.843033590637,374.193619256456,366.61733922366,359.917847895034,353.932181435899,348.532358506511,343.619984550497,339.119416910335,334.971834559655,331.130765193832,327.558859115273,324.225597948987,321.105665647334,308.059374664433,298.13693490225,290.366960189548,284.164022816462,279.14658568745,275.052658260961,271.695162101202,268.936160161073,266.670999072226,264.818045944706,263.311818190967,262.098274669784,261.13159715837,260.372048798414,259.784676428879,259.338596580286,259.006696861211,258.765529049654,258.595230623452,258.479368461585,258.404659175866,258.360607415477,258.339074709483,258.333853911856,258.340274029223,258.354858034636,258.375040445324,258.398942420151,258.425197128754,258.452816880879,258.481093252885,258.509522765287,258.537751912212,258.565534965852
18,489.818547506332,491.116468306255,469.400541166131,449.743597683206,432.42782988954,417.287831956356,404.092539162329,392.615705617453,382.646779564429,373.972470424914,366.377699179804,359.665439199512,353.671566514294,348.266954601842,343.35228593433,338.85120704051,334.704393510573,330.86501090427,327.295450814054,323.965009504523,320.848237098229,307.820201810203,297.91699477985,290.165759660977,283.980771553107,278.98049916854,274.903023496675,271.561328247853,268.817503864562,266.56688169156,264.727770098119,263.234589786766,262.033176683582,261.077581494925,260.327950401355,259.74925028964,259.310571415116,258.984835335596,258.748682528308,258.58237910855,258.469641608912,258.397339416473,258.355119923982,258.334969491201,258.330784951744,258.337978798738,258.353139279747,258.373750895379,258.397972536988,258.424465628506,258.452263470113,258.480673182126,258.509202775912,258.537507238959,258.565347196331
19,489.732179521479,491.082956337475,469.391423653748,449.71787352062,432.37481835748,417.201231860976,403.970745516006,392.460399999001,382.461994155396,373.763832036738,366.151276517143,359.426690872856,353.424866506076,348.015589353379,343.098648723528,338.597018382701,334.450886733648,330.613070678523,327.045713123756,323.717931706651,320.60414794559,307.593439314325,297.708528347297,289.975137787638,283.807250514646,278.823335324505,274.761537234526,271.434895596524,268.705523659377,266.468734855813,264.642778757615,263.161981865398,261.972062261545,261.026946869428,260.286673519931,259.716137712012,259.284410364235,258.964450935619,258.732988872035,258.570415659194,258.460591514684,258.390531093859,258.350016594307,258.331151674927,258.327930505762,258.335843569442,258.351539879126,258.372550464777,258.397069317812,258.423784101006,258.451747610471,258.48028140204,258.508904158992,258.537278757137,258.565171722205
20,489.646289363674,491.048770577642,469.382926393111,449.693959587498,432.325365058092,417.120138025621,403.856313693362,392.314069190734,382.287475998771,373.566411120598,365.936716902037,359.200213430505,353.190672237015,347.776842288473,342.85765611166,338.355440198354,334.209913544831,330.373557053358,326.808273630584,323.483008855648,320.372059783949,307.377841073418,297.510381303041,289.794027260804,283.642474409775,278.674186624497,274.627366387544,271.315101448401,268.599527775684,266.375934771849,264.562514660848,263.093502085319,261.914502076576,260.979323916836,260.247906542021,259.68508004331,259.259902603609,258.945374856654,258.718315151003,258.559237132349,258.452139140929,258.384174243606,258.345252274023,258.327587431597,258.325265346376,258.333849507118,258.350045801159,258.37142870394,258.396224962779,258.423146713269,258.451264930314,258.479914628348,258.508624440615,258.537064598491,258.565007129728
21,489.560885302288,491.013951633378,469.374974634545,449.671648174584,432.279076276685,417.04396157663,403.748472123264,392.175801605913,382.12220114501,373.379104213217,365.732862752052,358.984819297788,352.967778823696,347.549501425807,342.628096170681,338.125265666637,333.980275787238,330.145282892887,326.581958010768,323.259080395246,320.150827020348,307.172338062461,297.321566041229,289.621515248928,283.485599266833,278.532277520715,274.499799263316,271.201298467416,268.498926178632,266.287949913366,264.486503303441,263.028731695635,261.860131428516,260.934400865338,260.211385477125,259.655858425013,259.236870098452,258.927464748932,258.704549409012,258.548756751278,258.444218047473,258.378218487615,258.34078904472,258.324248391843,258.32276826839,258.331980817478,258.348645277348,258.370376838306,258.395432920276,258.422548564474,258.450811755494,258.479570099822,258.508361540241,258.536863191261,258.564852229045
22,489.475947805572,490.978539231901,469.3675054589,449.650763704771,432.235617623968,416.972200304343,403.646578452378,392.044815490643,381.965289892205,373.200962107407,365.538722747423,358.779485455648,352.755147937868,347.332522044884,342.408924034419,337.905454122764,333.760940111992,329.927224345624,326.365753450374,323.045145677524,319.939459157437,306.976016152988,297.141231346431,289.456814861724,283.335902327906,278.396939965282,274.378223199151,271.092926068882,268.403211459959,266.204323439901,264.414337435766,262.967311657206,261.808638012598,260.891909640675,260.176885035134,259.628286598403,259.215161192453,258.910599548408,258.691596543238,258.53890087551,258.436771087556,258.372621144699,258.33659479611,258.321110490852,258.320421319669,258.330224121356,258.347328338647,258.369387434135,258.394687639317,258.421985501221,258.450384971262,258.479245474871,258.508113693027,258.536673201753,258.564706010187
