p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,448.467957716833,474.930986637261,433.250861603101,390.990054938866,360.97567242215,340.47672502759,337.303762455421,334.382770874414,331.688565755939,329.197550260851,326.88833243504,324.741931605367,322.741741612394,320.87334976471,319.124279463266,317.483732622696,315.942342156183,314.491952999882,313.125438279672,311.836524464231,310.619677029836,309.469986224704,308.383069564923,307.354998532318,306.382235053721,305.461578324008,304.590120078486,303.765206777655,302.984407463508,302.245486287161,301.546378902174,300.885172073986,300.26008806289,299.669460618995,299.111734736856,298.585445670944,296.379553613766,294.777943395605,293.657260026728,292.91159928635,292.449315246528,292.193272800882,292.081582157473,292.067141862057,292.115788501282,292.203691866338,292.314709349107,292.438145638344,292.567039961241,292.696940691655,292.825060516527,292.949706306996,293.069910470756,293.185169848459,293.295284634726,293.400252354394,293.500186101662,293.595273283395,293.685741206639,293.771836078278,293.853808440953,293.931907909856,294.006372993587
11,447.475773945139,474.126822993734,433.248634985292,390.967120042325,360.881014414516,340.283644279189,337.094329124914,334.159240615409,331.453278856501,328.952781385414,326.636170678783,324.484247140601,322.480171844804,320.609310542274,318.858986649026,317.218227322523,315.677515673655,314.228569652083,312.86415089799,311.577907001833,310.364221255599,309.218116931489,308.135159901489,307.111375311055,306.143185250867,305.227354372234,304.360944162763,303.541274309323,302.765889876803,302.032533277132,301.339120202355,300.683718855749,300.064531943443,299.479882946573,298.92819436076,298.407988144198,296.232671882879,294.660603081681,293.566819930369,292.844218997743,292.400574803628,292.15882412539,292.057624736284,292.050638449546,292.10446479636,292.195919627767,292.30935612255,292.434436983518,292.564450739799,292.695115824174,292.823759774021,292.948766605687,293.069220802099,293.184654381869,293.294891442103,293.399945542676,293.499941012755,293.595072850863,293.685573583255,293.771693009312,293.853682731342,293.931798370561,294.006275276167
12,446.556545516966,473.378736286543,433.246527984611,390.946974198178,360.796943243484,340.109686654296,336.905170784672,333.956912508634,331.239920802815,328.730484701637,326.406877449955,324.249701513217,322.241905848638,320.368651796782,318.617076861631,316.976044932624,315.435898700072,313.988236807445,312.625720174168,311.341909494213,310.131123146877,308.988317001533,307.90900816083,306.889177981269,305.92521087948,305.013838811466,304.152094610032,303.337272574292,302.566895010966,301.838683678507,301.15053528846,300.500500382497,299.886765035365,299.30763700943,298.761523329794,298.246931333577,296.0997812911,294.554811332608,293.485573089313,292.783889184346,292.35705453322,292.128125837054,292.036300202137,292.035954386245,292.094386570518,292.188996456569,292.304581430421,292.431123332393,292.562132218029,292.693477381854,292.822588142737,292.947916976513,293.068594500795,293.184181767659,293.294530636144,293.399662385774,293.499713509419,293.594885761208,293.68541631501,293.771558169845,293.853565233795,293.931694399529,294.006182284718
13,445.699564118623,472.678720083687,433.244507344581,390.929078844707,360.721559935282,339.95165010205,336.732926895457,333.772301682943,331.044908780953,328.527007461028,326.196754301288,324.034564561635,322.0231961422,320.147620758586,318.394802154525,316.753450878369,315.213777307888,313.767267418032,312.406486862045,311.124916121513,309.916803271824,308.777054174026,307.701129867379,306.684972694133,305.724931268487,304.817706452441,303.960303805717,303.149993443486,302.384275975006,301.660853452,300.977604462923,300.332562677005,299.723898276523,299.149901824125,298.608972109604,298.099595974527,295.978565834675,294.458626098206,293.411946646386,292.729382758153,292.31783197061,292.100507264328,292.017133803203,292.022760035117,292.085327792704,292.182768362378,292.300280617783,292.428133518687,292.56003585112,292.691992157109,292.821521371253,292.947141705568,293.068020639384,293.183748834931,293.29419680711,293.399399013256,293.499500783037,293.594709940679,293.6852678383,293.771430354802,293.853453470934,293.931595228628,294.006093384505
14,444.896376338489,472.020411273547,433.242552911306,390.913039217754,360.653418879427,339.80706157192,336.574997621033,333.602708515521,330.865466874179,328.339523702762,326.002929070406,323.835938098972,321.821130005017,319.943299779224,318.189248022734,316.547540622211,315.008262733538,313.562793468421,312.203607984205,310.924108209244,309.718482108507,308.581581142477,307.508815141733,306.496089263033,305.539717957484,304.636372396864,303.783032080335,302.976943996968,302.215587992202,301.496647245925,300.817982981284,300.17761269408,299.573691330183,299.004494948769,298.468408501251,297.963905150684,295.867234227687,294.370548586129,293.344731504506,292.679759760214,292.282202871942,292.075457763099,291.999764805121,292.010805279807,292.077117052037,292.177118587204,292.296374306897,292.425413511605,292.558124873819,292.690634939663,292.820545007381,292.946428733824,293.067490813777,293.183347359468,293.293885769359,293.39915242003,293.499300643303,293.594543764997,293.685126925047,293.771308613728,293.85334669108,293.931500246465,294.006008067547
15,444.14018164153,471.398688059258,433.240649311474,390.898547875617,360.591395224976,339.673972704262,336.429331428819,333.446000021861,330.699399639936,328.165788570843,325.823124038838,323.65152579744,321.633398781209,319.753375679317,317.998103321274,316.356010597405,314.817063705487,313.372540022449,312.014828424053,310.73725792843,309.533954990394,308.399716509155,307.32991489777,306.320410319301,305.367486944972,304.467787499222,303.618266495303,302.81614873496,302.058894129553,301.344167730454,300.66981407141,300.033835099569,299.434371114424,298.869684230925,298.338144015299,297.838216777489,295.764373211165,294.289402127467,293.282979160549,292.634285187226,292.249618219704,292.052580247457,291.983913226904,291.999896214308,292.069621535613,292.171956661599,292.292800972503,292.422921472481,292.556370603241,292.689386092873,292.819644085262,292.94576869798,293.066998489782,293.182972746192,293.293594255462,293.398920252868,293.499111370481,293.594385953884,293.684992601229,293.771192188194,293.853244291177,293.93140896009,294.005925922821
16,443.425422847133,470.809329845148,433.238784587206,390.885365571644,360.534598014311,339.550822200144,336.294281826009,333.300462255032,330.544941266174,328.003997647636,325.65551320706,323.479476406847,321.458141730691,319.575983597093,317.819504475581,316.177003088772,314.638332257795,313.19467219496,311.838329249902,310.56256263058,309.361439851441,308.229705437148,307.16269606974,306.15622855679,305.206558043054,304.310299915592,303.464384662388,302.66601573801,301.912633863457,301.201886629038,300.531602487256,299.899768399999,299.304510546301,298.744077612086,298.216826274884,297.721210470217,295.6688486227,294.214240814966,293.225932524812,292.592374115348,292.219642316305,292.031560323694,291.969357762318,291.989879727928,292.062736420134,292.16721120391,292.289512046773,292.420624259674,292.554750438485,292.688230093263,292.818807895506,292.945154165415,293.066538471652,293.182621333669,293.293319655175,293.39870062743,293.498931581752,293.594235473278,293.684864077123,293.771080460989,293.853145778214,293.931320964805,294.005846611438
17,442.747496897497,470.248833233384,433.236949279098,390.873301995579,360.482310606031,339.436340396852,336.168507906827,333.164697744426,330.400650679048,327.852677310791,325.498596806655,323.318279603488,321.293837270812,319.409598206185,317.651926935219,316.008998142024,314.470556282183,313.027688506768,311.672622011226,310.398548976846,309.199480285178,308.070112197761,307.005740737859,306.002147272402,305.055556899007,304.162558666004,303.320059901112,302.525243469155,301.775531572112,301.068554942459,300.402126502028,299.77421873815,299.182944193956,298.626538586044,298.103346156442,297.611808911659,295.579737009617,294.14430106508,293.172978158263,292.553553925643,292.19192402727,292.012145153429,291.955920706482,291.980632101089,292.056377644033,292.162824936626,292.286468553468,292.41849531932,292.553246210553,292.687154458196,292.818027816248,292.944579143698,293.066106563223,293.182290158707,293.293059851322,293.398492009977,293.49876014814,293.59409147619,293.684740703287,293.770972922315,293.853050743239,293.93123592363,294.00576985016
18,442.102545682897,469.714251778813,433.235135793302,390.862203584218,360.433948760763,339.329481442206,336.050903580413,333.037552444369,330.265336777939,327.710608726489,325.351136096803,323.166682199045,321.139225334772,319.252956042093,317.494107657769,315.850736365233,314.312482783357,312.870344710732,311.516473236309,310.243996030588,309.046867237976,307.919743173185,306.857869548192,305.85700934206,304.913345036069,304.023444783457,303.184193535778,302.392754255352,301.646531235036,300.943138898476,300.280375138541,299.656198434333,299.068708133895,298.51612740843,297.99678847867,297.509119790007,295.496276400733,294.078950655163,293.123612442371,292.517435721639,292.166176529382,291.994128609218,291.94345738455,291.972055175365,292.050476848176,292.158751298736,292.283638734179,292.416513005341,292.551843106752,292.686149000114,292.81729680055,292.944038723627,293.065699315667,293.181976774807,293.292813103417,293.398293136674,293.498596136385,293.593953259867,293.684621938764,293.770867705117,293.852958842892,293.93115355262,294.005695399794
19,441.48730160907,469.203082125585,433.233337954172,390.851944854232,360.389030492293,339.229374030347,335.940546108421,332.918062567671,330.138003984927,327.576772465066,325.212094470842,323.023632920018,320.993250740972,319.104998837823,317.344988551521,315.701162597692,314.163061875454,312.72159820276,311.368849332825,310.097880712653,308.90259375853,307.777600088432,306.718107136685,305.719845402205,304.778968816853,303.892021091717,303.055865516972,302.26764577952,301.524748820367,300.824773256501,300.165502411593,299.544881184383,298.960996132894,298.412058272948,297.8963881854,297.412403104073,295.417831231423,294.017664279441,293.07741713813,292.483702613148,292.142162684777,291.977340574869,291.931848554934,291.964065788777,292.044977754785,292.154951949832,292.280996648896,292.414659564968,292.5505289557,292.685205346571,292.816609061036,292.943528887807,293.065313924673,293.18167921355,293.29257796322,293.398102953084,293.498438765523,293.593820234269,293.684507327767,293.770767368719,293.852869785752,293.93107360998,294.005623055696
20,440.898963159087,468.71317807743,433.231550681465,390.842422113148,360.347153954086,339.13528493251,335.836657966937,332.805415151024,330.017811830834,327.450307373135,325.080595834595,322.888251497489,320.855021100561,318.964831398747,317.203674424385,315.559384023066,314.021405136334,312.580566682885,311.228875612453,309.959337238939,308.765801985336,307.64283821957,306.585616317901,305.589835323323,304.651621501856,303.767494873212,302.934297721066,302.149155032115,301.409436907145,300.712726618235,300.056793343098,299.439568794593,298.859127114724,298.313667524351,297.80149931732,297.321028866103,295.34386589125,293.959997944619,293.034041373947,292.452084516798,292.119684580019,291.961639321523,291.920994964782,291.956595470319,292.039833535019,292.151394921383,292.278520308595,292.412920087167,292.549293544643,292.684316457419,292.815959711386,292.943046211839,293.064947963797,293.181395732598,293.292353212931,293.397920570314,293.498287375289,293.593691898943,293.684396482368,293.770670123152,293.852783322032,293.930995887838,294.005552641667
21,440.335138789184,468.242684716813,433.229769753096,390.833548813024,360.307980936892,339.046591540444,335.738578103212,332.698918310192,329.904044452453,327.330479516692,324.955893164339,322.759779066749,320.723775003167,318.83168975826,317.069401191512,315.424638498375,313.886754116805,312.446496895524,311.095805305819,309.827626447902,308.635761344451,307.514736441905,306.459686178763,305.466276948331,304.530614567445,303.649189650597,302.818826212583,302.036631069815,301.29995795478,300.606375221035,299.953638291697,299.339666058998,298.762520595573,298.220389661839,297.711571592344,297.234462223538,295.273922470295,293.905581432275,292.993185509462,292.422354516624,292.098575053304,291.946905311373,291.910813026404,291.949586618201,292.035004814597,292.148053566371,292.27619171537,292.411282087214,292.548128302154,292.683476418291,292.815344645618,292.942587826594,293.064599411825,293.1811248952,293.292137818825,293.397745231993,293.498141402302,293.593567825563,293.684289069458,293.770575703495,293.852699235857,293.930920206015,294.005484004531
