p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,1.25054340696796,1.31558098420209,1.27971341692234,1.24624725337446,1.22545592332851,1.21313763311716,1.21145619365863,1.20997811669582,1.20867879777563,1.20753562841254,1.20652854904305,1.20564017442384,1.2048556706932,1.20416250377776,1.20355011795942,1.20300963734518,1.20253358627514,1.20211564945117,1.2017504740559,1.20143349001173,1.2011607889413,1.20092900953805,1.20073524213038,1.20057695702033,1.20045194385718,1.20035826176923,1.20029419813421,1.20025823429617,1.20024901688336,1.20026533365774,1.20030609304633,1.20037030667839,1.20045707599371,1.20056557267064,1.2006950376213,1.20084476408739,1.20187537008907,1.20332512031888,1.20513001055172,1.20722710559929,1.20955341267619,1.21204878603639,1.21465985689794,1.21734268572255,1.22006340855624,1.22279727994538,1.22552696935796,1.2282407661677,1.2309310321919,1.2335930019882,1.23622390897591,1.23882236216942,1.24138793263866,1.24392084374558,1.24642177739341,1.24889174782099,1.25133198102605,1.25374386988544,1.25612892233737,1.25848873076489,1.26082494791521,1.26313928684746,1.26543349275567
11,1.24955625972159,1.31449657445457,1.27971067653727,1.2462200380533,1.22535009003757,1.21292349178207,1.21122377638726,1.20972978406991,1.20841699776788,1.20726273441328,1.20624673931096,1.20535139691592,1.20456163166795,1.20386468155815,1.20324978672129,1.20270789411253,1.20223137739541,1.20181379433435,1.20144968214466,1.20113439113129,1.2008639332511,1.20063488242806,1.20044427855667,1.20028954731654,1.20016844020979,1.20007898345426,1.20001943573253,1.1999882530658,1.19998405943453,1.20000562204984,1.20005183040473,1.20012167841214,1.20021424907883,1.20032870276199,1.20046425954915,1.20062019876718,1.2016831352956,1.20316586220027,1.20500237347348,1.20712797483391,1.20947849834745,1.21199338070741,1.21461949891415,1.21731356253755,1.22004249062208,1.22278227510418,1.22551619700199,1.228233016191,1.23092544120409,1.23358895590676,1.23622097092465,1.23882022050538,1.24138636437697,1.2439196891138,1.24642092171945,1.24889110805359,1.2513314976503,1.25374350001069,1.25612863507339,1.25848850388422,1.26082476121944,1.26313913748997,1.26543336815773
12,1.24864488598424,1.31349243777635,1.27970811133994,1.24619614396843,1.22525615525624,1.21273077183693,1.21101410789022,1.20950529109351,1.208179916688,1.20701524706673,1.20599086863296,1.20508895800921,1.20429421931315,1.20359368022915,1.20297639109364,1.20243313348103,1.20195613974226,1.201538848479,1.20117569691128,1.20086195003755,1.20059355493462,1.20036702114796,1.20017934090532,1.2000278977326,1.19991040706403,1.19982486396958,1.19976949994203,1.19974274697702,1.19974320753739,1.19976962928119,1.19982088366212,1.19989594769413,1.19999388831627,1.20011385047833,1.20025503896913,1.20041671830005,1.20150946076876,1.20302245175171,1.20488782249411,1.20703928394403,1.20941164633756,1.2119440307067,1.21458359271411,1.2172876643488,1.22002388806561,1.22276892515062,1.2255066056252,1.22822610923227,1.23092045270719,1.23358534108735,1.23621834171814,1.23881830056731,1.24138495555413,1.2439186431176,1.24642014881993,1.24889052815963,1.25133105773636,1.25374316184071,1.25612837112807,1.25848829428816,1.26082459202748,1.26313899795015,1.26543325106208
13,1.2477979009865,1.3125567761143,1.27970567672412,1.24617492945508,1.22517197807403,1.21255586412846,1.21082339237283,1.20930069140878,1.20796348620507,1.20678900506557,1.20575670766093,1.20484857587348,1.20404911467948,1.20334515665192,1.20272557474675,1.20218099521247,1.20170351735128,1.20128646717722,1.20092418741007,1.20061186393126,1.20034537535022,1.20012118134119,1.19993622102706,1.19978783999648,1.19967371941437,1.19959182472877,1.19954036154771,1.19951773896787,1.19952253891816,1.19955349037418,1.19960944753373,1.1996893712298,1.19979231300579,1.19991740139523,1.20006383147072,1.20023084860693,1.20135125074389,1.2028922068915,1.20478410740168,1.20695920915502,1.20935142830729,1.21189965148494,1.21455133485215,1.21726440648323,1.22000718042937,1.22275692960396,1.22549798114987,1.22821989287277,1.23091595791316,1.23358207997572,1.23621596600569,1.23881656344717,1.241383678433,1.24391769871208,1.24641944471275,1.24888999824324,1.25133065432033,1.25374285049474,1.25612812700121,1.25848809951818,1.26082443404927,1.26313886706925,1.26543314086588
14,1.24700635504271,1.31168026289944,1.27970334364527,1.24615592479543,1.22509592932715,1.21239598476659,1.21064869725456,1.20911293226178,1.20776455820225,1.20658079134036,1.20554097709781,1.20462692903949,1.20382296637171,1.20311573981215,1.20249395578079,1.20194809401186,1.20147012789613,1.20105327674768,1.20069179348734,1.20038078687403,1.20011607619792,1.19989406774477,1.19971165209887,1.19956613863814,1.19945517583236,1.19937670084461,1.19932889454286,1.19931014411465,1.19931901182094,1.19935420872341,1.19941457245727,1.1994990483122,1.19960667303472,1.19973656088576,1.19988789307619,1.20005990112107,1.20120611447146,1.20277306134049,1.20468950027142,1.20688635460577,1.20929675446008,1.21185941755206,1.21452211492225,1.21724334534253,1.21999204884235,1.22274606064641,1.22549016123074,1.22821425137442,1.23091187496609,1.23357911400152,1.23621380283633,1.23881497863435,1.24138251104385,1.24391683347013,1.2464187978978,1.24888950992554,1.25133028120979,1.25374256136355,1.25612789932287,1.25848791706622,1.26082428536015,1.26313874333064,1.26543303617754
15,1.24626307711917,1.31085541397015,1.27970108994918,1.24613876313564,1.22502674226326,1.21224894308957,1.21048771131594,1.20893960480299,1.20758064624429,1.20638805626964,1.2053410809973,1.20442138967948,1.20361312203268,1.2029027611828,1.20227885658471,1.20173174923834,1.20125329294336,1.20083660544346,1.20047585408884,1.20016607579573,1.19990302962113,1.19968306913752,1.19950304761797,1.19936023227304,1.19925224222345,1.19917698753036,1.1991326253359,1.19911752179666,1.1991302202756,1.19916941460517,1.19923392647745,1.19932268620997,1.19943471629399,1.19956911723095,1.19972505532319,1.199901753409,1.20107216836031,1.20266339237076,1.2046026469298,1.20681962961291,1.20924677564326,1.21182268718815,1.21449545924112,1.21722413703848,1.21997824624644,1.22273614175679,1.2254830200536,1.22820909536979,1.23090813942295,1.2335763973271,1.23621181883155,1.23881352280602,1.24138143668653,1.24391603543363,1.24641819979954,1.24888905703101,1.25132993400069,1.25374229130074,1.25612768579527,1.25848774521163,1.2608241446952,1.26313862578595,1.26543293634028
16,1.24556222861524,1.31007609741899,1.27969889840356,1.24612315951773,1.22496341421321,1.21211298557035,1.21033858179354,1.20877877576132,1.20740975297339,1.20620875240945,1.20515493856122,1.20422984148834,1.20341744687853,1.20270407247156,1.20207812119056,1.20152980222989,1.20105085542822,1.20063430154256,1.20027422609859,1.19996559724348,1.19970411632648,1.19948608641215,1.19930832495102,1.1991680587165,1.19906287863353,1.19899066871734,1.19894956329046,1.19893790826455,1.19895422879428,1.19899720209933,1.19906563448607,1.19915844181612,1.19927463280567,1.19941329467668,1.19957358077606,1.19975470124913,1.20094790274132,1.20256190021859,1.20452246745937,1.20675816678966,1.20920081828806,1.21178895245608,1.21447099344795,1.217206510051,1.21996557765883,1.22272703371531,1.22547645834495,1.22820435380149,1.23090470087446,1.23357389385719,1.23620998816818,1.23881217746767,1.24138044210179,1.24391529509428,1.2464176435792,1.24888863466163,1.25132960915,1.25374203772137,1.25612748453301,1.2584875825869,1.26082401104876,1.26313851368514,1.26543284078734
17,1.24489898953584,1.3093372401048,1.27969675537671,1.24610888701116,1.22490513920397,1.21198668753658,1.21019980133889,1.20862887053781,1.20725025027169,1.20604120967174,1.20498084511121,1.20405056202579,1.20323419749114,1.20251791884043,1.20188998820753,1.20134048919892,1.20086105274552,1.20044460673216,1.20008515822128,1.19977760935025,1.19951760603462,1.19930140442455,1.19912578260934,1.19898793336011,1.19888541881532,1.19881609789475,1.19877808291547,1.19876970025368,1.19878945747998,1.19883601575567,1.19890816650867,1.1990048116136,1.19912494645911,1.19926764541216,1.19943204929005,1.19961735596992,1.20083208986709,1.20246753335293,1.20444808757544,1.2067012657258,1.20915833979034,1.21175780497556,1.21444841698107,1.2171902468401,1.21995388672633,1.22271862475951,1.22547039642318,1.22819996992891,1.2309015187736,1.23357157460243,1.23620829009049,1.23881092773888,1.24137951660758,1.24391460477806,1.24641712371625,1.24888823882013,1.25132930376317,1.2537417985268,1.25612729400182,1.25848742806141,1.26082388358232,1.26313840639535,1.26543274900677
18,1.24426933240412,1.30863459080755,1.27969464992517,1.24609576286458,1.22485126046068,1.21186887671017,1.2100701278736,1.20848859023442,1.20710079379667,1.20588404827272,1.20481739359637,1.20388212197403,1.20306193184038,1.20234284850437,1.20171300020375,1.20116235057315,1.20068242620169,1.2002660658194,1.19990720106291,1.19960067055263,1.19934206498662,1.19912760082489,1.19895400913566,1.19881846241247,1.19871848432724,1.19865191312437,1.19861683985819,1.1986115720104,1.19863460013348,1.19868456983835,1.19876025813551,1.19886055334161,1.19898443792482,1.19913097379161,1.19929928961975,1.19948856992388,1.20072371782462,1.20237942446187,1.20437879006345,1.20664835182982,1.20911889710095,1.21172891189393,1.21442748517595,1.21717516970722,1.21994304630947,1.22271082408845,1.225464769242,1.22819589741102,1.23089856003362,1.23356941587313,1.23620670758972,1.23880976133755,1.24137865125741,1.24391395786693,1.24641663570049,1.24888786625312,1.25132901548398,1.25374157200278,1.25612711294641,1.25848727545665,1.26082376160585,1.26313830339299,1.26543266068223
19,1.24366985593725,1.30796454984748,1.27969257314901,1.24608363764705,1.2248012365489,1.21175857720375,1.20994852611873,1.20835685110639,1.2069602611443,1.20573611538987,1.20466340783744,1.20372332511335,1.20289944373768,1.20217764686593,1.20154593767474,1.20099416492993,1.20051375502828,1.20009746092391,1.19973914158806,1.19943357438984,1.19917629845204,1.19896348677316,1.1987918334474,1.19865847970621,1.19856092197151,1.19849697516192,1.19846470974122,1.19846241488422,1.19848856464297,1.19854178954213,1.19862085259845,1.19872462896492,1.19885208856415,1.19900228120609,1.19917432378943,1.1993673892686,1.20062194343661,1.20229685277665,1.20431397972999,1.20659895321751,1.20908212402958,1.21170199854528,1.21440799638611,1.21716113300848,1.21993295174305,1.22270355692939,1.22545952427425,1.22819209856006,1.23089579769241,1.2335673984439,1.23620522700483,1.23880866870737,1.24137783956186,1.24391335025952,1.24641617579483,1.2488875142585,1.25132874235203,1.25374135672024,1.25612694031849,1.25848713464002,1.26082364454277,1.2631382042427,1.26543257539647
20,1.24309765599435,1.30732404095713,1.27969051772662,1.24607238789216,1.22475461622307,1.21165496846949,1.20983412448578,1.20823273984226,1.20682770561628,1.20559643809708,1.20451789480466,1.2035731683318,1.20274571417375,1.20202128760783,1.20138777000766,1.20083489993115,1.20035400737383,1.19993776260079,1.19957995444006,1.19927530107925,1.19901929177338,1.1988080574745,1.19863825648732,1.19850699976988,1.19841175733909,1.19835032150157,1.1983207427478,1.19832129248379,1.19835042873673,1.19840676737202,1.19848905780309,1.19859616238359,1.19872703883746,1.19888072521551,1.19905632697192,1.19925300583846,1.20052605682583,1.20221921077505,1.20425315759668,1.20655267168163,1.20904771515108,1.21167683624526,1.21438978285913,1.2171480153851,1.21992351595607,1.22269676082437,1.22545461592923,1.22818854130467,1.23089320883908,1.23356550583714,1.23620383639871,1.23880764102547,1.24137707479553,1.24391277654674,1.24641574087326,1.2488871805732,1.25132848272268,1.25374115147743,1.25612677523324,1.25848699955138,1.26082353189843,1.26313810856422,1.26543249288013
21,1.24255024794508,1.30671041337485,1.2796884778258,1.24606191055994,1.22471101987603,1.21155735428629,1.20972618255015,1.20811547982157,1.20670232160056,1.20546418803432,1.20438000853152,1.20343079010038,1.2025998746,1.2018728957632,1.20123761845021,1.20068367526738,1.20020230328876,1.19978609292406,1.19942876517317,1.19912498094219,1.19887018118564,1.19866045610822,1.19849242931275,1.19836318075805,1.19827015973418,1.19821113169043,1.19818412934598,1.19818740683385,1.19821940659509,1.19827873023047,1.19836411391164,1.19847440753067,1.1986085569352,1.1987655887308,1.19894459723878,1.1991447332829,1.20043545276401,1.20214598902569,1.20419589907292,1.2065091715942,1.20901541245117,1.2116532320107,1.21437270323245,1.21713571469154,1.21991466571265,1.22269038419611,1.22545000824094,1.22818519901144,1.2308907743763,1.23356372432598,1.23620252587142,1.23880667114516,1.24137635179233,1.24391223300474,1.24641532829651,1.24888686328485,1.25132823520486,1.25374095525705,1.25612661694127,1.25848686963488,1.26082342325538,1.26313801603915,1.2654324128877
22,1.24202546794136,1.30612136595571,1.27968644768486,1.24605211888011,1.22467012545277,1.21146513909528,1.20962406619854,1.20800440530714,1.20658341800073,1.20533865415565,1.20424902263456,1.20329545244089,1.20246117867501,1.2017317194198,1.20109472774013,1.20053973424939,1.20005788634712,1.1996416971831,1.19928482206317,1.1989818663633,1.19872822418231,1.19851994617511,1.19835362224558,1.19822630198637,1.19813541529067,1.19807870074312,1.19805417402107,1.19806007244324,1.19809482327101,1.19815701420667,1.19824536851604,1.19835872394411,1.19849601476276,1.1986562564254,1.19883853029916,1.19904198078491,1.20034961901199,1.20207674652705,1.20414184791321,1.20646816536977,1.20898499689638,1.21163102228529,1.21435663776971,1.21712414445421,1.21990633904691,1.22268438206149,1.22544566857143,1.22818204930982,1.23088847844153,1.23356204273373,1.2362012876455,1.2388057530277,1.24137566714354,1.24391171767067,1.24641493559938,1.24888656044624,1.25132799861105,1.25374076718924,1.25612646480057,1.25848674441302,1.26082331825372,1.26313792639167,1.26543233520495
23,1.24152143202097,1.30555488758915,1.27968442347242,1.24604293918565,1.2246316575051,1.21137780968269,1.20952722837329,1.20789894143427,1.20647039762762,1.20521922169823,1.20412430879204,1.20316651686859,1.2023289781276,1.2015971076797,1.2009584439705,1.20040242174051,1.19992010160312,1.19950392189831,1.19914747421248,1.19884531000146,1.19859277786675,1.19838588829569,1.19822120356906,1.19809574028185,1.19800690608833,1.19795241849194,1.19793027487468,1.19793869616691,1.19797609482972,1.19804104500399,1.19813225736601,1.19824855780734,1.19838886930481,1.19855219428583,1.19873760991799,1.19894424397045,1.2002681078611,1.20201110514292,1.20409069223749,1.20642941189567,1.20895628074493,1.21161006704248,1.21434148405781,1.21711323068472,1.21989848288011,1.22267871669135,1.22544157010096,1.22817907264985,1.23088630690749,1.2335604507638,1.23620011411806,1.23880488244945,1.24137501641774,1.24391122697876,1.24641456143062,1.24888627149909,1.25132777176318,1.25374058629839,1.25612631793224,1.2584866234729,1.26082321658152,1.26313783938203,1.26543225964505
24,1.24103648655733,1.30500920289168,1.27968240147511,1.24603430846854,1.22459537895965,1.21129492082621,1.20943519396931,1.20779858850466,1.20636274101599,1.20510535562288,1.20400531994255,1.20304342727578,1.20220271509106,1.20146849345651,1.20082819739066,1.20027116676715,1.19978837820982,1.19937219747819,1.19901615427235,1.19871474765465,1.19846328192797,1.19825773013403,1.19809462277634,1.19797094919109,1.19788409219124,1.19783175335226,1.19781190758715,1.19782276137579,1.19786271273049,1.19793032255586,1.19802428922579,1.19814342493042,1.19828664581122,1.19845294375274,1.19864138136475,1.19885107843645,1.20019053225082,1.20194873692989,1.2040421637477,1.20639269739024,1.20892910201029,1.21159024560722,1.21432715390492,1.21710290974051,1.21989105160698,1.22267335551281,1.22543768958585,1.2281762524404,1.2308842479256,1.23355893995329,1.23619899924838,1.23880405436386,1.24137439655034,1.24391075874766,1.24641420366799,1.24888599457059,1.25132755417962,1.25374041251684,1.25612617668996,1.25848650625492,1.26082311768069,1.2631377543952,1.26543218604422
25,1.24056917181939,1.30448276163036,1.2796803785095,1.24602617247094,1.22456108431719,1.2112160839217,1.20934754785615,1.20770290952151,1.2062599935739,1.20499658746327,1.20389157690111,1.20292569640636,1.20208189410371,1.20134537964856,1.20070348848229,1.20014546876378,1.19966221569388,1.19924602454075,1.19889036482854,1.19858968461635,1.19833924508644,1.19813498278441,1.19797339723736,1.19785145119857,1.19776650471441,1.19771623940826,1.19769861266603,1.1977118153763,1.19775423143513,1.19782440880743,1.19792103170807,1.19804290734131,1.19818893480061,1.1983580976651,1.19854944846438,1.19876209715923,1.20011655397682,1.20188935587419,1.20399602900548,1.20635783765934,1.20890331797712,1.21157145331159,1.21431357087532,1.21709312647501,1.21988400570572,1.22266827028119,1.22543400684806,1.22817357425247,1.23088229116248,1.23355750289082,1.23619793771475,1.23880326494742,1.24137380479639,1.24391031101353,1.24641386091573,1.248885728685,1.25132734479894,1.25374024485966,1.25612604005589,1.25848639298543,1.26082302208476,1.2631376678105,1.26543211408514
26,1.24011819250472,1.30397416758544,1.27967835182818,1.24601848417912,1.22452859489975,1.21114095787917,1.20926392528185,1.20761152019643,1.20616175527512,1.20489250477303,1.20378265761918,1.20281289497499,1.20196608062524,1.2012273281264,1.20058387693577,1.20002488644035,1.19954117281578,1.19912496279383,1.19876966731731,1.19846968475239,1.19822023424124,1.1980172167302,1.19785710151843,1.19773682540932,1.19765372621306,1.1976054660625,1.19758998520545,1.19760545930105,1.19765025843089,1.19772291576396,1.19782211008924,1.19794663126138,1.19809536989563,1.1982672994237,1.19846146253396,1.19867695958487,1.20004587578154,1.20183271081981,1.20395208312948,1.20632467159961,1.20887880984246,1.21155359883164,1.21430066832396,1.21708383282242,1.21987731073218,1.22266343637815,1.22543050429588,1.2281710255018,1.23088042760116,1.23355613310436,1.23619692486469,1.23880251085402,1.24137323874788,1.24390988204602,1.2464135319341,1.24888547296219,1.25132714295508,1.25374008284274,1.25612590767866,1.25848628294888,1.26082292895866,1.26313758773084,1.26543204411248
27,1.23968239368466,1.30348217978324,1.27967631906398,1.24601120271144,1.22449775284401,1.21106924180746,1.2091840041136,1.2075240808636,1.20606767231446,1.20479274257941,1.20367818848394,1.20270464285183,1.20185488978775,1.2011139507795,1.20046897266229,1.1999090288075,1.1994248586121,1.19900862210125,1.19865367313184,1.1983543616041,1.19810586563244,1.1979040514042,1.19774535869205,1.19762669893938,1.19754538652492,1.19749906961979,1.19748566660826,1.19750333848666,1.19755044259533,1.19762550457615,1.19772718544451,1.19785426769717,1.19800562875368,1.19818023355428,1.19837711516252,1.19859536455372,1.19997823512498,1.20177858039937,1.20391014589566,1.20629305755232,1.20885546772739,1.21153660205164,1.2142883878231,1.21707498665757,1.21987093650174,1.22265883222758,1.22542716650795,1.22816859515304,1.23087864933136,1.23355482491334,1.23619595661186,1.23880178913737,1.24137269627747,1.24390947030685,1.24641321560733,1.24888522659051,1.2513269480736,1.25373992605808,1.25612577927672,1.25848617596456,1.26082283820698,1.26313750951655,1.26543197562017
28,1.23926074108228,1.30300568527258,1.27967426932173,1.2460042919626,1.22446842030568,1.21100066884774,1.20910749850976,1.20744028988152,1.20597743029489,1.20469697640285,1.20357783720989,1.20260060185874,1.20174797912421,1.2010049021998,1.20035842845281,1.19979754782613,1.1993129250477,1.19889665515486,1.19854203632283,1.19824337113823,1.19799579763851,1.19779514804122,1.19763783325125,1.19752073991007,1.19744116109384,1.197396724969,1.19738533630645,1.19740513944024,1.19745448182018,1.19753187218899,1.19763596231805,1.19776552265175,1.19791942335999,1.19809661821856,1.19829613225516,1.19851704446972,1.19991339900092,1.20172676832725,1.20387005790666,1.20626287025169,1.20883319642134,1.21152039031884,1.21427667788926,1.2170665508734,1.2198648564274,1.22265443882299,1.22542397989655,1.22816627347998,1.23087694937838,1.23355357330659,1.23619502934908,1.23880109719701,1.24137217550691,1.24390907443756,1.24641291095027,1.24888498885409,1.2513267596334,1.25373977412634,1.25612565457511,1.25848607183653,1.26082274969522,1.26313743308428,1.26543190857062
29,1.23885230459022,1.30254367764477,1.27967221780528,1.24599772047362,1.22444047492459,1.21093500153663,1.20903415374533,1.207359878206,1.20589074862133,1.20460491651092,1.20348130698558,1.20250046983639,1.2016450425786,1.20089987126909,1.20025193392893,1.19969013235081,1.19920506096468,1.198788751438,1.19843444758622,1.19813640576703,1.19788972483595,1.19769020378369,1.19753422526785,1.19741865020715,1.19734075367925,1.19729814426222,1.19728870999258,1.19731058408936,1.19736209639088,1.19744174574774,1.19754817285898,1.19768013774743,1.19783650066432,1.19801620585593,1.19821826774133,1.19844176052343,1.19985115969873,1.20167709990802,1.20383167729231,1.20623399882527,1.20881191138812,1.21150490504047,1.21426549294475,1.21705849262895,1.21985904698022,1.22265023934231,1.22542093243295,1.22816405186991,1.23087532156403,1.23355237384355,1.23619413987866,1.23880043272599,1.24137167476859,1.24390869323057,1.24641261708554,1.24888475911323,1.25132657716614,1.25373962670296,1.25612553331908,1.25848597037612,1.26082266328382,1.26313735833226,1.26543184289212
30,1.23845624465209,1.30209525947401,1.2796701547069,1.24599146028739,1.22441380795814,1.21087202752325,1.20896374178803,1.20728260491932,1.20580737585409,1.20451630315391,1.20338833161914,1.20240397572256,1.20154580553628,1.20079858562888,1.20014921052334,1.19958650310387,1.19910098705996,1.19868463221556,1.19833062927323,1.19803318938511,1.19778737306904,1.19758894678993,1.19743426251587,1.19732016643488,1.19724390416143,1.19720306944206,1.19719553446019,1.19721941845998,1.19727303851556,1.19735488179019,1.19746357811795,1.19759787729626,1.1977566298469,1.19793877067256,1.19814330515359,1.19836929732187,1.19979133130891,1.20162941897811,1.2037948774978,1.20620634404491,1.20879153777351,1.21149008843108,1.21425479214179,1.21705078273158,1.2198534872461,1.22264621883137,1.22541801342187,1.22816192266272,1.23087376039162,1.2335512225721,1.23619328535339,1.23879979366918,1.24137119257606,1.24390832560861,1.24641233322948,1.24888453679566,1.25132640025169,1.25373948347739,1.25612541527718,1.25848587140953,1.26082257877086,1.26313728506261,1.26543177837244
31,1.2380718007493,1.30165960518588,1.27966807861317,1.24598548666557,1.22438832237806,1.21081155623664,1.20889605790572,1.20720825336942,1.20572708585111,1.2044309025879,1.20329867148491,1.20231087544174,1.20145002067292,1.20070079340049,1.20005000728628,1.19948640847618,1.19900045168894,1.19858404634778,1.1982303312211,1.19793347322265,1.19768849533076,1.19749113214715,1.19733770847375,1.19722504732674,1.19715037416212,1.19711126318021,1.19710557726456,1.19713141568843,1.19718708508025,1.19727106112839,1.1973819629991,1.19751853045108,1.19767960445688,1.19786411075288,1.19807104585778,1.19829946519295,1.19973374679819,1.20158358540866,1.2037595451146,1.20617981728801,1.20877200818613,1.21147589119573,1.21424454015771,1.21704339493739,1.21984815827393,1.22264236354214,1.22541521331477,1.22815987901776,1.23087226095095,1.23355011596047,1.23619246322794,1.23879917818855,1.24137072759914,1.24390797060706,1.24641205867986,1.24888432138794,1.25132622850748,1.25373934416286,1.25612530023026,1.25848577476484,1.26082249622581,1.26313721344548,1.26543171530321
32,1.23769828168454,1.30123596730128,1.2796659882686,1.24597977734944,1.22436393128426,1.21075341604319,1.20883091750701,1.20713662820994,1.20564967442599,1.20434850374902,1.20321211014062,1.20222094679243,1.20135746279845,1.20060626900367,1.19995409736012,1.19938962099672,1.19890322733745,1.19848676677094,1.19813332724765,1.19783703235897,1.19759286829955,1.19739653698944,1.19724434092788,1.19713307606197,1.19705994951272,1.19702251829354,1.19701863016025,1.19704637076852,1.19710403448883,1.19719008573786,1.19730313320066,1.19744190677517,1.19760523805668,1.19779204378442,1.19800131178459,1.19823208903929,1.19967825556074,1.20153947300833,1.20372557814716,1.20615433895098,1.20875326233182,1.21146226842548,1.21423470192623,1.21703630641132,1.2198430441132,1.22263866260018,1.22541252340547,1.22815791461621,1.23087081861027,1.23354905056461,1.23619167088756,1.23879858424019,1.24137027864277,1.24390762735852,1.24641179280444,1.24888411242704,1.25132606160722,1.25373920852664,1.2561251880169,1.25848568033766,1.26082241538274,1.26313714317882,1.26543165331665
33,1.23733505732269,1.30082366361823,1.27966388255402,1.24597430741687,1.22434055657482,1.21069745185015,1.20876815364409,1.20706755260112,1.20557495674196,1.20426891536514,1.20312844968503,1.2021339931399,1.20126793255764,1.20051480620203,1.19986127333926,1.19929593434756,1.19880910763836,1.19839258752101,1.19803941218698,1.19774366277427,1.19750028800652,1.19730496335677,1.19715396103321,1.197044056004,1.19697243391744,1.19693663954164,1.19693450432214,1.19696409783484,1.19702370399211,1.19711177612866,1.19722691262882,1.19736783369904,1.1975333617291,1.19772240461359,1.19793394165128,1.19816701154875,1.19962472135157,1.20149696775578,1.20369288455412,1.20612983727323,1.20873524594483,1.21144918005331,1.21422525227921,1.21702949575432,1.21983812910326,1.22263510436789,1.22540993641019,1.22815602446,1.23086943004162,1.23354802428239,1.23619090726745,1.23879801151885,1.24136984463095,1.24390729508235,1.24641153503498,1.24888390949798,1.25132589923167,1.2537390763238,1.25612507844245,1.2584855879654,1.26082233616601,1.26313707421823,1.26543159239697
34,1.23698155153344,1.30042206973793,1.27966176046857,1.24596906923699,1.22431812782447,1.21064352307401,1.20870761485773,1.2070008659942,1.20550276487054,1.20419196204021,1.20304751510486,1.20204983103065,1.20118124394902,1.20042622221229,1.19977135134599,1.19920515918616,1.19871790484157,1.19830132121037,1.19794839937475,1.19765317884678,1.19741057293032,1.19721622709611,1.19706638787408,1.19695780826343,1.19688765480827,1.19685345580092,1.19685302664947,1.1968844278716,1.19694592741853,1.1970359691116,1.19715314120556,1.19729615437859,1.1974638219568,1.19765504316249,1.19786878891332,1.19810408982421,1.19957302053336,1.20145596630202,1.20366138101182,1.20610624737018,1.20871790999723,1.21143658989127,1.21421616301279,1.2170229440913,1.21983339977302,1.22263167927515,1.22540744503029,1.22815420311807,1.23086809113766,1.2335470342091,1.23619016951722,1.23879745749963,1.24136942458912,1.24390697307008,1.2464112848539,1.2488837122204,1.25132574110395,1.25373894734985,1.25612497135522,1.25848549753557,1.26082225849249,1.26313700650357,1.26543153250262
35,1.2366372361311,1.30003061263815,1.27965962111422,1.24596404182939,1.22429658133391,1.21059150190925,1.2086491633397,1.20693642221114,1.20543294582619,1.20411748861134,1.2029691421695,1.20196829470189,1.20109722888452,1.20034034567716,1.19968415897773,1.19911712749613,1.19862944761503,1.19821279683121,1.19786011846709,1.19756540979824,1.1973235535466,1.19713016151548,1.19698145641426,1.19687416760345,1.1968054489991,1.19677280654011,1.19677404324739,1.19680720672626,1.19687055323341,1.19696251588994,1.19708167298505,1.19722672582445,1.19739647882944,1.19758982269088,1.19780572010009,1.1980431936754,1.1995230392665,1.20141637469466,1.20363099186397,1.20608351039347,1.20870121006111,1.21142446516268,1.21420741032769,1.21701663430913,1.21982884388082,1.22262837858874,1.22540504305617,1.22815244619414,1.23086679873082,1.23354607752676,1.23618945628321,1.23879692135788,1.24136901763406,1.24390666067982,1.24641104179281,1.24888352025094,1.25132558697085,1.25373882141672,1.25612486661432,1.25848540894176,1.26082218228099,1.2631369399725,1.26543147358557
36,1.23630162564584,1.29964876512185,1.27965746368289,1.24595921072263,1.22427585931978,1.21054127184624,1.20859267335837,1.20687408779278,1.20536535826319,1.20404534872867,1.20289318223774,1.20188923255723,1.20101573359903,1.20025702132884,1.19959953777327,1.19903168100658,1.19854357759002,1.19812685796115,1.19777441364122,1.19748020343986,1.19723907600517,1.19704661409685,1.19689901566322,1.1967929887936,1.19672566906356,1.19669454635239,1.19669740951453,1.19673229343909,1.19679744287898,1.19689128042296,1.19701237455096,1.19715941734499,1.19733120446583,1.19752661821442,1.19774461319798,1.19798420421099,1.19947467746816,1.20137810728601,1.20360164822247,1.20606157281771,1.20868510576263,1.21141277609847,1.21419897261228,1.21701055086385,1.21982445030015,1.22262519435591,1.22540272478325,1.22815074958521,1.23086554993011,1.23354515245483,1.23618876603448,1.2387964019858,1.24136861708303,1.24390635732716,1.24641080542487,1.24888333327634,1.251325436601,1.25373869835209,1.25612476409009,1.25848532208541,1.26082210745548,1.2631368745656,1.26543141559853
