p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
30,1274.29782324119,1344.7344771313,1861.28889412811,2392.76393242147,2777.92566133001,3013.15452685157,3041.87626587794,3065.10975897424,3083.35714354856,3097.16889394885,3107.09762664247,3113.66423246685,3117.33857244042,3118.53134032247,3117.59441952955,3114.82528297997,3110.47362152991,3104.74816801164,3097.82326681206,3089.84468584212,3080.93459430283,3071.19573559948,3060.71486607099,3049.56569045323,3037.81096992537,3025.50471878223,3012.69352329247,2999.41795754005,2985.71366374159,2971.61216649607,2957.14162945952,2942.3274643132,2927.1928389304,2911.75910177733,2896.04613609617,2880.07265467208,2796.89784017708,2709.66361504444,2620.23436537243,2530.32850853372,2441.42547888225,2354.67523163596,2270.87309481472,2190.49714709471,2113.77706033768,2040.7663698867,1971.40384770685,1905.55868613023,1843.06186297051,1783.72665013849,1727.36124362267,1673.77690919059,1622.79203384214,1574.23479218273,1527.94401913966,1483.76974795082,1441.57280177902,1401.22442390498,1362.60567397856,1325.60681146389,1290.12641099435,1256.07098443291,1223.35404858242
31,1276.67279516971,1347.11194554074,1861.30243272369,2392.90314230778,2778.63708188979,3014.9703827315,3043.92132779313,3067.36581392511,3085.79987369678,3099.77079414264,3109.83055043706,3116.50120193128,3120.25483515476,3121.50482506266,3120.60580136642,3117.85782122491,3113.51289757475,3107.78178884303,3100.84057801015,3092.83651228904,3083.89301540862,3074.11389536241,3063.58681478762,3052.38625689936,3040.57565186768,3028.20958969178,3015.33520449184,3001.99349669946,2988.22053529166,2974.04822397951,2959.50507673202,2944.61683238976,2929.40696722371,2913.89712266656,2898.10746192354,2882.05696639836,2798.50098844748,2710.91189630408,2621.17431181886,2531.01671247465,2441.91871635722,2355.02357377495,2271.11688275369,2190.66693683923,2113.89503645235,2040.84826653131,1971.46064940506,1905.59805220257,1843.08909743656,1783.74543634751,1727.37414345647,1673.78570916204,1622.79798305611,1574.23876186301,1527.9466213716,1483.77140923053,1441.5738199809,1401.22500629655,1362.60596448752,1325.6069087199,1290.12638267385,1256.07087799687,1223.35389671155
32,1278.9805640335,1349.42425343128,1861.31586080749,2393.0359706913,2779.31800543132,3016.71724808599,3045.89080481272,3069.54065116795,3088.15674963954,3102.28314383985,3112.47106420548,3119.24360243428,3123.07499834726,3124.38120976512,3123.51949448782,3120.7924460664,3116.45434524071,3110.71793182039,3103.76099124281,3095.73222033037,3086.75627278714,3076.93798405456,3066.36595599471,3055.11538568452,3043.25037659236,3030.82609449296,3017.89017962541,3004.48408285934,2990.64428167478,2976.40305210842,2961.78925210414,2946.82894167739,2931.54589974121,2915.96205507298,2900.09784527513,2883.97251479892,2800.04656631693,2712.11374930068,2622.07818690997,2531.67783080078,2442.3921820447,2355.35778526494,2271.35069951299,2190.82975761922,2114.00815698846,2040.92678149843,1971.51512769865,1905.63581050207,1843.1152212583,1783.76345766356,1727.38651926708,1673.79415316543,1622.80367991976,1574.24255959146,1527.94910730162,1483.77299267262,1441.57478658046,1401.22555514809,1362.60623370498,1325.60699293432,1290.12634815123,1256.07076929754,1223.35374524243
33,1281.22501619168,1351.67510313542,1861.32919966613,2393.16289736008,2779.97059975893,3018.39966764607,3047.78960475503,3071.63947852443,3090.433219572,3104.71157883734,3115.0249260788,3121.89735502225,3125.8050553556,3127.16647873318,3126.34150817094,3123.63519092656,3119.30398762627,3113.56259590016,3106.59046934226,3098.53772620211,3089.53020995653,3079.67383107985,3069.05801478736,3057.75872400518,3045.84069591338,3033.35966479343,3020.36382848431,3006.89499700674,2992.99008091034,2978.68172202753,2963.99911636306,2948.96863933864,2933.61436660499,2917.95850952196,2902.02177453841,2885.82366383207,2801.53829041247,2713.27222816115,2622.94840780575,2532.31370850789,2442.84723970428,2355.67884877578,2271.57527261379,2190.98611238635,2114.11678383816,2041.002181387,1971.56743189201,1905.67205660541,1843.14029159157,1783.78074379602,1727.39837699545,1673.80223075511,1622.80914214632,1574.24619746258,1527.95148513172,1483.77450378075,1441.5757055856,1401.22607329986,1362.60648373839,1325.60706580007,1290.12630752816,1256.07065801098,1223.35359346996
34,1283.40970414599,1353.86788304806,1861.34246836797,2393.28434659106,2780.59682027608,3020.02176404657,3049.62218362413,3073.66702785843,3092.63423662446,3107.06120382882,3117.49743339132,3124.46779508043,3128.45040965618,3129.86613417499,3129.07736671811,3126.3915308877,3122.06730912768,3116.3212436033,3109.33444194131,3101.25841702553,3092.22019645963,3082.32669777538,3071.66820357532,3060.32141300866,3048.35169698924,3035.81534581695,3022.7610108824,3009.23104520234,2995.26264474193,2980.88884765112,2966.13918203966,2951.0403334106,2935.61666975019,2919.89067870835,2903.8833310586,2887.614380173,2802.97953545173,2714.39010262769,2623.78716376019,2532.92601444538,2443.28512195903,2355.98765228353,2271.79121393878,2191.13643992315,2114.22122064413,2041.07467452536,1971.61772169983,1905.70690807224,1843.16439690505,1783.79731309894,1727.40978196056,1673.81000149023,1622.81438576339,1574.24968644873,1527.95376234294,1483.77594762932,1441.57658029706,1401.22656289024,1362.60671592131,1325.60712808624,1290.12626117526,1256.07054421356,1223.3534412459
35,1285.53788407272,1356.00570254487,1861.35568405,2393.40070688969,2781.19843622053,3021.58728790485,3051.39259889413,3075.6276109395,3094.76431675268,3109.33673637919,3119.89336349265,3126.95980908902,3131.01601038323,3132.4851471478,3131.73206298755,3129.0665186834,3124.74931780056,3118.99886310724,3111.99786719089,3103.89919458794,3094.8310883512,3084.90140308076,3074.20128149192,3062.8081345349,3050.78799197232,3038.19765510115,3025.08626853834,3011.49661362084,2997.46627282688,2983.02863883253,2968.21356642543,2953.04804589502,2937.5567320775,2921.76238451314,2905.68623304389,2889.34828030695,2804.37335459832,2715.46989191397,2624.59644346994,2533.51626280468,2443.70694617584,2356.28500035674,2271.99909279101,2191.28113845851,2114.32174395264,2041.14445190974,1971.66612797127,1905.74045354868,1843.18759880379,1783.81330807328,1727.42075425648,1673.81747437488,1622.81942525422,1574.25303644755,1527.95594565951,1483.77732874763,1441.57741373013,1401.22702589324,1362.60693151353,1325.60718056184,1290.12620952654,1256.0704281084,1223.35328861262
36,1287.61254819334,1358.09142214479,1861.36886216029,2393.51232734898,2781.77705302295,3023.09966073191,3053.10455520085,3077.52516737292,3096.82756563002,3111.54243199226,3122.21710514257,3129.37786872209,3133.50638737343,3135.02808493809,3134.31015832669,3131.66472889696,3127.35457993911,3121.60002160642,3114.58528479916,3106.46459748652,3097.36734678189,3087.40235887241,3076.66160543095,3065.22320891283,3053.15381288034,3040.51075568609,3027.3436558426,3013.69571613074,2999.60489939336,2985.10494717516,2970.2260356762,2954.99545497575,2939.43814195318,2923.57712337368,2907.43388349341,2891.02866802782,2805.72259363543,2716.51389369775,2625.37805851246,2534.08583133103,2444.11372808836,2356.5716239491,2272.19942630906,2191.42056986872,2114.41860530258,2041.21168776647,1971.7127717781,1905.7727772742,1843.20995365382,1783.82871679027,1727.43132166131,1673.82466855375,1622.82435294815,1574.25625644645,1527.95804118854,1483.77865125154,1441.57820862809,1401.22746411004,1362.60713167264,1325.60722394458,1290.1261530037,1256.07030991758,1223.35313566131
37,1289.63645282006,1360.12767967627,1861.38201666479,2393.6195243453,2782.33413145197,3024.5620118687,3054.76144369869,3079.3633059087,3098.82781214594,3113.68221157958,3124.47268372424,3131.72607640109,3135.92569715493,3137.49913899114,3136.81591423537,3134.19037687622,3129.88734193713,3124.1289113742,3117.10086181556,3108.95874287734,3099.83306652304,3089.83361453292,3079.05317410543,3067.57056781654,3055.45304330726,3042.75846755438,3029.53692558749,3015.83201002738,3001.68210807749,2987.12127993872,2972.18004371794,2956.88593345777,2941.26418889817,2925.33809946569,2909.12939940848,2892.65857301957,2807.02980355403,2717.5242090638,2626.13366347611,2534.63597696554,2444.50639351411,2356.84818887505,2272.39268538745,2191.5550712803,2114.51204435133,2041.27655433186,1971.75777871107,1905.80395506598,1843.23151435656,1783.84357585293,1727.44150946342,1673.83160145581,1622.82902085716,1574.25935462646,1527.96005448872,1483.77991888662,1441.57896748753,1401.2278791801,1362.60731745318,1325.60725889028,1290.12609199508,1256.07018985044,1223.35298445653
38,1291.61214275111,1362.11691306973,1861.39516022323,2393.72258538538,2782.87100407898,3025.97721041454,3056.3663761065,3081.14534019452,3100.76851033717,3115.75967887003,3126.66380015545,3134.00820476801,3138.27776280363,3139.90216500016,3139.25317874295,3136.64734090904,3132.35145766618,3126.58937019667,3119.54841394421,3111.38543460635,3102.23201499969,3092.19889558195,3081.37965363472,3069.85383876407,3057.68925559104,3044.94430425132,3031.66950405608,3017.90893137246,3003.70126747136,2989.08093558356,2974.07873978054,2958.72255553488,2943.03789612284,2927.04825727901,2910.77564490764,2894.24077759789,2808.29733818944,2718.50276405412,2626.8647733326,2535.16784933273,2444.88578846342,2357.11530316254,2272.57930164356,2191.68490577493,2114.60224282146,2041.33916174249,1971.80120708173,1905.83406189401,1843.25233490053,1783.85792475558,1727.45134714605,1673.83829565763,1622.83352765054,1574.26234556795,1527.96199944376,1483.78114656518,1441.57969258441,1401.22827259729,1362.60748981513,1325.60728599536,1290.12602685357,1256.07006996944,1223.35283120885
39,1293.54197257474,1364.06138028675,1861.40830434068,2393.82177241287,2783.38888949724,3027.34789293865,3057.92221427622,3082.87429513483,3102.65286120579,3117.7781535719,3128.79386473466,3136.22773102657,3140.56610862194,3142.24071779109,3141.62552326371,3139.03919720445,3134.75049807364,3128.98499367513,3121.93151322388,3113.74818039956,3104.56766626089,3094.50163729529,3083.64446087735,3072.07636630158,3059.86574317696,3047.07147954771,3033.74462268116,3019.92957664415,3005.6654109382,2990.98688203862,2975.92510086717,2960.50822886499,2944.76204840452,2928.71030861303,2912.37525730508,2895.77784322558,2809.52736885416,2719.45132836229,2627.57277849062,2535.68250241715,2445.25268788746,2357.3735237439,2272.7596637068,2191.81039910445,2114.68941391214,2041.39967073838,1971.84318305508,1905.86314704419,1843.27244362516,1783.87177710093,1727.46083797104,1673.84474752311,1622.837865062,1574.26521794841,1527.96385843766,1483.78230836957,1441.58039305404,1401.22865482263,1362.60764963392,1325.60736673189,1290.12595966956,1256.06994676308,1223.35267789842
40,1295.4281253418,1365.9631768094,1861.42145949789,2393.91732466378,2783.88890464987,3028.6764876228,3059.43159597161,3084.55303230097,3104.48381860768,3119.74070032049,3130.86602669239,3138.38786693129,3142.79399042685,3144.51808179369,3143.93624785206,3141.36925045088,3137.08776311159,3131.31904991388,3124.25338911874,3116.05022180959,3106.84323065532,3096.74501407287,3085.85071774612,3074.24124066127,3061.98552367527,3049.1430357831,3035.76519555292,3021.89682872478,3007.57736296944,2992.84188320416,2977.72180271929,2962.24556466565,2946.43918965041,2930.32675641287,2913.9306704486,2897.27213341572,2810.72189435555,2720.3715316129,2628.25895789028,2536.18090470923,2445.60780332148,2357.62336042058,2272.93413612367,2191.93178440658,2114.77373028958,2041.45819927488,1971.88378615938,1905.89128123289,1843.29189463119,1783.88517575858,1727.47001709363,1673.85098579384,1622.84202335393,1574.26799124418,1527.96565149851,1483.7834285992,1441.5810538998,1401.22900531798,1362.60780478921,1325.60738969113,1290.12588725014,1256.06982219702,1223.35252459235
41,1297.27262898925,1367.82425104104,1861.43463526409,2394.00946114014,2784.37207555764,3029.96523537115,3060.89695742333,3086.18412699194,3106.26411389979,3121.65015403704,3132.88320008544,3140.4915850696,3144.96442209747,3146.73729775194,3146.18840798958,3143.64056060645,3139.3663084674,3133.59456359991,3126.51710667701,3118.29456047025,3109.06168084749,3098.93195195092,3088.00132616751,3076.35128457934,3064.05146407947,3051.16171805747,3037.73394296786,3023.81335583159,3009.43973747526,2994.64849663675,2979.47134466031,2963.93700230425,2948.07175081644,2931.89988851358,2915.44413498085,2898.72583343402,2811.88276130774,2721.26487938811,2628.92449043475,2536.66394805352,2445.9517892788,2357.86528355005,2273.10304997741,2192.04929275758,2114.8553521121,2041.51485779113,1971.92309217862,1905.91851612005,1843.31072246925,1783.89814312635,1727.47889837076,1673.85701938751,1622.84607510051,1574.27067019102,1527.96738172485,1483.78450630879,1441.581687116,1401.22933841718,1362.60793943014,1325.60739056054,1290.12581663063,1256.06970018763,1223.35237617836
42,1299.0773708329,1369.64641791232,1861.447840395,2394.09838276254,2784.83934668802,3031.21620833101,3062.32055313094,3087.7699863141,3107.99627759869,3123.50914221954,3134.84808656315,3142.54164197321,3147.08019892302,3148.90118621747,3148.38483814727,3145.85596646496,3141.58896907823,3135.81439686328,3128.72545347706,3120.48396088561,3111.2257747033,3101.06520389741,3090.09897815954,3078.40920245453,3066.06615241722,3053.13009545543,3039.65335326221,3025.68159299305,3011.25495815659,2996.40909352978,2981.17604362598,2965.5848028561,2949.66190928778,2933.43190374944,2916.91773617237,2900.14096766318,2813.01167887105,2722.13275777333,2629.57046500536,2537.13245539342,2446.28524945531,2358.09972576001,2273.26671053398,2192.16313743008,2114.93442753257,2041.5697488629,1971.96117191637,1905.94490040942,1843.32896075578,1783.91070249294,1727.48749805751,1673.86285940829,1622.84999425125,1574.27325902408,1527.96905130595,1483.78554459016,1441.58229649657,1401.22965778945,1362.60806381709,1325.60738756893,1290.12573404558,1256.0695710131,1223.35222011688
43,1300.84411039672,1371.4313709386,1861.4610829181,2394.18427424846,2785.29158916468,3032.43132619529,3063.704473304,3089.31284337001,3109.68265847426,3125.32010459984,3136.7631954484,3144.540598507,3149.14391820269,3151.01236827984,3150.52817257791,3148.01810645284,3143.75837988269,3137.98115571503,3130.88103862391,3122.62105163245,3113.33807548625,3103.1472912524,3092.14617558233,3080.41747358827,3068.03201670163,3055.05055513005,3041.52583873666,3027.50391676261,3013.02527647494,2998.12587633619,2982.83805142844,2967.19106599885,2951.2117112466,2934.9247668986,2918.35338201752,2901.51941492318,2814.11023193998,2722.97645762789,2630.19788926417,2537.58718756545,2446.60874143938,2358.32708656637,2273.42539966783,2192.27351541508,2115.01109348848,2041.62296744034,1971.99809119141,1905.97047974819,1843.346641102,1783.92287570763,1727.49583107428,1673.86851599318,1622.8537881022,1574.27576281877,1527.97066380737,1483.78654623738,1441.58288016386,1401.22996051262,1362.60818042439,1325.60738152094,1290.1256518187,1256.0694422081,1223.35206594158
44,1302.5744908035,1373.18069293676,1861.47437020728,2394.26730575718,2785.72960798372,3033.61237059652,3065.05063200052,3090.81477349157,3111.32544043431,3127.08531053111,3138.63086150403,3146.49083791082,3151.15799747672,3153.07328391458,3152.62086372048,3150.12943703801,3145.87699419033,3140.09728413384,3132.98629142252,3124.70822278181,3115.40096973473,3105.18057349443,3094.14524761987,3082.37836885234,3069.95131710229,3056.92531905672,3043.35354717875,3029.28242783144,3014.7527875516,2999.8008943593,2984.45937002815,2968.75774495585,2952.72305991012,2936.38033002513,2919.75292730964,2902.86292201617,2815.17989279421,2723.79717418506,2630.80769741514,2538.02884929747,2446.92278132107,2358.5477355682,2273.57937807942,2192.38060890311,2115.08547668037,2041.67460143978,1972.03391094767,1905.99529636853,1843.36379272223,1783.93468295331,1727.503911453,1673.87399883522,1622.85746315638,1574.27818591969,1527.97222313705,1483.78751100526,1441.58344077282,1401.23024890971,1362.60828815956,1325.60737064709,1290.12556745873,1256.06931311413,1223.35191272336
45,1304.27004891689,1374.89586557708,1861.48770904849,2394.34763433498,2786.15414837655,3034.76099785343,3066.36088936128,3092.27770863128,3112.92665749885,3128.80687441316,3140.4532606976,3148.3945818113,3153.12469070807,3155.08620827005,3154.66519853793,3152.19222111726,3147.94707967411,3142.1650614465,3135.04347751945,3126.74772192264,3117.41664802323,3107.16725099701,3096.09834035526,3084.29402920232,3071.82616104594,3058.75645890361,3045.13851246742,3031.01912043348,3016.43944427615,3001.43605758625,2986.0418650832,2970.28665975269,2954.19772848618,2937.8003184493,2921.11802125256,2904.17311573674,2816.22203142277,2724.59601840258,2631.40075706807,2538.4580944913,2447.22780181717,2358.76201528875,2273.72888730085,2192.48458667199,2115.15767642555,2041.72473229461,1972.06868764128,1906.01938938691,1843.38044273699,1783.94614300748,1727.51175213072,1673.8793168231,1622.8610254839,1574.28053347026,1527.97373001024,1483.78844160629,1441.58397914478,1401.23052323814,1362.60838738405,1325.60735505567,1290.12548087734,1256.06918347679,1223.35176004806
46,1305.93222439612,1376.57827791956,1861.50110569701,2394.42540518874,2786.56590143623,3035.87875029006,3067.63690163237,3093.70345015636,3114.48820711758,3130.48676941442,3142.23242422871,3150.25390447119,3155.04610268467,3157.05326616497,3156.66331306098,3154.20865382165,3149.97081381351,3144.18661678546,3137.05471327302,3128.74164852227,3119.38725886517,3109.10937900825,3098.00753403753,3086.16645419665,3073.65851665684,3060.54590926664,3046.88263376324,3032.71585655216,3018.08706986033,3003.03314899651,2987.58727800378,2971.77950900996,2955.63737169716,2939.18634199596,2922.45022788259,2905.45148509884,2817.23792469722,2725.37400242541,2631.97787532554,2538.8755309143,2447.52433835155,2358.97024370204,2273.87415148246,2192.58560532676,2115.22783740484,2041.77343556065,1972.10247365574,1906.04279511885,1843.39661629877,1783.95727327546,1727.51936512562,1673.88447824515,1622.86448161767,1574.28280737381,1527.97518799236,1483.78933977713,1441.58449641105,1401.23078420826,1362.60847851391,1325.60733495201,1290.12539212801,1256.06905321926,1223.35160773987
47,1307.56236780108,1378.22923406219,1861.51456592855,2394.5007528108,2786.96550910698,3036.9670663147,3068.8802395398,3095.09368025312,3116.01186204516,3132.12683971189,3143.97025104364,3152.07074550424,3156.9242018723,3158.97644502706,3158.61720536887,3156.18070946596,3151.95017597568,3146.16394199317,3139.0219785797,3130.69196665479,3121.31471266272,3111.00888012841,3099.87470071757,3087.99751416499,3075.45022475187,3062.29547947999,3048.58768712477,3034.37437733319,3019.6973690391,3004.59383554245,2989.09723670526,2973.23788046176,2957.04353605764,2940.53990502521,2923.7510085732,2906.69950432893,2818.22876479599,2726.13213876312,2632.53980419605,2539.28172436399,2447.81275924432,2359.17271647589,2274.01537898651,2192.68381041888,2115.29604308425,2041.82078146131,1972.13531768283,1906.06554731423,1843.41233679061,1783.96808994081,1727.52676162179,1673.88949153003,1622.86783514221,1574.28501216722,1527.97659952046,1483.7902071479,1441.58499364392,1401.23103250794,1362.60856423891,1325.60731338721,1290.12530482148,1256.0689267355,1223.35146117414
48,1309.16174786483,1379.84996001027,1861.52811098403,2394.57380197651,2787.3535686196,3038.02728941716,3070.0923711816,3096.44997211853,3117.49928095767,3133.72881143624,3145.66851902861,3153.84692124932,3158.76083191353,3160.85760646996,3160.52874720484,3158.11026329309,3153.88703925622,3148.09890317136,3140.94712835371,3132.60051638992,3123.2008314309,3112.86755547511,3101.70161808343,3089.78896109556,3077.20300957241,3064.00686418279,3050.25533590064,3035.99631329382,3021.27193808889,3006.1196779702,2990.57326522461,2974.66326036172,2958.41766906389,2941.86241540022,2925.02173077617,2907.91847167453,2819.19566539172,2726.87130075764,2633.08724542015,2539.67720237815,2448.09344975425,2359.36970896956,2274.15276380606,2192.77933744147,2115.36238766929,2041.86683536396,1972.16726504841,1906.08767739366,1843.42762598486,1783.97860807478,1727.53395266442,1673.89436238897,1622.87109180436,1574.28715120778,1527.97796686805,1483.79104524211,1441.58547246588,1401.23126955108,1362.60863910936,1325.6072833223,1290.12521002531,1256.06879280551,1223.35130636536
49,1310.73155803511,1381.44160986049,1861.54171467328,2394.64466862969,2787.73063644534,3039.06067621998,3071.27467067334,3097.77379908995,3118.95201796639,3135.29430248311,3147.32889504561,3155.58413497002,3160.5577219404,3162.69849667673,3162.39969439461,3159.99907450835,3155.78316090635,3149.99325103929,3142.83190282268,3134.46900910712,3125.04732447839,3114.68704613099,3103.48995373712,3091.54243840035,3078.9184884094,3065.68165279518,3051.88714004862,3037.58319347722,3022.81227381091,3007.61213962466,2992.01679234152,2976.05704191427,2959.76112743052,2943.15519252434,2926.26367585456,2909.10962982282,2820.13967006271,2727.59233495243,2633.62085822818,2540.06245754773,2448.36676938487,2359.56147801544,2274.28648682996,2192.87231271698,2115.42695898461,2041.91165820947,1972.19835801123,1906.10921465375,1843.44250418187,1783.98884226732,1727.54094670775,1673.89909823368,1622.87425619253,1574.28922762678,1527.97929231683,1483.79185568002,1441.58593221311,1401.23149395814,1362.60870784717,1325.60725038985,1290.12511460258,1256.068659861,1223.35115373453
50,1312.27292237096,1383.00527138059,1861.55539683306,2394.71346067198,2788.09723182837,3040.06840370043,3072.42842590776,3099.06654284319,3120.37153116346,3136.82483132826,3148.95294395124,3157.28398602202,3162.31649584464,3164.50075573434,3164.23169621305,3161.84879565096,3157.64019168558,3151.84863024829,3144.67793678593,3136.29909603315,3126.85579750703,3116.46903574771,3105.24127409088,3093.25948969386,3080.59818025574,3067.32133803643,3053.48456451199,3039.13645368055,3024.31978160407,3009.07259436203,2993.42915932465,2977.4205328501,2961.07518449012,2944.41947456048,2927.47804611916,2910.27414463757,2821.06175672765,2728.29603084813,2634.14124788575,2540.43795048312,2448.6330540865,2359.7482635118,2274.41671697351,2192.96285418937,2115.48983902618,2041.95530689524,1972.22863602797,1906.13018644957,1843.45699033851,1783.99880457991,1727.54775343979,1673.90370531165,1622.87733263199,1574.29124439786,1527.98057742493,1483.792639269,1441.58637497164,1401.23170780165,1362.608770411,1325.60721430038,1290.12501803905,1256.06852716699,1223.35100230269
51,1313.78690087009,1384.54197105442,1861.56916172283,2394.78027866706,2788.45383994947,3041.05154568929,3073.55484553422,3100.32950076987,3121.75919031524,3138.32182496575,3150.5421367197,3158.94797811122,3164.03868062924,3166.26592604415,3166.02630382406,3163.66095910471,3159.45968428974,3153.66658777468,3146.48676795665,3138.09228789272,3128.62776081578,3118.21496926718,3106.95705238307,3094.9415667027,3082.24351360183,3068.92732359892,3055.04898676541,3040.65744386633,3025.79578273669,3010.50233367613,2994.81162690811,2978.75496224769,2962.36103685584,2945.65642493126,2928.66597115749,2911.41311131394,2821.96279856984,2728.98312894253,2634.64899511528,2540.80411554622,2448.89261823052,2359.93028985004,2274.54361219103,2193.05107213423,2115.55110445557,2041.99783461785,1972.25813599044,1906.15061835957,1843.47110264015,1784.00850780873,1727.5543813403,1673.90818947682,1622.88032502124,1574.29320412294,1527.98182436582,1483.79339764902,1441.58680143888,1401.23191145858,1362.60882694099,1325.60717501032,1290.12492013987,1256.06839439214,1223.35085160513
52,1315.27449429154,1386.052678653,1861.58301330289,2394.845216471,2788.8009147655,3042.01119823615,3074.65506525081,3101.56389263068,3123.1162838028,3139.7866260712,3152.09785777455,3160.57752674862,3165.72571394857,3167.9954599155,3167.78497790137,3165.43707213923,3161.24310096138,3155.44858049895,3148.25984449531,3139.8500212002,3130.3646367037,3119.92625250273,3108.6386759167,3096.5900364072,3083.85583347364,3070.50093107624,3056.58170362699,3042.1474348531,3027.24147925288,3011.90257313043,2996.16538158724,2980.06148668912,2963.61981043332,2946.86713818225,2929.82851355479,2912.52755995359,2822.84374729375,2729.65432464304,2635.14463923382,2541.1613494527,2449.14576115672,2360.10777532158,2274.66733209031,2193.13707829031,2115.61083700424,2042.039302173,1972.28690405878,1906.17054660263,1843.48486865875,1784.01796344769,1727.56083835282,1673.91255616679,1622.88323719431,1574.29510946322,1527.98303483608,1483.79413193594,1441.58721232547,1401.23210535528,1362.60887766196,1325.60713259552,1290.12482087221,1256.06826141445,1223.35070144255
53,1316.73665234629,1387.5383113843,1861.59695525922,2394.90836179764,2789.13888156399,3042.94830630694,3075.7301534874,3102.7708665682,3124.44402489643,3141.22049947936,3153.62141161992,3162.17396599368,3167.37895092973,3169.69072643629,3169.50909552379,3167.17849316651,3162.99182037627,3157.19598206383,3149.99853182635,3141.57365038635,3132.06776617158,3121.60421087087,3110.28742980919,3098.20618750441,3085.43640780025,3072.04340623091,3058.08393742055,3043.60758751664,3028.65812597211,3013.27445817523,2997.49154131239,2981.34119582644,2964.8525658561,2948.05264528549,2930.96667405304,2913.61846057796,2823.70537057576,2730.31027180061,2635.62868697653,2541.51003742388,2449.39274728038,2360.2808965884,2274.78798573553,2193.22094766744,2115.66907823769,2042.07972766757,1972.31494249723,1906.18996151873,1843.49826876303,1784.02718226259,1727.56713191247,1673.91681053522,1622.88607265755,1574.29696280484,1527.9842104437,1483.79484319777,1441.58760832568,1401.23228992733,1362.60892283004,1325.60708718644,1290.12472027741,1256.06812821017,1223.35055174177
54,1318.17426252682,1388.99973766771,1861.61101875404,2394.96979672685,2789.46813926465,3043.86378715367,3076.78111654986,3103.95150455134,3125.74355743894,3142.62463805296,3155.11402884967,3163.73855456627,3168.99967035571,3171.35301770117,3171.19995642642,3168.88652476982,3164.7071438869,3158.91008909228,3151.70411881855,3143.2644539308,3133.73841499697,3123.25009540229,3111.90459376456,3099.79123625837,3086.98643318878,3073.55592467566,3059.55684156103,3045.03910513945,3030.04678762762,3014.61906941925,2998.79116064806,2982.59511742526,2966.06030341062,2949.21391844081,2932.08139623094,2914.68672768325,2824.54843324192,2730.95158590825,2636.10161507391,2541.85053504411,2449.63384451338,2360.44985307043,2274.90572315623,2193.30278697284,2115.72591027909,2042.11915786308,1972.34230416325,1906.20890730124,1843.51135320003,1784.03617437326,1727.57326901483,1673.92095739265,1622.88883470718,1574.29876639362,1527.9853527055,1483.79553244698,1441.5879901037,1401.23246559934,1362.60896270556,1325.60703892991,1290.12461842604,1256.06799479661,1223.35040248351
55,1319.58817627244,1390.43778057327,1861.62515256743,2395.02959816199,2789.78906249908,3044.75850511169,3077.8089032847,3105.10682731448,3127.01596100351,3144.00016801024,3156.5768716034,3165.27248139675,3170.58908028083,3172.98355446824,3172.85878867848,3170.56239777291,3166.39030119374,3160.59212683551,3153.37780725444,3144.9236399322,3135.37775164035,3124.86508820065,3113.49131174731,3101.34633183267,3088.50704015436,3075.03959703715,3061.00150562669,3046.44301890314,3031.40850867504,3015.93742741562,3000.06523545669,2983.82422194282,2967.24396750576,2950.35187543526,2933.17357074961,2915.73322437034,2825.37365662373,2731.57884700124,2636.56387225152,2542.18317842762,2449.86929646627,2360.6148174032,2275.02066819217,2193.38268025992,2115.78139076557,2042.15766876049,1972.3690150513,1906.22740479105,1843.52412382013,1784.04494928421,1727.57925622699,1673.92500126196,1622.89152644307,1574.30052234267,1527.98646305011,1483.79620063864,1441.58835828831,1401.23263277634,1362.60899754082,1325.60698797348,1290.12451539627,1256.06786120503,1223.35025366836
56,1320.97919735664,1391.85322096113,1861.63938640671,2395.08783824279,2790.10200349166,3045.63327553046,3078.81440931654,3106.23779884672,3128.26225558311,3145.34815376992,3158.01103852916,3166.77687067491,3172.14832313968,3174.583491306,3174.48675384982,3172.20727641049,3168.04245550606,3162.24325431279,3155.0207812603,3146.55235117727,3136.98696244059,3126.45030740948,3115.04868701196,3102.87256112122,3089.99929791062,3076.49547363084,3062.41895997342,3047.82033820378,3032.74427664881,3017.23049701538,3001.31470715842,2985.02942669166,2968.40445073756,2951.46738360625,2934.24403921209,2916.75876609889,2826.18172176127,2732.19260229111,2637.01588177656,2542.50828367691,2450.0993326869,2360.77595377887,2275.13293295521,2193.46070715758,2115.8355746608,2042.19527922089,1972.39510214819,1906.24546831633,1843.53659354082,1784.05351593904,1727.58509972843,1673.92894639923,1622.89415078259,1574.30223264068,1527.98754282228,1483.79684867229,1441.58871347242,1401.23279184102,1362.60902757523,1325.60693445879,1290.12441126537,1256.06772746969,1223.35010530296
