p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_3_6,of_3_7,of_3_8,of_3_9,of_4,of_4_1,of_4_2,of_4_3,of_4_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
57,1322.34808860411,1393.24680035204,1861.65372306832,2395.14458471887,2790.40729376506,3046.48886834939,3079.79848090494,3107.34533047906,3129.48340586129,3146.66960236475,3159.41756930538,3168.25278645109,3173.67848040344,3176.15392128479,3176.08495172037,3173.82226304122,3169.6647082466,3163.86456899687,3156.63411586749,3148.1516697616,3138.56709134505,3128.00681174011,3116.57776413401,3104.37095316339,3091.4641768798,3077.92454877119,3063.81017994016,3049.17201847046,3034.0550262113,3018.49919133387,3002.54046661226,2986.21159963262,2969.54259759193,2952.56126345174,2935.29359767874,2917.76412410629,2826.97327231881,2732.79336856348,2637.45804298057,2542.82614893512,2450.32416960067,2360.9334154328,2275.24262562272,2193.53694297858,2115.88851435225,2042.23202595467,1972.42058924993,1906.26311543082,1843.5487745301,1784.0618827625,1727.5908053403,1673.93279681382,1622.89671047363,1574.30389916107,1527.98859328869,1483.79747739516,1441.58905621441,1401.23294315385,1362.60905303469,1325.60687851964,1290.12430610689,1256.06759362356,1223.34995739452
58,1323.69557465198,1394.61922355624,1861.66816516798,2395.19990128777,2790.70524568889,3047.32601135572,3080.76191846037,3108.43028461207,3130.68032510878,3147.96546746945,3160.79744876806,3169.70123683647,3175.18057683095,3177.69588026009,3177.65442458014,3175.40840245145,3171.25807273211,3165.4571110924,3158.21884507101,3149.72262130896,3140.11915371002,3129.53560460586,3118.07953309364,3105.84245937749,3092.902719438,3079.32776465648,3065.17608968788,3050.49896493425,3035.3416428489,3019.74437537101,3003.74335765803,2987.37156283617,2970.65920782305,2953.63429192369,2936.32299987435,2918.75002852603,2827.74891724277,2733.38163435516,2637.89068589561,2543.13705568031,2450.54401163792,2361.08734777789,2275.34984832353,2193.61145888537,2115.94025886118,2042.26794284781,1972.44550022174,1906.28036268652,1843.56067826196,1784.07005769909,1727.59637855188,1673.93655628626,1622.89920810724,1574.3055236698,1527.9896156432,1483.79808760559,1441.58938704034,1401.23308705429,1362.60907413151,1325.60682028176,1290.12419998962,1256.06745969739,1223.34980994981
59,1325.022344481,1395.97115769717,1861.68271515473,2395.2538479017,2790.99615388832,3048.14539315767,3081.70547975424,3109.49347812112,3131.85387874396,3149.23665308204,3162.15161068387,3171.12317784335,3176.65558435582,3179.2103507895,3179.19613724472,3176.966685791,3172.82360009325,3167.02186744899,3159.77594983199,3151.26617883044,3141.64411278795,3131.03763790308,3119.55493301037,3107.28805209259,3094.31579416096,3080.70601493979,3066.51756570979,3051.80203607428,3036.6049662511,3020.96686932119,3004.92418035425,2988.51009564632,2971.75503954125,2954.68720543825,2937.33296011845,2919.71717123751,2828.50923318873,2733.95786195887,2638.31426122915,2543.44126990833,2450.75905171319,2361.2378881448,2275.45469752308,2193.6843224419,2115.99085505568,2042.30306237069,1972.46985758921,1906.297225707,1843.57231556722,1784.07806147721,1727.60183615922,1673.94023843247,1622.90165471444,1574.30711509401,1527.99061726061,1483.79868966504,1441.58970644594,1401.233223862,1362.60909106556,1325.60675986304,1290.12409297784,1256.06732571991,1223.34966297458
60,1326.32904069617,1397.30324791181,1861.69737532289,2395.30648104658,2791.28029652784,3048.94766590247,3082.62988285537,3110.53568547182,3133.00488759184,3150.48401689413,3163.48094120502,3172.51951690197,3178.10442564672,3180.69826572056,3180.71107602855,3178.4980541787,3174.36220059316,3168.55977514581,3161.30636164074,3152.78326625943,3143.14288322925,3132.51381547467,3121.0048555639,3108.70858615162,3095.70426488551,3082.06014800664,3067.83544004618,3053.08204677346,3037.84579340481,3022.1674516034,3006.08369394263,2989.6279375771,2972.83081203986,2955.72070263087,2938.32415600754,2920.66620847344,2829.25476674138,2734.52248923558,2638.72905978685,2543.73904323669,2450.96947232193,2361.38516634049,2275.55727135687,2193.7556044372,2116.04035510049,2042.33742286758,1972.49368967043,1906.31372546947,1843.58370200217,1784.08586593639,1727.60715184082,1673.94381938843,1622.90402917694,1574.30865684228,1527.99158483511,1483.79926073072,1441.59002123485,1401.23336147811,1362.60911312843,1325.60669737442,1290.12398513173,1256.06719171729,1223.34951647374
61,1327.61631354897,1398.61609925954,1861.71214782397,2395.35785399579,2791.55797940447,3049.73344776444,3083.53580881918,3111.55764157521,3134.13413087097,3151.70837338105,3164.78628203742,3173.89111608613,3179.52797737277,3182.16051148188,3182.20010944029,3180.00340200989,3175.8747679784,3170.07172478017,3162.81096578541,3154.27476169485,3144.6163342948,3133.96499628731,3122.43014813285,3110.1048961861,3097.06895245571,3083.39096997326,3069.13050323283,3054.33977121282,3039.06488143195,3023.34686164031,3007.22261956614,2990.7257909682,2973.88720838639,2956.73544688203,2939.29723087369,2921.59776321005,2829.98603644804,2735.07593128566,2639.13540140015,2544.03061387133,2451.17544616213,2361.5293078895,2275.65763844639,2193.82534543924,2116.08878025925,2042.37103337758,1972.51699808077,1906.32985941737,1843.5948329596,1784.09350543066,1727.61235515285,1673.94732479661,1622.90635407391,1574.31016328507,1527.99252732692,1483.79981727408,1441.59031616638,1401.23348134431,1362.60911789064,1325.60663850257,1290.12388314517,1256.06706559645,1223.34937045126
62,1328.88474549653,1399.91029195368,1861.72703467646,2395.4080170416,2791.82936675329,3050.50332522674,3084.42390415482,3112.56004440756,3135.24234893586,3152.91049663915,3166.06843335023,3175.23879507578,3180.92707320342,3183.59793110657,3183.66408599212,3181.48357999542,3177.36215236837,3171.55856348903,3164.29060435525,3155.74150038074,3146.0652928073,3135.39199735082,3123.8316166754,3111.4777759998,3098.41063752577,3084.69924744239,3070.40350700948,3055.57594552982,3040.2629501957,3024.50580241042,3008.34164276532,2991.80432342355,2974.92487780212,2957.73206863599,2940.25279604123,2922.51242736079,2830.70353468384,2735.61858197751,2639.53358932918,2544.31620754668,2451.37713680715,2361.67042216401,2275.75589328092,2193.89361673744,2116.136185228,2042.40393635566,1972.53981604388,1906.34565366386,1843.60572897933,1784.10098290737,1727.6174474544,1673.95075396714,1622.90862585918,1574.31163458588,1527.99344675786,1483.80035918671,1441.5906023653,1401.23359663203,1362.60912104302,1325.60656933178,1290.12377038328,1256.06692753255,1223.34922939146
63,1330.13490434114,1401.18637977156,1861.74203777536,2395.45701770693,2792.09473551362,3051.25785517555,3085.29478309138,3113.54355741815,3136.33024579761,3154.09112299467,3167.32815645168,3176.56333388196,3182.30250656779,3185.01132701362,3185.10381337453,3182.93939795734,3178.82516304655,3173.0210799922,3165.74607900378,3157.18424860004,3147.49054586692,3136.7955964033,3125.21002838584,3112.82798118121,3099.73006312693,3085.9857100418,3071.65516681104,3056.79127026343,3041.44068469753,3025.64494279505,3009.44141577371,2992.86417005361,2975.94443784971,2958.71116753248,2941.19143290148,2923.41076379282,2831.40772936559,2736.15081535163,2639.92391136776,2544.59603835623,2451.57469975207,2361.80862429009,2275.85211172253,2193.96047113368,2116.18260615247,2042.43615633682,1972.56216005051,1906.36111915349,1843.61639726127,1784.10830294091,1727.62243068449,1673.95410817353,1622.91084690296,1574.3130717766,1527.99434365132,1483.80088660154,1441.59087964789,1401.23370688353,1362.60912187075,1325.60649977164,1290.12365861814,1256.06679152625,1223.34908187884
64,1331.3673321421,1402.44489165463,1861.75715890069,2395.50490093786,2792.35430876213,3051.99756682632,3086.14902966262,3114.50881174504,3137.39849144447,3155.25095340603,3168.56617625338,3177.86547535681,3183.65503319641,3186.40146357024,3186.52006102945,3184.37162740482,3180.2645710319,3174.46007785573,3167.17815349471,3158.60382134547,3148.89284335302,3138.17653438614,3126.5661141348,3114.15623151971,3101.0279121487,3087.25105274593,3072.88616406576,3057.9864126144,3042.59873730281,3026.76491973983,3010.52255963162,2993.90593554006,2976.94647644743,2959.67331436948,2942.11369482261,2924.29330818306,2832.09906552804,2736.67298691097,2640.30664086102,2544.87030952428,2451.76828102214,2361.94401842696,2275.94636694113,2194.02595916792,2116.22807789262,2042.46771727371,1972.58404650712,1906.37626712402,1843.62684535225,1784.11547042087,1727.62730882859,1673.95739031877,1622.91301891369,1574.31447593605,1527.99521863035,1483.80139980346,1441.59114803833,1401.23381191034,1362.60911999962,1325.60642927376,1290.12354712171,1256.06665665781,1223.34893614095
65,1332.58254676321,1403.68633318859,1861.77239972568,2395.55170928198,2792.60829805943,3052.72296349689,3086.98719962732,3115.45640825695,3138.44772398104,3156.39065567868,3169.78318354272,3179.14592750836,3184.98537346588,3187.76906945544,3187.91356252397,3185.78100391038,3181.68111145128,3175.87627216968,3168.58755605039,3160.00091230334,3150.27290023218,3139.53551772597,3127.90057072449,3115.46321322367,3102.30490884243,3088.4959380534,3074.09714829584,3059.16200848515,3043.73772969469,3027.86634026469,3011.58566616943,2994.93019610386,2977.93155372623,2960.61905291227,2943.02010891012,2925.16057072903,2832.77796677617,2737.18543480912,2640.68201170621,2545.13921411582,2451.95802113133,2362.07670397219,2276.03872830907,2194.09012907918,2116.27263385945,2042.49864226538,1972.60549138867,1906.39110853902,1843.63708081638,1784.12249082856,1727.63208556836,1673.96060290507,1622.91514356499,1574.31584815441,1527.99607236885,1483.80189916587,1441.59140768757,1401.23391169216,1362.60911526988,1325.60635755217,1290.12343549723,1256.06652241336,1223.34879153832
66,1333.78104055818,1404.91118797401,1861.78776182337,2395.59748304954,2792.85690420806,3053.4345242419,3087.80982224046,3116.38691943689,3139.47855160221,3157.51086650956,3170.97983708117,3180.40536563811,3186.29421456397,3189.11483984294,3189.28501774278,3187.16822930477,3183.07548573082,3177.27036194172,3169.97498152147,3161.37621065462,3151.63139869007,3140.87322044321,3129.21406297068,3116.74958097533,3103.56167232572,3089.72099795775,3075.28873909962,3060.31866446253,3044.85825489711,3028.94973882894,3012.63129966296,2995.93750099114,2978.90020383507,2961.54890172059,2943.91117789017,2926.01303813602,2833.44483894607,2737.68848094534,2641.05032269252,2545.4029357104,2452.14405278301,2362.20677434784,2276.1292618434,2194.15302683527,2116.31630595622,2042.52895343379,1972.62649112093,1906.40565402854,1843.64711110789,1784.12936927745,1727.6367644213,1673.9637483354,1622.91722247947,1574.31718950695,1527.99690555859,1483.80238510781,1441.59165881862,1401.23400630774,1362.60910765017,1325.60628448879,1290.12332354759,1256.06638852392,1223.34864760872
67,1334.96329263585,1406.11991889722,1861.80324667388,2395.64226046336,2793.10031795011,3054.13270536204,3088.61740188855,3117.30089112298,3140.49155441773,3158.61219337738,3172.15676554388,3181.64443431753,3187.58221249196,3190.43943842007,3190.63509491581,3188.53397370691,3184.44836362258,3178.64301462465,3171.34109339324,3162.73037446598,3152.96899010315,3142.19028610187,3130.50722562818,3118.01595982968,3104.79881715377,3090.9268357929,3076.46152793659,3061.4569595392,3045.96087889803,3030.01575630927,3013.65999871703,2996.92837451126,2979.85293610899,2962.46335497432,2944.78738042884,2926.85117320777,2834.10006068519,2738.18243197541,2641.41178346616,2545.66164890896,2452.32650221983,2362.33431950248,2276.21803036684,2194.21469620665,2116.35912458863,2042.55867186443,1972.64709787921,1906.41991378332,1843.65694327141,1784.13611063875,1727.64134874439,1673.96682891029,1622.91925722003,1574.31850104293,1527.99771888851,1483.80285806616,1441.5919016906,1401.23409588981,1362.60909718142,1325.60621005494,1290.12321115678,1256.06625482453,1223.348504505
68,1336.12975375869,1407.31296931008,1861.81885566985,2395.68607779576,2793.33872061002,3054.81794179794,3089.41041960218,3118.19884411784,3141.48728614019,3159.69521629132,3173.31456931534,3182.86374921773,3188.84999391812,3191.74349925676,3191.96443249561,3189.87887740359,3185.80038508128,3179.99486798564,3172.68652564375,3164.06403253323,3154.28629686438,3143.48732961508,3131.78066517367,3119.26294697248,3106.0169304541,3092.11402793616,3077.6160798077,3062.57744677204,3047.04614229586,3031.0648764305,3014.67227767689,2997.90331730091,2980.79023726632,2963.36288516171,2945.64917459782,2927.67541947845,2834.74400349592,2738.66758296566,2641.76661822573,2545.91552006039,2452.50548961653,2362.45942469986,2276.30509367883,2194.27517886711,2116.40111870624,2042.58781765896,1972.66730696872,1906.43389748024,1843.66658401382,1784.14271955307,1727.64584173886,1673.96984682802,1622.92124928532,1574.31978377451,1527.99851303179,1483.8033184782,1441.59213657673,1401.23418059681,1362.60908936681,1325.60614046952,1290.12310550152,1256.06612949595,1223.34836189093
69,1337.28085832571,1408.49076412627,1861.83459012255,2395.72896949484,2793.57228468798,3055.49064842066,3090.18933445557,3119.08127567959,3142.46627564845,3160.76048941168,3174.45382215307,3184.06389880515,3190.09815789602,3193.0276285382,3193.27364089778,3191.2035525919,3187.13216200403,3181.32653183916,3174.0118844662,3165.37778609008,3155.58391407568,3144.76493891859,3133.03496145838,3120.49111335,3107.21657353145,3093.28312538678,3078.7529348059,3063.68065480354,3048.11456178738,3032.09760350463,3015.6686280528,2998.86280771127,2981.71257217506,2964.24794338168,2946.49699748122,2928.4861998108,2835.37698481684,2739.14420649997,2642.11504071869,2546.16470763339,2452.68112944825,2362.58217114313,2276.39050872726,2194.33451450077,2116.44231588933,2042.61640996415,1972.68713167287,1906.44761433455,1843.6760397236,1784.14920044203,1727.65024645719,1673.97280418699,1622.92320010874,1574.32103867322,1527.99928863905,1483.80376677207,1441.59236587684,1401.23426299718,1362.60907073567,1325.60606023768,1290.12298865627,1256.06599195228,1223.34822420965
70,1338.41702273838,1409.6537108413,1861.85045126665,2395.77096830119,2793.80117440725,3056.15122122651,3090.95458486424,3119.94866090378,3143.4290284379,3161.80854255302,3175.57507273117,3185.24544591499,3191.32727745876,3194.29240617274,3194.56330411604,3192.50858499644,3188.44427984507,3182.63858965533,3175.31774986756,3166.67221039421,3156.86241111878,3146.02367652431,3134.27066924183,3121.70100518134,3108.39828335713,3094.43465523064,3079.87260955508,3064.76708927288,3049.16659138894,3033.1144198264,3016.64951986625,2999.80730314349,2982.62038530777,2965.11896090783,2947.33126691425,2929.28391839575,2835.99940347046,2739.61257269894,2642.45725488224,2546.40936274028,2452.85353130543,2362.70263621758,2276.47432977488,2194.3927409228,2116.48274241186,2042.64446701803,1972.70658464784,1906.46107312744,1843.68531648904,1784.15555752085,1727.65456581012,1673.97570298931,1622.92511105947,1574.32226666887,1528.00004633508,1483.80420429742,1441.59258452296,1401.23433721518,1362.60905081919,1325.60598026718,1290.12287318333,1256.06585663742,1223.34808012478
71,1339.53864639048,1410.80220048247,1861.86644026513,2395.81210535489,2794.02554192112,3056.80003844553,3091.7065897882,3120.80145400607,3144.37602796643,3162.83988257982,3176.67884607396,3186.40892921259,3192.53790110001,3195.53836068023,3195.83398122287,3193.79453537173,3189.73729911591,3183.93160005422,3176.60467715395,3167.9478562009,3158.12233311464,3147.26408096324,3135.48831961685,3122.89314536359,3109.56257395264,3095.56909592736,3080.97559854646,3065.83723412791,3050.20278395886,3034.11578693619,3017.61540287752,3000.73724124526,2983.51410190347,2965.97635030993,2948.15238257802,2930.06896184444,2836.61154717805,2740.07293502105,2642.79345541454,2546.64962957572,2453.02279833629,2362.82089371825,2276.55660856037,2194.44989418462,2116.5224233245,2042.67200620855,1972.72567796084,1906.47428223184,1843.69442011609,1784.1617948094,1727.65880257406,1673.97854514537,1622.92698344463,1574.3234686498,1528.00078712392,1483.80462908695,1441.59279651219,1401.23440767232,1362.60902913876,1325.60589992176,1290.12275829663,1256.06572259759,1223.34793781858
72,1340.64611259053,1411.93660849434,1861.88255821364,2395.85241029519,2794.24554491751,3057.43746157023,3092.44574985011,3121.64008951398,3145.30773690567,3163.85499470421,3177.76564488889,3187.55486455245,3193.73055415132,3196.76607673283,3197.08620776508,3195.06194089976,3191.0117567808,3185.20609819578,3177.87319831217,3169.20525113343,3159.36420228081,3148.4866681279,3136.68842133479,3124.06803477848,3110.70993767638,3096.6869825801,3082.06237538164,3066.89155284362,3051.22355266882,3035.10214678845,3018.56670772811,3001.65304102685,2984.39412905951,2966.82050652674,2948.96072704125,2930.84170017699,2837.21372189047,2740.5255384663,2643.12382831827,2546.88564582402,2453.18903035055,2362.93701406316,2276.63739444697,2194.50600868082,2116.56138252485,2042.69904412444,1972.74442312487,1906.4872496365,1843.70335614443,1784.16791614371,1727.66295939882,1673.98133247861,1622.92881867426,1574.32464563784,1528.0015105448,1483.80504319656,1441.5930018494,1401.23447423917,1362.60900545222,1325.60581886168,1290.12264355603,1256.06558929358,1223.34779664569
73,1341.73978942198,1413.05729556535,1861.89880614467,2395.89191135227,2794.46132144833,3058.06383631163,3093.17244837438,3122.4649833754,3146.2245983048,3164.85434369321,3178.83595080687,3188.68374624312,3194.90574006428,3197.97603762634,3198.32049706314,3196.31131649109,3192.26816755588,3186.46259707403,3179.12382329595,3170.44490095947,3160.58851919537,3149.69193252181,3137.87146203943,3125.22615350894,3111.84084642161,3097.78875254359,3083.13339392946,3067.9304895575,3052.22933150555,3036.07392284026,3019.5038470042,3002.55510389842,2985.26085673974,2967.65180783989,2949.75666670081,2931.60248774765,2837.80622043471,2740.97061436498,2643.44855140213,2547.11754303754,2453.35240437477,2363.05106449133,2276.71673456242,2194.56111724575,2116.59964282666,2042.72559660224,1972.76283113117,1906.49998296875,1843.71212986351,1784.17392518647,1727.66709163593,1673.98406680055,1622.93061752703,1574.32579799977,1528.00221788319,1483.80544687038,1441.59320063268,1401.23453690452,1362.60897966338,1325.60573692025,1290.12252873336,1256.06545643877,1223.34765626124
74,1342.82003054655,1414.16460839965,1861.91518503098,2395.9306354324,2794.67300733799,3058.6794934888,3093.88705235456,3123.27653399031,3147.12703667472,3165.83837499343,3179.89022553824,3189.79604822584,3196.06394160521,3199.16873209566,3199.53734142221,3197.54315599739,3193.50700531658,3187.70158872307,3180.35701087059,3171.66729078027,3161.79576397469,3150.88034842441,3139.03790941688,3126.36796197291,3112.95575273261,3098.87484994343,3084.18908940425,3068.95447012693,3053.22053656637,3037.03152106459,3020.42721622682,3003.44381463602,2986.1146587162,2968.4706167912,2950.54055267864,2932.35166408914,2838.38932324514,2741.40838530393,2643.76779474648,2547.34544698861,2453.51284642442,2363.16310924713,2276.7946739291,2194.61525124499,2116.63722602286,2042.7516787703,1972.78091247998,1906.51248951512,1843.72074632638,1784.17982543674,1727.67109591334,1673.98674959419,1622.93238143772,1574.32689295407,1528.0029096037,1483.80584038955,1441.593393013,1401.23459572583,1362.60902018507,1325.60565403351,1290.12241372309,1256.06532389228,1223.34751649209
75,1343.88717595482,1415.25888043905,1861.9316957894,2395.96860819655,2794.88073232325,3059.28474985705,3094.58991335444,3124.07512317284,3148.01545899841,3166.80751577989,3180.92891195031,3190.89222517385,3197.20562196971,3200.34462910437,3200.73721326164,3198.75793334276,3194.72878321022,3188.92351212694,3181.57329093239,3172.87288614024,3162.98639737242,3152.0523709773,3140.18821226829,3127.49390198083,3114.05509084614,3099.94570091763,3085.22987937118,3069.96390311548,3054.19756702529,3037.97533089579,3021.33719477562,3004.31954228337,2986.9558934479,2969.27728103953,2951.3127216457,2933.08955473646,2838.96329902372,2741.83906444634,2644.08172113767,2547.56947855819,2453.67052574922,2363.27320975198,2276.87125558493,2194.66844065979,2116.67415294419,2042.77730508932,1972.79867720826,1906.52477624109,1843.7292103637,1784.18562025308,1727.67502746466,1673.98938258018,1622.93411147124,1574.32799873849,1528.0035861741,1483.80622405075,1441.59357916762,1401.23465079671,1362.60898974626,1325.60557019358,1290.12229848662,1256.06519159189,1223.34737725721
76,1344.94155266838,1416.34043253845,1861.94833928385,2396.00585413393,2795.08462040159,3059.87990480044,3095.28136834823,3124.86111704817,3148.89025567388,3167.76217593446,3181.95243507355,3191.97271351857,3198.33122582296,3201.50417889462,3201.92056616992,3199.95610357997,3195.93393658304,3190.12888674791,3182.77308407745,3174.06213406318,3164.16086180549,3153.20843719904,3141.32280151143,3128.60439772323,3115.13927766355,3101.00171457271,3086.25616468527,3070.95918071372,3055.1608060351,3038.90572611194,3022.23414675125,3005.18264099331,2987.78490490152,2970.0721341568,2952.07349660384,2933.81647197561,2839.52840732487,2742.26285604846,2644.39048647152,2547.78975180278,2453.82552532698,2363.38142476368,2276.94652069585,2194.72071416555,2116.71044351412,2042.80248939033,1972.81613491637,1906.53684980917,1843.73752659599,1784.19131280076,1727.67888855678,1673.9919672684,1622.93580865596,1574.32908240044,1528.00424805535,1483.8065981534,1441.59375928417,1401.23470222765,1362.60895729465,1325.60548542072,1290.12218301894,1256.06505951474,1223.34723852268
77,1345.98347539728,1417.40957359866,1861.96518048068,2396.04239223066,2795.28479015545,3060.46525731155,3095.96174050492,3125.63486689028,3149.75180139476,3168.70274896044,3182.96120304152,3193.03793240855,3199.44118027225,3202.64781396805,3203.08783589036,3201.13810387785,3197.1229024866,3191.31811536967,3183.95682334327,3175.23546402066,3165.31958231328,3154.34896693324,3142.44209111699,3129.69985669358,3116.2087136595,3102.04328387702,3087.26833036849,3071.94067959954,3056.11062157008,3039.82306565942,3023.11842178087,3006.03345081409,2988.60202331679,2970.85549637551,2952.82318760921,2934.53271554729,2840.08489048591,2742.67995788711,2644.69424013047,2548.00637758222,2453.97792460254,2363.4878105252,2277.02050866059,2194.77209920508,2116.74611679935,2042.82724490974,1972.83329479219,1906.54871659595,1843.7456994482,1784.19690616748,1727.68268129988,1673.99450510883,1622.93747398146,1574.3301446099,1528.00489569549,1483.80696299205,1441.59393355138,1401.23475013479,1362.60892289661,1325.60539974756,1290.12206733031,1256.06492765623,1223.34710026941
78,1347.01324715599,1418.46660115961,1861.98209434353,2396.07825357167,2795.4813550543,3061.04108236261,3096.63133992103,3126.39670990472,3150.60045597353,3169.6296128372,3183.95560796982,3194.0882846064,3200.53589577629,3203.77595000357,3204.23944124347,3202.3043544449,3198.29610102791,3192.49161672317,3185.12492498553,3176.39328883797,3166.46296745468,3155.47436373567,3143.54647898409,3130.78067055155,3117.26378373181,3103.07078649637,3088.26674643048,3072.90876174295,3057.0473672143,3040.72769442406,3023.99035577172,3006.87229842428,2989.40756592349,2971.62767528552,2953.56209244962,2935.2385733046,2840.63298928696,2743.09055324803,2644.99312891685,2548.21946160393,2454.12779968155,2363.59242090301,2277.09325720808,2194.82262205664,2116.78119105728,2042.85159789311,1972.85017649697,1906.56038270883,1843.75373314882,1784.20240328356,1727.68640771695,1673.99699749242,1622.93910839831,1574.33118601153,1528.0055295272,1483.80731885268,1441.59410215438,1401.23479463404,1362.60888662092,1325.60531321129,1290.1219514369,1256.06479601754,1223.34696249457
79,1348.03115984121,1419.51180195694,1861.99914330927,2396.11345517879,2795.67442373608,3061.60764767654,3097.29046006218,3127.14696996089,3151.4365651118,3170.54313082037,3184.93602677889,3195.1241573283,3201.61576699668,3204.88898671649,3205.37578499027,3203.45525939393,3199.45393623308,3193.64979351672,3186.2777893332,3177.53600554245,3167.59141014831,3156.58501570484,3144.63634776041,3131.84721593141,3118.30485799713,3104.08458557641,3089.2517686366,3073.86377515935,3057.97138289932,3041.61994395271,3024.85027161594,3007.69949782087,2990.20183761174,2972.38896648641,2954.29049727886,2935.93432182848,2841.17293131226,2743.4948252853,2645.28728171685,2548.42910522334,2454.27522351134,2363.69531745506,2277.1648127646,2194.87231741335,2116.81569186757,2042.87552618165,1972.86675587258,1906.57185399587,1843.76163176071,1784.20780695801,1727.6900697477,1673.99944575311,1622.94071281853,1574.33220722448,1528.00614996648,1483.80766601098,1441.59426527218,1401.2348358385,1362.60884853547,1325.60522584924,1290.12183535633,1256.0646646043,1223.34682519396
80,1349.03749477418,1420.54545244476,1862.0163280592,2396.14801748797,2795.8641002705,3062.16521029408,3097.93939532024,3127.88595827753,3152.26046112148,3171.44365219094,3185.90282196481,3196.14592303055,3202.6811735958,3205.9873086636,3206.49725464146,3204.59120755266,3200.59679685658,3194.7930332422,3187.41580158994,3178.66399615857,3168.70528845963,3157.6812962603,3145.71206561037,3132.89985519932,3119.33229253671,3105.08503047554,3090.22371173742,3074.80605461527,3058.88299559542,3042.5001331294,3025.6984798512,3008.51535096369,2990.98513155974,2973.1396541986,2955.00867721039,2936.62022701755,2841.70493516642,2743.89294707369,2645.57683577917,2548.63540912489,2454.42027091811,2363.79652545763,2277.23518467176,2194.92118568682,2116.84961557879,2042.89906572985,1972.88307358813,1906.58313606842,1843.76939917363,1784.21311988426,1727.69366925207,1674.00185117039,1622.94228811692,1574.33320884283,1528.00675741268,1483.80800473168,1441.5944230769,1401.23487385689,1362.6088087058,1325.6051376985,1290.12171910653,1256.06453342152,1223.34668836464
81,1350.03252321012,1421.56781928683,1862.03364923475,2396.18196005946,2796.05048440379,3062.71401712439,3098.57841632667,3128.61397406507,3153.07246360083,3172.33151295786,3186.85634232174,3197.1539401472,3203.73248098479,3207.07128599819,3207.60422321626,3205.71257322365,3201.72505714039,3195.92170893113,3188.53933258559,3179.77762845334,3169.80496633938,3158.76356487261,3146.77398693588,3133.93893716368,3120.34643009536,3106.07245745234,3091.18295983693,3075.73592229011,3059.78251995973,3043.36856880922,3026.53527927994,3009.32014837947,2991.75772982254,2973.88001183585,2955.71689687807,2937.29654456731,2842.22921124677,2744.28508491597,2645.86191757222,2548.83845833372,2454.56299719566,2363.89610844909,2277.30442329226,2194.96926642169,2116.88299272135,2042.92222487833,1972.89912653327,1906.59421512949,1843.77703911912,1784.2183446462,1727.69720801456,1674.00421497169,1622.94383513297,1574.33419143662,1528.00735224901,1483.80833526879,1441.5945757338,1401.23490879386,1362.60876719504,1325.60504879421,1290.12160270442,1256.06440247404,1223.34655200391
82,1351.0165068172,1422.57915981873,1862.05110743964,2396.2153016254,2796.23367178879,3063.25430546077,3099.20778731595,3129.33130065206,3153.87288006855,3173.20703651696,3187.79692362008,3198.14855378209,3204.77004102567,3208.14127517872,3208.69704995466,3206.81971689772,3202.83907752646,3197.03617986468,3189.64873948181,3180.87725663636,3170.89079431661,3159.83216774857,3147.82245305251,3134.96479774183,3121.34760073788,3107.04719031076,3092.1298028881,3076.65368839725,3060.67025894434,3044.22554641316,3027.36095755026,3010.11416972861,2992.51990388406,2974.61030254428,2956.4154109398,2937.96352058102,2842.74596193747,2744.67139868311,2646.14264882954,2549.03834786872,2454.70347459839,2363.99411132068,2277.37255968303,2195.01658088259,2116.91583774327,2042.94501641486,1972.91492214714,1906.60513451765,1843.78455517838,1784.22348372376,1727.70068774772,1674.00653833508,1622.94535467212,1574.33515555276,1528.00793484299,1483.80865786599,1441.59472340128,1401.23494074943,1362.60872406356,1325.60495917011,1290.12148616616,1256.06427176639,1223.34641610913
83,1351.98969812724,1423.57972248274,1862.06870324186,2396.2480601343,2796.4137541994,3063.78630346488,3099.8277624677,3130.03822389558,3154.66200655887,3174.07053426968,3188.72488924315,3199.13009635902,3205.79419269091,3209.1976196344,3209.77608098654,3207.91298592423,3203.93920532601,3198.13679224017,3190.74436643478,3181.96322201725,3171.96311014976,3160.88743847475,3148.85779282499,3135.9777605863,3122.33612246549,3108.0094949131,3093.06454644431,3077.55965176725,3061.54650436743,3045.07135048663,3028.17579170161,3010.8976843374,2993.27191517628,2975.3307797001,2957.10446459816,2938.621391962,2843.25538198162,2745.05204213469,2646.41914658396,2549.23516365144,2454.84176470161,2364.09057739062,2277.43962394463,2195.06314982733,2116.94816463377,2042.96744780119,1972.93046757237,1906.61588019333,1843.79195079022,1784.22853949819,1727.70411009602,1674.00882239162,1622.94684750774,1574.33610171626,1528.00850554749,1483.80897275705,1441.59487617372,1401.23496981954,1362.60867936893,1325.60486885827,1290.12136950701,1256.06414130278,1223.3462806775
