p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
12,1210.9109899024,1446.30590849907,2052.23704962098,2471.80866215836,2750.13856694384,2923.2834113375,3021.72180664994,3071.025084947,3076.82840899855,3081.58767886973,3085.41155785369,3088.39794039282,3090.63467790429,3092.20057209824,3093.16594906423,3093.59363303931,3093.53967468378,3093.05406832403,3092.18141099464,3090.96150130554,3089.42987891417,3087.61830726523,3085.55520338327,3083.26601907854,3080.77357812439,3078.09837391201,3075.25883187913,3072.27154071085,3055.59460007811,3036.95261991689,3017.22722806463,2996.97905453579,2976.57320759724,2956.25183155011,2936.177193123,2916.45832385392,2897.16794761202,2878.35337384771,2860.04408735283,2842.25666379282,2824.9983479166,2808.26958007316,2792.06582987848,2776.37894017914,2761.19816010187,2746.51091272351,2732.3032138756,2718.56038634675,2705.26728511837,2692.4082900334,2679.96798634749,2667.9309894282,2656.28214324514,2645.00660623609,2634.08991429483
13,1216.43971070456,1446.97717040969,2052.33438536174,2472.65478756617,2752.59185598835,2927.66525761412,3027.78953063237,3078.23157056421,3084.19509220013,3089.09446873517,3093.03973907798,3096.13022141999,3098.45517933136,3100.09479062005,3101.12068733869,3101.59692141623,3101.58068411357,3101.12302045367,3100.26948912398,3099.06076457024,3097.53318118025,3095.7192215727,3093.64795231364,3091.34541110104,3088.83494976417,3086.13753745016,3083.27202821772,3080.25539699896,3063.3922301198,3044.51978365836,3024.5399386827,3004.02592667104,2983.35094524411,2962.76240637659,2942.4260342093,2922.45311017799,2902.91778987224,2883.86824146061,2865.33440847631,2847.33303649669,2829.8713327229,2812.94955752249,2796.56289390865,2780.70283572254,2765.35821859815,2750.51604182778,2736.16187895182,2722.28060689735,2708.85662114544,2695.87390302184,2683.31660545407,2671.16894294487,2659.41537688258,2648.04072363406,2637.03013560551
14,1221.60637737129,1447.68563850833,2052.42130366634,2473.41390958986,2754.81186496812,2931.66182526282,3033.35924080842,3084.87572557574,3090.99125286975,3096.02376797779,3100.08456998767,3103.2742725188,3105.68344748793,3107.39355372493,3108.47744387885,3109.00032228437,3109.02045399985,3108.58987563689,3107.75505523633,3106.55749677349,3105.03428832102,3103.21859523683,3101.14010123281,3098.82540103914,3096.29834879084,3093.5803663683,3090.69071582788,3087.64673982709,3070.60933551421,3051.52075197007,3031.30209482225,3010.53858353773,2989.6111614461,2968.77217779197,2948.19062345082,2927.97990190709,2908.215506761,2888.94639983164,2870.20293978181,2852.0020137606,2834.35077832611,2817.24930164176,2800.69248245813,2784.67146440807,2769.17469130035,2754.18874624344,2739.69877584961,2725.68922817383,2712.14401573194,2699.0468880177,2686.38141791514,2674.13149955388,2662.28123093213,2650.81506268497,2639.71786174101
15,1226.45799592388,1448.42848259205,2052.49956542732,2474.10026054732,2756.83457026088,2935.32987399499,3038.50183620517,3091.0360005414,3097.29627573457,3102.45575690355,3106.62688325539,3109.91146843047,3112.40129679112,3114.17902381403,3115.31864794261,3115.88645933923,3115.94173786147,3115.53745948687,3114.72095539145,3113.53451815388,3112.01595325345,3110.19907658461,3108.11416037384,3105.78833088249,3103.24592179632,3100.50878738051,3097.59657946969,3094.52699212329,3077.32579268492,3058.03355827168,3037.58975815919,3016.59107373397,2995.42576726025,2974.35091999629,2953.53864257799,2933.10431194934,2913.12468467714,2893.64945987201,2874.70937208147,2856.32142588519,2838.49271179464,2821.22310267347,2804.50721246931,2788.33584003888,2772.69704650228,2757.57701071979,2742.96046633949,2728.83144801704,2715.17346155637,2701.9698620321,2689.20383926304,2676.85892438194,2664.91886914341,2653.36779653874,2642.19026460825
16,1231.03281575598,1449.20300400702,2052.57054133055,2474.72472208314,2758.68849427522,2938.71477318822,3043.27427951493,3096.77559525583,3103.17413435819,3108.45505953571,3112.73184788091,3116.10738523055,3118.67471567821,3120.51747964556,3121.71080155391,3122.32199812094,3122.41131144599,3122.03261033248,3121.23404789315,3120.05866882432,3118.54496366873,3116.7273701478,3114.63672347804,3112.30065871864,3109.74396881986,3106.98892231417,3104.05554456948,3100.96186645366,3083.60605453684,3064.12116984411,3043.46427825792,3022.24303294949,3000.85269174592,2979.55485974552,2958.5245862035,2937.87914598602,2917.69647576579,2898.0269610323,2878.90167872689,2860.33772930119,2842.34212530676,2824.91453967849,2808.04930254266,2791.73687327282,2775.96493887777,2760.71928500723,2745.98424519588,2731.74345480081,2717.98002785315,2704.67694036391,2691.81701486107,2679.38343501523,2667.35962176179,2655.72938555376,2644.47699022796
17,1235.36239276663,1450.0065555644,2052.63527221425,2475.29625080485,2760.39663315198,2941.85333133025,3047.72300789067,3102.1461635904,3108.67713156944,3114.07452688414,3118.45277997827,3121.91579952985,3124.55770057944,3126.46316271551,3127.70833522579,3128.36150821712,3128.48383885807,3128.13004698942,3127.3490706596,3126.18467391013,3124.67600329428,3122.85809257178,3120.76231702088,3118.41680008298,3115.84677576305,3113.07491056334,3110.12158880361,3107.00516507793,3089.50288305905,3069.83511973629,3048.97584903632,3027.54323968069,3005.93930363658,2984.42992873472,2963.19297272396,2942.34752475133,2921.97263249039,2902.11932284993,2882.81898495591,2864.0887962615,2845.93568104021,2828.35910853729,2811.35312633851,2794.90785947889,2779.01062893341,2763.64683740424,2748.80043017131,2734.45465624409,2720.59225154972,2707.19582704052,2694.24785230317,2681.73117764417,2669.62890715027,2657.92455239043,2646.60209624934
18,1239.4730887846,1450.83668091003,2052.69471922082,2475.8220074176,2761.9777310242,2944.775797068,3051.88636268922,3107.19045936052,3113.84857153357,3119.35792836021,3123.83383528646,3127.38115461879,3130.09499067986,3132.06102547563,3133.35636309535,3134.05022322838,3134.20463549317,3133.87513299769,3133.11140527489,3131.95790607953,3130.45441170526,3128.63652863053,3126.53615146927,3124.18187358302,3121.59935355667,3118.81164114544,3115.83946643791,3112.70149592567,3095.06001665331,3075.21811751715,3054.16603120352,3032.53214108719,3010.72481630555,2989.0141397568,2967.58063462124,2946.54511020418,2925.98767151445,2905.95994638822,2886.4936091467,2867.605897502,2849.30363846111,2831.58609453039,2814.44703226404,2797.87624735176,2781.8607507937,2766.38542662915,2751.43398817264,2736.98926160694,2723.03361732446,2709.54931406316,2696.51848158891,2683.92364971242,2671.7476183967,2659.97361274099,2648.58534670593
19,1243.38714852618,1451.69075764733,2052.7495494377,2476.30785808347,2763.44727529848,2947.50731626017,3055.79635794995,3111.94426583279,3118.72470882538,3124.34191725832,3128.91200118026,3132.54071088094,3135.32408361011,3137.34873284746,3138.69269423435,3139.42605574605,3139.61168529715,3139.30589492489,3138.55909522798,3137.41640272513,3135.91819955674,3134.10064371452,3131.99613029125,3129.63370577982,3127.03943836913,3124.23674768139,3121.24669758673,3118.08825571958,3100.31411748095,3080.30595491915,3059.0697196034,3037.24356861384,3015.24208388688,2993.33931115922,2971.71838780876,2950.50172768194,2929.77044921509,2909.5767445738,2889.95254899011,2870.91514549649,2852.47125596378,2834.61993369873,2817.354665907,2800.66492377402,2784.53736697656,2768.95651557097,2753.90571543345,2739.36742956813,2725.32367444326,2711.75636841658,2698.64731348909,2685.97873077905,2673.73312786164,2661.89345453134,2650.44316688157
20,1247.12352989874,1452.56653563062,2052.80034815403,2476.75866171881,2764.81819120318,2950.06900528416,3059.47999216882,3116.43782250316,3123.33619718245,3129.05749197694,3133.71856507906,3137.42599524255,3140.27669781268,3142.3581724861,3143.74932884725,3144.52109637966,3144.73714157399,3144.45452401664,3143.72434756675,3142.59236686941,3141.09954806925,3139.28258127901,3137.17434483447,3134.80432301225,3132.19897991435,3129.38209279386,3126.37504834605,3123.19710551842,3105.29622018406,3085.1289232529,3063.71636836026,3041.70615938854,3019.51886250282,2997.43236474646,2975.6322714504,2954.24257020765,2933.34533120323,2912.99327768203,2893.21858382491,2874.03856458814,2855.45982978655,2837.48122155735,2820.09594957236,2803.29316520407,2787.05918365374,2771.37816943286,2756.23311053316,2741.60611709059,2727.47886241839,2713.83293544233,2700.6498215455,2687.91144397734,2675.60002848753,2663.69826034074,2652.18934765794
21,1250.69852511111,1453.46180704115,2052.84760240534,2477.17848268349,2766.10136740231,2952.47875839861,3062.96023776833,3120.69693675455,3127.7091845059,3133.53110066872,3138.28022708753,3142.0639167842,3144.97991312269,3147.1165566367,3148.55358481529,3149.36274769807,3149.60846233426,3149.34851223122,3148.63466897317,3147.51330270376,3146.02594350609,3144.20979580409,3142.09820534487,3139.72108009235,3137.10526748749,3134.2748911773,3131.25165062066,3128.05508705184,3110.03282778274,3089.71288541865,3068.13114075212,3045.94434232634,3023.5788114795,3001.31622645748,2979.3444773905,2957.7890975978,2936.7330359227,2916.22961011893,2896.31110613168,2876.9948979254,2858.28747715147,2840.18747321939,2822.68782018075,2805.77735414018,2789.44205233308,2773.6657316784,2758.43103123557,2743.71971789951,2729.51313185688,2715.79254275584,2702.53912963222,2689.73452802452,2677.36069178282,2665.40005106388,2653.8355753598
22,1254.12624252014,1454.37449016886,2052.89172122553,2477.57075103711,2767.30605472425,2954.75186375151,3066.25679870962,3124.74377318634,3131.86615291534,3137.78548882942,3142.61995386789,3146.47762575776,3149.45702995834,3151.64730614454,3153.12898705726,3153.97459485935,3154.24928205082,3154.01152455829,3153.31373814233,3152.20288757334,3150.72104836546,3148.90592282573,3146.79130950969,3144.40752706677,3141.78179468008,3138.93857202727,3135.89986205215,3132.68547995228,3114.54675310628,3094.08009884862,3072.3356882874,3049.97913316882,3027.44235517789,3005.01061629151,2982.87409822616,2961.15977742262,2939.95145720791,2919.30296666968,2899.24675821119,2879.80022514104,2860.96973553911,2842.75370487682,2825.1447935724,2808.13152686558,2791.69955022799,2775.83234049245,2760.51219620449,2745.72055003741,2731.43841839723,2717.64676115597,2704.32646059192,2691.45887381837,2679.02569197574,2667.00909899635,2655.39183430026
23,1257.41898374734,1455.30263056299,2052.93305101356,2477.93838481745,2768.44017284859,2956.90147978062,3069.38669842821,3128.59752718031,3135.8265640011,3141.84035843414,3146.75764274986,3150.68718178159,3153.72824081024,3155.97072019579,3157.49591321145,3158.37707728487,3158.68009002241,3158.46407784844,3157.78208467892,3156.68165058683,3155.20537938107,3153.39145604053,3151.27411840831,3148.88408378151,3146.24893234887,3143.39345022464,3140.33993524821,3137.10846887555,3118.85777353764,3098.24985575312,3076.3487720395,3053.82873876326,3031.1271074136,3008.53260843896,2986.23763595728,2964.37055465633,2943.01599857564,2922.22823287696,2902.03992630459,2882.46844158169,2863.52002749878,2845.19288467432,2827.47940193249,2810.36779791414,2793.84339224297,2777.8893287767,2762.48757348423,2747.61923327097,2733.26500955084,2719.40556125528,2706.02148284742,2693.09386170889,2680.60413478997,2668.53424804611,2656.8667187587
24,1260.58754233527,1456.24440023668,2052.97188735481,2478.28388463761,2769.51054916215,2958.93900823377,3072.36474063157,3132.2749264028,3139.60740413978,3145.71288674086,3150.71064452671,3154.71007991737,3157.8111589666,3160.10450712871,3161.67214603152,3162.58804506478,3162.91875854997,3162.72407548248,3162.05762383708,3160.9675071412,3159.4968415765,3157.6842806603,3155.56448896072,3153.16857123845,3150.52445871309,3147.65725502289,3144.58954492369,3141.34166897283,3122.98314667728,3102.23898723287,3080.18675668167,3057.5090357023,3034.64842842883,3011.89708330907,2989.44947684075,2967.43532992649,2945.94007227972,2925.01839438239,2904.70312063034,2885.01162470613,2865.95001370741,2847.51628660389,2829.70253703248,2812.49669304904,2795.88375408468,2779.84653776851,2764.36668497924,2749.42498483988,2735.00183199733,2721.07759274382,2707.63258208473,2694.64762578935,2682.10391456264,2669.98316406349,2658.26767681357
25,1263.64144281653,1457.19809533264,2053.00860776925,2478.60940771087,2770.52310671242,2960.8743894884,3075.20388078639,3135.79063301504,3143.2235469395,3149.41813914349,3154.49417954462,3158.56166942012,3161.72123941354,3164.06420703079,3165.67329233793,3166.62314985503,3166.980992539,3166.80723313168,3166.15608234933,3165.07618458921,3163.61115356514,3161.8000981592,3159.67809795533,3157.27663475376,3154.62398150861,3151.74555107598,3148.66420769246,3145.40054434735,3126.93802094318,3106.06226486396,3083.86400114935,3061.03395121946,3038.01984250808,3015.11708706812,2992.52223009493,2970.36628314397,2948.73543906163,2927.68479171966,2907.24731862145,2887.44037573163,2868.26993366795,2849.73376040416,2831.82372257053,2814.52741339077,2797.82952848462,2781.71256566326,2766.157847816,2751.14585380323,2736.6566792594,2722.6704056352,2709.16707631555,2696.12726306096,2683.53191776031,2671.36253294857,2659.60120327032
26,1266.58913396338,1458.16213260061,2053.04318010643,2478.9168264012,2771.48301482156,2962.71633872233,3077.9155122686,3139.15757831874,3146.68811137967,3152.96939085729,3158.12167027377,3162.25548810242,3165.47211454651,3167.86352840198,3169.51312390171,3170.49620889856,3170.88063579163,3170.72741453426,3170.09134092885,3169.02156461971,3167.56218964039,3165.75276792277,3163.62878312098,3161.2220843308,3158.56127755156,3155.67207709365,3152.57761972487,3149.29874463337,3130.73576579472,3109.73272311073,3087.39317327764,3064.41576935089,3041.25322424484,3018.2041204965,2995.46700814922,2973.17414526512,2951.41245752135,2930.23742180799,2909.68215573737,2889.76398992881,2870.4887544183,2851.85400254582,2833.85132085979,2816.46803479209,2799.68853045729,2783.49496675568,2767.86836758062,2752.78890864767,2738.2363938953,2724.19062727665,2710.63138792353,2697.5390007264,2684.89418572262,2672.67821903898,2660.87299388015
27,1269.43814640332,1459.13504492965,2053.07592392108,2479.207776051,2772.39480798572,2964.47253657186,3080.50971104078,3142.38720923413,3150.01272649514,3156.37843735159,3161.60502144937,3165.80354603473,3169.07588122453,3171.51463837583,3173.20385256648,3174.21947505788,3174.62997044997,3174.49693369485,3173.87570994786,3172.81595864137,3171.36225473691,3169.5545816706,3167.42881690887,3165.01716771186,3162.34856498122,3159.44901716311,3156.34192603491,3153.04837820382,3134.38823975426,3113.26192149899,3090.78550508617,3067.66534780194,3044.3591133947,3021.1683731969,2998.29365381703,2975.86841853498,2953.98029756314,2932.68513183989,2912.01616703947,2891.99070106253,2872.61442200414,2853.88466642465,2835.79275769806,2818.32573015729,2801.46765064931,2785.20041240214,2769.50469449699,2754.36038886828,2739.74701467679,2725.64410531024,2712.03118258861,2698.88833124963,2686.19604602372,2673.93539293261,2662.08806977581
28,1272.19522223266,1460.11547629659,2053.10700619157,2479.48368847416,2773.26248445618,2966.14977565994,3082.99542818401,3145.48971731084,3153.20773930445,3159.655751223,3164.95482664012,3169.21653051926,3172.5433036251,3175.02836299674,3176.75636373509,3177.80387176641,3178.23994739678,3178.12675308689,3177.52016061479,3176.47034702288,3175.02232438165,3173.21650398117,3171.08914745765,3168.67281158494,3165.99674416545,3163.08724128425,3159.96796560257,3156.66023151035,3137.90600977813,3116.66015890029,3094.05100167481,3070.79244610448,3047.34689398881,3024.01891510323,3001.01092600684,2978.45755648509,2956.4471147999,2935.03578822818,2914.25693905251,2894.12782706565,2874.65399449831,2855.83256162383,2837.65459216103,2820.10682878375,2803.17304321639,2786.83480929897,2771.07253505792,2755.86582849616,2741.1938965038,2727.03602412834,2713.37148243137,2700.18012233217,2687.44221941747,2675.13863553295,2663.2508787437
29,1274.86642241392,1461.10217622862,2053.13657365604,2479.74582879751,2774.08958562736,2967.75412242758,3085.38065001059,3148.47421196525,3156.28240272117,3162.81070748653,3168.18056382043,3172.50400541124,3175.88401627339,3178.41439391453,3180.18039050102,3181.25916595203,3181.72035779345,3181.62667953485,3181.03452189504,3179.99454574614,3178.55220956815,3176.74833534658,3174.6195596584,3172.19878093027,3169.51555733849,3166.59646560155,3163.46542252452,3160.14397220752,3141.2985322063,3119.9366502709,3097.19861340718,3073.80570712863,3050.22495706887,3026.76385437974,3003.62665277901,2980.9491121949,2958.82019416899,2937.29641561979,2916.41124535257,2896.18189872078,2876.6137698117,2857.70376276198,2839.44268215065,2821.81698737015,2804.81015476526,2788.40346119218,2772.57702171045,2757.31014171232,2742.58180888041,2728.37100048999,2714.65675889337,2701.41870717634,2688.63690759764,2676.29202341574,2664.36537830074
30,1277.45721639126,1462.09399403075,2053.16475586196,2479.9953164539,2774.87926162991,2969.2909712762,3087.67253076218,3151.34886789792,3159.24502206211,3165.85172264761,3171.29073384805,3175.67455929495,3179.10667220743,3181.68143630818,3183.48467921811,3184.59413537073,3185.08000208077,3185.00552837952,3184.42761013214,3183.39737210758,3181.96073137271,3180.1588879192,3178.02885268385,3175.6038578701,3172.91376489514,3169.98542531529,3166.8430046398,3163.50827179891,3144.5743030911,3123.0996735538,3100.23637901523,3076.71291906096,3053.00083546967,3029.4104681334,3006.1478582201,2983.3498614817,2961.10606918075,2939.47331255327,2918.48515725886,2898.15876856013,2878.49939032624,2859.5037117086,2841.16227762615,2823.4612701981,2806.38387397043,2789.91107391854,2774.02269768173,2758.69777255351,2743.9150013745,2729.65316260343,2715.8910095428,2702.60795911325,2689.78386574421,2677.3991993846,2665.43510434743
31,1279.97255735642,1463.08987289715,2053.19166767345,2480.23314687731,2775.63432570057,2970.76516595447,3089.8775033822,3154.12104827782,3162.1030797776,3168.7863807395,3174.29296871828,3178.73593352,3182.21907175169,3184.83733824723,3186.67711569881,3187.81669466373,3188.32681577716,3188.27124891603,3187.70738204257,3186.68679967651,3185.25584497951,3183.45610910383,3181.32496165859,3178.89596151093,3176.19926690085,3173.26199847235,3170.10856529984,3166.76095653602,3147.74097870033,3126.1566924452,3103.17154521189,3079.52110137417,3055.68131703576,3031.96531214674,3008.58086833224,2985.66590489355,2963.31062092991,2941.57214732395,2920.48413736772,2900.06370165445,2880.3159311984,2861.23729897462,2842.8180966381,2825.04422884379,2807.89859358264,2791.36188883449,2775.41366011193,2760.0326622715,2745.1973377604,2730.88619984021,2717.07782201968,2703.75135372517,2690.88646290262,2678.46343118492,2666.4632282896
32,1282.41694584653,1464.08884402187,2053.21741134438,2480.46020867465,2776.35729953782,2972.18106408173,3092.00137247867,3156.79740831385,3164.86334034021,3171.62153932538,3177.19430741593,3181.69512990908,3185.22827085485,3187.88919953278,3189.76483444537,3190.93400487871,3191.46797920014,3191.4310342325,3190.88103769472,3189.87002289919,3188.44474933247,3186.64719068092,3184.51506755762,3182.08225866012,3179.37921295266,3176.43331472859,3173.26921175728,3169.90910904713,3150.80550363853,3129.11445971609,3106.01066727226,3082.23660248976,3058.27253937701,3034.43431292164,3010.931400747,2987.90275514024,2965.43916226238,2943.5980390107,2922.41311762605,2901.90144871836,2882.0679698821,2862.90893875995,2844.41439428001,2826.56996757268,2809.35827419548,2792.75972987899,2776.7536030727,2761.31838123841,2746.43225167444,2732.07348679924,2718.22041350219,2704.85200419448,2691.94771298893,2679.48766067368,2667.45260454949
33,1284.7944837871,1465.09002079814,2053.24207824495,2480.67729796312,2777.05049191565,2973.54260125882,3094.04939135064,3159.38398284016,3167.53193895731,3174.36341916468,3180.00098738553,3184.5585018846,3188.14067275622,3190.84346379515,3192.75431108279,3193.95256615177,3194.51001032296,3194.49141418551,3193.95511348666,3192.95357992335,3191.53397166284,3189.73866196319,3187.60568991802,3185.16925598201,3182.46009406169,3179.50584693545,3176.33139644598,3172.95915931325,3153.77416443251,3131.97910465651,3108.75969418845,3084.86518253397,3060.7800701341,3036.82279279364,3013.20463964945,2990.06540939884,2967.49650814389,2945.55562563684,2924.27656539778,2903.67631391098,2883.75965320836,2864.52262633839,2845.95502154172,2828.04219959319,2810.76649760303,2794.10805353848,2778.04586369046,2762.55815330998,2747.62285974612,2733.21802746358,2719.32174636751,2705.9127885571,2692.97041516925,2680.47454516096,2668.40581235089
34,1287.10892065865,1466.09259317357,2053.26575030783,2480.88513048479,2777.71587111508,2974.853339564,3096.02633551794,3161.88625849229,3170.11445431481,3177.0176804712,3182.71873545917,3187.33183198339,3190.96210596461,3193.70599684407,3195.65144099693,3196.87829656085,3197.45884377401,3197.45833446516,3196.93556126987,3195.94342437783,3194.52948001372,3192.73646874557,3190.60276568805,3188.16287873201,3185.44782123025,3182.48548953748,3179.30099517707,3175.91696264195,3156.65269168702,3134.75620196131,3111.42404110319,3087.41208372082,3063.20897528272,3039.13574536581,3015.40530000324,2992.15841140022,2969.4870355356,2947.44912286039,2926.07854049374,2905.39220681524,2885.39474688286,2866.08198970724,2847.44347485849,2829.46429583925,2812.12651515344,2795.40999950963,2779.29347399003,2763.75490815727,2748.77199432514,2734.32253806095,2720.38442556676,2706.93622020747,2693.95699459752,2681.42649287185,2669.32518709768
35,1289.36369313052,1467.09582220898,2053.28850124612,2481.08435169104,2778.35532804854,2976.1165151261,3097.93654780861,3164.30924770165,3172.61598523053,3179.58948660744,3185.35277634533,3190.02038576571,3193.69788809331,3196.48215366172,3198.46160657653,3199.71659955066,3200.3198983892,3200.33722424165,3199.82781602824,3198.84499301387,3197.43670112261,3195.64603197285,3193.51171662109,3191.06853800921,3188.34779254252,3185.37762547903,3182.18337384121,3178.78786614573,3159.44631815757,3137.45085901326,3114.00865124494,3089.88209051813,3065.56387749661,3041.37757980692,3017.53768227158,2994.1859046098,2971.41473498163,2949.28237297889,2927.82274224663,2907.05268929012,2886.97668093229,2867.59033275441,2848.88293074428,2830.83931689,2813.44127695989,2796.6684060679,2780.49916939284,2764.91129956183,2749.88221792543,2735.38951776263,2721.41087192626,2707.92464597022,2694.90972824143,2682.34569211711,2670.21285177637
36,1291.56195890102,1468.09903487728,2053.31039758392,2481.27554546224,2778.97054465274,2977.33507539659,3099.78399658522,3166.65752545932,3175.04118498624,3182.08356686048,3187.90789692232,3192.62901854854,3196.3528949462,3199.17683596112,3201.18973498724,3202.47242186854,3203.09813526091,3203.13305427631,3202.63685401166,3201.66326383014,3200.26061138507,3198.47234085524,3196.33750719479,3193.8911885567,3191.16495082494,3188.18718370579,3184.98344573445,3181.57676587718,3162.15983477017,3140.06773228064,3116.51804275936,3092.27958133057,3067.84900627312,3043.55237654202,3019.60571949294,2996.15167757222,2973.28325436033,2951.05888762875,2929.51255088191,2908.66101523524,2888.50858612943,2869.05066975216,2850.27631279634,2832.17008313578,2814.71350508052,2797.88590876717,2781.66550133337,2766.02974968722,2750.9558699272,2736.42121934308,2722.40326182897,2708.88019017388,2695.8306738906,2683.23413750366,2671.07074098195
37,1293.70662772284,1469.10161912279,2053.33149953414,2481.45924146709,2779.56305191972,2978.5117118883,3101.57231475502,3168.93529055616,3177.39432572632,3184.50425291183,3190.38848115477,3195.16214893657,3198.93159151428,3201.79453853316,3203.840348037,3205.15030357007,3205.79810783951,3205.85038708163,3205.36724292191,3204.40280625024,3203.00577884247,3201.21995068144,3199.08469461459,3196.63537866396,3193.90383342955,3190.9186888129,3187.70572105647,3184.28815616429,3164.79763898256,3142.61110223094,3118.95638208518,3094.60856612605,3070.06824117414,3045.66387763434,3021.61301777496,2998.05920317058,2975.09593687686,2952.78188444892,2931.15106231486,2910.22016393719,2889.99333597398,2870.46576914113,2851.62626885106,2833.45914448078,2815.94565652925,2799.06487385465,2782.79474908391,2767.11250515793,2751.99512664294,2737.41975318521,2723.36364392421,2709.80478122947,2696.72169690382,2684.09363424977,2671.90060252862
38,1295.80038497928,1470.10306018873,2053.35186174804,2481.63592148606,2780.13424702375,2979.64888857502,3103.30483625319,3171.14640204447,3179.67933465707,3186.85553005747,3192.79856413554,3197.62385297716,3201.4380876227,3204.33940621014,3206.41760539745,3207.75442136404,3208.42400536463,3208.4934204044,3208.0231854166,3207.06782462509,3205.6764066539,3203.89306083238,3201.75746268509,3199.30529342818,3196.56861539128,3193.57630408397,3190.35434981855,3186.92617237574,3167.36377669736,3145.08490663319,3121.32747988099,3096.87275517457,3072.22514073223,3047.71552305453,3023.56289142062,2999.9116725853,2976.85585373072,2954.45431856048,2932.74112166273,2911.73287373691,2891.43356063311,2871.83816171553,2852.93524155261,2834.70885379941,2817.13999851965,2800.2074870604,2783.88902154716,2768.1615850771,2753.00193483121,2738.38699690069,2724.29382969898,2710.7002298779,2697.5845566186,2684.92589357218,2672.7041026483
39,1297.84571567726,1471.10277419203,2053.371533959,2481.80602485454,2780.68540811799,2980.74886634853,3104.98462765371,3173.29441473921,3181.89983002516,3189.14107100407,3195.14186424876,3200.01788744072,3203.8761718633,3206.81524950562,3208.92533862554,3210.28862633492,3210.97969066358,3211.06602507095,3210.60855697467,3209.66219609168,3208.27637093258,3206.4955439913,3204.35969720326,3201.90479240746,3199.16314699133,3196.1638689521,3192.93315919015,3189.49462814281,3169.8619787395,3147.49277636689,3123.63485499007,3099.07554357197,3074.32301207414,3049.71047268955,3025.45839345843,3001.71202476196,2978.56583338362,2956.07891127831,2934.28534513268,2913.20166104012,2892.83168281961,2873.17017924092,2854.20547591896,2835.92137349307,2818.29861486556,2801.31575751428,2784.9502569298,2769.17886033643,2753.97810151612,2739.32469693033,2725.19550812958,2711.56814973833,2698.42081186656,2685.73242189323,2673.48269757723
40,1299.84492377317,1472.10034416677,2053.39056153721,2481.96995316655,2781.21770716785,2981.8137243865,3106.61451573109,3175.38261024054,3184.05915273068,3191.36426715086,3197.42181574524,3202.34772251433,3206.24934417595,3209.2255925877,3211.36709907417,3212.75647689515,3213.46873317167,3213.57177804903,3213.12693897667,3212.18950365181,3210.80925380079,3209.03097915854,3206.8949628072,3204.43744252335,3201.69098657678,3198.68493172604,3195.44568612567,3191.99704787865,3172.29569272405,3149.83806557573,3125.88176079036,3101.22007650907,3076.36487884505,3051.6516752985,3027.30234227385,3003.46297242025,2980.22848522194,2957.65817225234,2935.78614686755,2914.62884786767,2894.18993634824,2874.46397126775,2855.43904115177,2837.09869626337,2819.42342552106,2802.39153605681,2785.98024045937,2770.16605390582,2754.92529061622,2740.23446119328,2726.07023403367,2712.41004527541,2699.2319193588,2686.51463062638,2674.2377557493
41,1301.80014951133,1473.09535815066,2053.40898597497,2482.12807435584,2781.73222112318,2982.84537878853,3108.19711157702,3177.41402414463,3186.16039368266,3193.52825672706,3199.64159695327,3204.61657015651,3208.56083287951,3211.57369796835,3213.74616297248,3215.1612640577,3215.89443788109,3216.01399143414,3215.58164770785,3214.65306517345,3213.27837237377,3211.50268060217,3209.36656903759,3206.90653683107,3204.15542933862,3201.14277829466,3197.89520597726,3194.43669528729,3174.66811101848,3152.12388045745,3128.07120803427,3103.30926503327,3078.35351465245,3053.54182884482,3029.09734502263,3005.16702419676,2981.84622230692,2959.19442199742,2937.24575824091,2916.01658002585,2895.51038511848,2875.72152347128,2856.63784835822,2838.24266224201,2820.5162031431,2803.43653125905,2786.98061988308,2771.12475583554,2755.8450374686,2741.1177731567,2726.91944170497,2713.22730416511,2700.01922257073,2687.27382132991,2674.97053895972
42,1303.71338472352,1474.08744443092,2053.4268452831,2482.28072624847,2782.22994154744,2983.84559890483,3109.73483177443,3179.39146986791,3188.2064181227,3195.635949301,3201.80415501475,3206.82740903316,3210.81366550574,3213.86259173456,3216.06557341299,3217.50605205253,3218.25987080652,3218.39573794865,3217.97575987254,3217.05595890395,3215.68680425716,3213.9137233269,3211.77758653943,3209.31515992929,3206.55953262057,3203.5404573626,3200.28475766096,3196.81659846432,3176.98219520257,3154.35310209839,3130.20598916839,3105.34580867029,3080.291596849,3055.38343382266,3030.84581802216,3006.82650479904,2983.42128024786,2960.68980995899,2938.66624572584,2917.36684436371,2896.79493978226,2876.9446737526,2857.80366610838,2839.35502541246,2821.57858762791,2804.45232348085,2787.9529190699,2772.05643642099,2756.73876157979,2741.97600418745,2727.74445688424,2714.02120890312,2700.78396300429,2688.011196637,2675.68221297771
