p_bar,of_1,of_1_5,of_2,of_2_5,of_3,of_3_5,of_4,of_4_5,of_4_6,of_4_7,of_4_8,of_4_9,of_5,of_5_1,of_5_2,of_5_3,of_5_4,of_5_5,of_5_6,of_5_7,of_5_8,of_5_9,of_6,of_6_1,of_6_2,of_6_3,of_6_4,of_6_5,of_7,of_7_5,of_8,of_8_5,of_9,of_9_5,of_10,of_10_5,of_11,of_11_5,of_12,of_12_5,of_13,of_13_5,of_14,of_14_5,of_15,of_15_5,of_16,of_16_5,of_17,of_17_5,of_18,of_18_5,of_19,of_19_5,of_20
10,535.06961564966,558.926030599308,507.066696240139,470.567850382077,444.917775842081,426.774539402331,413.826252239029,404.433530368596,402.871960794575,401.397743116755,400.00430822442,398.685655182763,397.436306673583,396.251271953834,395.125996621922,394.056328041757,393.038476664648,392.068981361251,391.144677616309,390.262668570275,389.42029880531,388.615130718626,387.84492329541,387.107613080331,386.401297144623,385.724217852435,385.074749240832,384.451384727844,381.680483044234,379.388712970338,377.473510065809,375.859373507845,374.489328184906,373.319487755087,372.315457279405,371.449889039931,370.700771073135,370.050196523712,369.483469880954,368.988433153396,368.554958690513,368.174558432595,367.840079588148,367.545464947198,367.285562211641,367.055970500216,366.852918450534,366.673160484539,366.513896728998,366.372701517775,366.247471300736,366.13637442634,366.037812582058,365.950390689008,365.872876915769
11,533.845730364778,558.823556253264,507.060845229644,470.520742278611,444.788950201912,426.554961919126,413.531402514993,404.089791190134,402.52154472852,401.04156011528,399.643202957916,398.320406139476,397.067627120589,395.879812347717,394.75234778874,393.681024977154,392.662002586358,391.691771831915,390.767124596139,389.885124305844,389.043079496312,388.238519930369,387.469175103582,386.732954947333,386.027932535473,385.352328603539,384.704497697946,384.082915784821,381.322595121144,379.043204507712,377.141268442655,375.540722676409,374.184238748201,373.027706639826,372.036590322973,371.183455139946,370.446238477777,369.807007594154,369.251058199777,368.766235391751,368.342422817546,367.971149312158,367.645282682614,367.358788635106,367.106539085031,366.884157897339,366.687898494196,366.514539633764,366.361305222962,366.225792176389,366.105918814559,365.999874177694,365.906079521765,365.823155219777,365.749895291546
12,532.712248977887,558.713631330711,507.055699025517,470.479281321204,444.674387820514,426.357911607757,413.264886778815,403.777546815134,402.203007652559,400.717575414196,399.314557261867,397.987826142942,396.731779946106,395.541307360747,394.411739244772,393.338815316052,392.318646033266,391.34767811642,390.422662646786,389.54062582269,388.69884233905,387.894811285777,387.126234414808,386.390996600684,385.687148309542,385.012889890947,384.366557513647,383.746610576643,380.996036874615,378.728086452568,376.838423592173,375.250454041395,373.90651604291,372.762289575818,371.783106418626,370.941450819564,370.215213291832,369.586437544723,369.040411822221,368.564984881352,368.150051694313,367.787157614728,367.469190373533,367.190137491941,366.94489442065,366.729108439342,366.53905651334,366.371540460019,366.22380690514,366.093473585311,365.978479622316,365.877033485573,365.787574770706,365.708741098115,365.639340243082
13,531.655865201759,558.596761629934,507.051110968384,470.442401006979,444.571548151701,426.179547794925,413.022026026574,403.491689062086,401.911192198049,400.420595027566,399.013144589921,397.682663171085,396.423493940184,395.230472180953,394.09887753646,393.024401374048,392.003109014878,391.031405413268,390.106003270652,389.223893705099,388.382319478786,387.578750704523,386.810862900104,386.076517228891,385.373742750616,384.700720503098,384.055769239496,383.437332654626,380.695799243452,378.438487916027,376.560254304306,374.983999800802,373.651743782659,372.518969747568,371.550885182031,370.7198983069,370.003856033168,369.384780545085,368.847953750191,368.38122855043,367.974511199673,367.619363320113,367.30869192558,367.03650597489,366.797722776507,366.588012341964,366.403674090957,366.241531777729,366.098852753677,365.973276048522,365.862759706098,365.765530526028,365.680045375637,365.604958525809,365.539092103047
14,530.666075026267,558.473412613575,507.046993088068,470.409304019675,444.478492567196,426.016913778393,412.799197875353,403.228263093476,401.642102939209,400.146579324893,398.734902797947,397.400834340919,396.138670504236,394.943196955407,393.809645520776,392.733662242703,391.711269993677,390.738834348826,389.813031747065,388.930820105171,388.08941192123,387.286249814406,386.518984388876,385.785454273922,385.083668173818,384.411788754327,383.768118194568,383.151085239737,380.41798534266,378.170629202413,376.303096660702,374.73780881455,373.416491226227,372.294434354743,371.336729100173,370.51571234672,369.809190269649,369.199165288275,368.670913971677,368.212293775968,367.813222339892,367.465277059011,367.161383768218,366.895571947599,366.662780308623,366.458700513821,366.279653470516,366.122483875858,365.984478670281,365.863298117081,365.756916759644,365.663579381769,365.581759183744,365.510125312485,365.447515035894
15,529.734432827886,558.344086726854,507.043259121092,470.379374074928,444.393710822129,425.867687262675,412.593542060339,402.984126892047,401.392565429472,399.892338062797,398.476612396992,397.139103012299,395.874059928864,394.676222532833,393.540777827632,392.463329199202,391.439859444682,390.466696867465,389.540483514256,388.658145760585,387.816867314864,387.014064613458,386.247364513777,385.514584151229,384.813712803235,384.142895593715,383.500418871391,382.88469709955,380.15950376557,377.921505057061,376.064039545228,374.509071557828,373.198041427544,372.086059978519,371.138107537389,370.326452328339,369.628862633149,369.027322690393,368.507104564211,368.05607063496,367.664149858737,367.322935206014,367.025370800057,366.765506001356,366.538300177995,366.339465826144,366.16534447302,366.012800871041,365.879141284325,365.762044414912,365.659502325061,365.569776290074,365.491355010876,365.422922143476,365.363328499765
16,528.854040539168,558.209245584251,507.039847536843,470.352132484248,444.316000557856,425.730012690311,412.4027616507,402.756753644928,401.160025627816,399.655291153581,398.235674678681,396.894858852844,395.627042192345,394.426920878469,393.289641069382,392.210765868813,391.186240111595,390.21235670662,389.285724974846,388.403241230017,387.562061704962,386.75957782165,385.993393730795,385.26130600104,384.561285310614,383.891459981981,383.250101196183,382.635609728601,379.91786084028,377.688694267105,375.840738080533,374.295519133636,372.99420491812,371.891735158857,370.952983689308,370.150154800516,369.46098074847,368.867428963082,368.354767785075,367.910864823723,367.525660329231,367.190762577013,366.899133527055,366.644841836524,366.422866852619,366.228941164979,366.059426137929,365.911205778074,365.781604864624,365.66831973509,365.569359180052,365.483000197144,365.40774624357,365.342294768756,365.285509443769
17,528.01917656836,558.069347507918,507.036706984103,470.32719250908,444.244406917154,425.602385207305,412.224984977771,402.544079042263,400.942396301623,399.433332444766,398.009976024758,396.665966828089,395.395474227003,394.193142055168,393.054080663633,391.973815002233,390.948253839023,389.973656373164,389.046600695983,388.163954387835,387.322847386114,386.520647147641,385.754936050508,385.023490929274,384.324264606447,383.65536926739,383.015061520712,382.401728987809,379.691015826656,377.470215879207,375.631274354171,374.095295530922,372.803192493718,371.709734007951,370.779694205338,369.985217010978,369.304000549786,368.717996691272,368.212470731379,367.775295779196,367.39642334845,367.067476766375,366.781435412942,366.532386706672,366.315329354885,366.126015366118,365.960825230098,365.816661480531,365.69086667918,365.581154072417,365.485548465225,365.402341883914,365.330051871779,365.26738902809,365.21322926813
18,527.225076011225,557.924814010306,507.033803431686,470.304242752815,444.178138537317,425.483568522109,412.058667323716,402.344395142264,400.737950002397,399.224718361067,397.797755921812,396.450666211424,395.177576985286,393.973104933933,392.832311420393,391.750689021619,390.72411215053,389.748807818682,388.821324239812,387.938501461627,387.097444192864,386.295496873777,385.530220954313,384.79937428769,384.100892512565,383.432872278118,382.793556158552,382.181319103912,379.477277472465,377.264428573918,375.434056979086,373.906870702511,372.62352288627,371.538628360563,370.616863348178,369.830313886592,369.15664602509,368.577797194055,368.079030253908,367.648224050776,367.275341325387,366.952020218253,366.671257142659,366.427157784737,366.214739063956,366.029773526779,365.868658400058,365.728314659872,365.606101982884,365.499749863213,365.407298471546,365.327054233601,365.257548171518,365.197503452132,365.145807679218
19,526.467678613829,557.776105776183,507.031102443946,470.283028119677,444.116545699031,425.372535232083,411.902519396521,402.156273003048,400.545241030575,399.027989327671,397.597543488944,396.247473356377,394.971871095775,393.765313702127,392.622837696295,391.539890138678,390.512316385174,389.536312642884,388.608398477008,387.725387494305,386.884360144836,386.082638714899,385.317764494144,384.587477038902,383.889695415084,383.222501282005,382.584123668695,381.97292529267,379.275228514434,377.069957238806,375.247760783131,373.728957081136,372.453957132131,371.377223386488,370.46334045674,369.684337577423,369.017850767803,368.445804035137,367.953458352645,367.528698512163,367.161498439925,366.843510864071,366.567748870648,366.328335955741,366.120307298129,365.939453694641,365.782190228697,365.645455136908,365.526624599122,365.423443752473,365.333967540751,365.256516215107,365.189633725059,365.13205527173,365.082679644054
20,525.743522973904,557.623609326391,507.028577743882,470.263337321861,444.0590862414,425.268422820471,411.75545429721,401.978501404494,400.36304745312,398.841911374007,397.40809492973,396.05513660936,394.777095142669,393.568513351724,392.424394017553,391.340150946474,390.311598299333,389.334902742309,388.406556315083,387.523347181204,386.682332418694,385.880812948307,385.116310601298,384.386547262814,383.689425984536,383.023013935316,382.385527046218,381.775316203277,379.083669526962,376.885638369016,375.071257567402,373.560468134265,372.293446891391,371.224510401965,370.318153509945,369.546352578773,368.886714613592,368.321151123431,367.834921690248,367.41591723552,367.054122825602,366.741205561961,366.47019486582,366.235231617127,366.031368767017,365.8544148336,365.700802206015,365.567485819067,365.451857792756,365.351678351409,365.265016668473,365.190206293446,365.125803594067,365.07055532841,365.023371006116
21,525.049626714762,557.467706936665,507.02620746494,470.244993623259,444.005303484853,425.170500580171,411.616547532393,401.810058476726,400.190327294564,398.665432003274,397.228349145366,395.872587978528,394.592175761535,393.381622940732,392.235896391348,391.150389493741,390.120875146083,389.143495422946,388.214715869502,387.331300122205,386.490282701206,385.688943885788,384.92478669343,384.195515912687,383.499019093952,382.833349374186,382.196709997165,381.587440385766,378.901576457154,376.710478783742,374.90358678774,373.400476565404,372.141096636425,371.079628111936,370.180473801126,369.415561479512,368.762470198527,368.20310110855,367.722711063564,367.309197999315,366.952558073567,366.644472557089,366.377986888939,366.147258934731,365.94735896425,365.774112725364,365.623969401955,365.493900106483,365.381312378733,365.283981016992,365.19998892231,365.127682460353,365.06562995218,365.012589264552,364.967480206458
22,524.383400959844,557.308759094384,507.023973242197,470.227847873162,443.954809486069,425.078144384506,411.485006407791,401.650056112367,400.026184938991,398.497646341874,397.057393681885,395.698908923669,394.416189655567,393.20371559834,392.056422835341,390.9696748014,389.93921519354,388.961158942583,388.031946049659,387.148316468868,386.307282913295,385.506105688535,384.742269592745,384.013462847801,383.317557975865,382.652594504938,382.016763370168,381.408392870965,378.728068028314,376.543623942272,374.743922237081,373.248185064706,371.996141583621,370.941836793733,370.049590206997,369.291280642535,368.644460438838,368.091021181132,367.616218035722,367.207955720947,366.856241434665,366.552770422087,366.290603840959,366.063916168968,365.867794570501,365.698081564603,365.551242654433,365.424264646416,365.314570016924,365.219947663565,365.138493751259,365.068567013367,365.008747295142,364.957803161971,364.91466433267
